Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Runtime_unit,Gross_unit
"Star Wars, Episódio VI: O Retorno do Jedi",(1983),"Action, Adventure, Fantasy",131,8.3,309.13,898.532,58.0,min,M
Vidas sem Rumo,(1983),"Crime, Drama",91,7.1,25.60,70.545,41.0,min,M
Scarface,(1983),"Crime, Drama",170,8.3,45.60,690.768,65.0,min,M
Flashdance: Em Ritmo de Embalo,(1983),"Drama, Music, Romance",95,6.2,94.90,44.332,39.0,min,M
Férias Frustradas,(1983),"Adventure, Comedy",98,7.4,61.40,90.292,55.0,min,M
Trocando as Bolas,(1983),Comedy,116,7.5,90.40,127.718,69.0,min,M
"Christine, o Carro Assassino",(1983),"Horror, Thriller",110,6.7,21.20,66.489,57.0,min,M
Jogos de Guerra,(1983),"Sci-Fi, Thriller",114,7.1,79.57,85.785,77.0,min,M
Videodrome: A Síndrome do Vídeo,(1983),"Horror, Sci-Fi, Thriller",87,7.3,2.12,77.719,60.0,min,M
O Reencontro,(1983),"Comedy, Drama",105,7.2,56.20,30.943,61.0,min,M
Negócio Arriscado,(1983),"Comedy, Crime, Drama",99,6.8,63.50,75.956,75.0,min,M
007 - Nunca Mais Outra Vez,(1983),"Action, Adventure, Thriller",134,6.2,55.50,57.703,68.0,min,M
Laços de Ternura,(1983),"Comedy, Drama",132,7.4,108.42,51.274,79.0,min,M
Uma História de Natal,(1983),"Comedy, Family",94,8.0,20.61,126.408,77.0,min,M
007 Contra Octopussy,(1983),"Action, Adventure, Thriller",131,6.6,67.90,89.349,63.0,min,M
Superman III,(1983),"Action, Adventure, Comedy",125,5.0,59.95,61.431,44.0,min,M
Juventude em Fúria,(1983),"Crime, Drama, Thriller",123,7.2,9.20,13.102,53.0,min,M
Os Eleitos: Onde o Futuro Começa,(1983),"Adventure, Biography, Drama",193,7.8,21.50,53.607,91.0,min,M
Na Hora da Zona Morta,(1983),"Drama, Horror, Sci-Fi",103,7.2,20.77,56.751,69.0,min,M
Krull,(1983),"Action, Adventure, Sci-Fi",116,6.1,16.52,28.646,45.0,min,M
No Limite da Realidade,(1983),"Horror, Sci-Fi",101,6.5,29.50,31.274,44.0,min,M
Acampamento Sinistro,(1983),Horror,84,6.3,11.00,23.816,58.0,min,M
Fome de Viver,(1983),"Drama, Horror",97,6.7,5.98,21.601,52.0,min,M
Os Embalos de Sábado Continuam,(1983),"Drama, Music, Romance",93,4.7,64.89,13.711,23.0,min,M
Mr. Mom: Dona de Casa por Acaso,(1983),"Comedy, Drama",91,6.5,64.80,19.933,50.0,min,M
O Selvagem da Motocicleta,(1983),"Crime, Drama, Romance",94,7.2,2.49,29.964,63.0,min,M
Cujo,(1983),"Horror, Thriller",93,6.1,21.20,36.466,57.0,min,M
Deathstalker - O Guerreiro Invencível,(1983),"Adventure, Fantasy",80,4.6,11.92,3.815,,min,M
Suburbia,(1983),"Drama, Thriller",94,7.0,,4.047,,min,
"Uma Escola Muito Especial, para Garotas",(1983),"Comedy, Romance",89,5.3,14.05,5.438,25.0,min,M
Sonhos Rebeldes,(1983),"Comedy, Romance",99,6.4,16.80,12.164,66.0,min,M
"Silkwood, Retrato de uma Coragem",(1983),"Biography, Drama, History",131,7.2,35.62,17.234,64.0,min,M
A Força do Carinho,(1983),"Drama, Music",92,7.4,8.44,8.741,,min,M
Tudo por uma Herança,(1983),Comedy,95,6.3,29.31,7.395,48.0,min,M
Caçador do Espaço: Aventura na Zona Proibida,(1983),"Action, Adventure, Sci-Fi",90,5.5,16.48,5.031,,min,M
Psicose 2,(1983),"Crime, Horror, Mystery",113,6.5,34.73,22.145,54.0,min,M
Momento Inesquecível,(1983),"Comedy, Drama",111,7.3,5.90,19.622,82.0,min,M
Tubarão 3,(1983),"Adventure, Horror, Thriller",99,3.7,45.52,37.114,27.0,min,M
Furyo: Em Nome da Honra,(1983),"Drama, War",123,7.3,2.31,13.965,,min,M
Fogo e Gelo,(1983),"Animation, Fantasy, Adventure",81,6.6,0.76,8.833,45.0,min,M
Impacto Fulminante,(1983),"Action, Crime, Thriller",117,6.6,67.64,38.319,52.0,min,M
Nostalgia,(1983),Drama,125,8.1,0.01,20.049,,min,M
A Balada de Narayama,(1983),Drama,130,7.9,,6.595,,min,
Monty Python - O Sentido da Vida,(1983),"Comedy, Musical",107,7.6,14.93,108.193,,min,M
Taxi Especial,(1983),"Action, Comedy",100,5.5,16.13,4.174,46.0,min,M
Bicicletas Voadoras,(1983),"Adventure, Crime, Drama",88,5.5,,4.500,53.0,min,
The Pirates of Penzance,(1983),"Comedy, Musical, Romance",112,7.1,0.69,3.064,66.0,min,M
A Chance,(1983),"Drama, Romance, Sport",91,5.9,17.23,14.855,62.0,min,M
Trovão Azul,(1983),"Action, Crime, Drama",109,6.4,42.31,15.869,66.0,min,M
A Grande Encrenca,(1983),Comedy,82,4.7,2.08,2.639,34.0,min,M
"McQuade, o Lobo Solitário",(1983),"Action, Crime, Drama",107,6.4,12.23,10.117,65.0,min,M
Yentl,(1983),"Drama, Musical, Romance",133,6.5,40.22,11.813,,min,M
Projeto Brainstorm,(1983),"Sci-Fi, Thriller",106,6.5,8.90,10.374,57.0,min,M
Mistério no Parque Gorky,(1983),"Crime, Drama, Mystery",128,6.8,15.90,11.667,,min,M
Assassinatos na Fraternidade Secreta,(1983),"Horror, Mystery, Thriller",91,6.0,1.29,6.574,50.0,min,M
Uma Questão de Classe,(1983),"Comedy, Drama, Romance",98,6.0,,9.030,33.0,min,
Medo,(I) (1983),"Drama, Horror, Thriller",87,7.4,,7.371,,min,
A Viagem Musical,(1983),"Animation, Fantasy, Music",77,6.6,0.03,2.932,,min,M
No Templo das Tentações,(1983),"Fantasy, Mystery, Thriller",95,6.8,8.40,7.881,,min,M
Hércules,(1983),"Adventure, Fantasy",98,4.0,10.68,3.305,,min,M
A Fortaleza Infernal,(1983),"Drama, Fantasy, Horror",96,5.8,3.76,10.211,34.0,min,M
Star 80,(1983),"Biography, Drama",103,6.7,6.47,5.422,63.0,min,M
Porky 3,(1983),"Comedy, Drama",100,4.9,1.25,3.877,51.0,min,M
A Chave,(1983),"Drama, History, Romance",116,5.5,,2.367,,min,
Cerveja Maluca,(1983),"Comedy, Crime, Sci-Fi",90,6.7,,14.992,50.0,min,
"Eddie, o Ídolo Pop",(1983),"Drama, Music, Mystery",95,6.9,4.79,6.414,51.0,min,M
A Força de um Amor,(1983),"Action, Drama, Romance",100,5.9,19.91,7.939,52.0,min,M
Metalstorm,(1983),"Action, Adventure, Romance",84,3.8,5.30,1.499,,min,M
