Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
A Fantástica Fábrica de Chocolate,(1971),"Family, Fantasy, Musical",100,7.8,4.53,167.487,67.0,Mel Stuart,":
Gene Wilder, 
Jack Albertson, 
Peter Ostrum, 
Roy Kinnear
",min,M
Laranja Mecânica,(1971),"Crime, Drama, Sci-Fi",136,8.3,,715.021,80.0,Stanley Kubrick,":
Malcolm McDowell, 
Patrick Magee, 
Michael Bates, 
Warren Clarke
",min,
O 'Boyfriend' (O Namoradinho),(1971),"Comedy, Musical, Romance",137,6.8,,2.825,,Ken Russell,":
Twiggy, 
Christopher Gable, 
Max Adrian, 
Bryan Pringle
",min,
Um Violinista no Telhado,(1971),"Drama, Family, Musical",181,8.0,80.50,36.574,67.0,Norman Jewison,":
Topol, 
Norma Crane, 
Leonard Frey, 
Molly Picon
",min,M
Operação França,(1971),"Action, Crime, Drama",104,7.7,,102.913,94.0,William Friedkin,":
Gene Hackman, 
Roy Scheider, 
Fernando Rey, 
Tony Lo Bianco
",min,
Se Minha Cama Voasse,(1971),"Animation, Adventure, Comedy",117,7.1,18.53,32.136,59.0,Robert Stevenson,":
Angela Lansbury, 
David Tomlinson, 
Roddy McDowall, 
Sam Jaffe
",min,M
007 - Os Diamantes São Eternos,(1971),"Action, Adventure, Thriller",120,6.6,43.82,89.468,59.0,Guy Hamilton,":
Sean Connery, 
Jill St. John, 
Charles Gray, 
Lana Wood
",min,M
THX 1138,(1971),"Drama, Sci-Fi, Thriller",86,6.7,2.44,45.797,75.0,George Lucas,":
Robert Duvall, 
Donald Pleasence, 
Don Pedro Colley, 
Maggie McOmie
",min,M
Perseguidor Implacável,(1971),"Action, Crime, Thriller",102,7.7,35.90,135.535,90.0,Don Siegel,":
Clint Eastwood, 
Andrew Robinson, 
Harry Guardino, 
Reni Santoni
",min,M
Perversa Paixão,(1971),"Drama, Thriller",102,7.0,11.80,23.991,78.0,Clint Eastwood,":
Clint Eastwood, 
Jessica Walter, 
Donna Mills, 
John Larch
",min,M
Sol Vermelho,(1971),"Action, Western",112,6.9,4.84,7.226,,Terence Young,":
Charles Bronson, 
Toshirô Mifune, 
Alain Delon, 
Ursula Andress
",min,M
A Última Sessão de Cinema,(1971),"Drama, Romance",118,8.0,29.13,39.169,93.0,Peter Bogdanovich,":
Timothy Bottoms, 
Jeff Bridges, 
Cybill Shepherd, 
Ben Johnson
",min,M
Corrida Contra o Destino,(1971),"Action, Crime, Thriller",99,7.2,,25.433,61.0,Richard C. Sarafian,":
Barry Newman, 
Cleavon Little, 
Charlotte Rampling, 
Dean Jagger
",min,
"Quase, Quase uma Máfia",(1971),"Comedy, Crime",96,5.0,,1.258,,James Goldstone,":
Jerry Orbach, 
Leigh Taylor-Young, 
Jo Van Fleet, 
Lionel Stander
",min,
As 24 Horas de Le Mans,(1971),"Action, Adventure, Drama",106,6.8,,8.411,52.0,Lee H. Katzin,":
Steve McQueen, 
Siegfried Rauch, 
Elga Andersen, 
Ronald Leigh-Hunt
",min,
A Longa Caminhada,(1971),"Adventure, Drama",100,7.6,,21.470,85.0,Nicolas Roeg,":
Jenny Agutter, 
David Gulpilil, 
Luc Roeg, 
John Meillon
",min,
Os Demônios,(1971),"Biography, Drama, History",111,7.8,,12.465,49.0,Ken Russell,":
Vanessa Redgrave, 
Oliver Reed, 
Dudley Sutton, 
Max Adrian
",min,
Ensina-me a Viver,(1971),"Comedy, Drama, Romance",91,7.9,,67.287,62.0,Hal Ashby,":
Ruth Gordon, 
Bud Cort, 
Vivian Pickles, 
Cyril Cusack
",min,
Quando Explode a Vingança,(1971),"Drama, War, Western",157,7.7,,27.695,77.0,Sergio Leone,":
Rod Steiger, 
James Coburn, 
Romolo Valli, 
Maria Monti
",min,
Sob o Domínio do Medo,(1971),"Crime, Drama, Thriller",113,7.5,,53.571,70.0,Sam Peckinpah,":
Dustin Hoffman, 
Susan George, 
Peter Vaughan, 
T.P. McKenna
",min,
O Estranho que Nós Amamos,(1971),"Drama, Thriller, War",105,7.2,,14.695,66.0,Don Siegel,":
Clint Eastwood, 
Geraldine Page, 
Elizabeth Hartman, 
Jo Ann Harris
",min,
"Klute, O Passado Condena",(1971),"Crime, Mystery, Thriller",114,7.1,12.51,20.309,,Alan J. Pakula,":
Jane Fonda, 
Donald Sutherland, 
Charles Cioffi, 
Roy Scheider
",min,M
A Última Esperança da Terra,(1971),"Action, Drama, Sci-Fi",98,6.5,8.72,27.393,56.0,Boris Sagal,":
Charlton Heston, 
Anthony Zerbe, 
Rosalind Cash, 
Paul Koslo
",min,M
Ânsia de Amar,(1971),Drama,98,7.0,28.62,10.428,77.0,Mike Nichols,":
Jack Nicholson, 
Candice Bergen, 
Art Garfunkel, 
Ann-Margret
",min,M
