Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Tróia,(2004),"Drama, History",163,7.2,133.38,465.661,56.0,Wolfgang Petersen,":
Brad Pitt, 
Eric Bana, 
Orlando Bloom, 
Julian Glover
",min,M
Harry Potter e o Prisioneiro de Azkaban,(2004),"Adventure, Family, Fantasy",142,7.9,249.36,510.272,82.0,Alfonso Cuarón,":
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Richard Griffiths
",min,M
Meninas Malvadas,(2004),Comedy,97,7.0,86.06,312.298,66.0,Mark Waters,":
Lindsay Lohan, 
Jonathan Bennett, 
Rachel McAdams, 
Tina Fey
",min,M
Brilho Eterno de uma Mente sem Lembranças,(2004),"Drama, Romance, Sci-Fi",108,8.3,34.40,853.503,89.0,Michel Gondry,":
Jim Carrey, 
Kate Winslet, 
Tom Wilkinson, 
Gerry Robert Byrne
",min,M
A Vila,(2004),"Drama, Mystery, Thriller",108,6.5,114.20,233.419,44.0,M. Night Shyamalan,":
Sigourney Weaver, 
William Hurt, 
Joaquin Phoenix, 
Bryce Dallas Howard
",min,M
O Terminal,(2004),"Comedy, Drama, Romance",128,7.3,77.87,379.169,55.0,Steven Spielberg,":
Tom Hanks, 
Catherine Zeta-Jones, 
Chi McBride, 
Stanley Tucci
",min,M
A Lenda do Tesouro Perdido,(2004),"Action, Adventure, Mystery",131,6.8,173.01,291.767,39.0,Jon Turteltaub,":
Nicolas Cage, 
Diane Kruger, 
Justin Bartha, 
Sean Bean
",min,M
Madrugada Muito Louca,(2004),"Adventure, Comedy",88,7.1,18.23,175.683,64.0,Danny Leiner,":
John Cho, 
Kal Penn, 
Ethan Embry, 
Rob Tinkler
",min,M
Crash: No Limite,(I) (2004),"Crime, Drama, Thriller",112,7.8,54.58,407.200,69.0,Paul Haggis,":
Don Cheadle, 
Sandra Bullock, 
Thandie Newton, 
Karina Arroyave
",min,M
O Justiceiro,(2004),"Action, Crime, Drama",124,6.4,33.68,145.056,33.0,Jonathan Hensleigh,":
Thomas Jane, 
John Travolta, 
Samantha Mathis, 
Laura Harring
",min,M
Diário de uma Paixão,(2004),"Drama, Romance",123,7.8,81.00,490.181,53.0,Nick Cassavetes,":
Gena Rowlands, 
James Garner, 
Rachel McAdams, 
Ryan Gosling
",min,M
Kill Bill: Volume 2,(2004),"Action, Crime, Thriller",137,8.0,66.21,643.964,83.0,Quentin Tarantino,":
Uma Thurman, 
David Carradine, 
Michael Madsen, 
Daryl Hannah
",min,M
"Van Helsing, o Caçador de Monstros",(2004),"Action, Adventure, Fantasy",131,6.1,120.18,235.030,35.0,Stephen Sommers,":
Hugh Jackman, 
Kate Beckinsale, 
Richard Roxburgh, 
Shuler Hensley
",min,M
Os Incríveis,(2004),"Animation, Action, Adventure",115,8.0,261.44,624.493,90.0,Brad Bird,":
Craig T. Nelson, 
Samuel L. Jackson, 
Holly Hunter, 
Jason Lee
",min,M
O Aviador,(2004),"Biography, Drama",170,7.5,102.61,317.322,77.0,Martin Scorsese,":
Leonardo DiCaprio, 
Cate Blanchett, 
Kate Beckinsale, 
John C. Reilly
",min,M
Jogos Mortais,(2004),"Horror, Mystery, Thriller",103,7.6,56.00,361.956,46.0,James Wan,":
Cary Elwes, 
Leigh Whannell, 
Danny Glover, 
Ken Leung
",min,M
As Branquelas,(2004),"Comedy, Crime",109,5.6,70.83,123.040,41.0,Keenen Ivory Wayans,":
Marlon Wayans, 
Shawn Wayans, 
Busy Philipps, 
Maitland Ward
",min,M
Closer: Perto Demais,(I) (2004),"Drama, Romance",104,7.2,33.99,194.772,65.0,Mike Nichols,":
Natalie Portman, 
Jude Law, 
Clive Owen, 
Julia Roberts
",min,M
Efeito Borboleta,(2004),"Drama, Sci-Fi, Thriller",113,7.6,57.94,432.471,30.0,Eric Bress,":
Ashton Kutcher, 
Amy Smart, 
Melora Walters, 
Elden Henson
",min,M
Espanglês,(2004),"Comedy, Drama, Romance",131,6.4,42.04,75.418,48.0,James L. Brooks,":
Adam Sandler, 
Téa Leoni, 
Paz Vega, 
Cloris Leachman
",min,M
O Dia Depois de Amanhã,(2004),"Action, Adventure, Sci-Fi",124,6.4,186.74,397.584,47.0,Roland Emmerich,":
Dennis Quaid, 
Jake Gyllenhaal, 
Emmy Rossum, 
Dash Mihok
",min,M
O Operário,(2004),"Drama, Thriller",101,7.7,1.08,339.488,61.0,Brad Anderson,":
Christian Bale, 
Jennifer Jason Leigh, 
Aitana Sánchez-Gijón, 
John Sharian
",min,M
O Grito,(2004),"Horror, Mystery, Thriller",91,5.9,110.36,134.752,49.0,Takashi Shimizu,":
Sarah Michelle Gellar, 
Jason Behr, 
Clea DuVall, 
William Mapother
",min,M
Rei Arthur,(2004),"Action, Adventure, Drama",126,6.3,51.88,154.782,46.0,Antoine Fuqua,":
Clive Owen, 
Stephen Dillane, 
Keira Knightley, 
Ioan Gruffudd
",min,M
O Fantasma da Ópera,(2004),"Drama, Musical, Romance",143,7.3,51.27,112.070,40.0,Joel Schumacher,":
Gerard Butler, 
Emmy Rossum, 
Patrick Wilson, 
Miranda Richardson
",min,M
Show de Vizinha,(2004),"Comedy, Drama, Romance",109,6.7,14.59,194.129,47.0,Luke Greenfield,":
Emile Hirsch, 
Nicholas Downs, 
Elisha Cuthbert, 
Timothy Olyphant
",min,M
Hellboy,(2004),"Action, Fantasy, Horror",122,6.8,59.62,297.335,72.0,Guillermo del Toro,":
Ron Perlman, 
Doug Jones, 
Selma Blair, 
John Hurt
",min,M
Todo Mundo Quase Morto,(2004),"Comedy, Horror",99,7.9,13.54,485.919,76.0,Edgar Wright,":
Simon Pegg, 
Nick Frost, 
Kate Ashfield, 
Lucy Davis
",min,M
A Paixão de Cristo,(2004),Drama,127,7.1,370.78,204.926,47.0,Mel Gibson,":
Jim Caviezel, 
Monica Bellucci, 
Maia Morgenstern, 
Christo Jivkov
",min,M
Napoleon Dynamite,(2004),Comedy,96,6.9,44.54,189.594,64.0,Jared Hess,":
Jon Heder, 
Efren Ramirez, 
Jon Gries, 
Aaron Ruell
",min,M
Nem Tudo é o Que Parece,(2004),"Action, Crime, Drama",105,7.3,2.34,158.530,73.0,Matthew Vaughn,":
Daniel Craig, 
Sienna Miller, 
Michael Gambon, 
Tom Hardy
",min,M
Vingança Redentora,(2004),"Crime, Drama, Thriller",90,7.6,0.01,47.296,52.0,Shane Meadows,":
Paddy Considine, 
Gary Stretch, 
Toby Kebbell, 
Stuart Wolfenden
",min,M
Com a Bola Toda,(2004),"Comedy, Sport",92,6.7,114.33,219.251,55.0,Rawson Marshall Thurber,":
Ben Stiller, 
Christine Taylor, 
Vince Vaughn, 
Rip Torn
",min,M
Menina de Ouro,(2004),"Drama, Sport",132,8.1,100.49,603.417,86.0,Clint Eastwood,":
Hilary Swank, 
Clint Eastwood, 
Morgan Freeman, 
Jay Baruchel
",min,M
Blade: Trinity,(2004),"Action, Horror, Sci-Fi",113,5.9,52.41,159.920,38.0,David S. Goyer,":
Wesley Snipes, 
Kris Kristofferson, 
Parker Posey, 
Ryan Reynolds
",min,M
Eurotrip: Passaporte para a Confusão,(2004),Comedy,92,6.6,17.72,186.543,45.0,Jeff Schaffer,":
Scott Mechlowicz, 
Jacob Pitts, 
Michelle Trachtenberg, 
Travis Wester
",min,M
Como se Fosse a Primeira Vez,(2004),"Comedy, Drama, Romance",99,6.8,120.91,311.837,48.0,Peter Segal,":
Adam Sandler, 
Drew Barrymore, 
Rob Schneider, 
Sean Astin
",min,M
Desventuras em Série,(2004),"Adventure, Comedy, Family",108,6.8,118.63,188.568,62.0,Brad Silberling,":
Jim Carrey, 
Jude Law, 
Meryl Streep, 
Liam Aiken
",min,M
O Castelo Animado,(2004),"Animation, Adventure, Family",119,8.2,4.71,295.506,80.0,Hayao Miyazaki,":
Chieko Baishô, 
Takuya Kimura, 
Tatsuya Gashûin, 
Akihiro Miwa
",min,M
9 Canções,(2004),"Drama, Music, Romance",71,4.8,0.05,20.722,43.0,Michael Winterbottom,":
Kieran O'Brien, 
Margo Stilley, 
Black Rebel Motorcycle Club, 
Don Blum
",min,M
Chamas da Vingança,(2004),"Action, Crime, Drama",146,7.7,77.91,315.289,47.0,Tony Scott,":
Denzel Washington, 
Christopher Walken, 
Dakota Fanning, 
Radha Mitchell
",min,M
A Nova Cinderela,(2004),"Comedy, Family, Romance",95,5.9,51.44,77.138,25.0,Mark Rosman,":
Hilary Duff, 
Chad Michael Murray, 
Jennifer Coolidge, 
Dan Byrd
",min,M
