Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
O Resgate do Soldado Ryan,(1998),"Drama, War",169,8.6,216.54,1.157.819,91.0,Steven Spielberg,":
Tom Hanks, 
Matt Damon, 
Tom Sizemore, 
Edward Burns
",min,M
A Outra História Americana,(1998),Drama,119,8.5,6.72,983.275,62.0,Tony Kaye,":
Edward Norton, 
Edward Furlong, 
Beverly D'Angelo, 
Jennifer Lien
",min,M
O Grande Lebowski,(1998),"Comedy, Crime, Sport",117,8.1,17.50,686.419,71.0,Joel Coen,":
Jeff Bridges, 
John Goodman, 
Julianne Moore, 
Steve Buscemi
",min,M
A Máscara do Zorro,(1998),"Action, Adventure, Comedy",136,6.7,94.10,160.848,63.0,Martin Campbell,":
Antonio Banderas, 
Anthony Hopkins, 
Catherine Zeta-Jones, 
José María de Tavira
",min,M
Dr. Dolittle,(1998),"Comedy, Family, Fantasy",85,5.4,144.16,88.017,46.0,Betty Thomas,":
Eddie Murphy, 
Peter Boyle, 
Ossie Davis, 
Oliver Platt
",min,M
O Rei da Água,(1998),"Comedy, Sport",90,6.1,161.49,141.953,41.0,Frank Coraci,":
Adam Sandler, 
Kathy Bates, 
Henry Winkler, 
Fairuza Balk
",min,M
O Show de Truman: O Show da Vida,(1998),"Comedy, Drama, Sci-Fi",103,8.1,125.62,871.238,90.0,Peter Weir,":
Jim Carrey, 
Ed Harris, 
Laura Linney, 
Noah Emmerich
",min,M
Mulan,(1998),"Animation, Adventure, Family",88,7.6,120.62,233.727,71.0,Tony Bancroft,":
Ming-Na Wen, 
Eddie Murphy, 
BD Wong, 
Miguel Ferrer
",min,M
"Jogos, Trapaças e Dois Canos Fumegantes",(1998),"Comedy, Crime",107,8.2,3.90,507.158,66.0,Guy Ritchie,":
Jason Flemyng, 
Dexter Fletcher, 
Nick Moran, 
Jason Statham
",min,M
Impacto Profundo,(1998),"Action, Drama, Romance",120,6.2,140.46,154.861,40.0,Mimi Leder,":
Robert Duvall, 
Téa Leoni, 
Elijah Wood, 
Morgan Freeman
",min,M
Inimigo do Estado,(1998),"Action, Thriller",132,7.3,111.55,218.760,67.0,Tony Scott,":
Will Smith, 
Gene Hackman, 
Jon Voight, 
Lisa Bonet
",min,M
Perdidos no Espaço: O Filme,(1998),"Action, Adventure, Family",130,5.2,69.12,67.748,42.0,Stephen Hopkins,":
Gary Oldman, 
William Hurt, 
Matt LeBlanc, 
Mimi Rogers
",min,M
Afinado no Amor,(1998),"Comedy, Music, Romance",97,6.8,80.25,128.330,59.0,Frank Coraci,":
Adam Sandler, 
Drew Barrymore, 
Christine Taylor, 
Allen Covert
",min,M
Blade: O Caçador de Vampiros,(1998),"Action, Horror, Sci-Fi",120,7.1,70.09,233.658,45.0,Stephen Norrington,":
Wesley Snipes, 
Stephen Dorff, 
Kris Kristofferson, 
N'Bushe Wright
",min,M
Vida de Inseto,(1998),"Animation, Adventure, Comedy",95,7.2,162.80,254.115,77.0,John Lasseter,":
Kevin Spacey, 
Dave Foley, 
Julia Louis-Dreyfus, 
Hayden Panettiere
",min,M
Garotas Selvagens,(1998),"Crime, Drama, Mystery",108,6.5,29.75,103.261,52.0,John McNaughton,":
Kevin Bacon, 
Neve Campbell, 
Matt Dillon, 
Denise Richards
",min,M
Cats,(1998),Musical,120,7.6,,4.003,,David Mallet,":
Elaine Paige, 
John Mills, 
Ken Page, 
Rosemarie Ford
",min,
Armageddon,(1998),"Action, Adventure, Sci-Fi",151,6.7,201.57,380.461,42.0,Michael Bay,":
Bruce Willis, 
Billy Bob Thornton, 
Ben Affleck, 
Liv Tyler
",min,M
Operação Cupido,(1998),"Adventure, Comedy, Drama",128,6.5,66.31,112.656,64.0,Nancy Meyers,":
Lindsay Lohan, 
Dennis Quaid, 
Natasha Richardson, 
Elaine Hendrix
",min,M
Além da Linha Vermelha,(1998),"Drama, War",170,7.6,36.40,164.494,78.0,Terrence Malick,":
Jim Caviezel, 
Sean Penn, 
Nick Nolte, 
Kirk Acevedo
",min,M
Quem Vai Ficar com Mary?,(1998),"Comedy, Romance",119,7.1,176.48,280.223,69.0,Bobby Farrelly,":
Cameron Diaz, 
Matt Dillon, 
Ben Stiller, 
Lee Evans
",min,M
Encontro Marcado,(1998),"Drama, Fantasy, Romance",178,7.2,44.62,201.857,43.0,Martin Brest,":
Brad Pitt, 
Anthony Hopkins, 
Claire Forlani, 
Jake Weber
",min,M
Shakespeare Apaixonado,(1998),"Comedy, Drama, History",123,7.1,100.32,205.941,87.0,John Madden,":
Gwyneth Paltrow, 
Joseph Fiennes, 
Geoffrey Rush, 
Tom Wilkinson
",min,M
Mens@gem para Você,(1998),"Comedy, Drama, Romance",119,6.6,115.82,183.068,57.0,Nora Ephron,":
Tom Hanks, 
Meg Ryan, 
Greg Kinnear, 
Parker Posey
",min,M
A Hora do Rush,(1998),"Action, Comedy, Crime",98,7.0,141.15,227.138,60.0,Brett Ratner,":
Jackie Chan, 
Chris Tucker, 
Ken Leung, 
Tom Wilkinson
",min,M
O Encantador de Cavalos,(1998),"Drama, Romance, Western",169,6.6,75.38,37.461,65.0,Robert Redford,":
Robert Redford, 
Kristin Scott Thomas, 
Sam Neill, 
Dianne Wiest
",min,M
Medo e Delírio,(1998),"Adventure, Comedy, Drama",118,7.6,10.68,248.373,41.0,Terry Gilliam,":
Johnny Depp, 
Benicio Del Toro, 
Tobey Maguire, 
Michael Lee Gogin
",min,M
O Príncipe do Egito,(1998),"Animation, Adventure, Drama",99,7.1,101.22,111.671,64.0,Brenda Chapman,":
Val Kilmer, 
Ralph Fiennes, 
Michelle Pfeiffer, 
Sandra Bullock
",min,M
Ronin,(1998),"Action, Crime, Thriller",122,7.3,41.62,165.092,67.0,John Frankenheimer,":
Robert De Niro, 
Jean Reno, 
Natascha McElhone, 
Stellan Skarsgård
",min,M
Prova Final,(1998),"Horror, Sci-Fi",104,6.5,40.06,106.041,61.0,Robert Rodriguez,":
Jordana Brewster, 
Clea DuVall, 
Laura Harris, 
Josh Hartnett
",min,M
Godzilla,(I) (1998),"Action, Sci-Fi, Thriller",139,5.4,136.31,175.867,32.0,Roland Emmerich,":
Matthew Broderick, 
Jean Reno, 
Maria Pitillo, 
Hank Azaria
",min,M
Possuídos,(1998),"Action, Crime, Drama",124,7.0,25.19,70.820,,Gregory Hoblit,":
Denzel Washington, 
John Goodman, 
Donald Sutherland, 
Embeth Davidtz
",min,M
Para Sempre Cinderela,(1998),"Comedy, Drama, Romance",121,7.0,65.71,66.364,66.0,Andy Tennant,":
Drew Barrymore, 
Anjelica Huston, 
Dougray Scott, 
Patrick Godfrey
",min,M
Amor Além da Vida,(1998),"Drama, Fantasy, Romance",113,7.0,55.49,98.045,44.0,Vincent Ward,":
Robin Williams, 
Cuba Gooding Jr., 
Annabella Sciorra, 
Max von Sydow
",min,M
Irresistível Paixão,(1998),"Comedy, Crime, Drama",123,7.0,37.56,81.535,85.0,Steven Soderbergh,":
George Clooney, 
Jennifer Lopez, 
Ving Rhames, 
Steve Zahn
",min,M
Cartas na Mesa,(1998),"Crime, Drama",121,7.3,22.91,137.227,54.0,John Dahl,":
Matt Damon, 
Edward Norton, 
Gretchen Mol, 
John Malkovich
",min,M
"Seis Dias, Sete Noites",(1998),"Action, Adventure, Comedy",102,5.8,74.33,69.895,51.0,Ivan Reitman,":
Harrison Ford, 
Anne Heche, 
David Schwimmer, 
Jacqueline Obradors
",min,M
Cidade das Sombras,(1998),"Mystery, Sci-Fi, Thriller",100,7.6,14.38,180.815,66.0,Alex Proyas,":
Rufus Sewell, 
Kiefer Sutherland, 
Jennifer Connelly, 
William Hurt
",min,M
Os Estragos de Sábado à Noite,(1998),"Comedy, Music, Romance",82,6.3,30.32,54.620,26.0,John Fortenberry,":
Chris Kattan, 
Will Ferrell, 
Raquel Gardner, 
Viveca Paulin
",min,M
Formiguinhaz,(1998),"Animation, Adventure, Comedy",83,6.5,90.76,141.684,72.0,Eric Darnell,":
Woody Allen, 
Sharon Stone, 
Gene Hackman, 
Sylvester Stallone
",min,M
A Vida em Preto e Branco,(1998),"Comedy, Drama, Fantasy",124,7.5,40.57,116.951,71.0,Gary Ross,":
Tobey Maguire, 
Jeff Daniels, 
Joan Allen, 
William H. Macy
",min,M
Quando o Amor Acontece,(1998),"Drama, Romance",114,6.0,60.05,23.298,42.0,Forest Whitaker,":
Sandra Bullock, 
Harry Connick Jr., 
Gena Rowlands, 
Mae Whitman
",min,M
Máquina Mortífera 4,(1998),"Action, Crime, Thriller",127,6.6,130.44,147.140,37.0,Richard Donner,":
Mel Gibson, 
Danny Glover, 
Joe Pesci, 
Rene Russo
",min,M
Pra Lá de Bagdá,(1998),"Comedy, Crime",82,6.7,17.28,55.793,16.0,Tamra Davis,":
Dave Chappelle, 
Guillermo Díaz, 
Jim Breuer, 
Harland Williams
",min,M
Felicidade,(1998),"Comedy, Drama",134,7.7,2.81,63.832,81.0,Todd Solondz,":
Jane Adams, 
Jon Lovitz, 
Philip Seymour Hoffman, 
Dylan Baker
",min,M
Mal Posso Esperar,(1998),"Comedy, Romance",100,6.5,25.34,42.955,52.0,Harry Elfont,":
Jennifer Love Hewitt, 
Ethan Embry, 
Charlie Korsmo, 
Lauren Ambrose
",min,M
Três é Demais,(1998),"Comedy, Drama",93,7.7,17.11,161.030,86.0,Wes Anderson,":
Jason Schwartzman, 
Bill Murray, 
Olivia Williams, 
Seymour Cassel
",min,M
Elizabeth,(1998),"Biography, Drama, History",124,7.4,30.08,88.042,75.0,Shekhar Kapur,":
Cate Blanchett, 
Liz Giles, 
Rod Culbertson, 
Paul Fox
",min,M
Following,(1998),"Crime, Mystery, Thriller",69,7.5,0.05,80.659,60.0,Christopher Nolan,":
Jeremy Theobald, 
Alex Haw, 
Lucy Russell, 
John Nolan
",min,M
Jornada nas Estrelas: Insurreição,(1998),"Action, Adventure, Sci-Fi",103,6.4,70.12,67.150,64.0,Jonathan Frakes,":
Patrick Stewart, 
Jonathan Frakes, 
Brent Spiner, 
LeVar Burton
",min,M
O Homem da Máscara de Ferro,(I) (1998),"Action, Adventure, Drama",132,6.5,56.97,150.076,48.0,Randall Wallace,":
Leonardo DiCaprio, 
Jeremy Irons, 
John Malkovich, 
Gérard Depardieu
",min,M
Velvet Goldmine,(1998),"Drama, Music",118,7.0,1.05,32.447,65.0,Todd Haynes,":
Ewan McGregor, 
Jonathan Rhys Meyers, 
Christian Bale, 
Toni Collette
",min,M
Tentáculos,(1998),"Action, Adventure, Horror",106,6.1,11.20,31.768,,Stephen Sommers,":
Treat Williams, 
Famke Janssen, 
Anthony Heald, 
Kevin J. O'Connor
",min,M
Love Is the Devil: Study for a Portrait of Francis Bacon,(1998),"Biography, Drama, Romance",87,6.5,0.34,3.232,,John Maybury,":
Derek Jacobi, 
Daniel Craig, 
Tilda Swinton, 
Anne Lambton
",min,M
Psicose,(1998),"Horror, Mystery, Thriller",105,4.6,21.46,44.024,47.0,Gus Van Sant,":
Vince Vaughn, 
Anne Heche, 
Julianne Moore, 
Viggo Mortensen
",min,M
Pequenos Guerreiros,(1998),"Action, Adventure, Comedy",108,6.2,54.68,88.304,,Joe Dante,":
Kirsten Dunst, 
Gregory Smith, 
David Cross, 
Jay Mohr
",min,M
Pi,(1998),"Drama, Horror, Mystery",84,7.4,3.22,163.619,72.0,Darren Aronofsky,":
Sean Gullette, 
Mark Margolis, 
Ben Shenkman, 
Pamela Hart
",min,M
A Experiência II: A Mutação,(1998),"Action, Horror, Sci-Fi",93,4.4,19.17,26.298,19.0,Peter Medak,":
Natasha Henstridge, 
Michael Madsen, 
Marg Helgenberger, 
Mykelti Williamson
",min,M
"Patch Adams, o Amor é Contagioso",(1998),"Biography, Comedy, Drama",115,6.8,135.03,98.589,25.0,Tom Shadyac,":
Robin Williams, 
Daniel London, 
Monica Potter, 
Philip Seymour Hoffman
",min,M
Da Magia à Sedução,(1998),"Comedy, Drama, Fantasy",104,6.3,46.68,68.168,46.0,Griffin Dunne,":
Sandra Bullock, 
Nicole Kidman, 
Stockard Channing, 
Dianne Wiest
",min,M
Grandes Esperanças,(1998),"Drama, Romance",111,6.9,26.33,49.360,55.0,Alfonso Cuarón,":
Ethan Hawke, 
Gwyneth Paltrow, 
Hank Azaria, 
Chris Cooper
",min,M
Nova York Sitiada,(1998),"Action, Thriller",116,6.4,40.98,66.015,53.0,Edward Zwick,":
Denzel Washington, 
Bruce Willis, 
Annette Bening, 
Tony Shalhoub
",min,M
Buffalo 66,(1998),"Comedy, Crime, Drama",110,7.5,2.38,44.251,68.0,Vincent Gallo,":
Vincent Gallo, 
Christina Ricci, 
Ben Gazzara, 
Mickey Rourke
",min,M
Studio 54,(1998),"Drama, Music",93,5.9,16.57,30.657,33.0,Mark Christopher,":
Ryan Phillippe, 
Salma Hayek, 
Neve Campbell, 
Mike Myers
",min,M
Lenda Urbana,(1998),"Horror, Mystery, Thriller",99,5.6,38.07,56.852,35.0,Jamie Blanks,":
Jared Leto, 
Alicia Witt, 
Rebecca Gayheart, 
Michael Rosenbaum
",min,M
Lado a Lado,(1998),"Comedy, Drama",125,6.8,91.14,57.536,58.0,Chris Columbus,":
Julia Roberts, 
Susan Sarandon, 
Ed Harris, 
Jena Malone
",min,M
Código para o Inferno,(1998),"Action, Crime, Drama",111,6.1,32.94,64.412,37.0,Harold Becker,":
Bruce Willis, 
Miko Hughes, 
Alec Baldwin, 
Chi McBride
",min,M
U.S. Marshals: Os Federais,(1998),"Action, Crime, Thriller",131,6.5,57.17,91.517,47.0,Stuart Baird,":
Tommy Lee Jones, 
Wesley Snipes, 
Robert Downey Jr., 
Joe Pantoliano
",min,M
"Corra, Lola, Corra",(1998),"Crime, Drama, Thriller",81,7.7,7.27,182.143,77.0,Tom Tykwer,":
Franka Potente, 
Moritz Bleibtreu, 
Herbert Knaup, 
Nina Petri
",min,M
Vampiros de John Carpenter,(1998),"Action, Horror, Thriller",108,6.2,20.24,50.275,42.0,John Carpenter,":
James Woods, 
Daniel Baldwin, 
Sheryl Lee, 
Thomas Ian Griffith
",min,M
Jogada Decisiva,(1998),"Drama, Sport",136,6.9,21.55,42.152,63.0,Spike Lee,":
Denzel Washington, 
Milla Jovovich, 
Ray Allen, 
Rosario Dawson
",min,M
Sem Trapaça Não tem Graça,(1998),"Comedy, Sport",103,6.5,6.94,54.738,38.0,David Zucker,":
Trey Parker, 
Matt Stone, 
Dian Bachar, 
Yasmine Bleeth
",min,M
Um Crime Perfeito,(1998),"Crime, Drama, Thriller",107,6.5,67.64,75.354,50.0,Andrew Davis,":
Michael Douglas, 
Gwyneth Paltrow, 
Viggo Mortensen, 
David Suchet
",min,M
Cidade dos Anjos,(1998),"Drama, Fantasy, Romance",114,6.7,78.69,109.332,54.0,Brad Silberling,":
Nicolas Cage, 
Meg Ryan, 
Andre Braugher, 
Dennis Franz
",min,M
Os Miseráveis,(1998),"Crime, Drama, History",134,7.5,14.10,36.675,,Bille August,":
Liam Neeson, 
Geoffrey Rush, 
Uma Thurman, 
Christopher Adamson
",min,M
Sozinho Contra Todos,(1998),"Crime, Drama, Thriller",93,7.4,0.05,18.920,,Gaspar Noé,":
Philippe Nahon, 
Blandine Lenoir, 
Frankie Pain, 
Martine Audrain
",min,M
A Negociação,(1998),"Action, Crime, Drama",140,7.3,44.48,125.009,62.0,F. Gary Gray,":
Samuel L. Jackson, 
Kevin Spacey, 
David Morse, 
Ron Rifkin
",min,M
O Soldado do Futuro,(I) (1998),"Action, Drama, Sci-Fi",99,6.0,14.57,49.986,,Paul W.S. Anderson,":
Kurt Russell, 
Jason Scott Lee, 
Jason Isaacs, 
Connie Nielsen
",min,M
Esfera,(1998),"Action, Mystery, Sci-Fi",134,6.1,37.02,95.777,35.0,Barry Levinson,":
Dustin Hoffman, 
Sharon Stone, 
Samuel L. Jackson, 
Peter Coyote
",min,M
Enigma do Poder,(1998),"Drama, Mystery, Sci-Fi",93,5.0,0.02,4.144,31.0,Abel Ferrara,":
Christopher Walken, 
Willem Dafoe, 
Asia Argento, 
Annabella Sciorra
",min,M
A Noiva de Chucky,(1998),"Comedy, Horror",89,5.4,32.38,49.875,48.0,Ronny Yu,":
Jennifer Tilly, 
Brad Dourif, 
Katherine Heigl, 
Nick Stabile
",min,M
Ring: O Chamado,(1998),"Horror, Mystery",96,7.2,,60.315,,Hideo Nakata,":
Nanako Matsushima, 
Miki Nakatani, 
Yûko Takeuchi, 
Hitomi Satô
",min,
Poderoso Joe,(1998),"Action, Adventure, Family",114,5.6,50.63,26.520,51.0,Ron Underwood,":
Bill Paxton, 
Charlize Theron, 
Rade Serbedzija, 
Peter Firth
",min,M
De Caso com o Acaso,(1998),"Comedy, Drama, Fantasy",99,6.7,11.88,60.534,59.0,Peter Howitt,":
Gwyneth Paltrow, 
John Hannah, 
John Lynch, 
Jeanne Tripplehorn
",min,M
A Razão do Meu Afeto,(1998),"Comedy, Drama, Romance",111,6.0,29.11,18.051,51.0,Nicholas Hytner,":
Jennifer Aniston, 
Paul Rudd, 
Kali Rocha, 
Lena Cardwell
",min,M
Um Plano Simples,(1998),"Crime, Drama, Thriller",121,7.5,16.31,60.018,82.0,Sam Raimi,":
Bill Paxton, 
Billy Bob Thornton, 
Bridget Fonda, 
Brent Briscoe
",min,M
Os Vingadores,(1998),"Action, Adventure, Sci-Fi",89,3.8,23.32,39.634,12.0,Jeremiah S. Chechik,":
Ralph Fiennes, 
Uma Thurman, 
Sean Connery, 
Patrick Macnee
",min,M
Monella - A Travessa,(1998),"Comedy, Romance",105,5.2,,2.929,,Tinto Brass,":
Anna Ammirati, 
Patrick Mower, 
Max Parodi, 
Susanna Martinková
",min,
O Aprendiz,(1998),"Crime, Drama, Thriller",111,6.7,8.84,34.197,51.0,Bryan Singer,":
Ian McKellen, 
Brad Renfro, 
Joshua Jackson, 
Mickey Cottrell
",min,M
Comportamento Suspeito,(1998),"Horror, Mystery, Sci-Fi",84,5.6,17.41,20.042,,David Nutter,":
James Marsden, 
Katie Holmes, 
Nick Stahl, 
Tobias Mehler
",min,M
Olhos de Serpente,(1998),"Crime, Mystery, Thriller",98,6.0,55.59,72.974,52.0,Brian De Palma,":
Nicolas Cage, 
Gary Sinise, 
John Heard, 
Carla Gugino
",min,M
A Lenda do Pianista do Mar,(1998),"Drama, Music, Romance",169,8.1,0.26,55.227,58.0,Giuseppe Tornatore,":
Tim Roth, 
Pruitt Taylor Vince, 
Mélanie Thierry, 
Bill Nunn
",min,M
