Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Runtime_unit,Gross_unit
A Praia,(I) (2000),"Adventure, Drama, Romance",119,6.7,39.79,213.604,43.0,min,M
"Eu, Eu Mesmo e Irene",(2000),Comedy,116,6.6,90.57,214.062,49.0,min,M
Meu Vizinho Mafioso,(2000),"Comedy, Crime",98,6.7,57.26,105.646,47.0,min,M
O Homem sem Sombra,(2000),"Action, Horror, Sci-Fi",112,5.8,73.21,117.485,24.0,min,M
O Tigre e o Dragão,(2000),"Action, Adventure, Fantasy",120,7.8,128.08,244.407,94.0,min,M
Traffic: Ninguém Sai Limpo,(2000),"Crime, Drama, Thriller",147,7.6,124.12,189.184,86.0,min,M
A Nova Onda do Imperador,(2000),"Animation, Adventure, Comedy",78,7.3,89.30,167.731,70.0,min,M
Possuída,(2000),"Drama, Fantasy, Horror",108,6.8,0.00,39.512,70.0,min,M
A Cela,(2000),"Horror, Sci-Fi, Thriller",107,6.3,61.33,91.824,40.0,min,M
Batalha Real,(2000),"Adventure, Drama, Sci-Fi",114,7.6,,162.292,81.0,min,
Onde Mora o Coração,(2000),"Comedy, Drama, Romance",120,6.8,33.77,30.769,30.0,min,M
Amor à Flor da Pele,(2000),"Drama, Romance",98,8.1,2.73,111.388,85.0,min,M
Alta Fidelidade,(2000),"Comedy, Drama, Music",113,7.5,27.28,161.253,79.0,min,M
A Reconquista,(2000),"Action, Adventure, Sci-Fi",118,2.5,21.47,73.971,9.0,min,M
Um Homem de Família,(2000),"Comedy, Drama, Fantasy",125,6.8,75.79,99.364,42.0,min,M
O Caminho para El Dorado,(2000),"Animation, Adventure, Comedy",89,6.9,50.86,78.281,51.0,min,M
Tra(sgre)dire,(2000),"Comedy, Drama",91,5.5,,4.530,,min,
Um Diabo Diferente,(2000),"Comedy, Fantasy",90,5.3,39.46,93.894,38.0,min,M
Do que as Mulheres Gostam,(2000),"Comedy, Fantasy, Romance",127,6.4,182.81,184.381,47.0,min,M
A Fuga das Galinhas,(2000),"Animation, Adventure, Comedy",84,7.0,106.83,168.794,88.0,min,M
Sexy Beast,(2000),"Crime, Drama, Thriller",89,7.3,6.95,51.587,79.0,min,M
O Melhor do Show,(2000),Comedy,90,7.4,18.62,52.365,78.0,min,M
Entrando numa Fria,(2000),"Comedy, Romance",108,7.0,166.24,298.800,73.0,min,M
A Enfermeira Betty,(2000),"Comedy, Crime, Drama",110,6.1,25.17,32.188,69.0,min,M
Pânico 3,(2000),"Horror, Mystery",116,5.5,89.14,117.941,56.0,min,M
Eclipse Mortal,(2000),"Horror, Sci-Fi",109,7.1,39.24,217.784,49.0,min,M
Shaft,(2000),"Action, Crime, Thriller",99,5.9,70.33,70.888,50.0,min,M
Endiabrado,(2000),"Comedy, Fantasy",93,6.0,37.88,92.744,49.0,min,M
Dinossauro,(2000),"Animation, Adventure, Family",82,6.5,137.75,49.708,56.0,min,M
Mar em Fúria,(2000),"Action, Adventure, Drama",130,6.4,182.62,149.862,59.0,min,M
Limite Vertical,(2000),"Action, Adventure, Drama",124,5.9,69.24,56.404,48.0,min,M
Dançando no Escuro,(2000),"Crime, Drama, Musical",140,8.0,4.18,96.548,61.0,min,M
Virando o Jogo,(2000),"Comedy, Sport",118,6.6,44.74,55.780,30.0,min,M
Amores Brutos,(2000),"Drama, Thriller",154,8.1,5.38,212.177,83.0,min,M
Contos Proibidos do Marquês de Sade,(2000),"Biography, Drama",124,7.3,7.06,49.926,70.0,min,M
"Cara, Cadê Meu Carro?",(2000),"Comedy, Mystery, Sci-Fi",83,5.5,46.73,130.642,30.0,min,M
Jogo Duro,(2000),"Action, Adventure, Crime",104,5.8,23.36,36.268,37.0,min,M
Homens de Honra,(2000),"Biography, Drama",129,7.2,48.82,102.994,56.0,min,M
Feitiço do Coração,(2000),"Comedy, Drama, Romance",115,6.9,32.66,18.869,54.0,min,M
100 Garotas,(2000),"Comedy, Romance",94,5.8,,20.200,,min,
13 Dias que Abalaram o Mundo,(2000),"Drama, History, Thriller",145,7.3,34.59,51.815,67.0,min,M
Cowboys do Espaço,(2000),"Action, Adventure, Thriller",130,6.4,90.46,70.593,73.0,min,M
28 Dias,(2000),"Comedy, Drama",103,6.0,37.17,42.027,46.0,min,M
O 6º Dia,(2000),"Action, Mystery, Sci-Fi",123,5.9,34.60,112.731,49.0,min,M
O Observador,(I) (2000),"Crime, Drama, Mystery",97,5.3,28.93,24.693,22.0,min,M
Alta Frequência,(2000),"Crime, Drama, Mystery",118,7.3,45.01,96.786,67.0,min,M
Missão: Marte,(2000),"Adventure, Sci-Fi, Thriller",114,5.7,60.88,68.158,34.0,min,M
U-571: A Batalha do Atlântico,(2000),"Action, War",116,6.6,77.09,73.911,62.0,min,M
Os Flintstones em Viva Rock Vegas,(2000),"Comedy, Family, Romance",90,3.6,35.27,20.246,27.0,min,M
A Sombra do Vampiro,(2000),"Drama, Horror",92,6.9,8.29,38.818,71.0,min,M
A Corrente do Bem,(2000),Drama,123,7.2,33.52,109.017,40.0,min,M
Titan A.E.,(2000),"Animation, Action, Adventure",94,6.6,22.75,57.216,48.0,min,M
O Primeiro Milhão,(2000),"Crime, Drama, Thriller",120,7.0,16.94,47.269,63.0,min,M
Baise-moi,(2000),"Crime, Drama, Thriller",77,4.5,0.01,16.275,35.0,min,M
Mais uma Sexta-Feira em Apuros,(2000),Comedy,98,6.1,57.33,34.850,41.0,min,M
Cão Que Ladra Não Morde,(2000),Comedy,110,7.0,,4.403,66.0,min,
A Bruxa de Blair 2: O Livro das Sombras,(2000),"Adventure, Fantasy, Horror",90,3.9,26.44,34.529,15.0,min,M
Sob Suspeita,(2000),"Crime, Drama, Thriller",110,6.5,0.26,21.294,43.0,min,M
O Professor Aloprado 2: A Familia Klump,(2000),"Comedy, Romance, Sci-Fi",106,4.4,123.31,46.647,38.0,min,M
Caminho sem Volta,(2000),"Crime, Drama, Romance",115,6.4,0.88,18.987,58.0,min,M
Encontrando Forrester,(2000),Drama,136,7.3,66.40,80.084,62.0,min,M
Planeta Vermelho,(2000),"Action, Sci-Fi, Thriller",106,5.7,17.48,53.491,34.0,min,M
102 Dálmatas,(2000),"Adventure, Comedy, Family",100,4.9,66.96,32.930,35.0,min,M
O Auto da Compadecida,(2000),Comedy,104,8.6,,9.977,,min,
Vovó... Zona,(2000),"Action, Comedy, Crime",99,5.2,117.56,77.810,33.0,min,M
Tenha Fé,(2000),"Comedy, Drama, Romance",128,6.3,37.05,48.555,60.0,min,M
Romeu tem que Morrer,(2000),"Action, Crime, Thriller",115,6.1,55.97,64.401,52.0,min,M
Garotos Incríveis,(2000),"Comedy, Drama",107,7.3,19.39,59.551,73.0,min,M
Duas Vidas,(2000),"Comedy, Family, Fantasy",104,6.1,69.69,38.852,45.0,min,M
Lendas da Vida,(2000),"Drama, Fantasy, Sport",126,6.7,30.70,51.607,47.0,min,M
Amor ou Amizade,(2000),"Comedy, Drama, Romance",94,5.4,20.63,15.472,29.0,min,M
Além dos Limites,(2000),"Drama, Romance, Sport",124,7.2,27.44,17.228,70.0,min,M
Chopper - Memórias de um Criminoso,(2000),"Biography, Crime, Drama",94,7.2,0.23,35.128,65.0,min,M
Bater ou Correr,(2000),"Action, Adventure, Comedy",110,6.5,56.94,114.555,77.0,min,M
O Implacável,(2000),"Action, Crime, Drama",102,5.2,14.97,31.435,24.0,min,M
The Dish,(2000),"Comedy, Drama, History",101,7.1,2.25,14.704,74.0,min,M
Dungeons & Dragons: A Aventura Começa Agora,(2000),"Action, Adventure, Fantasy",107,3.6,15.22,31.058,14.0,min,M
As Coisas Simples da Vida,(2000),"Drama, Romance",173,8.1,1.14,18.055,93.0,min,M
Supernova,(I) (2000),"Horror, Sci-Fi, Thriller",90,4.9,14.22,16.615,19.0,min,M
O Otário,(2000),"Comedy, Romance",98,5.3,15.62,25.767,35.0,min,M
Pollock,(2000),"Biography, Drama",122,7.0,8.60,25.978,77.0,min,M
Outono em Nova York,(2000),"Drama, Romance",103,5.7,37.75,23.892,24.0,min,M
À Sangue Frio,(2000),"Action, Crime, Drama",119,6.7,6.06,30.704,49.0,min,M
Conte Comigo,(2000),Drama,111,7.5,9.18,26.624,85.0,min,M
Rios Vermelhos,(2000),"Crime, Horror, Mystery",106,6.9,0.63,55.593,49.0,min,M
O Pequeno Vampiro,(2000),"Adventure, Comedy, Family",95,5.7,13.56,9.102,45.0,min,M
Louco por Você,(2000),"Comedy, Drama, Romance",91,5.0,20.04,13.852,13.0,min,M
Espírito Selvagem,(2000),"Drama, Romance, Western",116,5.8,15.53,12.565,55.0,min,M
Regras do Jogo,(2000),"Drama, Thriller, War",128,6.4,61.34,42.743,45.0,min,M
As Aventuras de Alceu e Dentinho,(2000),"Animation, Adventure, Comedy",92,4.1,26.00,18.686,36.0,min,M
Scarlet Diva,(2000),Drama,91,5.2,0.02,2.204,48.0,min,M
Thomas e a Ferrovia Mágica,(2000),"Adventure, Comedy, Drama",85,4.0,15.91,3.539,19.0,min,M
Tigerland - A Caminho da Guerra,(2000),"Drama, War",101,7.0,0.14,36.771,55.0,min,M
Antes do Anoitecer,(2000),"Biography, Drama, Romance",133,7.2,4.22,23.168,85.0,min,M
Heavy Metal 2000,(2000),"Animation, Action, Adventure",88,5.4,,7.408,,min,
O Clube dos Corações Partidos,(2000),"Comedy, Drama, Romance",94,6.9,1.74,6.887,51.0,min,M
Prova de Vida,(2000),"Action, Drama, Thriller",135,6.2,32.60,53.584,45.0,min,M
Amor aos Pedaços,(2000),"Comedy, Romance, Drama",82,6.2,0.55,5.045,44.0,min,M
Highlander 4: A Batalha Final,(2000),"Action, Adventure, Fantasy",87,4.6,12.80,18.735,21.0,min,M
Zona de Risco,(2000),"Action, Drama, Thriller",110,7.8,,24.284,58.0,min,
Correndo Atrás,(2000),"Comedy, Drama, Romance",94,5.5,8.74,9.359,20.0,min,M
Sabor da Paixão,(2000),"Comedy, Fantasy, Romance",92,5.3,5.02,9.662,41.0,min,M
O Barato de Grace,(2000),"Comedy, Crime",93,6.9,12.12,17.056,62.0,min,M
Fábrica de animais,(2000),"Crime, Drama",94,6.6,0.04,12.245,65.0,min,M
Mais que o Acaso,(2000),"Drama, Romance",106,5.7,36.78,19.486,52.0,min,M
A Hora do Show,(2000),"Comedy, Drama, Music",135,6.5,2.19,9.722,50.0,min,M
Horror na Praia Psicodélica,(2000),"Comedy, Horror, Mystery",95,6.2,0.27,5.297,42.0,min,M
Skipped Parts,(2000),"Comedy, Drama, Romance",100,6.3,,3.098,,min,
Hera Pheri,(2000),"Action, Comedy, Crime",156,8.2,,50.682,,min,
Dr. T e as Mulheres,(2000),"Comedy, Drama, Romance",122,4.6,13.11,17.144,64.0,min,M
Prontos Para Detonar,(2000),"Comedy, Sport",107,5.4,12.37,13.136,23.0,min,M
Subconscious Cruelty,(2000),"Fantasy, Horror",92,5.0,,1.525,,min,
Meu Cachorro Skip,(2000),"Comedy, Drama, Family",95,7.0,34.10,18.656,61.0,min,M
A Harmonia Werckmeister,(2000),"Drama, Mystery",145,8.2,0.03,11.689,92.0,min,M
Sociedade Secreta,(2000),"Action, Crime, Drama",106,5.6,35.01,30.017,24.0,min,M
Canções do Segundo Andar,(2000),"Comedy, Drama",98,7.6,0.00,16.391,76.0,min,M
Táxi 2,(2000),"Action, Comedy, Crime",88,6.5,0.73,48.917,,min,M
Os Gângsteres,(2000),"Crime, Drama, Thriller",103,6.8,0.03,12.634,60.0,min,M
Nove Rainhas,(2000),"Crime, Drama, Thriller",114,7.9,1.22,47.080,80.0,min,M
Confusão na Austrália,(2000),"Comedy, Crime, Family",89,5.1,,4.335,,min,
Porque Choram os Homens,(2000),"Drama, Music, Romance",100,6.2,0.74,13.764,40.0,min,M
Vampire Hunter D: Bloodlust,(2000),"Animation, Action, Fantasy",103,7.7,0.15,27.618,62.0,min,M
Medo em Cherry Falls,(2000),"Horror, Mystery, Thriller",92,5.2,,11.691,,min,
Deu a Louca nos Astros,(2000),"Comedy, Drama",105,6.7,6.92,19.818,75.0,min,M
Redemoinho,(2000),Drama,87,7.0,0.03,4.391,66.0,min,M
Cecil Bem Demente,(2000),"Comedy, Crime, Thriller",87,6.2,1.28,12.899,57.0,min,M
Rugrats em Paris: Os Anjinhos,(2000),"Animation, Adventure, Comedy",78,6.1,76.51,10.477,62.0,min,M
Trapaceiros,(2000),"Comedy, Crime",94,6.7,17.07,35.409,69.0,min,M
Lenda Urbana 2,(2000),"Horror, Mystery, Thriller",97,4.3,21.47,15.327,16.0,min,M
Faust - O Pesadelo Eterno,(2000),"Drama, Fantasy, Horror",98,4.3,,3.546,,min,
2000.1: Um Maluco Perdido no Espaço,(2000),"Comedy, Sci-Fi",99,3.6,,11.126,,min,
Uzumaki,(2000),"Drama, Fantasy, Horror",90,6.2,,6.953,62.0,min,
Código Desconhecido,(2000),Drama,118,7.2,0.10,10.994,74.0,min,M
O Tigrão,(2000),Comedy,84,5.2,13.59,12.069,22.0,min,M
A Conspiração,(2000),"Drama, Thriller",126,6.9,17.87,22.165,59.0,min,M
A Fortaleza 2,(2000),"Action, Sci-Fi",92,4.5,,6.257,,min,
Hamlet: Vingança e Tragédia,(2000),"Drama, Romance, Thriller",112,5.9,1.57,8.856,70.0,min,M
A Arte da Guerra,(2000),"Action, Adventure, Crime",117,5.7,30.21,27.821,30.0,min,M
As Aventuras de Kevin e Perry,(2000),"Comedy, Music",82,5.6,,11.884,,min,
As Divas do Blue Iguana,(2000),"Drama, Mystery",123,5.7,0.03,3.561,41.0,min,M
O Peso da Água,(2000),"Crime, Drama, Mystery",114,5.9,0.10,8.677,45.0,min,M
Sobrou pra Você,(2000),"Comedy, Drama, Romance",108,4.6,14.99,10.447,25.0,min,M
Amor Maior que a Vida,(2000),"Drama, Mystery, Romance",105,6.5,0.33,6.568,59.0,min,M
Citizen Toxie: The Toxic Avenger IV,(2000),"Action, Comedy, Fantasy",109,6.2,,4.927,41.0,min,
Time Code,(2000),"Drama, Romance",97,6.0,0.95,6.301,65.0,min,M
Ju-on 2,(2000),"Horror, Mystery",76,6.1,,2.802,,min,
Blinkende lygter,(2000),"Action, Comedy, Crime",109,7.7,,18.169,47.0,min,
O Corvo: Salvação,(2000),"Action, Crime, Fantasy",102,4.9,,10.399,,min,
Linhas Cruzadas,(2000),"Comedy, Drama",94,4.9,36.05,11.446,33.0,min,M
O Hotel de Um Milhão de Dólares,(2000),"Drama, Mystery, Thriller",122,5.9,0.05,20.218,25.0,min,M
Bem-Vindos,(2000),"Comedy, Drama, Romance",106,7.4,1.07,19.895,84.0,min,M
Histórias de Amor,(2000),"Musical, Drama, Romance",216,7.1,,25.524,,min,
Intrigas,(I) (2000),"Drama, Mystery, Thriller",90,5.9,5.11,13.958,31.0,min,M
Essex Boys,(2000),"Crime, Thriller",102,6.1,,3.661,,min,
"Seu Amor, Meu Destino",(2000),"Drama, Romance",96,5.2,10.49,8.091,25.0,min,M
Boa de Briga,(2000),"Drama, Sport",110,6.7,1.52,9.092,70.0,min,M
Chinese Coffee,(2000),Drama,99,7.1,,3.638,,min,
Duets: Vem Cantar Comigo,(2000),"Comedy, Drama, Music",112,6.1,4.73,8.903,40.0,min,M
Quem Não Matou Mona?,(2000),"Comedy, Crime, Mystery",96,5.7,15.43,12.812,25.0,min,M
A Ilha,(2000),"Drama, Thriller",90,7.0,0.02,11.957,61.0,min,M
Jalla! Jalla!,(2000),"Comedy, Drama, Romance",88,6.7,,12.528,,min,
Kaho Naa... Pyaar Hai,(2000),"Action, Romance",172,6.9,0.36,12.742,,min,M
A Filha da Luz,(2000),"Crime, Drama, Horror",107,5.1,29.37,13.489,17.0,min,M
"Mamãe, Virei um Peixe!",(2000),"Animation, Adventure, Comedy",80,5.9,,5.529,,min,
Fast Lane to Malibu,(2000),"Adventure, Comedy, Drama",86,5.1,,366,,min,
For the Cause,(2000),"Action, Adventure, Drama",100,3.4,,728,,min,
There's Only One Jimmy Grimble,(2000),"Comedy, Drama, Sport",106,6.6,,3.455,,min,
"Love, Honour and Obey",(2000),"Comedy, Crime",103,6.5,0.00,4.921,23.0,min,M
Uma Receita Para a Máfia,(2000),"Crime, Drama, Romance",99,7.3,0.11,4.766,79.0,min,M
Paixões Paralelas,(2000),"Drama, Mystery, Romance",105,5.5,0.77,3.064,28.0,min,M
Gotas d'Água em Pedras Escaldantes,(2000),"Comedy, Drama, Romance",82,6.8,0.09,5.846,73.0,min,M
Feliz Coincidência,(2000),"Comedy, Romance",110,7.2,0.69,9.227,60.0,min,M
De que Planeta Você Veio?,(2000),"Comedy, Sci-Fi",105,5.6,6.29,8.866,41.0,min,M
Falsas Intenções,(2000),"Drama, Mystery, Thriller",105,4.7,5.22,4.131,14.0,min,M
Bilhete Premiado,(2000),"Comedy, Crime",105,5.0,10.01,9.556,31.0,min,M
The Rowdy Girls,(2000),"Comedy, Romance, Western",90,3.7,,341,,min,
Tigrão: O Filme,(2000),"Animation, Comedy, Drama",77,6.3,45.55,16.239,53.0,min,M
Trois,(2000),"Romance, Thriller",93,4.1,1.16,583,,min,M
Dominação,(2000),"Drama, Horror, Thriller",97,4.8,16.78,10.177,16.0,min,M
África dos Meus Sonhos,(2000),"Adventure, Biography, Drama",114,5.6,6.54,4.215,33.0,min,M
Em Maus Lençóis,(2000),"Comedy, Crime",81,5.8,7.03,7.822,7.0,min,M
A Máscara do Terror,(2000),"Horror, Mystery",99,5.3,,5.389,,min,
Ed Gein - O Serial Killer,(2000),"Biography, Crime, Drama",89,5.5,0.01,4.920,42.0,min,M
Tempo de Cavalos Bêbados,(2000),"Drama, War",80,7.7,0.70,6.898,78.0,min,M
Brother - a máfia japonesa Yakuza em Los Angeles,(I) (2000),"Crime, Drama, Thriller",114,7.2,0.45,20.925,47.0,min,M
Vulgar,(2000),"Crime, Drama, Thriller",87,5.3,0.01,3.863,5.0,min,M
Siworae,(2000),"Drama, Fantasy, Romance",105,7.6,,7.653,,min,
Riqueza Perdida,(2000),"Drama, Romance, Western",120,6.4,0.67,5.813,62.0,min,M
A Essência da Paixão,(2000),"Romance, Drama",135,7.0,3.04,6.908,78.0,min,M
Um Tira à Beira da Neurose,(2000),"Comedy, Crime, Romance",101,5.7,1.63,6.714,42.0,min,M
"Vatel, um Banquete para o Rei",(2000),"Biography, Drama, Romance",103,6.6,0.05,7.111,44.0,min,M
A Um Passo da Glória,(2000),"Drama, Sport",114,6.3,,2.033,66.0,min,
Um Criminoso Decente,(2000),"Comedy, Crime",93,6.4,,13.017,,min,
Os Demônios na Minha Porta,(2000),"Comedy, Drama, War",139,8.2,0.02,6.291,70.0,min,M
Sob a Areia,(2000),"Drama, Mystery",92,7.1,1.45,7.900,86.0,min,M
Os Especiais,(2000),"Action, Comedy, Fantasy",82,5.8,0.01,2.129,38.0,min,M
Chuck & Buck: O Passado te Persegue,(2000),"Comedy, Drama",96,6.5,1.05,5.103,76.0,min,M
Cadê a Grana?,(2000),"Drama, Comedy, Crime",89,6.2,5.66,5.082,49.0,min,M
O Culpado,(2000),"Crime, Drama, Thriller",108,6.2,,3.053,,min,
Nueces para el amor,(2000),"Drama, Romance",103,6.8,,417,,min,
Amores Perdidos,(2000),"Romance, Comedy, Musical",93,6.0,0.28,4.230,35.0,min,M
Divinas Criaturas,(2000),"Comedy, Thriller, Crime",86,5.9,0.06,3.364,40.0,min,M
A Isca,(2000),"Action, Comedy, Crime",119,5.8,15.33,10.203,39.0,min,M
Digimon: O Filme,(2000),"Animation, Action, Adventure",82,6.1,9.63,6.465,20.0,min,M
Pokémon 3: O Feitiço dos Unown,(2000),"Animation, Action, Adventure",93,5.8,17.05,12.226,,min,M
A Taça de Ouro,(2000),"Drama, Romance",130,5.9,3.04,4.115,62.0,min,M
Em Julho,(2000),"Adventure, Comedy, Romance",99,7.7,,19.961,71.0,min,
Como Fazer Bebês,(2000),"Comedy, Romance",104,5.7,0.01,5.444,46.0,min,M
A Máscara Do Macaco,(2000),"Crime, Mystery, Thriller",93,4.9,0.05,1.447,49.0,min,M
Hey Ram,(2000),"Crime, Drama, History",186,7.9,0.27,10.654,,min,M
Downtown 81,(2000),"Comedy, Drama, Musical",72,7.1,0.10,1.068,54.0,min,M
Den bästa sommaren,(2000),"Comedy, Drama, Family",91,7.3,,3.429,,min,
One piece the movie: Kaisokuou ni ore wa naru,(2000),"Animation, Action, Adventure",51,6.8,,1.584,,min,
Suspicious River,(2000),Drama,92,5.8,,753,,min,
Canone inverso - Making Love,(2000),Drama,107,7.2,,1.086,,min,
A Fidelidade,(2000),Drama,105,5.7,,1.630,,min,
A Mais Bela,(2000),"Drama, Comedy",112,5.6,3.06,3.543,23.0,min,M
Spiders,(2000),"Horror, Sci-Fi, Thriller",94,4.0,,2.614,,min,
Ring 0 - O Chamado,(2000),"Horror, Thriller",99,6.0,,7.938,,min,
Otesánek,(2000),"Animation, Comedy, Drama",132,7.3,0.12,5.726,74.0,min,M
As Mulheres de Adam,(2000),"Comedy, Romance",97,5.8,0.15,6.217,64.0,min,M
Coletora de Canções,(2000),"Drama, Music",109,7.2,3.05,3.108,63.0,min,M
Poor White Trash,(2000),"Comedy, Crime",85,5.1,0.00,1.213,23.0,min,M
Nora,(2000),"Biography, Drama",106,6.0,0.01,1.548,70.0,min,M
Lockdown,(2000),"Drama, Thriller",105,6.2,0.45,2.341,,min,M
Vende-se Tudo,(2000),Comedy,100,4.6,,1.386,,min,
Aberdeen,(2000),Drama,113,7.1,0.06,2.963,78.0,min,M
O Fantasma,(2000),Drama,87,5.8,0.13,2.768,36.0,min,M
A Comunidade,(2000),"Comedy, Crime, Horror",110,7.3,,10.260,,min,
Rebelde Até o Fim,(I) (2000),"Comedy, Drama",98,5.1,0.04,3.559,44.0,min,M
The Newcomers,(2000),"Drama, Family",90,4.6,,320,,min,
Coisas que Você Pode Dizer só de Olhar para Ela,(2000),"Drama, Romance",109,6.5,,6.316,76.0,min,
Eles só Pensam Naquilo,(2000),"Comedy, Romance",82,4.5,4.14,3.840,10.0,min,M
O Resgate de Harrison,(2000),"Drama, Romance, War",130,7.1,1.84,5.924,49.0,min,M
Missão Kashmir,(2000),"Action, Drama, Thriller",154,6.7,,6.024,,min,
Anatomia,(2000),"Horror, Thriller",103,6.1,0.01,11.221,33.0,min,M
Big Monster on Campus,(2000),"Comedy, Horror, Sci-Fi",92,4.6,,542,,min,
Devil in the Flesh 2,(2000),"Horror, Thriller",92,4.4,,1.179,,min,
Mafiosos em Apuros,(2000),"Comedy, Crime",88,5.6,13.02,4.395,37.0,min,M
Brat 2,(2000),"Action, Crime, Thriller",122,7.8,,11.128,,min,
Roubos e Trapaças,(2000),"Comedy, Crime",98,6.1,,3.803,,min,
George Washington,(2000),Drama,89,7.4,0.24,7.380,82.0,min,M
The Tao of Steve,(2000),"Comedy, Drama, Romance",87,6.6,4.34,7.224,70.0,min,M
Tully,(2000),Drama,102,7.2,0.43,1.833,73.0,min,M
Uma Família E Tanto,(2000),"Comedy, Romance",111,6.8,1.11,2.716,47.0,min,M
Com a Bola Toda,(2000),"Comedy, Drama, Romance",92,6.0,0.06,1.855,41.0,min,M
"Dança, Paixão e Fama",(2000),"Comedy, Drama, Romance",95,6.2,0.02,2.180,45.0,min,M
Seduzidas para a Morte,(2000),"Mystery, Thriller",117,5.4,,2.059,,min,
O Gosto dos Outros,(2000),"Comedy, Drama, Romance",112,7.2,0.64,8.652,78.0,min,M
Algumas Vozes,(2000),"Comedy, Drama",101,6.6,,1.036,,min,
Titanic: A Lenda Continua,(2000),"Animation, Family, Fantasy",90,2.0,,8.867,,min,
Jogada de Mestre,(2000),"Comedy, Family, Sport",93,4.0,1.25,2.158,43.0,min,M
Hotel Splendide,(2000),Comedy,98,6.4,,1.108,,min,
Looking for Alibrandi,(2000),"Comedy, Drama, Romance",103,7.0,,2.916,,min,
Fiza,(2000),"Action, Crime, Drama",170,6.1,0.62,3.585,,min,M
Caçada no Gelo,(2000),"Action, Drama",90,3.7,,902,,min,
Plata quemada,(2000),"Crime, Drama, Romance",125,7.2,0.24,5.869,68.0,min,M
Blood: The Last Vampire,(2000),"Animation, Action, Horror",48,6.7,,11.594,44.0,min,
Harry Chegou para Ajudar,(2000),"Comedy, Drama, Mystery",117,7.1,3.82,9.275,75.0,min,M
Pânico,(2000),"Comedy, Crime, Drama",88,6.6,0.78,7.835,77.0,min,M
Mundo Fashion,(2000),Comedy,90,4.5,,561,,min,
O Convento,(2000),"Comedy, Fantasy, Horror",79,5.0,,2.393,,min,
Italiano para Principiantes,(2000),"Comedy, Drama, Romance",112,7.0,4.45,12.440,77.0,min,M
101 Reykjavík,(2000),"Comedy, Romance",88,6.8,0.01,9.119,68.0,min,M
