Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Harry Potter e as Relíquias da Morte - Parte 2,(2011),"Adventure, Drama, Fantasy",130,8.1,381.01,716.371,87.0,David Yates,":
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Michael Gambon
",min,M
Capitão América: O Primeiro Vingador,(2011),"Action, Adventure, Sci-Fi",124,6.9,176.65,698.428,66.0,Joe Johnston,":
Chris Evans, 
Hugo Weaving, 
Samuel L. Jackson, 
Hayley Atwell
",min,M
Imortais,(2011),"Action, Drama, Fantasy",110,6.0,83.50,155.898,46.0,Tarsem Singh,":
Henry Cavill, 
Mickey Rourke, 
John Hurt, 
Stephen Dorff
",min,M
"Conan, o Bárbaro",(2011),"Action, Adventure, Fantasy",113,5.2,21.30,92.398,36.0,Marcus Nispel,":
Jason Momoa, 
Ron Perlman, 
Rose McGowan, 
Stephen Lang
",min,M
Amor a Toda Prova,(2011),"Comedy, Drama, Romance",118,7.4,84.35,448.378,68.0,Glenn Ficarra,":
Steve Carell, 
Ryan Gosling, 
Julianne Moore, 
Emma Stone
",min,M
Drive,(I) (2011),"Crime, Drama",100,7.8,35.06,539.720,78.0,Nicolas Winding Refn,":
Ryan Gosling, 
Carey Mulligan, 
Bryan Cranston, 
Albert Brooks
",min,M
Millennium: Os Homens que Não Amavam as Mulheres,(2011),"Crime, Drama, Mystery",158,7.8,102.52,398.970,71.0,David Fincher,":
Daniel Craig, 
Rooney Mara, 
Christopher Plummer, 
Stellan Skarsgård
",min,M
Histórias Cruzadas,(2011),Drama,146,8.1,169.71,404.192,62.0,Tate Taylor,":
Emma Stone, 
Viola Davis, 
Octavia Spencer, 
Bryce Dallas Howard
",min,M
Sucker Punch: Mundo Surreal,(2011),"Action, Adventure, Fantasy",110,6.0,36.39,222.436,33.0,Zack Snyder,":
Emily Browning, 
Vanessa Hudgens, 
Abbie Cornish, 
Jena Malone
",min,M
Thor,(2011),"Action, Adventure, Fantasy",115,7.0,181.03,709.417,57.0,Kenneth Branagh,":
Chris Hemsworth, 
Anthony Hopkins, 
Natalie Portman, 
Tom Hiddleston
",min,M
Esposa de Mentirinha,(2011),"Comedy, Romance",117,6.4,103.03,208.522,33.0,Dennis Dugan,":
Adam Sandler, 
Jennifer Aniston, 
Brooklyn Decker, 
Nicole Kidman
",min,M
Missão Madrinha de Casamento,(I) (2011),"Comedy, Romance",125,6.8,169.11,256.275,75.0,Paul Feig,":
Kristen Wiig, 
Maya Rudolph, 
Rose Byrne, 
Terry Crews
",min,M
Intocáveis,(2011),"Biography, Comedy, Drama",112,8.5,13.18,707.040,57.0,Olivier Nakache,":
François Cluzet, 
Omar Sy, 
Anne Le Ny, 
Audrey Fleurot
",min,M
Quero Matar Meu Chefe,(2011),"Comedy, Crime",98,6.9,117.54,406.970,57.0,Seth Gordon,":
Jason Bateman, 
Charlie Day, 
Jason Sudeikis, 
Steve Wiebe
",min,M
O Preço do Amanhã,(2011),"Action, Sci-Fi, Thriller",109,6.7,37.52,353.995,53.0,Andrew Niccol,":
Justin Timberlake, 
Amanda Seyfried, 
Cillian Murphy, 
Olivia Wilde
",min,M
O Segredo da Cabana,(2011),Horror,95,7.0,42.07,351.293,72.0,Drew Goddard,":
Kristen Connolly, 
Chris Hemsworth, 
Anna Hutchison, 
Fran Kranz
",min,M
Hanna,(2011),"Action, Drama, Thriller",111,6.8,40.26,182.829,65.0,Joe Wright,":
Saoirse Ronan, 
Cate Blanchett, 
Eric Bana, 
Vicky Krieps
",min,M
Sexo Sem Compromisso,(I) (2011),"Comedy, Romance",108,6.2,70.66,202.851,50.0,Ivan Reitman,":
Natalie Portman, 
Ashton Kutcher, 
Kevin Kline, 
Cary Elwes
",min,M
O Poder e a Lei,(2011),"Crime, Drama, Thriller",118,7.3,58.01,201.813,63.0,Brad Furman,":
Matthew McConaughey, 
Marisa Tomei, 
Ryan Phillippe, 
William H. Macy
",min,M
X-Men: Primeira Classe,(2011),"Action, Adventure, Sci-Fi",131,7.7,146.41,624.494,65.0,Matthew Vaughn,":
James McAvoy, 
Michael Fassbender, 
Jennifer Lawrence, 
Kevin Bacon
",min,M
O Homem Que Mudou o Jogo,(2011),"Biography, Drama, Sport",133,7.6,75.61,338.730,87.0,Bennett Miller,":
Brad Pitt, 
Robin Wright, 
Jonah Hill, 
Philip Seymour Hoffman
",min,M
A Invenção de Hugo Cabret,(2011),"Drama, Family, Fantasy",126,7.5,73.86,291.692,83.0,Martin Scorsese,":
Asa Butterfield, 
Chloë Grace Moretz, 
Christopher Lee, 
Ben Kingsley
",min,M
"Missão: Impossível, Protocolo Fantasma",(2011),"Action, Adventure, Thriller",132,7.4,209.40,438.731,73.0,Brad Bird,":
Tom Cruise, 
Jeremy Renner, 
Simon Pegg, 
Paula Patton
",min,M
Lanterna Verde,(2011),"Action, Adventure, Sci-Fi",114,5.5,116.60,257.928,39.0,Martin Campbell,":
Ryan Reynolds, 
Blake Lively, 
Peter Sarsgaard, 
Mark Strong
",min,M
Super 8,(2011),"Action, Mystery, Sci-Fi",112,7.0,127.00,325.869,72.0,J.J. Abrams,":
Elle Fanning, 
AJ Michalka, 
Kyle Chandler, 
Joel Courtney
",min,M
Guerreiro,(2011),"Drama, Sport",140,8.2,13.66,414.423,71.0,Gavin O'Connor,":
Tom Hardy, 
Nick Nolte, 
Joel Edgerton, 
Jennifer Morrison
",min,M
A Árvore da Vida,(2011),"Drama, Fantasy",139,6.8,13.30,160.452,85.0,Terrence Malick,":
Brad Pitt, 
Sean Penn, 
Jessica Chastain, 
Hunter McCracken
",min,M
Meia-Noite em Paris,(2011),"Comedy, Fantasy, Romance",96,7.7,56.82,366.406,81.0,Woody Allen,":
Owen Wilson, 
Rachel McAdams, 
Kathy Bates, 
Kurt Fuller
",min,M
Velozes & Furiosos 5: Operação Rio,(2011),"Action, Adventure, Thriller",130,7.3,209.84,338.223,66.0,Justin Lin,":
Vin Diesel, 
Paul Walker, 
Dwayne Johnson, 
Jordana Brewster
",min,M
Piratas do Caribe: Navegando em Águas Misteriosas,(2011),"Action, Adventure, Fantasy",136,6.6,241.06,459.794,45.0,Rob Marshall,":
Johnny Depp, 
Penélope Cruz, 
Ian McShane, 
Geoffrey Rush
",min,M
Contra o Tempo,(2011),"Action, Drama, Mystery",93,7.5,54.71,463.965,74.0,Duncan Jones,":
Jake Gyllenhaal, 
Michelle Monaghan, 
Vera Farmiga, 
Jeffrey Wright
",min,M
O Dilema,(2011),"Comedy, Drama",111,5.3,48.48,49.905,46.0,Ron Howard,":
Vince Vaughn, 
Kevin James, 
Winona Ryder, 
Jennifer Connelly
",min,M
Sem Limites,(I) (2011),"Sci-Fi, Thriller",105,7.4,79.25,505.664,59.0,Neil Burger,":
Bradley Cooper, 
Anna Friel, 
Abbie Cornish, 
Robert De Niro
",min,M
Beleza Adormecida,(2011),"Drama, Romance, Thriller",101,5.3,0.04,29.894,57.0,Julia Leigh,":
Emily Browning, 
Rachael Blake, 
Ewen Leslie, 
Bridgette Barrett
",min,M
Shame,(2011),Drama,101,7.2,4.00,175.381,72.0,Steve McQueen,":
Michael Fassbender, 
Carey Mulligan, 
James Badge Dale, 
Lucy Walters
",min,M
