Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Curtindo a Vida Adoidado,(1986),Comedy,103,7.8,70.14,299.514,61.0,John Hughes,":
Matthew Broderick, 
Alan Ruck, 
Mia Sara, 
Jeffrey Jones
",min,M
Top Gun: Ases Indomáveis,(1986),"Action, Drama",110,6.9,179.80,273.328,50.0,Tony Scott,":
Tom Cruise, 
Tim Robbins, 
Kelly McGillis, 
Val Kilmer
",min,M
Conta Comigo,(1986),"Adventure, Drama",89,8.1,52.29,344.118,75.0,Rob Reiner,":
Wil Wheaton, 
River Phoenix, 
Corey Feldman, 
Jerry O'Connell
",min,M
SpaceCamp: Aventura no Espaço,(1986),"Adventure, Family, Sci-Fi",107,5.7,9.70,12.460,40.0,Harry Winer,":
Kate Capshaw, 
Lea Thompson, 
Kelly Preston, 
Larry B. Scott
",min,M
"Aliens, o Resgate",(1986),"Action, Adventure, Sci-Fi",137,8.3,85.16,620.292,84.0,James Cameron,":
Sigourney Weaver, 
Michael Biehn, 
Carrie Henn, 
Paul Reiser
",min,M
Platoon,(1986),"Drama, War",120,8.1,138.53,362.206,92.0,Oliver Stone,":
Charlie Sheen, 
Tom Berenger, 
Willem Dafoe, 
Keith David
",min,M
Highlander: O Guerreiro Imortal,(1986),"Action, Adventure, Fantasy",116,7.1,5.90,115.981,24.0,Russell Mulcahy,":
Christopher Lambert, 
Sean Connery, 
Clancy Brown, 
Roxanne Hart
",min,M
Veludo Azul,(1986),"Drama, Mystery, Thriller",120,7.8,8.55,168.630,76.0,David Lynch,":
Isabella Rossellini, 
Kyle MacLachlan, 
Dennis Hopper, 
Laura Dern
",min,M
"Labirinto, a Magia do Tempo",(1986),"Adventure, Family, Fantasy",101,7.4,12.73,117.349,50.0,Jim Henson,":
David Bowie, 
Jennifer Connelly, 
Toby Froud, 
Shelley Thompson
",min,M
Os Aventureiros do Bairro Proibido,(1986),"Action, Adventure, Comedy",99,7.3,11.10,116.765,53.0,John Carpenter,":
Kurt Russell, 
Kim Cattrall, 
Dennis Dun, 
James Hong
",min,M
Caçador de Assassinos,(1986),"Crime, Horror, Mystery",120,7.2,8.62,61.473,75.0,Michael Mann,":
William Petersen, 
Kim Greist, 
Joan Allen, 
Brian Cox
",min,M
Um Dia a Casa Cai,(1986),Comedy,91,6.4,37.50,47.899,49.0,Richard Benjamin,":
Tom Hanks, 
Shelley Long, 
Alexander Godunov, 
Maureen Stapleton
",min,M
O Vôo do Navegador,(1986),"Adventure, Comedy, Family",90,6.9,18.56,41.870,64.0,Randal Kleiser,":
Joey Cramer, 
Paul Reubens, 
Cliff De Young, 
Veronica Cartwright
",min,M
A Garota de Rosa-Shocking,(1986),"Comedy, Drama, Romance",97,6.8,40.47,70.002,57.0,Howard Deutch,":
Molly Ringwald, 
Jon Cryer, 
Harry Dean Stanton, 
Annie Potts
",min,M
9 1/2 Semanas de Amor,(1986),"Drama, Romance",117,6.0,6.73,35.513,50.0,Adrian Lyne,":
Mickey Rourke, 
Kim Basinger, 
Margaret Whitton, 
David Margulies
",min,M
A Mosca,(1986),"Drama, Horror, Sci-Fi",96,7.5,40.46,150.068,79.0,David Cronenberg,":
Jeff Goldblum, 
Geena Davis, 
John Getz, 
Joy Boushel
",min,M
A Pequena Loja dos Horrores,(1986),"Comedy, Horror, Musical",94,7.0,38.75,60.977,81.0,Frank Oz,":
Rick Moranis, 
Ellen Greene, 
Vincent Gardenia, 
Levi Stubbs
",min,M
Crocodilo Dundee,(1986),"Action, Adventure, Comedy",97,6.6,174.64,87.738,62.0,Peter Faiman,":
Paul Hogan, 
Linda Kozlowski, 
John Meillon, 
David Gulpilil
",min,M
O Nome da Rosa,(1986),"Crime, Drama, Mystery",130,7.7,7.15,96.708,,Jean-Jacques Annaud,":
Sean Connery, 
Christian Slater, 
Helmut Qualtinger, 
Elya Baskin
",min,M
Stallone: Cobra,(1986),"Action, Crime, Thriller",87,5.8,49.04,63.731,25.0,George P. Cosmatos,":
Sylvester Stallone, 
Brigitte Nielsen, 
Reni Santoni, 
Andrew Robinson
",min,M
"Howard, o Super-Herói",(1986),"Action, Adventure, Comedy",110,4.7,16.30,40.934,28.0,Willard Huyck,":
Lea Thompson, 
Jeffrey Jones, 
Tim Robbins, 
Ed Gale
",min,M
