Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
"Star Wars, Episódio III: A Vingança dos Sith",(2005),"Action, Adventure, Fantasy",140,7.5,380.26,672.058,68.0,George Lucas,":
Hayden Christensen, 
Natalie Portman, 
Ewan McGregor, 
Samuel L. Jackson
",min,M
Harry Potter e o Cálice de Fogo,(2005),"Adventure, Family, Fantasy",157,7.7,290.01,508.664,81.0,Mike Newell,":
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Eric Sykes
",min,M
Batman Begins,(2005),"Action, Adventure, Fantasy",140,8.2,206.85,1.237.544,70.0,Christopher Nolan,":
Christian Bale, 
Michael Caine, 
Ken Watanabe, 
Liam Neeson
",min,M
A Fantástica Fábrica de Chocolate,(2005),"Adventure, Comedy, Family",115,6.6,206.46,402.408,72.0,Tim Burton,":
Johnny Depp, 
Freddie Highmore, 
David Kelly, 
Helena Bonham Carter
",min,M
Coach Carter: Treino para a Vida,(2005),"Biography, Drama, Sport",136,7.3,67.26,116.960,57.0,Thomas Carter,":
Samuel L. Jackson, 
Rick Gonzalez, 
Robert Ri'chard, 
Rob Brown
",min,M
Johnny & June,(2005),"Biography, Drama, Music",136,7.8,119.52,222.096,72.0,James Mangold,":
Joaquin Phoenix, 
Reese Witherspoon, 
Ginnifer Goodwin, 
Robert Patrick
",min,M
Orgulho & Preconceito,(2005),"Drama, Romance",129,7.8,38.41,237.773,82.0,Joe Wright,":
Keira Knightley, 
Matthew Macfadyen, 
Brenda Blethyn, 
Donald Sutherland
",min,M
Soldado Anônimo,(2005),"Action, Biography, Drama",125,7.0,62.66,165.818,58.0,Sam Mendes,":
Jake Gyllenhaal, 
Jamie Foxx, 
Lucas Black, 
Scott MacDonald
",min,M
"As Crônicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa",(2005),"Adventure, Family, Fantasy",143,6.9,291.71,349.466,75.0,Andrew Adamson,":
Tilda Swinton, 
Georgie Henley, 
William Moseley, 
Skandar Keynes
",min,M
"Hitch, Conselheiro Amoroso",(I) (2005),"Comedy, Romance",118,6.6,179.50,284.598,58.0,Andy Tennant,":
Will Smith, 
Eva Mendes, 
Kevin James, 
Amber Valletta
",min,M
Sin City: A Cidade do Pecado,(2005),"Crime, Thriller",124,8.0,74.10,724.513,74.0,Frank Miller,":
Mickey Rourke, 
Clive Owen, 
Bruce Willis, 
Jessica Alba
",min,M
O Segredo de Brokeback Mountain,(2005),"Drama, Romance",134,7.7,83.04,307.997,87.0,Ang Lee,":
Jake Gyllenhaal, 
Heath Ledger, 
Michelle Williams, 
Randy Quaid
",min,M
O Virgem de 40 Anos,(2005),"Comedy, Romance",116,7.1,109.45,375.208,73.0,Judd Apatow,":
Steve Carell, 
Catherine Keener, 
Paul Rudd, 
Romany Malco
",min,M
Beijos e Tiros,(2005),"Action, Comedy, Crime",103,7.5,4.24,206.730,72.0,Shane Black,":
Robert Downey Jr., 
Val Kilmer, 
Michelle Monaghan, 
Corbin Bernsen
",min,M
Golpe Baixo,(2005),"Comedy, Crime, Sport",113,6.4,158.12,154.784,48.0,Peter Segal,":
Adam Sandler, 
Burt Reynolds, 
Chris Rock, 
Nelly
",min,M
A Ponta de um Crime,(2005),"Action, Crime, Drama",110,7.3,2.06,97.564,72.0,Rian Johnson,":
Joseph Gordon-Levitt, 
Lukas Haas, 
Emilie de Ravin, 
Meagan Good
",min,M
Penetras Bons de Bico,(2005),"Comedy, Romance",119,6.9,209.22,320.812,64.0,David Dobkin,":
Owen Wilson, 
Vince Vaughn, 
Rachel McAdams, 
Christopher Walken
",min,M
Cruzada,(2005),"Action, Adventure, Drama",144,7.2,47.40,256.080,63.0,Ridley Scott,":
Orlando Bloom, 
Eva Green, 
Liam Neeson, 
Martin Hancock
",min,M
V de Vingança,(2005),"Action, Drama, Sci-Fi",132,8.2,70.51,978.986,62.0,James McTeigue,":
Hugo Weaving, 
Natalie Portman, 
Rupert Graves, 
Stephen Rea
",min,M
Guerra dos Mundos,(2005),"Adventure, Sci-Fi, Thriller",116,6.5,234.28,398.030,73.0,Steven Spielberg,":
Tom Cruise, 
Dakota Fanning, 
Tim Robbins, 
Miranda Otto
",min,M
Super Escola de Heróis,(2005),"Adventure, Comedy, Family",100,6.2,63.95,74.523,62.0,Mike Mitchell,":
Kurt Russell, 
Kelly Preston, 
Michael Angarano, 
Danielle Panabaker
",min,M
Sr. & Sra. Smith,(2005),"Action, Comedy, Crime",120,6.5,186.34,429.869,55.0,Doug Liman,":
Brad Pitt, 
Angelina Jolie, 
Adam Brody, 
Vince Vaughn
",min,M
King Kong,(2005),"Action, Adventure, Drama",187,7.2,218.08,375.838,81.0,Peter Jackson,":
Naomi Watts, 
Jack Black, 
Adrien Brody, 
Thomas Kretschmann
",min,M
A Ilha,(2005),"Action, Sci-Fi, Thriller",136,6.8,35.82,292.435,50.0,Michael Bay,":
Scarlett Johansson, 
Ewan McGregor, 
Djimon Hounsou, 
Steve Buscemi
",min,M
Serenity: A Luta Pelo Amanhã,(2005),"Action, Adventure, Sci-Fi",119,7.8,25.51,275.234,74.0,Joss Whedon,":
Nathan Fillion, 
Gina Torres, 
Chiwetel Ejiofor, 
Alan Tudyk
",min,M
Os Gatões: Uma Nova Balada,(2005),Comedy,104,5.1,80.27,73.607,33.0,Jay Chandrasekhar,":
Seann William Scott, 
Johnny Knoxville, 
Jessica Simpson, 
Alice Greczyn
",min,M
