Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Interestelar,(2014),"Adventure, Drama, Sci-Fi",169,8.6,188.02,1.369.072,74.0,Christopher Nolan,":
Matthew McConaughey, 
Anne Hathaway, 
Jessica Chastain, 
Mackenzie Foy
",min,M
John Wick: De Volta ao Jogo,(2014),"Action, Crime, Thriller",101,7.4,43.04,493.274,68.0,Chad Stahelski,":
Keanu Reeves, 
Michael Nyqvist, 
Alfie Allen, 
Willem Dafoe
",min,M
Garota Exemplar,(2014),"Drama, Mystery, Thriller",149,8.1,167.77,794.814,79.0,David Fincher,":
Ben Affleck, 
Rosamund Pike, 
Neil Patrick Harris, 
Tyler Perry
",min,M
Guardiões da Galáxia,(2014),"Action, Adventure, Comedy",121,8.0,333.18,992.377,76.0,James Gunn,":
Chris Pratt, 
Vin Diesel, 
Bradley Cooper, 
Zoe Saldana
",min,M
Malévola,(2014),"Action, Adventure, Family",97,7.0,241.41,324.869,56.0,Robert Stromberg,":
Angelina Jolie, 
Elle Fanning, 
Sharlto Copley, 
Lesley Manville
",min,M
O que Fazemos nas Sombras,(2014),"Comedy, Horror",86,7.7,3.33,136.636,76.0,Jemaine Clement,":
Jemaine Clement, 
Taika Waititi, 
Cori Gonzalez-Macuer, 
Jonny Brugh
",min,M
Ex_Machina: Instinto Artificial,(2014),"Drama, Mystery, Sci-Fi",108,7.7,25.44,442.101,78.0,Alex Garland,":
Alicia Vikander, 
Domhnall Gleeson, 
Oscar Isaac, 
Sonoya Mizuno
",min,M
Birdman ou (A Inesperada Virtude da Ignorância),(2014),"Comedy, Drama",119,7.7,42.34,542.433,87.0,Alejandro G. Iñárritu,":
Michael Keaton, 
Zach Galifianakis, 
Edward Norton, 
Andrea Riseborough
",min,M
O Grande Hotel Budapeste,(2014),"Adventure, Comedy, Crime",99,8.1,59.10,658.547,88.0,Wes Anderson,":
Ralph Fiennes, 
F. Murray Abraham, 
Mathieu Amalric, 
Adrien Brody
",min,M
Whiplash: Em Busca da Perfeição,(2014),"Drama, Music",106,8.5,13.09,653.318,88.0,Damien Chazelle,":
Miles Teller, 
J.K. Simmons, 
Melissa Benoist, 
Paul Reiser
",min,M
Invencível,(I) (2014),"Biography, Drama, Sport",137,7.2,115.64,135.208,59.0,Angelina Jolie,":
Jack O'Connell, 
Miyavi, 
Domhnall Gleeson, 
Garrett Hedlund
",min,M
Kingsman: Serviço Secreto,(2014),"Action, Adventure, Comedy",129,7.7,128.26,562.426,60.0,Matthew Vaughn,":
Colin Firth, 
Taron Egerton, 
Samuel L. Jackson, 
Michael Caine
",min,M
Corações de Ferro,(2014),"Action, Drama, War",134,7.6,85.82,397.797,64.0,David Ayer,":
Brad Pitt, 
Shia LaBeouf, 
Logan Lerman, 
Michael Peña
",min,M
O Abutre,(2014),"Crime, Drama, Thriller",117,7.9,32.38,425.728,76.0,Dan Gilroy,":
Jake Gyllenhaal, 
Rene Russo, 
Bill Paxton, 
Riz Ahmed
",min,M
Lucy,(I) (2014),"Action, Sci-Fi, Thriller",89,6.4,126.66,417.057,61.0,Luc Besson,":
Scarlett Johansson, 
Morgan Freeman, 
Min-sik Choi, 
Amr Waked
",min,M
Divergente,(2014),"Action, Adventure, Mystery",139,6.7,150.95,408.676,48.0,Neil Burger,":
Shailene Woodley, 
Theo James, 
Kate Winslet, 
Jai Courtney
",min,M
O Predestinado,(I) (2014),"Action, Drama, Mystery",97,7.5,0.07,234.313,69.0,Michael Spierig,":
Ethan Hawke, 
Sarah Snook, 
Noah Taylor, 
Madeleine West
",min,M
Capitão América 2: O Soldado Invernal,(2014),"Action, Adventure, Sci-Fi",136,7.7,259.77,695.745,70.0,Anthony Russo,":
Chris Evans, 
Samuel L. Jackson, 
Scarlett Johansson, 
Robert Redford
",min,M
The Falling,(2014),"Drama, Mystery, Thriller",102,5.4,,5.582,71.0,Carol Morley,":
Maxine Peake, 
Maisie Williams, 
Florence Pugh, 
Anna Burnett
",min,
Sniper Americano,(2014),"Action, Biography, Drama",133,7.3,350.13,415.027,72.0,Clint Eastwood,":
Bradley Cooper, 
Sienna Miller, 
Kyle Gallner, 
Cole Konis
",min,M
No Limite do Amanhã,(2014),"Action, Sci-Fi",113,7.9,100.21,566.138,71.0,Doug Liman,":
Tom Cruise, 
Emily Blunt, 
Bill Paxton, 
Brendan Gleeson
",min,M
A Teoria de Tudo,(2014),"Biography, Drama, Romance",123,7.7,35.89,374.851,72.0,James Marsh,":
Eddie Redmayne, 
Felicity Jones, 
Tom Prior, 
Sophie Perry
",min,M
O Jogo da Imitação,(2014),"Biography, Drama, Thriller",114,8.0,91.13,641.960,73.0,Morten Tyldum,":
Benedict Cumberbatch, 
Keira Knightley, 
Matthew Goode, 
Allen Leech
",min,M
Vício Inerente,(2014),"Comedy, Crime, Drama",148,6.7,8.11,88.005,81.0,Paul Thomas Anderson,":
Joaquin Phoenix, 
Josh Brolin, 
Owen Wilson, 
Katherine Waterston
",min,M
O Hobbit: A Batalha dos Cinco Exércitos,(2014),"Adventure, Fantasy",144,7.4,255.12,451.653,59.0,Peter Jackson,":
Ian McKellen, 
Martin Freeman, 
Richard Armitage, 
Cate Blanchett
",min,M
Maze Runner: Correr ou Morrer,(2014),"Action, Mystery, Sci-Fi",113,6.8,102.43,397.615,57.0,Wes Ball,":
Dylan O'Brien, 
Kaya Scodelario, 
Will Poulter, 
Thomas Brodie-Sangster
",min,M
Tusk: A Transformação,(2014),"Comedy, Drama, Horror",102,5.3,1.82,43.050,55.0,Kevin Smith,":
Justin Long, 
Michael Parks, 
Haley Joel Osment, 
Genesis Rodriguez
",min,M
Drácula: A História Nunca Contada,(2014),"Action, Drama, Fantasy",92,6.3,56.28,169.750,40.0,Gary Shore,":
Luke Evans, 
Dominic Cooper, 
Sarah Gadon, 
Art Parkinson
",min,M
O Protetor,(2014),"Action, Crime, Thriller",132,7.2,101.53,313.675,57.0,Antoine Fuqua,":
Denzel Washington, 
Marton Csokas, 
Chloë Grace Moretz, 
David Harbour
",min,M
Chef,(2014),"Adventure, Comedy, Drama",114,7.3,30.64,181.812,68.0,Jon Favreau,":
Jon Favreau, 
Robert Downey Jr., 
Scarlett Johansson, 
Dustin Hoffman
",min,M
Operação Big Hero,(2014),"Animation, Action, Adventure",102,7.8,222.53,386.982,74.0,Don Hall,":
Ryan Potter, 
Scott Adsit, 
Jamie Chung, 
T.J. Miller
",min,M
Godzilla,(2014),"Action, Adventure, Sci-Fi",123,6.4,200.68,362.511,62.0,Gareth Edwards,":
Aaron Taylor-Johnson, 
Elizabeth Olsen, 
Bryan Cranston, 
Ken Watanabe
",min,M
Corrente do Mal,(2014),"Horror, Mystery, Thriller",100,6.8,14.67,193.701,83.0,David Robert Mitchell,":
Maika Monroe, 
Keir Gilchrist, 
Olivia Luccardi, 
Lili Sepe
",min,M
Boyhood: Da Infância à Juventude,(I) (2014),Drama,165,7.9,25.38,322.846,100.0,Richard Linklater,":
Ellar Coltrane, 
Patricia Arquette, 
Ethan Hawke, 
Elijah Smith
",min,M
À Procura,(I) (2014),"Crime, Drama, Mystery",112,5.9,,28.283,36.0,Atom Egoyan,":
Ryan Reynolds, 
Scott Speedman, 
Rosario Dawson, 
Mireille Enos
",min,
Simplesmente Acontece,(2014),"Comedy, Romance",102,7.2,0.01,111.011,44.0,Christian Ditter,":
Lily Collins, 
Sam Claflin, 
Christian Cooke, 
Jaime Winstone
",min,M
A Entrevista,(II) (2014),"Action, Adventure, Comedy",112,6.5,6.11,293.348,52.0,Evan Goldberg,":
James Franco, 
Seth Rogen, 
Randall Park, 
Lizzy Caplan
",min,M
O Sinal: Frequência do Medo,(2014),"Drama, Mystery, Sci-Fi",97,6.1,0.60,59.775,54.0,William Eubank,":
Brenton Thwaites, 
Olivia Cooke, 
Beau Knapp, 
Laurence Fishburne
",min,M
X-Men: Dias de um Futuro Esquecido,(2014),"Action, Adventure, Sci-Fi",132,8.0,233.92,637.030,75.0,Bryan Singer,":
Patrick Stewart, 
Ian McKellen, 
Hugh Jackman, 
James McAvoy
",min,M
Sete Dias Sem Fim,(2014),"Comedy, Drama",103,6.6,34.29,67.377,44.0,Shawn Levy,":
Jason Bateman, 
Tina Fey, 
Jane Fonda, 
Adam Driver
",min,M
A Culpa é das Estrelas,(2014),"Drama, Romance",126,7.7,124.87,325.526,69.0,Josh Boone,":
Shailene Woodley, 
Ansel Elgort, 
Nat Wolff, 
Laura Dern
",min,M
Os Mercenários 3,(2014),"Action, Adventure, Thriller",126,6.1,39.32,161.222,35.0,Patrick Hughes,":
Sylvester Stallone, 
Jason Statham, 
Jet Li, 
Antonio Banderas
",min,M
