Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
"Star Wars, Episódio IV: Uma Nova Esperança",(1977),"Action, Adventure, Fantasy",121,8.6,322.74,1.169.183,90.0,George Lucas,":
Mark Hamill, 
Harrison Ford, 
Carrie Fisher, 
Alec Guinness
",min,M
"New York, New York",(1977),"Drama, Music, Musical",155,6.7,16.40,17.078,62.0,Martin Scorsese,":
Liza Minnelli, 
Robert De Niro, 
Lionel Stander, 
Barry Primus
",min,M
Os Embalos de Sábado à Noite,(1977),"Drama, Music",118,6.8,94.21,66.531,77.0,John Badham,":
John Travolta, 
Karen Lynn Gorney, 
Barry Miller, 
Joseph Cali
",min,M
Contatos Imediatos do Terceiro Grau,(1977),"Drama, Sci-Fi",138,7.6,132.09,173.156,90.0,Steven Spielberg,":
Richard Dreyfuss, 
François Truffaut, 
Teri Garr, 
Melinda Dillon
",min,M
007: O Espião que me Amava,(1977),"Action, Adventure, Thriller",125,7.1,46.80,92.219,55.0,Lewis Gilbert,":
Roger Moore, 
Barbara Bach, 
Curd Jürgens, 
Richard Kiel
",min,M
Eraserhead,(1977),Horror,89,7.4,7.00,94.492,87.0,David Lynch,":
Jack Nance, 
Charlotte Stewart, 
Allen Joseph, 
Jeanne Bates
",min,M
Jabberwocky: Um Herói por Acaso,(1977),"Adventure, Comedy, Fantasy",105,6.2,,12.363,61.0,Terry Gilliam,":
Michael Palin, 
Harry H. Corbett, 
John Le Mesurier, 
Warren Mitchell
",min,
Suspiria,(1977),Horror,99,7.4,,72.584,79.0,Dario Argento,":
Jessica Harper, 
Stefania Casini, 
Flavio Bucci, 
Miguel Bosé
",min,
Vale Tudo,(1977),"Comedy, Drama, Sport",123,7.3,28.00,32.764,61.0,George Roy Hill,":
Paul Newman, 
Michael Ontkean, 
Strother Martin, 
Jennifer Warren
",min,M
A Última Investigação,(1977),"Comedy, Mystery, Thriller",93,7.0,,2.149,,Robert Benton,":
Art Carney, 
Lily Tomlin, 
Bill Macy, 
Eugene Roche
",min,
"Noivo Neurótico, Noiva Nervosa",(1977),"Comedy, Romance",93,8.0,39.20,241.785,92.0,Woody Allen,":
Woody Allen, 
Diane Keaton, 
Tony Roberts, 
Carol Kane
",min,M
Uma Ponte Longe Demais,(1977),"Drama, History, War",175,7.4,50.80,48.818,,Richard Attenborough,":
Sean Connery, 
Ryan O'Neal, 
Michael Caine, 
Laurence Olivier
",min,M
Agarra-me se Puderes,(1977),"Action, Comedy",96,7.0,126.74,42.348,50.0,Hal Needham,":
Burt Reynolds, 
Sally Field, 
Jerry Reed, 
Mike Henry
",min,M
"Meu Amigo, o Dragão",(1977),"Animation, Adventure, Comedy",128,6.4,40.10,21.160,46.0,Don Chaffey,":
Sean Marshall, 
Helen Reddy, 
Jim Dale, 
Mickey Rooney
",min,M
Bernardo e Bianca,(1977),"Animation, Adventure, Comedy",78,6.9,71.22,54.467,74.0,John Lounsbery,":
Bob Newhart, 
Eva Gabor, 
Geraldine Page, 
Joe Flynn
",min,M
The Kentucky Fried Movie,(1977),Comedy,83,6.5,,16.254,61.0,John Landis,":
Evan C. Kim, 
Bong Soo Han, 
Bill Bixby, 
George Lazenby
",min,
Geração Proteus,(1977),"Horror, Sci-Fi",94,6.3,,7.626,55.0,Donald Cammell,":
Julie Christie, 
Fritz Weaver, 
Gerrit Graham, 
Berry Kroeger
",min,
O Fundo do Mar,(1977),"Adventure, Mystery, Thriller",123,6.2,6.84,10.437,41.0,Peter Yates,":
Jacqueline Bisset, 
Nick Nolte, 
Dick Anthony Williams, 
Robert Shaw
",min,M
O Comboio do Medo,(1977),"Adventure, Drama, Thriller",121,7.7,12.00,15.868,68.0,William Friedkin,":
Roy Scheider, 
Bruno Cremer, 
Francisco Rabal, 
Amidou
",min,M
Esse Obscuro Objeto do Desejo,(1977),"Comedy, Drama",103,7.9,0.06,18.981,84.0,Luis Buñuel,":
Fernando Rey, 
Carole Bouquet, 
Ángela Molina, 
Julien Bertheau
",min,M
Enraivecida na Fúria do Sexo,(1977),"Horror, Sci-Fi",91,6.3,,14.374,,David Cronenberg,":
Marilyn Chambers, 
Frank Moore, 
Joe Silver, 
Howard Ryshpan
",min,
Rota Suicida,(1977),"Action, Crime, Thriller",109,6.4,35.40,19.804,59.0,Clint Eastwood,":
Clint Eastwood, 
Sondra Locke, 
Pat Hingle, 
William Prince
",min,M
As Aventuras do Ursinho Puff,(1977),"Animation, Comedy, Family",74,7.6,,30.553,,John Lounsbery,":
Sebastian Cabot, 
Junius Matthews, 
Barbara Luddy, 
Howard Morris
",min,
Hausu,(1977),"Comedy, Horror",88,7.4,,18.043,,Nobuhiko Ôbayashi,":
Kimiko Ikegami, 
Miki Jinbo, 
Kumiko Ohba, 
Ai Matsubara
",min,
Quadrilha de Sádicos,(1977),"Horror, Thriller",90,6.3,25.00,27.863,64.0,Wes Craven,":
Suze Lanier-Bramlett, 
Robert Houston, 
Martin Speer, 
Dee Wallace
",min,M
Wizards,(1977),"Animation, Adventure, Fantasy",80,6.5,9.00,9.658,,Ralph Bakshi,":
Bob Holt, 
Jesse Welles, 
Richard Romanus, 
David Proval
",min,M
O Exorcista II: O Herege,(1977),Horror,117,3.8,30.75,20.521,39.0,John Boorman,":
Richard Burton, 
Linda Blair, 
Louise Fletcher, 
Max von Sydow
",min,M
Alta Ansiedade,(1977),"Comedy, Mystery, Thriller",94,6.7,31.06,18.781,55.0,Mel Brooks,":
Mel Brooks, 
Madeline Kahn, 
Cloris Leachman, 
Harvey Korman
",min,M
Orca: A Baleia Assassina,(1977),"Adventure, Drama, Horror",92,5.8,14.72,9.882,27.0,Michael Anderson,":
Richard Harris, 
Charlotte Rampling, 
Will Sampson, 
Bo Derek
",min,M
À Procura de Mr. Goodbar,(1977),Drama,136,6.7,16.90,6.351,64.0,Richard Brooks,":
Diane Keaton, 
Richard Gere, 
Tuesday Weld, 
William Atherton
",min,M
A Cruz de Ferro,(1977),"Drama, War",132,7.5,,24.046,,Sam Peckinpah,":
James Coburn, 
Maximilian Schell, 
James Mason, 
David Warner
",min,
Os Duelistas,(1977),"Drama, War",100,7.4,,18.274,70.0,Ridley Scott,":
Keith Carradine, 
Harvey Keitel, 
Albert Finney, 
Edward Fox
",min,
Três Mulheres,(1977),"Drama, Mystery, Thriller",124,7.8,,12.700,71.0,Robert Altman,":
Shelley Duvall, 
Sissy Spacek, 
Janice Rule, 
Robert Fortier
",min,
F.B.I. Arquivo Secreto,(1977),"Biography, Drama",112,6.2,,554,,Larry Cohen,":
Broderick Crawford, 
James Wainwright, 
Michael Parks, 
José Ferrer
",min,
A Garota do Adeus,(1977),"Comedy, Drama, Romance",111,7.4,102.00,11.745,64.0,Herbert Ross,":
Richard Dreyfuss, 
Marsha Mason, 
Quinn Cummings, 
Paul Benedict
",min,M
A Ilha do Dr. Moreau,(1977),"Adventure, Fantasy, Horror",99,5.9,8.00,5.282,,Don Taylor,":
Burt Lancaster, 
Michael York, 
Nigel Davenport, 
Barbara Carrera
",min,M
Maladolescenza,(1977),"Drama, Romance",93,5.7,,1.684,,Pier Giuseppe Murgia,":
Lara Wendel, 
Eva Ionesco, 
Martin Loeb
",min,
Capricórnio Um,(1977),"Action, Thriller",123,6.9,,19.151,,Peter Hyams,":
Elliott Gould, 
James Brolin, 
Brenda Vaccaro, 
Sam Waterston
",min,
Simbad e o Olho do Tigre,(1977),"Action, Adventure, Family",113,6.4,16.79,6.422,,Sam Wanamaker,":
Patrick Wayne, 
Jane Seymour, 
Taryn Power, 
Margaret Whiting
",min,M
"O Carro, a Máquina do Diabo",(1977),"Action, Horror, Mystery",96,6.2,,8.265,,Elliot Silverstein,":
James Brolin, 
Kathleen Lloyd, 
John Marley, 
R.G. Armstrong
",min,
Júlia,(1977),Drama,117,7.2,,8.268,58.0,Fred Zinnemann,":
Jane Fonda, 
Vanessa Redgrave, 
Jason Robards, 
Maximilian Schell
",min,
"Candleshoe, o Segredo da Mansão",(1977),"Adventure, Comedy, Drama",101,6.8,,3.386,68.0,Norman Tokar,":
Jodie Foster, 
David Niven, 
Helen Hayes, 
Leo McKern
",min,
A Sentinela dos Malditos,(1977),Horror,92,6.4,,8.500,,Michael Winner,":
Cristina Raines, 
Ava Gardner, 
Chris Sarandon, 
Martin Balsam
",min,
Emanuelle e os Últimos Canibais,(1977),"Adventure, Horror",91,5.1,,2.429,,Joe D'Amato,":
Laura Gemser, 
Gabriele Tinti, 
Nieves Navarro, 
Donald O'Brien
",min,
Aeroporto 77,(1977),"Action, Drama, Thriller",114,5.7,30.00,8.958,,Jerry Jameson,":
Jack Lemmon, 
Lee Grant, 
Joseph Cotten, 
Olivia de Havilland
",min,M
"Outro Homem, Outra Mulher",(1977),"Adventure, Drama, Romance",130,6.2,,415,,Claude Lelouch,":
James Caan, 
Geneviève Bujold, 
Francis Huster, 
Susan Tyrrell
",min,
O Amigo Americano,(1977),"Crime, Drama, Mystery",125,7.4,,12.525,79.0,Wim Wenders,":
Dennis Hopper, 
Bruno Ganz, 
Lisa Kreuzer, 
Gérard Blain
",min,
Der Ruf der blonden Göttin,(1977),"Crime, Drama",89,4.4,,543,,Jesús Franco,":
Vicky Adams, 
Muriel Montossé, 
Ada Tauler, 
Karine Gambier
",min,
"Valentino - O Ídolo, o Homem",(1977),"Biography, Drama",128,6.1,,1.567,,Ken Russell,":
Rudolf Nureyev, 
Leslie Caron, 
Michelle Phillips, 
Carol Kane
",min,
Petey Wheatstraw,(1977),"Comedy, Fantasy, Horror",94,6.3,,752,,Cliff Roquemore,":
Rudy Ray Moore, 
Jimmy Lynch, 
Leroy Daniels, 
Ernest Mayhand
",min,
