Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Os Infiltrados,(2006),"Crime, Drama, Thriller",151,8.5,132.38,1.116.923,85.0,Martin Scorsese,":
Leonardo DiCaprio, 
Matt Damon, 
Jack Nicholson, 
Mark Wahlberg
",min,M
O Grande Truque,(2006),"Drama, Mystery, Sci-Fi",130,8.5,53.09,1.107.732,66.0,Christopher Nolan,":
Christian Bale, 
Hugh Jackman, 
Scarlett Johansson, 
Michael Caine
",min,M
Zoom - Academia de Super-Heróis,(2006),"Action, Adventure, Comedy",83,4.3,11.63,17.842,26.0,Peter Hewitt,":
Tim Allen, 
Courteney Cox, 
Chevy Chase, 
Spencer Breslin
",min,M
007: Cassino Royale,(2006),"Action, Adventure, Thriller",144,8.0,167.45,553.134,80.0,Martin Campbell,":
Daniel Craig, 
Eva Green, 
Judi Dench, 
Jeffrey Wright
",min,M
O Hospedeiro,(2006),"Action, Drama, Horror",120,7.0,2.20,91.029,85.0,Bong Joon Ho,":
Kang-ho Song, 
Hee-Bong Byun, 
Hae-il Park, 
Doona Bae
",min,M
O Labirinto do Fauno,(2006),"Drama, Fantasy, War",118,8.2,37.63,588.869,98.0,Guillermo del Toro,":
Ivana Baquero, 
Ariadna Gil, 
Sergi López, 
Maribel Verdú
",min,M
Click,(2006),"Comedy, Drama, Fantasy",107,6.4,137.36,291.356,45.0,Frank Coraci,":
Adam Sandler, 
Kate Beckinsale, 
Christopher Walken, 
David Hasselhoff
",min,M
300,(2006),"Action, Drama",117,7.6,210.61,707.402,52.0,Zack Snyder,":
Gerard Butler, 
Lena Headey, 
David Wenham, 
Dominic West
",min,M
Piratas do Caribe: O Baú da Morte,(2006),"Action, Adventure, Fantasy",151,7.3,423.32,628.226,53.0,Gore Verbinski,":
Johnny Depp, 
Orlando Bloom, 
Keira Knightley, 
Jack Davenport
",min,M
Todas Contra John,(2006),"Comedy, Romance",89,5.8,41.01,76.896,41.0,Betty Thomas,":
Jesse Metcalfe, 
Ashanti, 
Arielle Kebbel, 
Sophia Bush
",min,M
Carros,(2006),"Animation, Comedy, Family",117,7.1,244.08,343.958,73.0,John Lasseter,":
Owen Wilson, 
Bonnie Hunt, 
Paul Newman, 
Larry the Cable Guy
",min,M
Queridinho da Vovó,(2006),Comedy,94,7.0,6.09,75.035,33.0,Nicholaus Goossen,":
Allen Covert, 
Linda Cardellini, 
Shirley Jones, 
Peter Dante
",min,M
Pequena Miss Sunshine,(2006),"Comedy, Drama",101,7.8,59.89,420.043,80.0,Jonathan Dayton,":
Steve Carell, 
Toni Collette, 
Greg Kinnear, 
Abigail Breslin
",min,M
O Código Da Vinci,(2006),"Action, Mystery, Thriller",149,6.6,217.54,382.298,46.0,Ron Howard,":
Tom Hanks, 
Audrey Tautou, 
Jean Reno, 
Ian McKellen
",min,M
À Procura da Felicidade,(2006),"Biography, Drama",117,8.0,163.57,419.516,64.0,Gabriele Muccino,":
Will Smith, 
Thandie Newton, 
Jaden Smith, 
Brian Howe
",min,M
Missão: Impossível 3,(2006),"Action, Adventure, Thriller",126,6.9,134.03,315.206,66.0,J.J. Abrams,":
Tom Cruise, 
Michelle Monaghan, 
Ving Rhames, 
Philip Seymour Hoffman
",min,M
