Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Os Goonies,(1985),"Adventure, Comedy, Family",114,7.8,61.50,226.881,62.0,Richard Donner,":
Sean Astin, 
Josh Brolin, 
Jeff Cohen, 
Corey Feldman
",min,M
De Volta para o Futuro,(1985),"Adventure, Comedy, Sci-Fi",116,8.5,210.61,977.348,87.0,Robert Zemeckis,":
Michael J. Fox, 
Christopher Lloyd, 
Lea Thompson, 
Crispin Glover
",min,M
Clube dos Cinco,(1985),"Comedy, Drama",97,7.9,45.88,328.691,62.0,John Hughes,":
Emilio Estevez, 
Judd Nelson, 
Molly Ringwald, 
Ally Sheedy
",min,M
Vá e Veja,(1985),"Drama, War",142,8.3,,47.104,,Elem Klimov,":
Aleksey Kravchenko, 
Olga Mironova, 
Liubomiras Laucevicius, 
Vladas Bagdonas
",min,
Os Sete Suspeitos,(1985),"Comedy, Crime, Mystery",94,7.3,14.64,73.412,36.0,Jonathan Lynn,":
Eileen Brennan, 
Tim Curry, 
Madeline Kahn, 
Christopher Lloyd
",min,M
O Mundo Fantástico de Oz,(1985),"Adventure, Family, Fantasy",113,6.7,,23.241,42.0,Walter Murch,":
Fairuza Balk, 
Nicol Williamson, 
Jean Marsh, 
Piper Laurie
",min,
A Lenda,(1985),"Adventure, Fantasy, Romance",94,6.5,15.50,56.717,30.0,Ridley Scott,":
Tom Cruise, 
Mia Sara, 
Tim Curry, 
David Bennent
",min,M
Rambo II: A Missão,(1985),"Action, Adventure, Thriller",96,6.5,150.42,146.292,47.0,George P. Cosmatos,":
Sylvester Stallone, 
Richard Crenna, 
Charles Napier, 
Steven Berkoff
",min,M
Brazil: O Filme,(1985),"Drama, Sci-Fi",132,7.9,9.93,179.506,88.0,Terry Gilliam,":
Jonathan Pryce, 
Kim Greist, 
Robert De Niro, 
Katherine Helmond
",min,M
Mulher Nota 1000,(1985),"Comedy, Romance, Sci-Fi",94,6.6,23.83,75.359,46.0,John Hughes,":
Anthony Michael Hall, 
Ilan Mitchell-Smith, 
Kelly LeBrock, 
Bill Paxton
",min,M
Marcas do Destino,(1985),"Biography, Drama",120,7.2,48.23,24.673,73.0,Peter Bogdanovich,":
Cher, 
Eric Stoltz, 
Sam Elliott, 
Estelle Getty
",min,M
Férias Frustradas II,(1985),"Adventure, Comedy",95,6.2,49.40,54.638,47.0,Amy Heckerling,":
Chevy Chase, 
Beverly D'Angelo, 
Dana Hill, 
Jason Lively
",min,M
Rocky IV,(1985),"Drama, Sport",91,6.9,127.87,176.423,40.0,Sylvester Stallone,":
Sylvester Stallone, 
Talia Shire, 
Burt Young, 
Carl Weathers
",min,M
O Garoto do Futuro,(1985),"Comedy, Fantasy",91,6.1,33.09,43.177,25.0,Rod Daniel,":
Michael J. Fox, 
James Hampton, 
Susan Ursitti, 
Jerry Levine
",min,M
A Hora do Espanto,(1985),"Horror, Thriller",106,7.1,24.92,56.030,62.0,Tom Holland,":
Chris Sarandon, 
William Ragsdale, 
Amanda Bearse, 
Roddy McDowall
",min,M
Comando para Matar,(1985),"Action, Adventure, Thriller",90,6.7,35.10,138.610,51.0,Mark L. Lester,":
Arnold Schwarzenegger, 
Rae Dawn Chong, 
Dan Hedaya, 
Vernon Wells
",min,M
A Cor Púrpura,(1985),Drama,154,7.8,98.47,73.519,78.0,Steven Spielberg,":
Danny Glover, 
Whoopi Goldberg, 
Oprah Winfrey, 
Margaret Avery
",min,M
A Testemunha,(1985),"Crime, Drama, Romance",112,7.4,68.71,80.995,76.0,Peter Weir,":
Harrison Ford, 
Kelly McGillis, 
Lukas Haas, 
Josef Sommer
",min,M
Depois de Horas,(1985),"Comedy, Crime, Drama",97,7.7,10.60,52.942,90.0,Martin Scorsese,":
Griffin Dunne, 
Rosanna Arquette, 
Verna Bloom, 
Tommy Chong
",min,M
O Primeiro Ano do Resto de Nossas Vidas,(1985),"Drama, Romance",110,6.4,37.80,33.706,35.0,Joel Schumacher,":
Demi Moore, 
Rob Lowe, 
Andrew McCarthy, 
Emilio Estevez
",min,M
Procura-se Rapaz Virgem,(1985),"Comedy, Fantasy, Horror",94,5.5,10.00,12.543,64.0,Howard Storm,":
Lauren Hutton, 
Jim Carrey, 
Karen Kopins, 
Cleavon Little
",min,M
Ran,(1985),"Action, Drama",162,8.2,3.52,103.435,96.0,Akira Kurosawa,":
Tatsuya Nakadai, 
Akira Terao, 
Jinpachi Nezu, 
Daisuke Ryû
",min,M
Cocoon,(1985),"Comedy, Drama, Sci-Fi",117,6.7,76.11,54.067,65.0,Ron Howard,":
Don Ameche, 
Wilford Brimley, 
Hume Cronyn, 
Brian Dennehy
",min,M
O Enigma da Pirâmide,(1985),"Adventure, Fantasy, Mystery",109,6.8,19.74,18.081,65.0,Barry Levinson,":
Nicholas Rowe, 
Alan Cox, 
Sophie Ward, 
Anthony Higgins
",min,M
O Cavaleiro Solitário,(1985),"Drama, Western",115,7.3,41.41,49.492,61.0,Clint Eastwood,":
Clint Eastwood, 
Michael Moriarty, 
Carrie Snodgress, 
Sydney Penny
",min,M
007 - Na Mira dos Assassinos,(1985),"Action, Adventure, Thriller",131,6.4,50.33,82.828,40.0,John Glen,":
Roger Moore, 
Christopher Walken, 
Tanya Roberts, 
Grace Jones
",min,M
Guerreiros de Fogo,(1985),"Action, Adventure, Fantasy",89,5.1,6.95,36.948,35.0,Richard Fleischer,":
Arnold Schwarzenegger, 
Brigitte Nielsen, 
Sandahl Bergman, 
Paul L. Smith
",min,M
Perfeição,(1985),"Drama, Romance",115,4.5,12.92,4.361,46.0,James Bridges,":
John Travolta, 
Jamie Lee Curtis, 
Ramey Ellis, 
Alma Beltran
",min,M
O Caldeirão Mágico,(1985),"Animation, Action, Adventure",80,6.4,21.29,28.734,59.0,Ted Berman,":
Grant Bardsley, 
Freddie Jones, 
Susan Sheridan, 
Nigel Hawthorne
",min,M
Minha Vida é um Desastre,(1985),"Comedy, Romance",97,7.1,10.30,39.642,51.0,Savage Steve Holland,":
John Cusack, 
David Ogden Stiers, 
Kim Darby, 
Demian Slade
",min,M
Entre Dois Amores,(1985),"Biography, Drama, Romance",161,7.2,87.10,67.318,69.0,Sydney Pollack,":
Meryl Streep, 
Robert Redford, 
Klaus Maria Brandauer, 
Michael Kitchen
",min,M
Uma Janela para o Amor,(1985),"Drama, Romance",117,7.3,20.97,37.079,80.0,James Ivory,":
Maggie Smith, 
Helena Bonham Carter, 
Denholm Elliott, 
Julian Sands
",min,M
As Grandes Aventuras de Pee-wee,(1985),"Adventure, Comedy, Family",91,7.0,40.90,47.471,47.0,Tim Burton,":
Paul Reubens, 
Elizabeth Daily, 
Mark Holton, 
Diane Salinger
",min,M
Expresso Malibu,(1985),"Comedy, Crime, Mystery",105,4.7,,1.602,,Andy Sidaris,":
Darby Hinton, 
Sybil Danning, 
Art Metrano, 
Shelley Taylor Morgan
",min,
Mad Max 3: Além da Cúpula do Trovão,(1985),"Action, Adventure, Sci-Fi",107,6.3,36.20,121.237,71.0,George Miller,":
Mel Gibson, 
Tina Turner, 
Bruce Spence, 
Adam Cockburn
",min,M
Viagem Clandestina,(1985),"Adventure, Family",101,7.0,2.14,4.836,66.0,Jeremy Kagan,":
Meredith Salenger, 
John Cusack, 
Ray Wise, 
Lainie Kazan
",min,M
A Traição do Falcão,(1985),"Biography, Crime, Drama",131,6.8,17.10,10.006,68.0,John Schlesinger,":
Timothy Hutton, 
Sean Penn, 
Pat Hingle, 
Joyce Van Patten
",min,M
A Volta dos Mortos Vivos,(1985),"Comedy, Horror, Sci-Fi",91,7.3,14.24,51.240,66.0,Dan O'Bannon,":
Clu Gulager, 
James Karen, 
Don Calfa, 
Thom Mathews
",min,M
Viver e Morrer em Los Angeles,(1985),"Action, Crime, Drama",116,7.3,17.31,27.149,81.0,William Friedkin,":
William Petersen, 
Willem Dafoe, 
John Pankow, 
Debra Feuer
",min,M
O Feitiço de Áquila,(1985),"Adventure, Comedy, Drama",121,7.0,18.43,41.273,64.0,Richard Donner,":
Matthew Broderick, 
Rutger Hauer, 
Michelle Pfeiffer, 
Leo McKern
",min,M
Força Sinistra,(1985),"Action, Horror, Mystery",101,6.1,11.60,20.837,50.0,Tobe Hooper,":
Steve Railsback, 
Mathilda May, 
Peter Firth, 
Frank Finlay
",min,M
Quase Igual aos Outros,(1985),"Comedy, Romance",100,6.5,11.50,12.923,57.0,Lisa Gottlieb,":
Joyce Hyser, 
Clayton Rohner, 
Billy Jayne, 
Toni Hudson
",min,M
Viagem ao Mundo dos Sonhos,(1985),"Adventure, Comedy, Family",109,6.6,9.87,18.584,58.0,Joe Dante,":
Ethan Hawke, 
River Phoenix, 
Jason Presson, 
Bradley Gregg
",min,M
Silverado,(1985),"Action, Crime, Drama",133,7.2,33.20,35.220,64.0,Lawrence Kasdan,":
Kevin Kline, 
Scott Glenn, 
Kevin Costner, 
Danny Glover
",min,M
Chuva de Milhões,(1985),Comedy,102,6.5,38.80,33.791,37.0,Walter Hill,":
Richard Pryor, 
John Candy, 
Lonette McKee, 
Stephen Collins
",min,M
Bala de Prata,(1985),Horror,95,6.4,5.40,22.320,26.0,Daniel Attias,":
Gary Busey, 
Everett McGill, 
Corey Haim, 
Megan Follows
",min,M
A Hora dos Mortos-Vivos,(1985),"Comedy, Horror, Sci-Fi",105,7.2,2.02,52.086,73.0,Stuart Gordon,":
Jeffrey Combs, 
Bruce Abbott, 
Barbara Crampton, 
David Gale
",min,M
"Sexta-Feira 13, Parte 5: Um Novo Começo",(1985),"Horror, Mystery, Thriller",92,4.8,21.93,31.111,16.0,Danny Steinmann,":
Melanie Kinnaman, 
John Shepherd, 
Anthony Barrile, 
Suzanne Bateman
",min,M
Expresso para o Inferno,(1985),"Action, Adventure, Drama",111,7.2,7.94,25.126,67.0,Andrey Konchalovskiy,":
Jon Voight, 
Eric Roberts, 
Rebecca De Mornay, 
Kyle T. Heffner
",min,M
Academia de Gênios,(1985),"Comedy, Romance, Sci-Fi",108,7.0,13.00,28.781,71.0,Martha Coolidge,":
Val Kilmer, 
Gabriel Jarret, 
Michelle Meyrink, 
William Atherton
",min,M
Inimigo Meu,(1985),"Action, Adventure, Drama",108,6.9,4.27,41.420,59.0,Wolfgang Petersen,":
Dennis Quaid, 
Louis Gossett Jr., 
Brion James, 
Richard Marcus
",min,M
As Aventuras de um Anjo,(1985),"Comedy, Fantasy, Romance",90,6.4,3.85,3.922,30.0,Cary Medoway,":
Lewis Smith, 
Jason Gedrick, 
Jane Kaczmarek, 
Richard Mulligan
",min,M
Em Busca da Vitória,(1985),"Drama, Romance, Sport",107,6.6,12.90,7.356,55.0,Harold Becker,":
Matthew Modine, 
Linda Fiorentino, 
Michael Schoeffling, 
Ronny Cox
",min,M
Procura-se Susan Desesperadamente,(1985),"Comedy, Drama",104,6.0,27.40,19.733,71.0,Susan Seidelman,":
Rosanna Arquette, 
Madonna, 
Aidan Quinn, 
Mark Blum
",min,M
A Primeira Transa de Jonathan,(1985),"Comedy, Romance",93,6.6,8.69,5.207,53.0,Mel Damski,":
Doug McKeon, 
Catherine Mary Stewart, 
Kelly Preston, 
Chris Nash
",min,M
A Casa do Espanto,(1985),"Comedy, Fantasy, Horror",93,6.2,19.44,21.693,44.0,Steve Miner,":
William Katt, 
Kay Lenz, 
George Wendt, 
Richard Moll
",min,M
Os Espiões que Entraram numa Fria,(1985),"Adventure, Comedy",102,6.4,60.09,42.089,22.0,John Landis,":
Chevy Chase, 
Dan Aykroyd, 
Mark Stewart, 
Sean Daniel
",min,M
Dia dos Mortos,(1985),"Horror, Thriller",96,7.2,5.80,59.935,60.0,George A. Romero,":
Lori Cardille, 
Terry Alexander, 
Joseph Pilato, 
Jarlath Conroy
",min,M
A Coisa,(1985),"Comedy, Horror, Sci-Fi",87,5.9,,12.412,,Larry Cohen,":
Michael Moriarty, 
Andrea Marcovicci, 
Garrett Morris, 
Paul Sorvino
",min,
A Hora do Pesadelo 2: A Vingança de Freddy,(1985),Horror,87,5.5,30.00,57.411,43.0,Jack Sholder,":
Robert Englund, 
Mark Patton, 
Kim Myers, 
Robert Rusler
",min,M
Tuff Turf: O Rebelde,(1985),"Action, Comedy, Drama",112,6.2,9.40,3.760,37.0,Fritz Kiersch,":
James Spader, 
Kim Richards, 
Paul Mones, 
Matt Clark
",min,M
Dançando na TV,(1985),"Comedy, Music, Romance",90,6.0,6.33,9.324,56.0,Alan Metter,":
Biff Yeager, 
Kristi Somers, 
Richard Blade, 
Ian Michael Giatti
",min,M
Loucademia de Polícia 2: A Primeira Missão,(1985),Comedy,87,5.8,55.60,48.568,39.0,Jerry Paris,":
Steve Guttenberg, 
Bubba Smith, 
David Graf, 
Michael Winslow
",min,M
Assassinato por Encomenda,(1985),"Comedy, Crime, Mystery",98,6.9,50.61,45.225,68.0,Michael Ritchie,":
Chevy Chase, 
Joe Don Baker, 
Dana Wheeler-Nicholson, 
Richard Libertini
",min,M
Férias do Barulho,(1985),Comedy,82,5.3,0.33,7.250,34.0,George Bowers,":
Rob Morrow, 
Johnny Depp, 
Emily Longstreth, 
Karyn O'Bryan
",min,M
A Lenda de Billie Jean,(1985),"Action, Drama",96,6.7,3.10,8.337,45.0,Matthew Robbins,":
Helen Slater, 
Christian Slater, 
Keith Gordon, 
Richard Bradford
",min,M
O Último Dragão,(1985),"Action, Comedy, Drama",109,6.9,25.75,12.229,,Michael Schultz,":
Taimak, 
Vanity, 
Christopher Murney, 
Julius Carry
",min,M
Conquista Sangrenta,(1985),"Adventure, Drama",126,6.7,0.10,15.640,,Paul Verhoeven,":
Rutger Hauer, 
Jennifer Jason Leigh, 
Tom Burlinson, 
Jack Thompson
",min,M
Garota Sinal Verde,(1985),"Comedy, Drama, Romance",100,7.0,18.14,18.198,76.0,Rob Reiner,":
John Cusack, 
Daphne Zuniga, 
Anthony Edwards, 
Boyd Gaines
",min,M
Malucos a Solta,(1985),Comedy,92,4.2,,1.095,,Rafal Zielinski,":
Bryan Genesse, 
Lance Van Der Kolk, 
Alan Deveau, 
Jason Warren
",min,
Phenomena,(1985),"Horror, Mystery",116,6.8,,21.549,57.0,Dario Argento,":
Jennifer Connelly, 
Donald Pleasence, 
Daria Nicolodi, 
Fiore Argento
",min,
Chorus Line: Em Busca da Fama,(1985),"Drama, Music, Musical",113,6.2,14.20,8.750,46.0,Richard Attenborough,":
Michael Douglas, 
Terrence Mann, 
Michael Blevins, 
Yamil Borges
",min,M
Demons - Filhos das Trevas,(1985),Horror,88,6.7,,18.555,,Lamberto Bava,":
Urbano Barberini, 
Natasha Hovey, 
Karl Zinny, 
Fiore Argento
",min,
Police Story: A Guerra das Drogas,(1985),"Action, Comedy, Crime",100,7.6,0.11,26.466,78.0,Jackie Chan,":
Jackie Chan, 
Maggie Cheung, 
Brigitte Lin, 
Kwok-Hung Lam
",min,M
Aluga-se para o Verão,(1985),Comedy,87,6.3,24.69,12.916,38.0,Carl Reiner,":
John Candy, 
Richard Crenna, 
Rip Torn, 
Karen Austin
",min,M
Subway,(1985),Thriller,104,6.6,0.39,13.352,,Luc Besson,":
Christopher Lambert, 
Isabelle Adjani, 
Richard Bohringer, 
Michel Galabru
",min,M
"Remo, Desarmado e Perigoso",(1985),"Action, Adventure, Comedy",121,6.5,,10.422,,Guy Hamilton,":
Fred Ward, 
Joel Grey, 
Wilford Brimley, 
J.A. Preston
",min,
A Jóia do Nilo,(1985),"Action, Adventure, Comedy",106,6.1,75.97,48.079,,Lewis Teague,":
Michael Douglas, 
Kathleen Turner, 
Danny DeVito, 
Spyros Fokas
",min,M
Corações Desertos,(1985),"Drama, Romance",91,7.0,2.49,4.618,,Donna Deitch,":
Helen Shaver, 
Patricia Charbonneau, 
Audra Lindley, 
Andra Akers
",min,M
Admiradora Secreta,(1985),"Comedy, Romance",90,6.6,8.62,6.034,46.0,David Greenwalt,":
C. Thomas Howell, 
Lori Loughlin, 
Kelly Preston, 
Dee Wallace
",min,M
Guerreiro Americano,(1985),"Action, Adventure, Romance",95,5.5,10.50,13.043,20.0,Sam Firstenberg,":
Michael Dudikoff, 
Steve James, 
Judie Aronson, 
Guich Koock
",min,M
O Ano do Dragão,(1985),"Action, Crime, Drama",134,6.9,18.70,13.143,,Michael Cimino,":
Mickey Rourke, 
John Lone, 
Ariane, 
Leonard Termo
",min,M
Anjo Vingador,(1985),"Action, Crime, Thriller",93,4.9,5.62,1.116,,Robert Vincent O'Neil,":
Betsy Russell, 
Rory Calhoun, 
Susan Tyrrell, 
Ossie Davis
",min,M
Olhos de Gato,(1985),"Comedy, Horror, Thriller",94,6.3,13.09,21.626,70.0,Lewis Teague,":
Drew Barrymore, 
James Woods, 
Alan King, 
Kenneth McMillan
",min,M
Um Romance Muito Perigoso,(1985),"Comedy, Crime, Drama",115,6.5,7.56,10.306,,John Landis,":
Jeff Goldblum, 
Michelle Pfeiffer, 
Stacey Pickren, 
Carmen Argenziano
",min,M
O Beijo da Mulher-Aranha,(1985),Drama,120,7.4,17.04,13.388,80.0,Hector Babenco,":
William Hurt, 
Raul Julia, 
Sônia Braga, 
José Lewgoy
",min,M
