Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
A Princesa Prometida,(1987),"Adventure, Family, Fantasy",98,8.1,30.86,371.879,77.0,Rob Reiner,":
Cary Elwes, 
Mandy Patinkin, 
Robin Wright, 
Chris Sarandon
",min,M
Nascido para Matar,(1987),"Drama, War",116,8.3,46.36,634.106,76.0,Stanley Kubrick,":
Matthew Modine, 
R. Lee Ermey, 
Vincent D'Onofrio, 
Adam Baldwin
",min,M
Dirty Dancing: Ritmo Quente,(1987),"Drama, Music, Romance",100,7.0,0.62,186.593,65.0,Emile Ardolino,":
Patrick Swayze, 
Jennifer Grey, 
Jerry Orbach, 
Cynthia Rhodes
",min,M
Os Intocáveis,(1987),"Crime, Drama, Thriller",119,7.9,76.27,263.923,79.0,Brian De Palma,":
Kevin Costner, 
Sean Connery, 
Robert De Niro, 
Charles Martin Smith
",min,M
Máquina Mortífera,(1987),"Action, Crime, Thriller",109,7.6,65.21,225.571,68.0,Richard Donner,":
Mel Gibson, 
Danny Glover, 
Gary Busey, 
Mitchell Ryan
",min,M
Atração Fatal,(1987),"Drama, Thriller",119,6.9,156.65,70.606,67.0,Adrian Lyne,":
Michael Douglas, 
Glenn Close, 
Anne Archer, 
Ellen Latzen
",min,M
O Predador,(1987),"Action, Adventure, Sci-Fi",107,7.8,59.74,354.995,45.0,John McTiernan,":
Arnold Schwarzenegger, 
Carl Weathers, 
Kevin Peter Hall, 
Elpidia Carrillo
",min,M
O Sobrevivente,(1987),"Action, Sci-Fi, Thriller",101,6.7,38.12,134.830,45.0,Paul Michael Glaser,":
Arnold Schwarzenegger, 
Maria Conchita Alonso, 
Yaphet Kotto, 
Jim Brown
",min,M
S.O.S.: Tem um Louco Solto no Espaço,(1987),"Adventure, Comedy, Sci-Fi",96,7.1,38.12,163.513,46.0,Mel Brooks,":
Mel Brooks, 
John Candy, 
Rick Moranis, 
Bill Pullman
",min,M
Sinistra Passagem para o Havaí,(1987),"Action, Crime, Thriller",96,4.8,,3.323,,Andy Sidaris,":
Ronn Moss, 
Dona Speir, 
Hope Marie Carlton, 
Harold Diamond
",min,
Império do Sol,(1987),"Action, Drama, History",153,7.8,22.24,109.071,62.0,Steven Spielberg,":
Christian Bale, 
John Malkovich, 
Miranda Richardson, 
Nigel Havers
",min,M
La Bamba,(1987),"Biography, Drama, Music",108,6.9,54.22,26.300,65.0,Luis Valdez,":
Lou Diamond Phillips, 
Esai Morales, 
Rosanna DeSoto, 
Elizabeth Peña
",min,M
