Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
O Poderoso Chefão II,(1974),"Crime, Drama",202,9.0,57.30,1.053.619,90.0,Francis Ford Coppola,":
Al Pacino, 
Robert De Niro, 
Robert Duvall, 
Diane Keaton
",min,M
Banzé no Oeste,(1974),"Comedy, Western",93,7.7,119.50,119.361,73.0,Mel Brooks,":
Cleavon Little, 
Gene Wilder, 
Slim Pickens, 
Harvey Korman
",min,M
"Harry, o Amigo de Tonto",(1974),"Adventure, Comedy, Drama",115,7.4,,4.814,,Paul Mazursky,":
Art Carney, 
Ellen Burstyn, 
René Enríquez, 
Herbert Berghof
",min,
Chinatown,(1974),"Drama, Mystery, Thriller",130,8.2,29.20,275.509,92.0,Roman Polanski,":
Jack Nicholson, 
Faye Dunaway, 
John Huston, 
Perry Lopez
",min,M
Assassinato no Expresso Oriente,(1974),"Crime, Drama, Mystery",128,7.3,,51.670,63.0,Sidney Lumet,":
Albert Finney, 
Lauren Bacall, 
Ingrid Bergman, 
Sean Connery
",min,
O Jovem Frankenstein,(1974),Comedy,106,8.0,86.30,136.632,80.0,Mel Brooks,":
Gene Wilder, 
Madeline Kahn, 
Marty Feldman, 
Peter Boyle
",min,M
O Massacre da Serra Elétrica,(1974),Horror,83,7.5,30.86,126.982,75.0,Tobe Hooper,":
Marilyn Burns, 
Edwin Neal, 
Allen Danziger, 
Paul A. Partain
",min,M
Problemas Femininos,(1974),"Comedy, Crime",89,7.3,,7.436,,John Waters,":
Divine, 
David Lochary, 
Mary Vivian Pearce, 
Mink Stole
",min,
Inferno na Torre,(1974),"Action, Drama, Thriller",165,6.9,116.00,36.860,69.0,John Guillermin,":
Paul Newman, 
Steve McQueen, 
William Holden, 
Faye Dunaway
",min,M
A Conversação,(1974),"Drama, Mystery, Thriller",113,7.8,4.42,90.367,85.0,Francis Ford Coppola,":
Gene Hackman, 
John Cazale, 
Allen Garfield, 
Frederic Forrest
",min,M
O Grande Gatsby,(1974),"Drama, Romance",144,6.4,,22.554,43.0,Jack Clayton,":
Robert Redford, 
Mia Farrow, 
Bruce Dern, 
Karen Black
",min,
007 Contra o Homem com a Pistola de Ouro,(1974),"Action, Adventure, Thriller",125,6.8,20.97,89.465,43.0,Guy Hamilton,":
Roger Moore, 
Christopher Lee, 
Britt Ekland, 
Maud Adams
",min,M
Zardoz,(1974),"Adventure, Fantasy, Sci-Fi",105,5.9,,18.216,46.0,John Boorman,":
Sean Connery, 
Charlotte Rampling, 
Sara Kestelman, 
John Alderton
",min,
Desejo de Matar,(1974),"Action, Crime, Drama",93,7.0,22.00,33.319,51.0,Michael Winner,":
Charles Bronson, 
Hope Lange, 
Vincent Gardenia, 
Steven Keats
",min,M
McQ - Um Detetive Acima da Lei,(1974),"Action, Crime, Drama",111,6.3,,4.474,,John Sturges,":
John Wayne, 
Eddie Albert, 
Diana Muldaur, 
Colleen Dewhurst
",min,
Noite do Terror,(1974),"Horror, Mystery, Thriller",98,7.2,4.05,30.237,65.0,Bob Clark,":
Olivia Hussey, 
Keir Dullea, 
Margot Kidder, 
John Saxon
",min,M
Golpe Baixo,(1974),"Comedy, Crime, Drama",121,7.1,,16.072,61.0,Robert Aldrich,":
Burt Reynolds, 
Eddie Albert, 
Ed Lauter, 
Michael Conrad
",min,
Alice Não Mora Mais Aqui,(1974),"Drama, Romance",112,7.3,18.60,19.917,78.0,Martin Scorsese,":
Ellen Burstyn, 
Kris Kristofferson, 
Mia Bendixsen, 
Alfred Lutter III
",min,M
O Fantasma do Paraíso,(1974),"Comedy, Drama, Fantasy",91,7.4,,15.265,67.0,Brian De Palma,":
Paul Williams, 
William Finley, 
Jessica Harper, 
Gerrit Graham
",min,
Dark Star,(1974),"Comedy, Sci-Fi",83,6.3,,20.845,66.0,John Carpenter,":
Dan O'Bannon, 
Dre Pahich, 
Brian Narelle, 
Cal Kuniholm
",min,
Lenny,(1974),"Biography, Drama",111,7.6,,13.575,61.0,Bob Fosse,":
Dustin Hoffman, 
Valerie Perrine, 
Jan Miner, 
Stanley Beck
",min,
Flesh Gordon,(1974),"Comedy, Sci-Fi",78,4.7,,3.694,,Michael Benveniste,":
Jason Williams, 
Suzanne Fields, 
Joseph Hudgins, 
William Dennis Hunt
",min,
O Porteiro da Noite,(1974),Drama,118,6.7,,10.491,,Liliana Cavani,":
Dirk Bogarde, 
Charlotte Rampling, 
Philippe Leroy, 
Gabriele Ferzetti
",min,
Nasce um Monstro,(1974),Horror,91,5.8,,6.424,72.0,Larry Cohen,":
John P. Ryan, 
Sharon Farrell, 
Andrew Duggan, 
Guy Stockwell
",min,
60 Segundos,(1974),"Action, Crime, Drama",105,6.5,40.00,7.887,56.0,H.B. Halicki,":
H.B. Halicki, 
Marion Busia, 
Jerry Daugirda, 
James McIntyre
",min,M
O Seqüestro do Metrô,(1974),"Action, Crime, Thriller",104,7.7,,24.592,68.0,Joseph Sargent,":
Walter Matthau, 
Robert Shaw, 
Martin Balsam, 
Hector Elizondo
",min,
O Último Golpe,(1974),"Comedy, Crime, Drama",115,7.1,25.00,20.879,62.0,Michael Cimino,":
Clint Eastwood, 
Jeff Bridges, 
Geoffrey Lewis, 
Catherine Bach
",min,M
Foxy Brown,(1974),"Action, Crime, Thriller",92,6.5,,8.275,46.0,Jack Hill,":
Pam Grier, 
Antonio Fargas, 
Peter Brown, 
Terry Carter
",min,
A Trama,(1974),"Drama, Thriller",102,7.1,,13.849,65.0,Alan J. Pakula,":
Warren Beatty, 
Paula Prentiss, 
William Daniels, 
Walter McGinn
",min,
Uma Mulher Sob Influência,(1974),"Drama, Romance",155,8.2,13.34,19.108,88.0,John Cassavetes,":
Gena Rowlands, 
Peter Falk, 
Fred Draper, 
Lady Rowlands
",min,M
O Pequeno Príncipe,(1974),"Family, Fantasy, Musical",88,6.5,,3.144,,Stanley Donen,":
Richard Kiley, 
Steven Warner, 
Joss Ackland, 
Clive Revill
",min,
A Primeira Página,(1974),"Comedy, Drama, Romance",105,7.3,17.30,11.492,,Billy Wilder,":
Jack Lemmon, 
Walter Matthau, 
Susan Sarandon, 
Vincent Gardenia
",min,M
A Louca Escapada,(1974),"Crime, Drama",110,6.8,7.50,14.382,65.0,Steven Spielberg,":
Goldie Hawn, 
Ben Johnson, 
Michael Sacks, 
William Atherton
",min,M
Aconteceu num Sábado,(1974),"Action, Comedy, Crime",104,6.8,,1.841,,Sidney Poitier,":
Sidney Poitier, 
Bill Cosby, 
Harry Belafonte, 
Flip Wilson
",min,
Aeroporto 75,(1974),"Action, Drama, Thriller",107,5.7,47.29,8.980,50.0,Jack Smight,":
Charlton Heston, 
Karen Black, 
George Kennedy, 
Efrem Zimbalist Jr.
",min,M
"Capitão Kronos, O Caçador de Vampiros",(1974),"Adventure, Horror, Mystery",91,6.5,,3.815,,Brian Clemens,":
Horst Janson, 
John Carson, 
Shane Briant, 
Caroline Munro
",min,
Desafiando o Assassino,(1974),"Action, Crime, Drama",103,6.8,,7.025,55.0,Richard Fleischer,":
Charles Bronson, 
Linda Cristal, 
Al Lettieri, 
Lee Purcell
",min,
Um Filme Doce,(1974),"Comedy, Drama, Mystery",98,6.2,,5.079,,Dusan Makavejev,":
Carole Laure, 
Pierre Clémenti, 
Anna Prucnal, 
Sami Frey
",min,
Fase IV: Destruição,(1974),"Horror, Sci-Fi, Thriller",84,6.5,,6.720,,Saul Bass,":
Nigel Davenport, 
Michael Murphy, 
Lynne Frederick, 
Alan Gifford
",min,
Emmanuelle,(1974),Drama,105,5.3,8.72,8.825,,Just Jaeckin,":
Sylvia Kristel, 
Alain Cuny, 
Marika Green, 
Daniel Sarky
",min,M
Terremoto,(1974),"Action, Drama, Thriller",122,5.9,79.70,12.972,56.0,Mark Robson,":
Charlton Heston, 
Ava Gardner, 
George Kennedy, 
Lorne Greene
",min,M
O Medo Consome a Alma,(1974),"Drama, Romance",92,8.1,,17.189,,Rainer Werner Fassbinder,":
Brigitte Mira, 
El Hedi ben Salem, 
Barbara Valentin, 
Irm Hermann
",min,
A Mulher da Metralhadora,(1974),"Action, Comedy, Crime",84,5.8,,2.067,,Steve Carver,":
Angie Dickinson, 
William Shatner, 
Tom Skerritt, 
Susan Sennett
",min,
As Filhas de Drácula,(1974),Horror,87,6.1,,2.857,,José Ramón Larraz,":
Marianne Morris, 
Anulka Dziubinska, 
Murray Brown, 
Brian Deacon
",min,
The Arena,(1974),"Action, Adventure",90,5.3,,1.161,,Steve Carver,":
Margaret Markov, 
Pam Grier, 
Lucretia Love, 
Paul Muller
",min,
Cenas de um Casamento Sueco,(1974),Drama,169,8.5,,2.548,,Ingmar Bergman,":
Liv Ullmann, 
Erland Josephson, 
Bibi Andersson, 
Gunnel Lindblom
",min,
