Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Runtime_unit,Gross_unit
Quebrando Regras,(2008),"Action, Drama, Sport",113,6.6,24.85,92.481,39.0,min,M
Amantes,(2008),"Drama, Romance",110,7.0,3.15,35.503,74.0,min,M
O Dia em que a Terra Parou,(2008),"Drama, Sci-Fi, Thriller",104,5.5,79.37,158.512,40.0,min,M
Madrugada Muito Louca 2,(2008),"Adventure, Comedy",104,6.6,38.09,127.040,57.0,min,M
"Sinédoque, Nova York",(2008),"Comedy, Drama",124,7.6,3.08,75.656,67.0,min,M
Viagem ao Centro da Terra: O Filme,(2008),"Action, Adventure, Family",93,5.8,101.70,107.610,57.0,min,M
Fim dos Tempos,(2008),"Drama, Mystery, Sci-Fi",91,5.0,64.51,189.450,34.0,min,M
Max Payne,(2008),"Action, Crime, Drama",100,5.4,40.69,119.203,31.0,min,M
Dúvida,(I) (2008),"Drama, Mystery",104,7.5,33.42,116.380,68.0,min,M
Marley & Eu,(2008),"Comedy, Drama, Family",115,7.1,143.15,140.112,53.0,min,M
Ponyo: Uma Amizade que Veio do Mar,(2008),"Animation, Adventure, Comedy",101,7.7,15.09,111.324,86.0,min,M
Gente de Sorte,(2008),"Comedy, Drama, War",115,6.9,0.18,13.122,53.0,min,M
Vigaristas,(2008),"Action, Adventure, Comedy",114,6.8,3.52,47.292,55.0,min,M
Carga Explosiva 3,(2008),"Action, Thriller",104,6.1,31.72,151.149,51.0,min,M
As Duas Faces da Lei,(2008),"Crime, Mystery, Thriller",101,6.0,40.08,82.039,36.0,min,M
As Crônicas de Spiderwick,(2008),"Action, Adventure, Drama",96,6.5,71.20,84.036,62.0,min,M
Speed Racer,(2008),"Action, Adventure, Comedy",135,6.0,43.95,66.419,37.0,min,M
Garota Mimada,(2008),"Comedy, Drama, Romance",98,6.1,0.02,46.727,,min,M
Jogo de Amor em Las Vegas,(2008),"Comedy, Romance",99,6.1,80.28,159.996,36.0,min,M
Um Amor de Tesouro,(I) (2008),"Action, Adventure, Comedy",112,5.7,70.23,70.067,29.0,min,M
Milk: A Voz da Igualdade,(I) (2008),"Biography, Drama",128,7.5,31.84,158.839,84.0,min,M
Os Reis da Rua,(2008),"Action, Crime, Drama",109,6.8,26.42,104.342,55.0,min,M
O Caçador,(2008),"Action, Crime, Thriller",125,7.9,,52.282,64.0,min,
"Ela Dança, Eu Danço 2",(2008),"Drama, Music, Romance",98,6.2,58.02,77.315,50.0,min,M
Juízo Final,(2008),"Action, Sci-Fi, Thriller",108,6.0,10.96,70.261,51.0,min,M
Surpresas do Amor,(2008),"Comedy, Drama, Romance",88,5.7,120.15,60.604,41.0,min,M
Tokyo!,(2008),"Comedy, Drama, Fantasy",112,7.1,0.35,8.867,63.0,min,M
O Reino Proibido,(2008),"Action, Adventure, Fantasy",104,6.6,52.08,98.433,57.0,min,M
O Casamento de Rachel,(2008),"Drama, Romance",113,6.7,12.80,45.876,82.0,min,M
Ghajini,(2008),"Action, Mystery, Thriller",183,7.3,2.43,53.581,,min,M
Madagascar 2: A Grande Escapada,(2008),"Animation, Adventure, Comedy",89,6.6,180.01,192.106,61.0,min,M
Ensaio Sobre a Cegueira,(2008),"Drama, Mystery, Sci-Fi",121,6.6,3.07,67.248,45.0,min,M
Cidade das Sombras,(2008),"Adventure, Family, Fantasy",90,6.5,7.87,60.607,58.0,min,M
Nights and Weekends,(2008),"Drama, Romance",80,6.1,0.00,1.143,59.0,min,M
A Gostosa e a Gosmenta,(2008),"Comedy, Romance",91,1.9,0.03,35.697,7.0,min,M
Passageiros,(2008),"Drama, Fantasy, Horror",93,5.9,0.27,32.834,40.0,min,M
Espartalhões,(2008),Comedy,86,2.8,38.23,98.965,9.0,min,M
Espelhos do Medo,(I) (2008),"Horror, Mystery",110,6.1,30.69,98.901,35.0,min,M
Outlander: Guerreiro vs Predador,(2008),"Action, Adventure, Fantasy",115,6.2,0.16,69.734,40.0,min,M
Amor Extremo,(2008),"Biography, Drama, Romance",110,6.3,0.03,15.715,39.0,min,M
Nick & Norah: Uma Noite de Amor e Música,(2008),"Comedy, Drama, Music",90,6.6,31.49,86.096,64.0,min,M
Fome,(2008),"Biography, Drama",96,7.6,0.15,62.695,82.0,min,M
Colegiais em Apuros,(2008),Comedy,94,4.6,4.69,11.852,15.0,min,M
No mires para abajo,(2008),"Drama, Romance",85,6.0,,2.378,,min,
Coração de Tinta: O Livro Mágico,(2008),"Adventure, Family, Fantasy",106,6.1,17.30,70.732,,min,M
Os Aloprados,(2008),"Comedy, Sport",91,5.8,33.47,75.627,47.0,min,M
Contos do Dia das Bruxas,(2008),"Comedy, Horror",82,6.8,,76.707,,min,
Jogos Mortais 5,(2008),"Horror, Mystery, Thriller",92,5.8,56.75,109.761,20.0,min,M
Horton e o Mundo dos Quem!,(2008),"Animation, Adventure, Comedy",86,6.8,154.53,124.311,71.0,min,M
O Último Trem,(2008),"Horror, Mystery",98,6.1,0.08,57.056,58.0,min,M
"Nova York, Eu Te Amo",(2008),"Comedy, Drama, Romance",103,6.3,1.59,43.708,49.0,min,M
Contratadas para Matar,(2008),"Drama, War",117,6.8,,6.571,,min,
A Batalha dos Três Reinos - Parte 1,(2008),"Action, Adventure, Drama",146,7.4,0.63,42.181,73.0,min,M
O Justiceiro: Em Zona de Guerra,(2008),"Action, Crime, Drama",103,5.9,7.95,58.458,30.0,min,M
Uma Mãe Para o Meu Bebê,(2008),"Comedy, Romance",99,6.0,60.27,40.250,55.0,min,M
Super-Herói: O Filme,(2008),"Action, Comedy",75,4.5,26.64,61.164,33.0,min,M
"Gatos, Fios Dentais e Amassos",(2008),"Comedy, Drama, Romance",100,6.3,,24.437,,min,
Mais um Besteirol ao Extremo,(2008),Comedy,86,3.6,,10.494,,min,
A Onda,(2008),"Drama, Thriller",107,7.6,,97.516,,min,
Jolene,(2008),Drama,121,6.4,,4.113,31.0,min,
A Lista: Você Está Livre Hoje?,(I) (2008),"Crime, Drama, Mystery",107,6.1,4.60,36.698,31.0,min,M
Frost/Nixon,(2008),"Biography, Drama, History",122,7.7,18.59,98.655,80.0,min,M
As Strippers Zumbi,(2008),"Comedy, Horror, Sci-Fi",94,4.1,,17.208,45.0,min,
Vidas Que Se Cruzam,(2008),"Crime, Drama, Romance",107,6.8,0.20,17.936,45.0,min,M
Quatro Amigas e um Jeans Viajante 2,(2008),"Comedy, Drama, Romance",119,6.2,44.09,26.012,63.0,min,M
O Invencível - Largo Winch,(2008),"Action, Adventure, Thriller",108,6.5,0.01,12.992,40.0,min,M
O Bom Filho à Casa Torna,(2008),"Comedy, Romance",114,5.5,42.44,12.853,46.0,min,M
O Guru do Amor,(2008),"Comedy, Romance, Sport",87,3.8,32.24,48.817,24.0,min,M
Gomorra,(2008),"Crime, Drama",137,7.0,1.58,44.496,87.0,min,M
Mulheres: O Sexo Forte,(I) (2008),"Comedy, Drama",114,5.0,26.90,19.641,27.0,min,M
Lake Mungo,(2008),"Drama, Horror, Mystery",87,6.2,,15.330,,min,
Quarentena,(2008),"Horror, Thriller",89,6.0,31.69,66.805,53.0,min,M
"Loucas por Amor, Viciadas em Dinheiro",(2008),"Comedy, Crime, Thriller",104,5.8,20.67,19.704,41.0,min,M
O Vizinho,(2008),"Crime, Drama, Thriller",110,6.1,39.26,47.202,47.0,min,M
W.,(I) (2008),"Biography, Comedy, Drama",129,6.3,25.53,44.998,56.0,min,M
"Amigos, Amigos, Mulheres à Parte",(2008),"Comedy, Romance",101,5.9,19.22,41.445,34.0,min,M
O Amante,(2008),"Drama, Mystery, Thriller",88,5.4,,10.829,34.0,min,
A Vida num Só Dia,(2008),"Comedy, Romance",92,7.1,12.29,25.474,63.0,min,M
Expresso Transiberiano,(2008),"Crime, Drama, Mystery",111,6.7,2.20,48.721,72.0,min,M
Reflexos da Inocência,(2008),Drama,109,6.8,0.00,11.557,,min,M
A Ilha da Imaginação,(2008),"Adventure, Family, Fantasy",96,6.0,48.01,32.228,55.0,min,M
Um Louco Apaixonado,(2008),"Biography, Comedy, Drama",110,6.4,2.78,66.455,35.0,min,M
Os Invencíveis,(2008),"Action, Adventure, Western",139,7.3,0.13,31.560,69.0,min,M
Missão Babilônia,(2008),"Action, Adventure, Sci-Fi",90,5.6,22.53,91.162,26.0,min,M
Informers - Geração Perdida,(2008),"Crime, Drama, Thriller",98,5.0,0.30,15.570,20.0,min,M
Apenas Sexo,(2008),"Comedy, Drama, Romance",100,6.3,,4.952,,min,
Repo! The Genetic Opera,(2008),"Horror, Musical, Sci-Fi",98,6.6,0.14,22.784,32.0,min,M
Autópsia de um Crime,(2008),"Crime, Horror, Thriller",95,6.0,0.11,29.985,55.0,min,M
Sem Vestígios,(2008),"Crime, Mystery, Thriller",101,6.2,28.69,45.826,32.0,min,M
O Amor Não tem Regras,(2008),"Comedy, Drama, Romance",114,6.0,31.20,30.296,56.0,min,M
Felon,(2008),"Crime, Drama",104,7.4,0.04,73.062,58.0,min,M
I Can't Think Straight,(2008),"Drama, Romance",82,6.5,0.04,7.369,,min,M
A Vida Secreta das Abelhas,(2008),Drama,114,7.3,37.77,23.146,57.0,min,M
O Olho do Mal,(2008),"Drama, Horror, Mystery",98,5.4,31.42,49.947,36.0,min,M
Choke - No Sufoco,(2008),"Comedy, Drama",92,6.5,2.93,30.769,47.0,min,M
A Morte Convida para Dançar,(I) (2008),"Horror, Mystery",88,3.9,43.87,32.635,17.0,min,M
Cadillac Records,(2008),"Biography, Drama, Music",109,7.0,8.20,18.849,65.0,min,M
Brideshead: Desejo e Poder,(2008),"Drama, Romance",133,6.7,6.41,11.685,64.0,min,M
À Prova de Fogo,(2008),"Drama, Fantasy, Romance",122,6.5,33.46,20.196,28.0,min,M
Imagens do Além,(I) (2008),"Horror, Mystery, Thriller",85,5.2,25.93,31.286,37.0,min,M
O Traidor,(2008),"Action, Crime, Drama",114,7.0,23.53,53.885,60.0,min,M
Noites de Tormenta,(2008),"Drama, Romance",97,6.0,41.85,21.902,39.0,min,M
Deadgirl,(2008),Horror,101,5.6,,17.938,36.0,min,
Che: O Argentino,(2008),"Biography, Drama, History",134,7.2,1.73,42.854,,min,M
Espinhos,(I) (2008),"Horror, Sci-Fi, Thriller",82,6.1,,31.734,58.0,min,
Marido por Acaso,(2008),"Comedy, Romance",90,5.6,,22.382,14.0,min,
Wendy e Lucy,(2008),Drama,80,7.1,0.86,15.242,80.0,min,M
Loft,(I) (2008),"Crime, Drama, Mystery",118,7.3,,20.156,,min,
Uma Chamada Perdida,(2008),"Horror, Mystery",87,4.0,26.88,30.027,24.0,min,M
Midnight Movie,(2008),"Fantasy, Horror, Thriller",82,5.1,,3.762,,min,
Bons Costumes,(2008),"Comedy, Romance",97,6.7,2.66,19.354,58.0,min,M
Trabalho Sujo,(2008),"Comedy, Drama",91,6.8,12.06,67.964,61.0,min,M
Ai no mukidashi,(2008),"Action, Comedy, Drama",237,8.1,,10.552,78.0,min,
Força Policial,(2008),"Crime, Drama, Thriller",130,6.6,15.71,57.737,45.0,min,M
O Corajoso Ratinho Despereaux,(2008),"Animation, Adventure, Comedy",93,6.1,50.88,34.623,53.0,min,M
O Prazer de Ser Roubado,(2008),Drama,71,5.9,0.01,1.088,,min,M
Keith,(I) (2008),"Drama, Romance",93,7.4,,34.402,,min,
Stop-Loss - A Lei da Guerra,(2008),"Drama, War",112,6.4,10.91,19.278,61.0,min,M
Good Dick,(2008),"Comedy, Drama, Romance",86,6.4,0.02,7.531,54.0,min,M
Arquivo X: Eu Quero Acreditar,(2008),"Drama, Horror, Mystery",104,5.9,20.98,86.855,47.0,min,M
The Family That Preys,(2008),Drama,111,5.7,37.02,6.553,49.0,min,M
O Julgamento de Paris,(2008),"Comedy, Drama",110,6.8,4.04,14.394,56.0,min,M
Doidão,(2008),"Comedy, Drama, Romance",99,7.0,2.08,29.373,61.0,min,M
A Partida,(2008),"Drama, Music",130,8.1,1.50,46.071,68.0,min,M
Simplesmente Feliz,(2008),"Comedy, Drama, Romance",118,7.0,3.49,36.447,84.0,min,M
Faces da Verdade,(I) (2008),"Crime, Drama, Mystery",108,7.2,0.00,34.878,64.0,min,M
O Grupo Baader Meinhof,(2008),"Action, Biography, Crime",150,7.4,0.48,34.189,76.0,min,M
O Grande Dave,(2008),"Adventure, Comedy, Family",90,5.0,11.80,36.911,43.0,min,M
A Riviera Não É Aqui,(2008),"Comedy, Romance",106,7.1,1.48,37.519,,min,M
Hell Ride,(2008),"Action, Drama, Thriller",84,5.1,0.19,15.146,25.0,min,M
O Apedrejamento de Soraya M.,(2008),Drama,114,8.0,0.66,17.765,50.0,min,M
Fora de Controle,(2008),"Comedy, Drama",104,5.6,1.09,25.853,,min,M
Enigmas de um Crime,(2008),"Crime, Mystery, Thriller",104,6.1,0.00,26.490,,min,M
Max Manus,(2008),"Action, Biography, Drama",118,7.3,,25.364,60.0,min,
Loucos pela Notícia,(2008),Comedy,86,6.2,,15.037,,min,
Jovens Malditos,(2008),"Drama, Horror, Thriller",82,3.9,13.35,9.125,28.0,min,M
Profissão Surfista,(2008),Comedy,85,4.7,0.04,8.155,16.0,min,M
Perdido pra Cachorro,(2008),"Adventure, Comedy, Drama",91,3.8,94.51,21.602,41.0,min,M
Primeiro Domingo,(2008),"Comedy, Crime, Drama",96,4.5,37.93,9.261,41.0,min,M
"Rebobine, por Favor",(2008),Comedy,102,6.4,11.17,86.717,52.0,min,M
A Teoria do Caos,(2008),"Comedy, Drama, Romance",87,6.7,0.24,30.724,44.0,min,M
Inimigo Público nº 1,(2008),"Action, Biography, Crime",113,7.5,0.55,30.805,71.0,min,M
Para Sempre Vencedor,(2008),"Drama, Sport",112,7.2,0.63,9.933,37.0,min,M
Pontypool,(2008),"Fantasy, Horror, Thriller",93,6.6,0.00,27.592,54.0,min,M
Autopsy,(2008),"Horror, Mystery, Thriller",84,5.0,,6.110,,min,
A Mente que Mente,(2008),"Comedy, Drama",90,6.4,0.75,13.160,63.0,min,M
O Sabor de uma Paixão,(2008),"Comedy, Drama, Romance",102,6.3,,8.709,,min,
No Limite - A História de Ernie Davis,(2008),"Biography, Drama, Sport",130,7.3,9.59,19.047,58.0,min,M
Andando,(2008),Drama,115,8.0,0.16,11.844,89.0,min,M
Diversão Macabra,(2008),"Action, Comedy, Crime",85,4.9,,10.823,,min,
Perigo em Bangkok,(2008),"Action, Crime, Thriller",99,5.4,15.28,53.653,24.0,min,M
O Segredo do Vale da Lua,(2008),"Adventure, Family, Fantasy",103,6.1,,9.186,,min,
Programa Animal,(2008),"Adventure, Comedy",87,5.3,6.56,20.356,12.0,min,M
A Wednesday,(2008),"Crime, Drama, Mystery",104,8.1,,70.121,,min,
À Aventura,(2008),"Drama, Fantasy, Romance",104,5.4,,1.714,,min,
A Era da Escuridão,(2008),"Action, Adventure, Sci-Fi",111,5.2,0.01,25.212,,min,M
Asterix nos Jogos Olímpicos,(2008),"Adventure, Comedy, Family",116,5.2,1.00,26.005,,min,M
De Caso com o Inimigo,(2008),Drama,103,5.1,,1.890,,min,
Cabana Macabra,(2008),"Comedy, Crime, Horror",92,6.1,,11.527,,min,
Ong Bak 2 - O Guerreiro Sagrado Voltou,(2008),Action,98,6.2,0.10,28.343,47.0,min,M
Igor,(2008),"Animation, Comedy, Family",87,6.0,19.53,21.748,40.0,min,M
Poucas Cinzas: Salvador Dalí,(2008),"Biography, Drama, Romance",112,6.5,0.48,8.371,41.0,min,M
O Justiceiro Mascarado,(2008),"Drama, Fantasy, Sci-Fi",98,6.2,,16.411,,min,
Face Norte,(2008),"Adventure, Biography, Drama",126,7.4,0.71,14.010,67.0,min,M
Milagre em Sta. Anna,(2008),"Action, Drama, War",160,6.1,7.92,17.386,37.0,min,M
Jogada de Gênio,(2008),"Biography, Drama",119,7.0,4.23,16.076,57.0,min,M
Garden Party,(2008),Drama,88,5.5,0.02,3.251,31.0,min,M
Far Cry: Fugindo do Inferno,(2008),"Action, Adventure, Sci-Fi",95,3.1,,12.871,,min,
Entre os Muros da Escola,(2008),Drama,128,7.5,3.77,32.814,92.0,min,M
Clubbed,(2008),"Crime, Drama",95,6.8,,3.410,,min,
CJ7: O Brinquedo Mágico,(2008),"Comedy, Drama, Family",88,6.4,0.21,13.745,46.0,min,M
A Casa de Jogos,(2008),Drama,93,6.4,,4.829,,min,
Flammen & Citronen,(2008),"Action, Drama, History",130,7.3,0.15,16.786,74.0,min,M
Fazendo Acontecer,(2008),Drama,90,5.4,,5.878,,min,
Como Viajar com o 'Mala' do seu Pai,(2008),"Adventure, Comedy, Drama",83,4.3,45.59,14.875,36.0,min,M
"Guerra, S.A.: Faturando Alto",(2008),"Action, Comedy, Thriller",107,5.6,0.58,21.116,37.0,min,M
Cinturão Vermelho,(2008),"Drama, Sport",99,6.7,2.34,19.947,69.0,min,M
O Lenço Amarelo,(2008),"Drama, Romance",102,6.7,0.32,7.829,62.0,min,M
Jodhaa Akbar,(2008),"Action, Drama, History",213,7.6,3.44,27.851,69.0,min,M
Inimigo Público nº 1 - Parte 2,(2008),"Action, Biography, Crime",133,7.5,0.28,27.269,72.0,min,M
O Barão Vermelho,(2008),"Action, Adventure, Biography",106,6.4,0.04,11.275,,min,M
Il divo - La spettacolare vita di Giulio Andreotti,(2008),"Biography, Drama",110,7.3,0.24,14.935,81.0,min,M
Aprisionados,(2008),"Drama, Thriller",94,6.1,,5.630,,min,
Issiz Adam,(2008),"Drama, Romance",113,6.8,,17.404,,min,
Eu e Orson Welles,(2008),"Comedy, Drama",114,6.7,1.19,10.444,73.0,min,M
Incendiário,(2008),"Drama, Romance, Thriller",96,5.8,,8.139,,min,
Adulthood,(2008),"Crime, Drama",99,6.6,,11.493,,min,
Killshot - Tiro Certo,(2008),"Action, Crime, Drama",95,6.0,0.02,20.050,,min,M
Sob a Luz da Fama: O Poder da Paixão,(2008),"Drama, Music, Romance",95,6.1,,5.661,,min,
Um Segredo entre Nós,(2008),Drama,120,6.5,3.39,12.086,34.0,min,M
Tôkyô zankoku keisatsu,(2008),"Action, Comedy, Horror",110,5.9,,10.479,,min,
The Longshots,(2008),"Biography, Comedy, Drama",94,5.3,11.51,3.680,52.0,min,M
O Amor Pede Passagem,(2008),"Comedy, Drama, Romance",94,5.8,0.93,16.624,50.0,min,M
Kit: Uma Garota Especial,(2008),"Comedy, Drama, Family",101,6.5,17.66,5.394,63.0,min,M
Rab Ne Bana Di Jodi,(2008),"Comedy, Drama, Music",167,7.2,2.07,41.285,,min,M
Rio Congelado,(2008),"Crime, Drama",97,7.1,2.51,23.986,82.0,min,M
Resident Evil: Degeneração,(2008),"Animation, Action, Horror",97,6.5,,27.957,,min,
A Maldição da Sétima Lua,(2008),"Horror, Thriller",87,4.6,,2.740,,min,
Che 2: A Guerrilha,(2008),"Biography, Drama, History",135,6.9,,31.153,64.0,min,
Promessas de um Cara de Pau,(2008),"Comedy, Drama",120,6.1,16.28,17.131,47.0,min,M
Entre a Vida e a Morte,(2008),"Drama, Mystery, Thriller",100,6.1,,16.506,,min,
Sob Controle,(I) (2008),"Crime, Drama, Mystery",97,6.3,0.03,16.375,31.0,min,M
Rastros de Vingança,(2008),"Drama, Thriller",93,7.0,0.00,9.848,61.0,min,M
Race,(I) (2008),"Action, Crime, Drama",149,6.6,1.37,11.993,,min,M
Dostana,(2008),"Comedy, Drama, Romance",145,6.5,1.24,12.994,,min,M
3 Macacos,(2008),Drama,109,7.4,0.04,18.072,73.0,min,M
O Assassino do Alfabeto,(2008),"Crime, Mystery, Thriller",98,5.2,0.03,7.648,,min,M
Arn: Riket vid vägens slut,(2008),"Action, Drama, Romance",128,6.6,,7.304,,min,
Zift,(2008),"Crime, Drama, Mystery",92,7.4,,4.526,,min,
JCVD,(2008),"Comedy, Crime, Drama",97,7.1,0.47,36.610,64.0,min,M
Kôkaku kidôtai 2.0,(2008),"Animation, Action, Crime",83,8.0,,13.200,,min,
Bad Biology,(2008),"Comedy, Horror",84,4.7,,3.770,,min,
Refém do Espírito,(2008),"Horror, Mystery, Thriller",96,5.5,,11.690,,min,
The Children,(2008),"Horror, Mystery, Thriller",84,6.0,,16.488,,min,
