Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
"Alien, o Oitavo Passageiro",(1979),"Horror, Sci-Fi",117,8.4,78.90,741.666,89.0,Ridley Scott,":
Sigourney Weaver, 
Tom Skerritt, 
John Hurt, 
Veronica Cartwright
",min,M
Apocalypse Now,(1979),"Drama, Mystery, War",147,8.4,83.47,569.580,94.0,Francis Ford Coppola,":
Martin Sheen, 
Marlon Brando, 
Robert Duvall, 
Frederic Forrest
",min,M
Calígula,(1979),"Drama, History",156,5.4,23.44,32.110,,Tinto Brass,":
Malcolm McDowell, 
Peter O'Toole, 
Helen Mirren, 
Teresa Ann Savoy
",min,M
Mad Max,(1979),"Action, Adventure, Sci-Fi",88,6.9,8.75,181.826,73.0,George Miller,":
Mel Gibson, 
Joanne Samuel, 
Hugh Keays-Byrne, 
Steve Bisley
",min,M
Os Selvagens da Noite,(1979),"Action, Crime, Thriller",92,7.6,22.49,88.282,65.0,Walter Hill,":
Michael Beck, 
James Remar, 
Dorsey Wright, 
Brian Tyler
",min,M
Stalker,(1979),"Drama, Sci-Fi",162,8.2,0.23,103.927,,Andrei Tarkovsky,":
Alisa Freyndlikh, 
Aleksandr Kaydanovskiy, 
Anatoliy Solonitsyn, 
Nikolay Grinko
",min,M
Kramer vs. Kramer,(1979),Drama,105,7.8,106.26,123.455,77.0,Robert Benton,":
Dustin Hoffman, 
Meryl Streep, 
Jane Alexander, 
Justin Henry
",min,M
O Abismo Negro,(1979),"Action, Sci-Fi",98,6.0,,21.890,52.0,Gary Nelson,":
Maximilian Schell, 
Anthony Perkins, 
Robert Forster, 
Joseph Bottoms
",min,
A Vida de Brian,(1979),Comedy,94,8.1,20.05,346.518,77.0,Terry Jones,":
Graham Chapman, 
John Cleese, 
Michael Palin, 
Terry Gilliam
",min,M
Síndrome da China,(1979),"Drama, Thriller",122,7.4,51.72,25.262,81.0,James Bridges,":
Jane Fonda, 
Jack Lemmon, 
Michael Douglas, 
Scott Brady
",min,M
Jornada nas Estrelas: O Filme,(1979),"Adventure, Mystery, Sci-Fi",132,6.4,82.26,77.213,48.0,Robert Wise,":
William Shatner, 
Leonard Nimoy, 
DeForest Kelley, 
James Doohan
",min,M
O Show Deve Continuar,(1979),"Drama, Music, Musical",123,7.9,37.82,25.549,72.0,Bob Fosse,":
Roy Scheider, 
Jessica Lange, 
Leland Palmer, 
Ann Reinking
",min,M
Alcatraz: Fuga Impossível,(1979),"Biography, Crime, Drama",112,7.6,43.00,108.765,76.0,Don Siegel,":
Clint Eastwood, 
Patrick McGoohan, 
Roberts Blossom, 
Jack Thibeau
",min,M
Tim - Anjos de Aço,(1979),"Drama, Romance",109,6.4,,2.973,,Michael Pate,":
Piper Laurie, 
Mel Gibson, 
Alwyn Kurts, 
Pat Evison
",min,
Mulher Nota 10,(1979),"Comedy, Romance",122,6.1,74.87,14.408,68.0,Blake Edwards,":
Dudley Moore, 
Bo Derek, 
Julie Andrews, 
Robert Webber
",min,M
007 Contra o Foguete da Morte,(1979),"Action, Adventure, Sci-Fi",126,6.3,70.31,84.829,66.0,Lewis Gilbert,":
Roger Moore, 
Lois Chiles, 
Michael Lonsdale, 
Richard Kiel
",min,M
Nosferatu: O Vampiro da Noite,(1979),"Drama, Horror",107,7.5,,30.072,79.0,Werner Herzog,":
Klaus Kinski, 
Isabelle Adjani, 
Bruno Ganz, 
Roland Topor
",min,
Rocky II: A Revanche,(1979),"Drama, Sport",119,7.3,6.39,180.502,61.0,Sylvester Stallone,":
Sylvester Stallone, 
Talia Shire, 
Burt Young, 
Carl Weathers
",min,M
Fantasma,(1979),"Horror, Sci-Fi",89,6.8,11.99,29.734,72.0,Don Coscarelli,":
A. Michael Baldwin, 
Bill Thornbury, 
Reggie Bannister, 
Kathy Lester
",min,M
Manhattan,(1979),"Comedy, Drama, Romance",96,7.9,45.70,125.011,83.0,Woody Allen,":
Woody Allen, 
Diane Keaton, 
Mariel Hemingway, 
Michael Murphy
",min,M
Muppets: O Filme,(1979),"Adventure, Comedy, Family",95,7.6,76.66,30.615,74.0,James Frawley,":
Jim Henson, 
Frank Oz, 
Jerry Nelson, 
Richard Hunt
",min,M
Almôndegas,(1979),Comedy,94,6.2,43.05,17.878,60.0,Ivan Reitman,":
Bill Murray, 
Harvey Atkin, 
Kate Lynch, 
Russ Banham
",min,M
1941: Uma Guerra Muito Louca,(1979),"Action, Comedy, War",118,5.8,31.76,29.959,34.0,Steven Spielberg,":
John Belushi, 
Dan Aykroyd, 
Treat Williams, 
Nancy Allen
",min,M
Tess - Uma Lição de Vida,(1979),"Drama, Romance",170,7.3,,14.080,82.0,Roman Polanski,":
Nastassja Kinski, 
Peter Firth, 
Leigh Lawson, 
John Collin
",min,
Muito Além do Jardim,(1979),"Comedy, Drama",130,8.0,30.18,62.157,84.0,Hal Ashby,":
Peter Sellers, 
Shirley MacLaine, 
Melvyn Douglas, 
Jack Warden
",min,M
O Panaca,(1979),Comedy,94,7.2,73.69,50.492,61.0,Carl Reiner,":
Steve Martin, 
Bernadette Peters, 
Catlin Adams, 
Mabel King
",min,M
Drácula,(1979),"Horror, Romance",109,6.5,20.16,8.572,67.0,John Badham,":
Frank Langella, 
Laurence Olivier, 
Donald Pleasence, 
Kate Nelligan
",min,M
Hair,(1979),"Comedy, Drama, Musical",121,7.6,15.28,33.208,68.0,Milos Forman,":
John Savage, 
Treat Williams, 
Beverly D'Angelo, 
Annie Golden
",min,M
Quadrophenia,(1979),"Drama, Music",120,7.3,,16.101,79.0,Franc Roddam,":
Phil Daniels, 
Leslie Ash, 
Phil Davis, 
Mark Wingett
",min,
Hardcore: No Submundo do Sexo,(1979),"Crime, Drama",108,7.0,,7.859,63.0,Paul Schrader,":
George C. Scott, 
Peter Boyle, 
Season Hubley, 
Dick Sargent
",min,
Justiça para Todos,(1979),"Crime, Drama, Thriller",119,7.4,,28.606,58.0,Norman Jewison,":
Al Pacino, 
Jack Warden, 
John Forsythe, 
Lee Strasberg
",min,
Terror em Amityville,(1979),Horror,117,6.2,86.43,33.417,28.0,Stuart Rosenberg,":
James Brolin, 
Margot Kidder, 
Rod Steiger, 
Don Stroud
",min,M
A Gangue da Pesada,(1979),Drama,112,7.4,0.01,9.435,64.0,Philip Kaufman,":
Ken Wahl, 
Karen Allen, 
John Friedrich, 
Toni Kalem
",min,M
Zumbi 2 - A Volta dos Mortos,(1979),Horror,91,6.9,,24.018,54.0,Lucio Fulci,":
Tisa Farrow, 
Ian McCulloch, 
Richard Johnson, 
Al Cliver
",min,
Dramático Reencontro no Poseidon,(1979),"Action, Adventure",114,4.6,,4.446,,Irwin Allen,":
Michael Caine, 
Sally Field, 
Telly Savalas, 
Peter Boyle
",min,
O Corcel Negro,(1979),"Adventure, Family, Sport",118,7.3,,11.011,84.0,Carroll Ballard,":
Kelly Reno, 
Mickey Rooney, 
Teri Garr, 
Clarence Muse
",min,
O Vencedor,(1979),"Comedy, Drama, Romance",101,7.7,16.42,20.593,91.0,Peter Yates,":
Dennis Christopher, 
Dennis Quaid, 
Daniel Stern, 
Jackie Earle Haley
",min,M
Scum,(1979),"Crime, Drama",98,7.6,,9.415,,Alan Clarke,":
Ray Winstone, 
Mick Ford, 
Julian Firth, 
John Blundell
",min,
Um Século em 43 Minutos,(1979),"Adventure, Drama, Sci-Fi",112,7.1,,14.471,69.0,Nicholas Meyer,":
Malcolm McDowell, 
Mary Steenburgen, 
David Warner, 
Charles Cioffi
",min,
Os Filhos do Medo,(1979),"Horror, Sci-Fi",92,6.8,,23.481,63.0,David Cronenberg,":
Oliver Reed, 
Samantha Eggar, 
Art Hindle, 
Henry Beckman
",min,
Beneath the Valley of the Ultra-Vixens,(1979),Comedy,93,5.6,,2.744,,Russ Meyer,":
Kitten Natividad, 
Ann Marie, 
Ken Kerr, 
June Mack
",min,
A Semente do Diabo,(1979),"Horror, Sci-Fi, Thriller",102,5.5,18.39,4.072,41.0,John Frankenheimer,":
Talia Shire, 
Robert Foxworth, 
Armand Assante, 
Richard Dysart
",min,M
O Tambor,(1979),"Drama, War",142,7.5,,21.066,63.0,Volker Schlöndorff,":
David Bennent, 
Mario Adorf, 
Angela Winkler, 
Katharina Thalbach
",min,
Mensageiro da Morte,(1979),"Horror, Mystery, Thriller",97,6.5,21.41,8.797,58.0,Fred Walton,":
Carol Kane, 
Charles Durning, 
Rutanya Alda, 
Carmen Argenziano
",min,M
Fuga para Athena,(1979),"Action, Adventure, Comedy",125,5.7,,4.090,,George P. Cosmatos,":
Roger Moore, 
Telly Savalas, 
David Niven, 
Stefanie Powers
",min,
O Campeão,(1979),"Drama, Sport",121,6.9,30.44,7.427,38.0,Franco Zeffirelli,":
Jon Voight, 
Faye Dunaway, 
Ricky Schroder, 
Jack Warden
",min,M
La Luna,(1979),Drama,142,6.5,,4.010,,Bernardo Bertolucci,":
Jill Clayburgh, 
Matthew Barry, 
Veronica Lazar, 
Renato Salvatori
",min,
Rock 'n' Roll High School,(1979),"Comedy, Music",93,6.7,,8.328,70.0,Allan Arkush,":
P.J. Soles, 
Vincent Van Patten, 
Clint Howard, 
Dey Young
",min,
A Rosa,(1979),"Drama, Music, Romance",125,7.0,29.20,7.474,67.0,Mark Rydell,":
Bette Midler, 
Alan Bates, 
Frederic Forrest, 
Harry Dean Stanton
",min,M
O Castelo de Cagliostro,(1979),"Animation, Adventure, Family",100,7.7,,23.632,71.0,Hayao Miyazaki,":
Yasuo Yamada, 
Eiko Masuyama, 
Kiyoshi Kobayashi, 
Makio Inoue
",min,
Armadilha para Turistas,(1979),Horror,90,6.2,,7.327,,David Schmoeller,":
Chuck Connors, 
Jocelyn Jones, 
Jon Van Ness, 
Robin Sherwood
",min,
Norma Rae,(1979),Drama,114,7.3,22.23,9.738,61.0,Martin Ritt,":
Sally Field, 
Beau Bridges, 
Ron Leibman, 
Pat Hingle
",min,M
E a Festa Acabou,(1979),"Comedy, Drama, War",110,5.3,15.01,3.838,,Bill Norton,":
Candy Clark, 
Bo Hopkins, 
Ron Howard, 
Paul Le Mat
",min,M
Morte no Inverno,(1979),"Comedy, Drama, Mystery",97,6.2,1.08,2.015,,William Richert,":
Jeff Bridges, 
John Huston, 
Anthony Perkins, 
Eli Wallach
",min,M
Gol Maal,(1979),"Comedy, Romance",120,8.6,,16.315,,Hrishikesh Mukherjee,":
Amol Palekar, 
Bindiya Goswami, 
Deven Verma, 
Shubha Khote
",min,
"Cactus Jack, o Vilão",(1979),"Comedy, Western",89,5.4,,6.134,22.0,Hal Needham,":
Kirk Douglas, 
Arnold Schwarzenegger, 
Ann-Margret, 
Paul Lynde
",min,
Disco Godfather,(1979),"Action, Crime, Drama",93,5.4,,1.087,,J. Robert Wagoner,":
Rudy Ray Moore, 
Carol Speed, 
Jimmy Lynch, 
Jerry Jones
",min,
A Um Passo do Abismo,(1979),"Crime, Drama",95,7.4,,5.709,67.0,Jonathan Kaplan,":
Matt Dillon, 
Michael Eric Kramer, 
Pamela Ludwig, 
Vincent Spano
",min,
O Assassino da Furadeira,(1979),"Drama, Horror, Thriller",96,5.1,,6.142,,Abel Ferrara,":
Abel Ferrara, 
Carolyn Marz, 
Baybi Day, 
Harry Schultz
",min,
Buck Rogers no Século 25,(1979),"Action, Adventure, Sci-Fi",89,6.7,21.67,4.703,,Daniel Haller,":
Gil Gerard, 
Erin Gray, 
Pamela Hensley, 
Henry Silva
",min,M
O Grande Santini - O Dom da Fúria,(1979),Drama,115,7.2,,5.421,,Lewis John Carlino,":
Robert Duvall, 
Blythe Danner, 
Michael O'Keefe, 
Lisa Jane Persky
",min,
Aeroporto 79: O Concorde,(1979),"Action, Drama, Thriller",113,4.4,13.00,5.232,,David Lowell Rich,":
Alain Delon, 
Susan Blakely, 
Robert Wagner, 
George Kennedy
",min,M
Alvorada Sangrenta,(1979),"Adventure, Drama, History",117,6.6,,5.935,,Douglas Hickox,":
Burt Lancaster, 
Simon Ward, 
Denholm Elliott, 
Peter Vaughan
",min,
A Gangue da Tortinha de Maçã Ataca Novamente,(1979),"Comedy, Family, Western",88,6.1,20.93,2.224,37.0,Vincent McEveety,":
Tim Conway, 
Don Knotts, 
Tim Matheson, 
Kenneth Mars
",min,M
