Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Adoráveis Mulheres,(1994),"Drama, Family, Romance",115,7.3,50.08,47.030,87.0,Gillian Armstrong,":
Susan Sarandon, 
Winona Ryder, 
Kirsten Dunst, 
Claire Danes
",min,M
Um Sonho de Liberdade,(1994),Drama,142,9.3,28.34,2.183.941,80.0,Frank Darabont,":
Tim Robbins, 
Morgan Freeman, 
Bob Gunton, 
William Sadler
",min,M
Pulp Fiction: Tempo de Violência,(1994),"Crime, Drama",154,8.9,107.93,1.715.604,94.0,Quentin Tarantino,":
John Travolta, 
Uma Thurman, 
Samuel L. Jackson, 
Bruce Willis
",min,M
Forrest Gump: O Contador de Histórias,(1994),"Drama, Romance",142,8.8,330.25,1.683.837,82.0,Robert Zemeckis,":
Tom Hanks, 
Robin Wright, 
Gary Sinise, 
Sally Field
",min,M
O Rei Leão,(1994),"Animation, Adventure, Drama",88,8.5,422.78,882.763,88.0,Roger Allers,":
Matthew Broderick, 
Jeremy Irons, 
James Earl Jones, 
Whoopi Goldberg
",min,M
O Profissional,(1994),"Action, Crime, Drama",110,8.5,19.50,967.293,64.0,Luc Besson,":
Jean Reno, 
Gary Oldman, 
Natalie Portman, 
Danny Aiello
",min,M
Wyatt Earp,(1994),"Adventure, Biography, Crime",191,6.7,25.05,43.107,47.0,Lawrence Kasdan,":
Kevin Costner, 
Dennis Quaid, 
Gene Hackman, 
David Andrews
",min,M
Tammy and the T-Rex,(1994),"Comedy, Sci-Fi",82,4.3,,1.742,,Stewart Raffill,":
Denise Richards, 
Theo Forsett, 
Paul Walker, 
Ellen Dubin
",min,
Entrevista com o Vampiro,(1994),"Drama, Horror",123,7.6,105.26,281.840,59.0,Neil Jordan,":
Brad Pitt, 
Tom Cruise, 
Antonio Banderas, 
Kirsten Dunst
",min,M
True Lies,(1994),"Action, Comedy, Thriller",141,7.2,146.28,226.423,63.0,James Cameron,":
Arnold Schwarzenegger, 
Jamie Lee Curtis, 
Tom Arnold, 
Bill Paxton
",min,M
O Máskara,(1994),"Comedy, Crime, Fantasy",101,6.9,119.94,324.824,56.0,Chuck Russell,":
Jim Carrey, 
Cameron Diaz, 
Peter Riegert, 
Peter Greene
",min,M
Velocidade Máxima,(1994),"Action, Adventure, Thriller",116,7.2,121.25,312.542,78.0,Jan de Bont,":
Keanu Reeves, 
Dennis Hopper, 
Sandra Bullock, 
Joe Morton
",min,M
