Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Green Book: O Guia,(2018),"Biography, Comedy, Drama",130,8.2,85.08,282.823,69.0,Peter Farrelly,":
Viggo Mortensen, 
Mahershala Ali, 
Linda Cardellini, 
Sebastian Maniscalco
",min,M
Um Lugar Silencioso,(2018),"Drama, Horror, Sci-Fi",90,7.5,188.02,348.587,82.0,John Krasinski,":
Emily Blunt, 
John Krasinski, 
Millicent Simmonds, 
Noah Jupe
",min,M
Hereditário,(2018),"Drama, Horror, Mystery",127,7.3,44.07,190.828,87.0,Ari Aster,":
Toni Collette, 
Milly Shapiro, 
Gabriel Byrne, 
Alex Wolff
",min,M
Missão: Impossível - Efeito Fallout,(2018),"Action, Adventure, Thriller",147,7.8,220.16,260.155,86.0,Christopher McQuarrie,":
Tom Cruise, 
Henry Cavill, 
Ving Rhames, 
Simon Pegg
",min,M
Han Solo: Uma História Star Wars,(2018),"Action, Adventure, Sci-Fi",135,6.9,213.77,258.680,62.0,Ron Howard,":
Alden Ehrenreich, 
Woody Harrelson, 
Emilia Clarke, 
Donald Glover
",min,M
Bohemian Rhapsody,(2018),"Biography, Drama, Music",134,8.0,216.43,404.494,49.0,Bryan Singer,":
Rami Malek, 
Lucy Boynton, 
Gwilym Lee, 
Ben Hardy
",min,M
Vingadores: Guerra Infinita,(2018),"Action, Adventure, Sci-Fi",149,8.5,678.82,742.426,68.0,Anthony Russo,":
Robert Downey Jr., 
Chris Hemsworth, 
Mark Ruffalo, 
Chris Evans
",min,M
Night Hunter,(2018),"Action, Crime, Drama",98,5.8,,7.819,31.0,David Raymond,":
Henry Cavill, 
Ben Kingsley, 
Alexandra Daddario, 
Stanley Tucci
",min,
Pantera Negra,(2018),"Action, Adventure, Sci-Fi",134,7.3,700.06,561.562,88.0,Ryan Coogler,":
Chadwick Boseman, 
Michael B. Jordan, 
Lupita Nyong'o, 
Danai Gurira
",min,M
Aquaman,(2018),"Action, Adventure, Fantasy",143,7.0,335.06,321.831,55.0,James Wan,":
Jason Momoa, 
Amber Heard, 
Willem Dafoe, 
Patrick Wilson
",min,M
De Repente Uma Família,(2018),"Comedy, Drama",118,7.3,67.36,65.069,57.0,Sean Anders,":
Mark Wahlberg, 
Rose Byrne, 
Isabela Merced, 
Gustavo Escobar
",min,M
Venom,(2018),"Action, Sci-Fi, Thriller",112,6.7,213.52,319.823,35.0,Ruben Fleischer,":
Tom Hardy, 
Michelle Williams, 
Riz Ahmed, 
Scott Haze
",min,M
Homem-Aranha no Aranhaverso,(2018),"Animation, Action, Adventure",117,8.4,190.24,291.563,87.0,Bob Persichetti,":
Shameik Moore, 
Jake Johnson, 
Hailee Steinfeld, 
Mahershala Ali
",min,M
Nasce uma Estrela,(2018),"Drama, Music, Romance",136,7.7,215.29,293.876,88.0,Bradley Cooper,":
Lady Gaga, 
Bradley Cooper, 
Sam Elliott, 
Greg Grunberg
",min,M
Infiltrado na Klan,(2018),"Biography, Crime, Drama",135,7.5,48.69,176.569,83.0,Spike Lee,":
John David Washington, 
Adam Driver, 
Laura Harrier, 
Topher Grace
",min,M
Freaks,(2018),"Drama, Mystery, Sci-Fi",105,6.7,,10.049,63.0,Zach Lipovsky,":
Emile Hirsch, 
Bruce Dern, 
Grace Park, 
Amanda Crew
",min,
Jogador Nº 1,(2018),"Action, Adventure, Sci-Fi",140,7.5,137.69,327.949,64.0,Steven Spielberg,":
Tye Sheridan, 
Olivia Cooke, 
Ben Mendelsohn, 
Lena Waithe
",min,M
Um Pequeno Favor,(2018),"Comedy, Crime, Drama",117,6.8,53.55,105.325,67.0,Paul Feig,":
Anna Kendrick, 
Blake Lively, 
Henry Golding, 
Andrew Rannells
",min,M
Animais Fantásticos: Os Crimes de Grindelwald,(2018),"Adventure, Family, Fantasy",134,6.6,159.56,192.533,52.0,David Yates,":
Eddie Redmayne, 
Katherine Waterston, 
Dan Fogler, 
Johnny Depp
",min,M
Podres de Ricos,(2018),"Comedy, Drama, Romance",120,6.9,174.53,117.425,74.0,Jon M. Chu,":
Constance Wu, 
Henry Golding, 
Michelle Yeoh, 
Gemma Chan
",min,M
Maus Momentos no Hotel Royale,(2018),"Crime, Drama, Mystery",141,7.1,17.84,110.803,60.0,Drew Goddard,":
Jeff Bridges, 
Cynthia Erivo, 
Dakota Johnson, 
Jon Hamm
",min,M
A Favorita,(2018),"Biography, Comedy, Drama",119,7.6,34.37,144.247,90.0,Yorgos Lanthimos,":
Olivia Colman, 
Emma Stone, 
Rachel Weisz, 
Nicholas Hoult
",min,M
Era uma Vez um Deadpool,(2018),"Action, Adventure, Comedy",119,7.7,324.59,434.011,66.0,David Leitch,":
Ryan Reynolds, 
Josh Brolin, 
Morena Baccarin, 
Julian Dennison
",min,M
The VelociPastor,(2018),"Action, Adventure, Comedy",75,5.7,,591,,Brendan Steere,":
Alyssa Kempinski, 
Greg Cohan, 
Claire Hsu, 
Aurelio Voltaire
",min,
Bumblebee,(I) (2018),"Action, Adventure, Sci-Fi",114,6.8,127.20,117.254,66.0,Travis Knight,":
Hailee Steinfeld, 
Jorge Lendeborg Jr., 
John Cena, 
Jason Drucker
",min,M
A Mula,(2018),"Crime, Drama, Thriller",116,7.0,103.80,87.820,58.0,Clint Eastwood,":
Clint Eastwood, 
Patrick L. Reyes, 
Cesar De León, 
Gustavo Muñoz
",min,M
Duas Rainhas,(2018),"Biography, Drama, History",124,6.3,16.47,31.943,60.0,Josie Rourke,":
Saoirse Ronan, 
Margot Robbie, 
Jack Lowden, 
Joe Alwyn
",min,M
The Nightingale,(I) (2018),"Adventure, Drama, Thriller",136,7.3,0.39,10.427,77.0,Jennifer Kent,":
Aisling Franciosi, 
Sam Claflin, 
Baykali Ganambarr, 
Damon Herriman
",min,M
Vice,(I) (2018),"Biography, Comedy, Drama",132,7.2,47.84,98.999,61.0,Adam McKay,":
Christian Bale, 
Amy Adams, 
Steve Carell, 
Sam Rockwell
",min,M
Aniquilação,(2018),"Adventure, Drama, Horror",115,6.9,32.73,250.979,79.0,Alex Garland,":
Natalie Portman, 
Jennifer Jason Leigh, 
Tessa Thompson, 
Benedict Wong
",min,M
O Retorno de Mary Poppins,(2018),"Comedy, Family, Fantasy",130,6.8,171.96,66.896,66.0,Rob Marshall,":
Emily Blunt, 
Lin-Manuel Miranda, 
Ben Whishaw, 
Emily Mortimer
",min,M
A Noite do Jogo,(I) (2018),"Action, Comedy, Crime",100,6.9,69.18,180.597,66.0,John Francis Daley,":
Jason Bateman, 
Rachel McAdams, 
Kyle Chandler, 
Sharon Horgan
",min,M
Suspíria: A Dança do Medo,(I) (2018),"Fantasy, Horror, Mystery",152,6.8,2.47,49.393,64.0,Luca Guadagnino,":
Chloë Grace Moretz, 
Tilda Swinton, 
Doris Hick, 
Malgorzata Bela
",min,M
Os Irmãos Sisters,(2018),"Crime, Drama, Western",122,7.0,3.14,43.426,78.0,Jacques Audiard,":
John C. Reilly, 
Joaquin Phoenix, 
Jake Gyllenhaal, 
Riz Ahmed
",min,M
Caixa de Pássaros,(2018),"Drama, Horror, Sci-Fi",124,6.6,,244.748,51.0,Susanne Bier,":
Sandra Bullock, 
Trevante Rhodes, 
John Malkovich, 
Sarah Paulson
",min,
Upgrade: Atualização,(2018),"Action, Horror, Sci-Fi",100,7.5,11.98,125.014,67.0,Leigh Whannell,":
Logan Marshall-Green, 
Melanie Vallejo, 
Steve Danielsen, 
Abby Craden
",min,M
