Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
O Silêncio dos Inocentes,(1991),"Crime, Drama, Thriller",118,8.6,130.74,1.184.423,85.0,Jonathan Demme,":
Jodie Foster, 
Anthony Hopkins, 
Lawrence A. Bonney, 
Kasi Lemmons
",min,M
O Exterminador do Futuro 2: O Julgamento Final,(1991),"Action, Sci-Fi",137,8.5,204.84,945.120,75.0,James Cameron,":
Arnold Schwarzenegger, 
Linda Hamilton, 
Edward Furlong, 
Robert Patrick
",min,M
"Hook, a Volta do Capitão Gancho",(1991),"Adventure, Comedy, Family",142,6.8,119.65,221.391,52.0,Steven Spielberg,":
Dustin Hoffman, 
Robin Williams, 
Julia Roberts, 
Bob Hoskins
",min,M
Meu Primeiro Amor,(1991),"Comedy, Drama, Family",102,6.9,59.85,68.063,56.0,Howard Zieff,":
Anna Chlumsky, 
Macaulay Culkin, 
Dan Aykroyd, 
Jamie Lee Curtis
",min,M
A Família Addams,(1991),"Comedy, Fantasy",99,6.9,113.50,122.836,57.0,Barry Sonnenfeld,":
Anjelica Huston, 
Raul Julia, 
Christopher Lloyd, 
Dan Hedaya
",min,M
Caçadores de Emoção,(1991),"Action, Crime, Thriller",122,7.3,43.22,145.952,58.0,Kathryn Bigelow,":
Patrick Swayze, 
Keanu Reeves, 
Gary Busey, 
Lori Petty
",min,M
Cabo do Medo,(1991),"Crime, Thriller",128,7.3,79.10,160.504,73.0,Martin Scorsese,":
Robert De Niro, 
Nick Nolte, 
Jessica Lange, 
Juliette Lewis
",min,M
As Tartarugas Ninja II: O Segredo do Ooze,(1991),"Action, Adventure, Comedy",88,6.0,78.66,49.108,45.0,Michael Pressman,":
Paige Turco, 
David Warner, 
Michelan Sisti, 
Leif Tilden
",min,M
A Bela e a Fera,(1991),"Animation, Family, Fantasy",84,8.0,218.97,401.334,95.0,Gary Trousdale,":
Paige O'Hara, 
Robby Benson, 
Jesse Corti, 
Rex Everhart
",min,M
Rocketeer,(1991),"Action, Adventure, Family",108,6.5,46.70,50.071,61.0,Joe Johnston,":
Billy Campbell, 
Jennifer Connelly, 
Alan Arkin, 
Timothy Dalton
",min,M
Os Donos da Rua,(1991),"Crime, Drama",112,7.7,57.50,116.465,76.0,John Singleton,":
Cuba Gooding Jr., 
Laurence Fishburne, 
Hudhail Al-Amir, 
Lloyd Avery II
",min,M
Yuk po tuen: Tau ching bo gam,(1991),"Comedy, Drama, Fantasy",99,5.6,0.40,1.936,58.0,Michael Mak,":
Lawrence Ng, 
Amy Yip, 
Kent Cheng, 
Elvis Tsui
",min,M
"Robin Hood, o Príncipe dos Ladrões",(1991),"Action, Adventure, Drama",143,6.9,165.50,170.562,51.0,Kevin Reynolds,":
Kevin Costner, 
Morgan Freeman, 
Mary Elizabeth Mastrantonio, 
Christian Slater
",min,M
Thelma & Louise,(1991),"Adventure, Crime, Drama",130,7.5,45.36,126.773,88.0,Ridley Scott,":
Susan Sarandon, 
Geena Davis, 
Harvey Keitel, 
Michael Madsen
",min,M
