Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Grease: Nos Tempos da Brilhantina,(1978),"Musical, Romance",110,7.2,188.76,220.772,70.0,Randal Kleiser,":
John Travolta, 
Olivia Newton-John, 
Stockard Channing, 
Jeff Conaway
",min,M
O Franco Atirador,(1978),"Drama, War",183,8.1,48.98,293.656,86.0,Michael Cimino,":
Robert De Niro, 
Christopher Walken, 
John Cazale, 
John Savage
",min,M
Starcrash,(1978),"Action, Adventure, Sci-Fi",92,4.0,,5.743,,Luigi Cozzi,":
Marjoe Gortner, 
Caroline Munro, 
Christopher Plummer, 
David Hasselhoff
",min,
Clube dos Cafajestes,(1978),Comedy,109,7.5,0.20,107.325,79.0,John Landis,":
John Belushi, 
Karen Allen, 
Tom Hulce, 
Stephen Furst
",min,M
Superman: O Filme,(1978),"Action, Adventure, Drama",143,7.3,134.22,152.095,80.0,Richard Donner,":
Christopher Reeve, 
Margot Kidder, 
Gene Hackman, 
Marlon Brando
",min,M
Invasores de Corpos,(1978),"Horror, Sci-Fi",115,7.4,24.95,48.553,75.0,Philip Kaufman,":
Donald Sutherland, 
Brooke Adams, 
Jeff Goldblum, 
Veronica Cartwright
",min,M
Halloween: A Noite do Terror,(1978),"Horror, Thriller",91,7.8,47.00,215.620,81.0,John Carpenter,":
Donald Pleasence, 
Jamie Lee Curtis, 
Tony Moran, 
Nancy Kyes
",min,M
Menina Bonita,(1978),Drama,110,6.6,5.79,9.189,66.0,Louis Malle,":
Brooke Shields, 
Keith Carradine, 
Susan Sarandon, 
Frances Faye
",min,M
O Senhor dos Anéis,(1978),"Animation, Adventure, Fantasy",132,6.2,0.92,28.292,,Ralph Bakshi,":
Christopher Guard, 
William Squire, 
Michael Scholes, 
John Hurt
",min,M
O Expresso da Meia-Noite,(1978),"Biography, Crime, Drama",121,7.6,35.00,68.364,59.0,Alan Parker,":
Brad Davis, 
Irene Miracle, 
Bo Hopkins, 
Paolo Bonacelli
",min,M
Comboio,(1978),"Action, Drama",110,6.4,45.00,14.150,47.0,Sam Peckinpah,":
Kris Kristofferson, 
Ali MacGraw, 
Ernest Borgnine, 
Burt Young
",min,M
Morte Sobre o Nilo,(1978),"Crime, Drama, Mystery",140,7.3,,25.838,59.0,John Guillermin,":
Peter Ustinov, 
Mia Farrow, 
Simon MacCorkindale, 
Jane Birkin
",min,
O Enxame,(1978),"Horror, Thriller",116,4.5,10.00,6.423,30.0,Irwin Allen,":
Michael Caine, 
Katharine Ross, 
Richard Widmark, 
Richard Chamberlain
",min,M
Meninos do Brasil,(1978),"Drama, Thriller",125,7.0,19.00,24.143,40.0,Franklin J. Schaffner,":
Gregory Peck, 
Laurence Olivier, 
James Mason, 
Lilli Palmer
",min,M
Cinzas no Paraíso,(1978),"Drama, Romance",94,7.9,,48.044,93.0,Terrence Malick,":
Richard Gere, 
Brooke Adams, 
Sam Shepard, 
Linda Manz
",min,
Tubarão 2,(1978),"Adventure, Drama, Horror",116,5.8,102.92,66.831,51.0,Jeannot Szwarc,":
Roy Scheider, 
Lorraine Gary, 
Murray Hamilton, 
Joseph Mascolo
",min,M
Doido para Brigar... Louco para Amar,(1978),"Action, Comedy",114,6.4,106.00,21.922,41.0,James Fargo,":
Clint Eastwood, 
Sondra Locke, 
Geoffrey Lewis, 
Beverly D'Angelo
",min,M
A Vingança de Jennifer,(1978),"Horror, Thriller",101,5.7,,24.653,19.0,Meir Zarchi,":
Camille Keaton, 
Eron Tabor, 
Richard Pace, 
Anthony Nichols
",min,
Despertar dos Mortos,(1978),"Horror, Thriller",127,7.9,5.10,106.247,71.0,George A. Romero,":
David Emge, 
Ken Foree, 
Scott H. Reiniger, 
Gaylen Ross
",min,M
O Toque da Medusa,(1978),"Horror, Sci-Fi",105,7.0,,5.252,,Jack Gold,":
Richard Burton, 
Lee Remick, 
Lino Ventura, 
Harry Andrews
",min,
Os Titãs Voltam à Luta na Atlântida,(1978),"Fantasy, Adventure, Sci-Fi",96,5.7,,1.811,,Kevin Connor,":
Doug McClure, 
Peter Gilmore, 
Shane Rimmer, 
Lea Brodie
",min,
O Céu Pode Esperar,(1978),"Comedy, Fantasy, Romance",101,6.9,81.64,17.422,72.0,Warren Beatty,":
Warren Beatty, 
James Mason, 
Julie Christie, 
Jack Warden
",min,M
"Um Carro, um Rapaz, uma Garota",(1978),"Adventure, Comedy",105,5.7,15.50,2.593,53.0,Matthew Robbins,":
Mark Hamill, 
Annie Potts, 
Eugene Roche, 
William Bryant
",min,M
Piranha,(1978),"Comedy, Horror, Sci-Fi",94,5.9,6.00,17.680,71.0,Joe Dante,":
Bradford Dillman, 
Heather Menzies-Urich, 
Kevin McCarthy, 
Keenan Wynn
",min,M
O Mágico Inesquecível,(1978),"Adventure, Family, Fantasy",134,5.4,21.05,13.067,53.0,Sidney Lumet,":
Diana Ross, 
Michael Jackson, 
Nipsey Russell, 
Ted Ross
",min,M
Uma Grande Aventura,(1978),"Animation, Adventure, Drama",91,7.6,,31.950,64.0,Martin Rosen,":
John Hurt, 
Richard Briers, 
Ralph Richardson, 
Michael Graham Cox
",min,
Um Passe de Mágica,(1978),"Drama, Horror",107,6.8,25.94,8.399,49.0,Richard Attenborough,":
Anthony Hopkins, 
Ann-Margret, 
Burgess Meredith, 
Ed Lauter
",min,M
A Fúria,(1978),"Horror, Sci-Fi",118,6.4,,12.641,64.0,Brian De Palma,":
Kirk Douglas, 
John Cassavetes, 
Carrie Snodgress, 
Charles Durning
",min,
Comando 10 de Navarone,(1978),"Action, Drama, War",118,6.4,,15.848,42.0,Guy Hamilton,":
Harrison Ford, 
Robert Shaw, 
Edward Fox, 
Franco Nero
",min,
Com a Corda no Pescoço,(1978),"Comedy, Crime, Romance",105,6.2,,5.937,52.0,Jack Nicholson,":
Jack Nicholson, 
Mary Steenburgen, 
Christopher Lloyd, 
John Belushi
",min,
Queimando Tudo,(1978),"Comedy, Music",86,7.0,44.36,34.331,57.0,Lou Adler,":
Cheech Marin, 
Tommy Chong, 
Strother Martin, 
Edie Adams
",min,M
Busca sem Fim,(1978),"Adventure, Horror",99,5.3,,3.559,,Sergio Martino,":
Ursula Andress, 
Stacy Keach, 
Claudio Cassinelli, 
Antonio Marsina
",min,
O Expresso Blindado da S.S. Nazista,(1978),"Action, Adventure, War",99,6.6,,8.510,,Enzo G. Castellari,":
Bo Svenson, 
Peter Hooten, 
Fred Williamson, 
Michael Pergolani
",min,
Amargo Regresso,(1978),"Drama, Romance, War",127,7.3,32.65,11.630,61.0,Hal Ashby,":
Jane Fonda, 
Jon Voight, 
Bruce Dern, 
Penelope Milford
",min,M
Perigo na Montanha Enfeitiçada,(1978),"Family, Adventure, Sci-Fi",95,5.9,,4.146,51.0,John Hough,":
Bette Davis, 
Christopher Lee, 
Kim Richards, 
Ike Eisenmann
",min,
O Mestre Invencível,(1978),"Action, Comedy",111,7.5,,33.753,,Woo-Ping Yuen,":
Jackie Chan, 
Siu Tin Yuen, 
Jung-Lee Hwang, 
Dean Shek
",min,
Caçador de Morte,(1978),"Action, Crime, Thriller",91,7.2,4.91,13.041,56.0,Walter Hill,":
Ryan O'Neal, 
Bruce Dern, 
Isabelle Adjani, 
Ronee Blakley
",min,M
Coma,(1978),"Drama, Horror, Mystery",113,6.9,,16.289,60.0,Michael Crichton,":
Michael Douglas, 
Rip Torn, 
Geneviève Bujold, 
Elizabeth Ashley
",min,
Jogo da Morte,(1978),"Action, Crime, Drama",100,6.1,10.00,15.834,36.0,Robert Clouse,":
Bruce Lee, 
Gig Young, 
Dean Jagger, 
Hugh O'Brian
",min,M
A Vingança da Pantera Cor-de-Rosa,(1978),"Comedy, Crime, Mystery",99,6.7,,19.016,65.0,Blake Edwards,":
Peter Sellers, 
Herbert Lom, 
Burt Kwouk, 
Dyan Cannon
",min,
Sgt. Pepper's Lonely Hearts Club Band,(1978),"Adventure, Comedy, Fantasy",113,4.1,20.38,5.685,,Michael Schultz,":
Peter Frampton, 
Barry Gibb, 
Robin Gibb, 
Maurice Gibb
",min,M
Galactica: Astronave de Combate,(1978),"Action, Adventure, Sci-Fi",148,6.9,,8.082,,Richard A. Colla,":
Richard Hatch, 
Dirk Benedict, 
Lorne Greene, 
Herbert Jefferson Jr.
",min,
Golpe Sujo,(1978),"Comedy, Mystery, Thriller",116,6.8,45.00,12.786,45.0,Colin Higgins,":
Goldie Hawn, 
Chevy Chase, 
Burgess Meredith, 
Rachel Roberts
",min,M
O Gato que Veio do Espaço,(1978),"Comedy, Family, Sci-Fi",104,6.1,,4.030,58.0,Norman Tokar,":
Ken Berry, 
Sandy Duncan, 
Harry Morgan, 
Roddy McDowall
",min,
A Profecia II,(1978),Horror,107,6.3,3.88,27.651,45.0,Don Taylor,":
William Holden, 
Lee Grant, 
Jonathan Scott-Taylor, 
Robert Foxworth
",min,M
Os Olhos de Laura Mars,(1978),"Mystery, Thriller",104,6.2,20.00,8.143,49.0,Irvin Kershner,":
Faye Dunaway, 
Tommy Lee Jones, 
Brad Dourif, 
Rene Auberjonois
",min,M
Sonata de Outono,(1978),"Drama, Music",99,8.3,,22.314,,Ingmar Bergman,":
Ingrid Bergman, 
Liv Ullmann, 
Lena Nyman, 
Halvar Björk
",min,
Girlfriends,(1978),"Comedy, Drama",86,7.1,,1.144,,Claudia Weill,":
Melanie Mayron, 
Eli Wallach, 
Adam Cohen, 
Anita Skinner
",min,
O Ataque dos Tomates Assassinos,(1978),"Adventure, Comedy, Horror",83,4.6,,11.851,9.0,John De Bello,":
David Miller, 
George Wilson, 
Sharon Taylor, 
J. Stephen Peace
",min,
O Primeiro Assalto de Trem,(1978),"Adventure, Crime, Drama",110,6.9,13.03,14.833,68.0,Michael Crichton,":
Sean Connery, 
Donald Sutherland, 
Lesley-Anne Down, 
Alan Webb
",min,M
Selvagens Cães de Guerra,(1978),"Action, Adventure, Drama",134,6.8,,10.993,,Andrew V. McLaglen,":
Richard Burton, 
Roger Moore, 
Richard Harris, 
Hardy Krüger
",min,
Interiores,(1978),Drama,92,7.4,,17.154,67.0,Woody Allen,":
Diane Keaton, 
Geraldine Page, 
Kristin Griffith, 
Mary Beth Hurt
",min,
Felicity,(1978),"Drama, Romance",90,5.1,,933,,John D. Lamond,":
Glory Annen, 
Chris Milne, 
Joni Flynn, 
Jody Hanson
",min,
Piccole labbra,(1978),Drama,86,5.7,,487,,Mimmo Cattarinich,":
Pierre Clémenti, 
Katya Berger, 
Ugo Bologna, 
Michele Soavi
",min,
A História de Buddy Holly,(1978),"Biography, Drama, Music",114,7.2,14.36,7.733,78.0,Steve Rash,":
Gary Busey, 
Don Stroud, 
Charles Martin Smith, 
Conrad Janis
",min,M
A Volta do Pistoleiro,(1978),"Romance, Western",102,6.1,,948,,Monte Hellman,":
Jenny Agutter, 
Warren Oates, 
Fabio Testi, 
Sam Peckinpah
",min,
F.I.S.T.,(1978),"Crime, Drama, Thriller",145,6.4,20.39,6.761,54.0,Norman Jewison,":
Sylvester Stallone, 
Rod Steiger, 
Peter Boyle, 
Melinda Dillon
",min,M
A Cada Momento,(1978),"Drama, Romance",102,2.9,10.96,1.009,,Jane Wagner,":
Lily Tomlin, 
John Travolta, 
Andra Akers, 
Bert Kramer
",min,M
Convite à Morte,(1978),Horror,102,5.7,,2.367,31.0,Richard Marquand,":
Katharine Ross, 
Sam Elliott, 
John Standing, 
Ian Hogg
",min,
Atrás dos Muros do Convento,(1978),"Drama, Romance",95,5.0,,944,,Walerian Borowczyk,":
Ligia Branice, 
Howard Ross, 
Marina Pierro, 
Gabriella Giacobbe
",min,
"Hooper, o Homem das Mil Façanhas",(1978),"Action, Comedy",99,6.3,78.00,5.699,70.0,Hal Needham,":
Burt Reynolds, 
Jan-Michael Vincent, 
Sally Field, 
Brian Keith
",min,M
Os Rapazes da Companhia C,(1978),"Drama, War",125,7.0,,2.775,62.0,Sidney J. Furie,":
Stan Shaw, 
Andrew Stevens, 
James Canning, 
Michael Lembeck
",min,
Na Senda do Crime,(1978),"Horror, Mystery, Thriller",93,5.3,,3.150,,Dennis Donnelly,":
Cameron Mitchell, 
Pamelyn Ferdin, 
Wesley Eure, 
Nicolas Beauvy
",min,
The Irishman,(1978),"Drama, Romance",108,6.3,,104,,Donald Crombie,":
Michael Craig, 
Simon Burke, 
Robyn Nevin, 
Lou Brown
",min,
A 36ª Câmara de Shaolin,(1978),"Action, Adventure, Drama",116,7.7,,13.612,,Chia-Liang Liu,":
Chia-Hui Liu, 
Lieh Lo, 
Chia Yung Liu, 
Norman Chu
",min,
A Arte de Matar,(1978),"Crime, Drama, Mystery",99,5.8,,3.841,,Michael Winner,":
Robert Mitchum, 
Sarah Miles, 
Richard Boone, 
Candy Clark
",min,
Manitou - O Espírito do Mal,(1978),"Horror, Sci-Fi",104,5.3,,2.455,47.0,William Girdler,":
Tony Curtis, 
Susan Strasberg, 
Michael Ansara, 
Stella Stevens
",min,
