Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
O Lobo de Wall Street,(2013),"Biography, Crime, Drama",180,8.2,116.90,1.085.051,75.0,Martin Scorsese,":
Leonardo DiCaprio, 
Jonah Hill, 
Margot Robbie, 
Matthew McConaughey
",min,M
Expresso do Amanhã,(2013),"Action, Drama, Sci-Fi",126,7.1,4.56,258.641,84.0,Bong Joon Ho,":
Chris Evans, 
Jamie Bell, 
Tilda Swinton, 
Ed Harris
",min,M
Frozen: Uma Aventura Congelante,(I) (2013),"Animation, Adventure, Comedy",102,7.5,400.74,542.544,74.0,Chris Buck,":
Kristen Bell, 
Idina Menzel, 
Jonathan Groff, 
Josh Gad
",min,M
Ela,(2013),"Drama, Romance, Sci-Fi",126,8.0,25.57,495.766,90.0,Spike Jonze,":
Joaquin Phoenix, 
Amy Adams, 
Scarlett Johansson, 
Rooney Mara
",min,M
O Grande Gatsby,(2013),"Drama, Romance",143,7.2,144.84,448.734,55.0,Baz Luhrmann,":
Leonardo DiCaprio, 
Carey Mulligan, 
Joel Edgerton, 
Tobey Maguire
",min,M
Os Suspeitos,(2013),"Crime, Drama, Mystery",153,8.1,61.00,551.175,74.0,Denis Villeneuve,":
Hugh Jackman, 
Jake Gyllenhaal, 
Viola Davis, 
Melissa Leo
",min,M
O Homem de Aço,(2013),"Action, Adventure, Sci-Fi",143,7.1,291.05,663.888,55.0,Zack Snyder,":
Henry Cavill, 
Amy Adams, 
Michael Shannon, 
Diane Lane
",min,M
12 Anos de Escravidão,(2013),"Biography, Drama, History",134,8.1,56.67,599.322,96.0,Steve McQueen,":
Chiwetel Ejiofor, 
Michael Kenneth Williams, 
Michael Fassbender, 
Brad Pitt
",min,M
Sob a Pele,(I) (2013),"Drama, Horror, Sci-Fi",108,6.3,2.61,119.176,78.0,Jonathan Glazer,":
Scarlett Johansson, 
Jeremy McWilliams, 
Lynsey Taylor Mackay, 
Dougie McConnell
",min,M
Trapaça,(2013),"Crime, Drama",138,7.2,150.12,428.958,90.0,David O. Russell,":
Christian Bale, 
Amy Adams, 
Bradley Cooper, 
Jennifer Lawrence
",min,M
Azul é a Cor Mais Quente,(2013),"Drama, Romance",180,7.7,2.20,129.363,88.0,Abdellatif Kechiche,":
Léa Seydoux, 
Adèle Exarchopoulos, 
Salim Kechiouche, 
Aurélien Recoing
",min,M
Questão de Tempo,(I) (2013),"Comedy, Drama, Fantasy",123,7.8,15.32,277.638,55.0,Richard Curtis,":
Domhnall Gleeson, 
Rachel McAdams, 
Bill Nighy, 
Lydia Wilson
",min,M
Clube de Compras Dallas,(2013),"Biography, Drama",117,8.0,27.30,415.001,84.0,Jean-Marc Vallée,":
Matthew McConaughey, 
Jennifer Garner, 
Jared Leto, 
Steve Zahn
",min,M
Homem de Ferro 3,(2013),"Action, Adventure, Sci-Fi",130,7.2,409.01,718.611,62.0,Shane Black,":
Robert Downey Jr., 
Guy Pearce, 
Gwyneth Paltrow, 
Don Cheadle
",min,M
"Sem Dor, Sem Ganho",(2013),"Action, Comedy, Crime",129,6.4,49.88,192.398,45.0,Michael Bay,":
Mark Wahlberg, 
Dwayne Johnson, 
Anthony Mackie, 
Tony Shalhoub
",min,M
O Hobbit: A Desolação de Smaug,(2013),"Adventure, Fantasy",161,7.8,258.37,578.444,66.0,Peter Jackson,":
Ian McKellen, 
Martin Freeman, 
Richard Armitage, 
Ken Stott
",min,M
Jogos Vorazes: Em Chamas,(2013),"Action, Adventure, Sci-Fi",146,7.5,424.67,588.478,76.0,Francis Lawrence,":
Jennifer Lawrence, 
Josh Hutcherson, 
Liam Hemsworth, 
Philip Seymour Hoffman
",min,M
Gravidade,(2013),"Drama, Sci-Fi, Thriller",91,7.7,274.09,733.189,96.0,Alfonso Cuarón,":
Sandra Bullock, 
George Clooney, 
Ed Harris, 
Orto Ignatiussen
",min,M
Ninfomaníaca: Volume 1,(2013),Drama,117,6.9,0.79,110.865,64.0,Lars von Trier,":
Charlotte Gainsbourg, 
Stellan Skarsgård, 
Stacy Martin, 
Shia LaBeouf
",min,M
Oblivion,(I) (2013),"Action, Adventure, Sci-Fi",124,7.0,89.02,465.825,54.0,Joseph Kosinski,":
Tom Cruise, 
Morgan Freeman, 
Andrea Riseborough, 
Olga Kurylenko
",min,M
O Último Desafio,(2013),"Action, Thriller",107,6.3,12.05,128.773,54.0,Jee-woon Kim,":
Arnold Schwarzenegger, 
Forest Whitaker, 
Johnny Knoxville, 
Rodrigo Santoro
",min,M
Família do Bagulho,(2013),"Comedy, Crime",110,7.0,150.39,383.151,44.0,Rawson Marshall Thurber,":
Jason Sudeikis, 
Jennifer Aniston, 
Emma Roberts, 
Ed Helms
",min,M
Gente Grande 2,(2013),Comedy,101,5.4,133.67,133.025,19.0,Dennis Dugan,":
Adam Sandler, 
Kevin James, 
Chris Rock, 
David Spade
",min,M
Truque de Mestre,(I) (2013),"Crime, Mystery, Thriller",115,7.3,117.72,568.113,50.0,Louis Leterrier,":
Jesse Eisenberg, 
Common, 
Mark Ruffalo, 
Woody Harrelson
",min,M
Invocação do Mal,(2013),"Horror, Mystery, Thriller",112,7.5,137.40,416.024,68.0,James Wan,":
Patrick Wilson, 
Vera Farmiga, 
Ron Livingston, 
Lili Taylor
",min,M
Como Não Perder Essa Mulher,(2013),"Comedy, Drama, Romance",90,6.5,24.48,221.080,66.0,Joseph Gordon-Levitt,":
Joseph Gordon-Levitt, 
Scarlett Johansson, 
Julianne Moore, 
Tony Danza
",min,M
Thor: O Mundo Sombrio,(2013),"Action, Adventure, Fantasy",112,6.9,206.36,563.521,54.0,Alan Taylor,":
Chris Hemsworth, 
Natalie Portman, 
Tom Hiddleston, 
Stellan Skarsgård
",min,M
Velozes & Furiosos 6,(2013),"Action, Adventure, Thriller",130,7.1,238.68,354.824,61.0,Justin Lin,":
Vin Diesel, 
Paul Walker, 
Dwayne Johnson, 
Michelle Rodriguez
",min,M
Guerra Mundial Z,(2013),"Action, Adventure, Horror",116,7.0,202.36,570.090,63.0,Marc Forster,":
Brad Pitt, 
Mireille Enos, 
Daniella Kertesz, 
James Badge Dale
",min,M
O Grande Herói,(2013),"Action, Biography, Drama",121,7.5,125.10,253.870,60.0,Peter Berg,":
Mark Wahlberg, 
Taylor Kitsch, 
Emile Hirsch, 
Ben Foster
",min,M
Invasão a Casa Branca,(2013),"Action, Thriller",119,6.5,98.93,245.646,41.0,Antoine Fuqua,":
Gerard Butler, 
Aaron Eckhart, 
Morgan Freeman, 
Angela Bassett
",min,M
Rush: No Limite da Emoção,(I) (2013),"Biography, Drama, Sport",123,8.1,26.95,407.075,74.0,Ron Howard,":
Daniel Brühl, 
Chris Hemsworth, 
Olivia Wilde, 
Alexandra Maria Lara
",min,M
Os Estagiários,(2013),Comedy,119,6.3,44.67,183.257,42.0,Shawn Levy,":
Vince Vaughn, 
Owen Wilson, 
Rose Byrne, 
Aasif Mandvi
",min,M
O Homem Duplicado,(2013),"Mystery, Thriller",91,6.9,1.01,151.622,61.0,Denis Villeneuve,":
Jake Gyllenhaal, 
Mélanie Laurent, 
Sarah Gadon, 
Isabella Rossellini
",min,M
Capitão Phillips,(2013),"Biography, Crime, Drama",134,7.8,107.10,398.768,83.0,Paul Greengrass,":
Tom Hanks, 
Barkhad Abdi, 
Barkhad Abdirahman, 
Catherine Keener
",min,M
Riddick 3,(2013),"Action, Adventure, Sci-Fi",119,6.4,42.03,148.364,49.0,David Twohy,":
Vin Diesel, 
Karl Urban, 
Katee Sackhoff, 
Jordi Mollà
",min,M
"Jack, o Caçador de Gigantes",(2013),"Adventure, Fantasy",114,6.2,65.19,126.638,51.0,Bryan Singer,":
Nicholas Hoult, 
Stanley Tucci, 
Ewan McGregor, 
Bill Nighy
",min,M
Além da Escuridão: Star Trek,(2013),"Action, Adventure, Sci-Fi",132,7.7,228.78,452.136,72.0,J.J. Abrams,":
Chris Pine, 
Zachary Quinto, 
Zoe Saldana, 
Benedict Cumberbatch
",min,M
Dezesseis Luas,(2013),"Drama, Fantasy, Romance",124,6.1,19.45,81.446,52.0,Richard LaGravenese,":
Alice Englert, 
Viola Davis, 
Emma Thompson, 
Alden Ehrenreich
",min,M
Ender's Game: O Jogo do Exterminador,(2013),"Action, Adventure, Fantasy",114,6.6,61.74,215.685,51.0,Gavin Hood,":
Harrison Ford, 
Asa Butterfield, 
Hailee Steinfeld, 
Abigail Breslin
",min,M
Círculo de Fogo,(2013),"Action, Adventure, Sci-Fi",131,6.9,101.80,452.129,65.0,Guillermo del Toro,":
Idris Elba, 
Charlie Hunnam, 
Rinko Kikuchi, 
Charlie Day
",min,M
Inside Llewyn Davis: Balada de um Homem Comum,(2013),"Comedy, Drama, Music",104,7.5,13.24,129.257,93.0,Ethan Coen,":
Oscar Isaac, 
Carey Mulligan, 
John Goodman, 
Garrett Hedlund
",min,M
Elysium,(I) (2013),"Action, Drama, Sci-Fi",109,6.6,93.05,405.005,61.0,Neill Blomkamp,":
Matt Damon, 
Jodie Foster, 
Sharlto Copley, 
Alice Braga
",min,M
Para Maiores,(2013),Comedy,94,4.3,8.83,95.671,18.0,Elizabeth Banks,":
Emma Stone, 
Stephen Merchant, 
Richard Gere, 
Liev Schreiber
",min,M
A Morte do Demônio,(2013),"Fantasy, Horror, Thriller",91,6.5,54.24,150.281,57.0,Fede Alvarez,":
Jane Levy, 
Shiloh Fernandez, 
Jessica Lucas, 
Lou Taylor Pucci
",min,M
É o Fim,(2013),Comedy,107,6.6,101.47,369.637,67.0,Evan Goldberg,":
James Franco, 
Jonah Hill, 
Seth Rogen, 
Jay Baruchel
",min,M
Amaldiçoado,(2013),"Crime, Drama, Fantasy",120,6.5,0.16,72.701,46.0,Alexandre Aja,":
Daniel Radcliffe, 
Juno Temple, 
Max Minghella, 
Joe Anderson
",min,M
Rota de Fuga,(2013),"Action, Thriller",115,6.7,25.13,218.039,49.0,Mikael Håfström,":
Sylvester Stallone, 
Arnold Schwarzenegger, 
50 Cent, 
Vincent D'Onofrio
",min,M
Canibais,(2013),"Adventure, Horror",100,5.3,7.19,35.432,38.0,Eli Roth,":
Lorenza Izzo, 
Ariel Levy, 
Aaron Burns, 
Kirby Bliss Blanton
",min,M
O Cavaleiro Solitário,(2013),"Action, Adventure, Comedy",150,6.4,89.30,213.301,37.0,Gore Verbinski,":
Johnny Depp, 
Armie Hammer, 
William Fichtner, 
Tom Wilkinson
",min,M
Os Instrumentos Mortais: Cidade dos Ossos,(2013),"Action, Fantasy, Horror",130,5.9,31.17,124.010,33.0,Harald Zwart,":
Lily Collins, 
Jamie Campbell Bower, 
Robert Sheehan, 
Jemima West
",min,M
Tudo por Justiça,(2013),"Action, Crime, Drama",116,6.8,11.33,101.498,63.0,Scott Cooper,":
Christian Bale, 
Casey Affleck, 
Zoe Saldana, 
Woody Harrelson
",min,M
A Grande Ilusão,(2013),"Drama, Thriller",95,6.0,,8.311,41.0,Francesca Gregorini,":
Kaya Scodelario, 
Jessica Biel, 
Frances O'Connor, 
Aneurin Barnard
",min,
A Vida Secreta de Walter Mitty,(2013),"Comedy, Drama, Fantasy",114,7.3,58.24,281.956,54.0,Ben Stiller,":
Ben Stiller, 
Kristen Wiig, 
Jon Daly, 
Kathryn Hahn
",min,M
O Ataque,(2013),"Action, Drama, Thriller",131,6.4,73.10,197.571,52.0,Roland Emmerich,":
Channing Tatum, 
Jamie Foxx, 
Maggie Gyllenhaal, 
Jason Clarke
",min,M
Walt nos Bastidores de Mary Poppins,(2013),"Biography, Comedy, Drama",125,7.5,83.30,145.087,65.0,John Lee Hancock,":
Emma Thompson, 
Tom Hanks, 
Annie Rose Buckley, 
Colin Farrell
",min,M
Oldboy: Dias de Vingança,(2013),"Action, Drama, Mystery",104,5.7,2.19,65.210,49.0,Spike Lee,":
Josh Brolin, 
Elizabeth Olsen, 
Samuel L. Jackson, 
Sharlto Copley
",min,M
As Bem-Armadas,(I) (2013),"Action, Comedy, Crime",117,6.6,159.58,156.700,60.0,Paul Feig,":
Sandra Bullock, 
Michael McDonald, 
Melissa McCarthy, 
Demián Bichir
",min,M
Minha Nova Vida,(2013),"Romance, Sci-Fi, Thriller",101,6.5,0.06,26.817,57.0,Kevin Macdonald,":
Saoirse Ronan, 
Tom Holland, 
George MacKay, 
Harley Bird
",min,M
