Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
Django Livre,(2012),"Drama, Western",165,8.4,162.81,1.264.559,81.0,Quentin Tarantino,":
Jamie Foxx, 
Christoph Waltz, 
Leonardo DiCaprio, 
Kerry Washington
",min,M
Batman: O Cavaleiro das Trevas Ressurge,(2012),"Action, Adventure, Fantasy",164,8.4,448.14,1.435.563,78.0,Christopher Nolan,":
Christian Bale, 
Tom Hardy, 
Anne Hathaway, 
Gary Oldman
",min,M
007 - Operação Skyfall,(2012),"Action, Adventure, Thriller",143,7.7,304.36,605.770,81.0,Sam Mendes,":
Daniel Craig, 
Javier Bardem, 
Naomie Harris, 
Judi Dench
",min,M
Jogos Vorazes,(2012),"Action, Adventure, Sci-Fi",142,7.2,408.01,811.076,68.0,Gary Ross,":
Jennifer Lawrence, 
Josh Hutcherson, 
Liam Hemsworth, 
Stanley Tucci
",min,M
O Mestre,(2012),Drama,138,7.2,16.38,140.315,86.0,Paul Thomas Anderson,":
Philip Seymour Hoffman, 
Joaquin Phoenix, 
Amy Adams, 
Jesse Plemons
",min,M
Os Miseráveis,(2012),"Drama, History, Musical",158,7.6,148.81,294.098,63.0,Tom Hooper,":
Hugh Jackman, 
Russell Crowe, 
Anne Hathaway, 
Amanda Seyfried
",min,M
The Avengers: Os Vingadores,(2012),"Action, Adventure, Sci-Fi",143,8.0,623.28,1.215.444,69.0,Joss Whedon,":
Robert Downey Jr., 
Chris Evans, 
Scarlett Johansson, 
Jeremy Renner
",min,M
O Hobbit: Uma Jornada Inesperada,(2012),"Adventure, Family, Fantasy",169,7.8,303.00,732.812,58.0,Peter Jackson,":
Martin Freeman, 
Ian McKellen, 
Richard Armitage, 
Andy Serkis
",min,M
Prometheus,(I) (2012),"Adventure, Mystery, Sci-Fi",124,7.0,126.48,549.718,64.0,Ridley Scott,":
Noomi Rapace, 
Logan Marshall-Green, 
Michael Fassbender, 
Charlize Theron
",min,M
Frances Ha,(2012),"Comedy, Drama, Romance",86,7.4,4.06,64.928,82.0,Noah Baumbach,":
Greta Gerwig, 
Mickey Sumner, 
Adam Driver, 
Michael Zegen
",min,M
O Lado Bom da Vida,(2012),"Comedy, Drama, Romance",122,7.7,132.09,634.975,81.0,David O. Russell,":
Bradley Cooper, 
Jennifer Lawrence, 
Robert De Niro, 
Jacki Weaver
",min,M
Os Infratores,(2012),"Crime, Drama",116,7.3,37.40,219.057,58.0,John Hillcoat,":
Tom Hardy, 
Shia LaBeouf, 
Guy Pearce, 
Jason Clarke
",min,M
As Vantagens de Ser Invisível,(2012),"Drama, Romance",103,8.0,17.74,433.770,67.0,Stephen Chbosky,":
Logan Lerman, 
Emma Watson, 
Ezra Miller, 
Paul Rudd
",min,M
O Impossível,(2012),"Drama, History, Thriller",114,7.6,19.02,185.270,73.0,J.A. Bayona,":
Naomi Watts, 
Ewan McGregor, 
Tom Holland, 
Oaklee Pendergast
",min,M
Argo,(2012),"Biography, Drama, Thriller",120,7.7,136.03,548.649,86.0,Ben Affleck,":
Ben Affleck, 
Bryan Cranston, 
John Goodman, 
Alan Arkin
",min,M
A Saga Crepúsculo: Amanhecer - Parte 2,(2012),"Adventure, Drama, Fantasy",115,5.5,292.30,220.322,52.0,Bill Condon,":
Kristen Stewart, 
Robert Pattinson, 
Taylor Lautner, 
Peter Facinelli
",min,M
