Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars,Runtime_unit,Gross_unit
O Poderoso Chefão,(1972),"Crime, Drama",175,9.2,134.97,1.504.545,100.0,Francis Ford Coppola,":
Marlon Brando, 
Al Pacino, 
James Caan, 
Diane Keaton
",min,M
O Destino do Poseidon,(1972),"Action, Adventure, Drama",117,7.1,84.56,38.820,70.0,Ronald Neame,":
Gene Hackman, 
Ernest Borgnine, 
Shelley Winters, 
Red Buttons
",min,M
Cabaret,(1972),"Drama, Musical",124,7.8,42.77,45.400,80.0,Bob Fosse,":
Liza Minnelli, 
Michael York, 
Helmut Griem, 
Joel Grey
",min,M
Amargo Pesadelo,(1972),"Adventure, Drama, Thriller",109,7.7,,93.753,82.0,John Boorman,":
Jon Voight, 
Burt Reynolds, 
Ned Beatty, 
Ronny Cox
",min,
Último Tango em Paris,(1972),"Drama, Romance",129,7.0,36.14,46.654,77.0,Bernardo Bertolucci,":
Marlon Brando, 
Maria Schneider, 
Maria Michi, 
Giovanna Galletti
",min,M
Solaris,(1972),"Drama, Mystery, Sci-Fi",167,8.1,,73.545,90.0,Andrei Tarkovsky,":
Natalya Bondarchuk, 
Donatas Banionis, 
Jüri Järvet, 
Vladislav Dvorzhetskiy
",min,
Os Cowboys,(1972),"Adventure, Drama, Western",134,7.4,16.35,12.410,52.0,Mark Rydell,":
John Wayne, 
Roscoe Lee Browne, 
Bruce Dern, 
Colleen Dewhurst
",min,M
Mais Forte que a Vingança,(1972),"Adventure, Drama, Western",108,7.6,47.74,26.849,75.0,Sydney Pollack,":
Robert Redford, 
Will Geer, 
Delle Bolton, 
Josh Albee
",min,M
Aniversário Macabro,(1972),"Horror, Thriller",84,6.0,3.10,30.717,68.0,Wes Craven,":
Sandra Peabody, 
Lucy Grantham, 
David Hess, 
Fred J. Lincoln
",min,M
Pink Flamingos,(1972),"Comedy, Crime",93,6.1,0.18,20.743,47.0,John Waters,":
Divine, 
David Lochary, 
Mary Vivian Pearce, 
Mink Stole
",min,M
Frenesi,(1972),Thriller,116,7.4,12.60,38.451,91.0,Alfred Hitchcock,":
Jon Finch, 
Barry Foster, 
Barbara Leigh-Hunt, 
Anna Massey
",min,M
O Gato Fritz,(1972),"Animation, Comedy, Drama",78,6.3,25.00,10.480,54.0,Ralph Bakshi,":
Skip Hinnant, 
Rosetta LeNoire, 
John McCurry, 
Judy Engles
",min,M
Avanti! Amantes à Italiana,(1972),"Comedy, Romance",144,7.2,3.30,8.779,,Billy Wilder,":
Jack Lemmon, 
Juliet Mills, 
Clive Revill, 
Edward Andrews
",min,M
Drácula no Mundo da Minissaia,(1972),Horror,96,6.0,,5.110,,Alan Gibson,":
Christopher Lee, 
Peter Cushing, 
Stephanie Beacham, 
Christopher Neame
",min,
Joe Kidd,(1972),Western,88,6.5,,15.646,52.0,John Sturges,":
Clint Eastwood, 
Robert Duvall, 
John Saxon, 
Don Stroud
",min,
"Aguirre, a Cólera dos Deuses",(1972),"Action, Adventure, Biography",95,8.0,,48.596,,Werner Herzog,":
Klaus Kinski, 
Ruy Guerra, 
Helena Rojo, 
Del Negro
",min,
O Voo do Dragão,(1972),"Action, Adventure, Crime",99,7.3,,29.740,58.0,Bruce Lee,":
Bruce Lee, 
Chuck Norris, 
Nora Miao, 
Ping Ou Wei
",min,
A Fúria do Dragão,(1972),"Action, Drama, Romance",106,7.4,,24.050,68.0,Wei Lo,":
Bruce Lee, 
Nora Miao, 
James Tien, 
Maria Yi
",min,
Os Implacáveis,(1972),"Action, Crime, Thriller",123,7.4,36.73,26.052,55.0,Sam Peckinpah,":
Steve McQueen, 
Ali MacGraw, 
Ben Johnson, 
Sally Struthers
",min,M
Gritos e Sussurros,(1972),Drama,91,8.1,,27.142,,Ingmar Bergman,":
Harriet Andersson, 
Liv Ullmann, 
Kari Sylwan, 
Ingrid Thulin
",min,
Assassino a Preço Fixo,(1972),"Action, Crime, Thriller",100,6.9,,11.686,51.0,Michael Winner,":
Charles Bronson, 
Jan-Michael Vincent, 
Keenan Wynn, 
Jill Ireland
",min,
Jogo Mortal,(1972),"Mystery, Thriller",138,8.0,,42.863,,Joseph L. Mankiewicz,":
Laurence Olivier, 
Michael Caine, 
Alec Cawthorne, 
John Matthews
",min,
Corrida Silenciosa,(1972),"Drama, Sci-Fi",89,6.7,,25.318,,Douglas Trumbull,":
Bruce Dern, 
Cliff Potts, 
Ron Rifkin, 
Jesse Vint
",min,
Up the Chastity Belt,(1972),Comedy,94,5.2,,381,,Bob Kellett,":
Frankie Howerd, 
David Kernan, 
Nora Swinburne, 
Godfrey Winn
",min,
Matadouro Cinco,(1972),"Comedy, Drama, Sci-Fi",104,6.9,,11.593,66.0,George Roy Hill,":
Michael Sacks, 
Ron Leibman, 
Eugene Roche, 
Sharon Gans
",min,
Roma de Fellini,(1972),"Comedy, Drama",120,7.4,,10.786,,Federico Fellini,":
Britta Barnes, 
Peter Gonzales Falcon, 
Fiona Florence, 
Pia De Doses
",min,
Essa Pequena é uma Parada,(1972),Comedy,94,7.7,,18.040,,Peter Bogdanovich,":
Barbra Streisand, 
Ryan O'Neal, 
Madeline Kahn, 
Kenneth Mars
",min,
O Discreto Charme da Burguesia,(1972),Comedy,102,7.9,0.20,35.001,93.0,Luis Buñuel,":
Fernando Rey, 
Delphine Seyrig, 
Paul Frankeur, 
Bulle Ogier
",min,M
Sexy e Marginal,(1972),"Crime, Drama, Romance",88,6.0,,7.944,61.0,Martin Scorsese,":
Barbara Hershey, 
David Carradine, 
Barry Primus, 
Bernie Casey
",min,
Expresso do Horror,(1972),"Horror, Sci-Fi",84,6.5,,8.356,68.0,Eugenio Martín,":
Christopher Lee, 
Peter Cushing, 
Alberto de Mendoza, 
Silvia Tortosa
",min,
A Gangue dos Dobermans,(1972),"Action, Comedy, Crime",87,6.0,,851,,Byron Chudnow,":
Byron Mabe, 
Hal Reed, 
Julie Parrish, 
Simmy Bow
",min,
Irmãs Diabólicas,(1972),"Horror, Mystery, Thriller",93,6.9,,14.028,,Brian De Palma,":
Margot Kidder, 
Jennifer Salt, 
Charles Durning, 
William Finley
",min,
Os Contos de Canterbury,(1972),"Comedy, Drama, History",111,6.5,,6.051,,Pier Paolo Pasolini,":
Hugh Griffith, 
Laura Betti, 
Ninetto Davoli, 
Franco Citti
",min,
A Marca da Brutalidade,(1972),"Action, Crime, Drama",88,6.8,,4.233,,Michael Ritchie,":
Lee Marvin, 
Gene Hackman, 
Sissy Spacek, 
Angel Tompkins
",min,
"Tudo o que Você Sempre quis Saber Sobre Sexo, mas Tinha Medo de Perguntar",(1972),Comedy,88,6.8,,36.623,66.0,Woody Allen,":
Woody Allen, 
Gene Wilder, 
Louise Lasser, 
John Carradine
",min,
Corações em Alta,(1972),"Comedy, Drama, Romance",106,6.9,12.21,3.660,,Elaine May,":
Charles Grodin, 
Cybill Shepherd, 
Jeannie Berlin, 
Audra Lindley
",min,M
Carry on Abroad,(1972),Comedy,88,6.5,,3.096,,Gerald Thomas,":
Sidney James, 
Kenneth Williams, 
Charles Hawtrey, 
Joan Sims
",min,
Que?,(1972),Comedy,114,5.7,0.00,3.295,,Roman Polanski,":
Marcello Mastroianni, 
Sydne Rome, 
Hugh Griffith, 
Romolo Valli
",min,M
Schulmädchen-Report 4. Teil - Was Eltern oft verzweifeln lässt,(1972),"Comedy, Drama, Romance",88,4.4,,292,,Ernst Hofbauer,":
Eleonore Leipert, 
Puppa Armbruster, 
Marina Blümel, 
Ulrike Butz
",min,
A Invasão das Rãs,(1972),"Horror, Mystery, Romance",91,4.4,,5.537,51.0,George McCowan,":
Ray Milland, 
Sam Elliott, 
Joan Van Ark, 
Adam Roarke
",min,
The Big Bird Cage,(1972),"Action, Crime, Drama",88,6.0,,2.045,,Jack Hill,":
Pam Grier, 
Anitra Ford, 
Candice Roman, 
Teda Bracci
",min,
Catástrofe nas Selvas,(1972),"Adventure, Family",105,6.0,,1.390,,Ken Annakin,":
Charlton Heston, 
Michèle Mercier, 
Raimund Harmstorf, 
George Eastman
",min,
Sweet Sugar,(1972),"Action, Drama",90,5.3,,483,,Michel Levesque,":
Phyllis Davis, 
Ellaraino, 
Timothy Brown, 
Pamela Collins
",min,
1776,(1972),"Drama, Family, History",141,7.6,6.10,7.303,,Peter H. Hunt,":
William Daniels, 
Howard Da Silva, 
Ken Howard, 
Donald Madden
",min,M
A Máfia Nunca Perdoa,(1972),"Action, Crime, Drama",102,7.0,,4.480,,Barry Shear,":
Anthony Quinn, 
Yaphet Kotto, 
Anthony Franciosa, 
Robinson Frank Adu
",min,
É Proibido Procriar,(1972),"Sci-Fi, Thriller",97,5.7,,1.171,,Michael Campus,":
Oliver Reed, 
Geraldine Chaplin, 
Don Gordon, 
Diane Cilento
",min,
Imagens,(1972),"Drama, Horror, Mystery",104,7.1,,4.650,,Robert Altman,":
Susannah York, 
Rene Auberjonois, 
Marcel Bozzuffi, 
Hugh Millais
",min,
O Segredo do Bosque dos Sonhos,(1972),"Horror, Mystery, Thriller",105,7.1,,7.321,,Lucio Fulci,":
Florinda Bolkan, 
Barbara Bouchet, 
Tomas Milian, 
Irene Papas
",min,
