Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Adoráveis Mulheres,(1994),"
Drama, Family, Romance            ",115 min,7.3,$50.08M,"47,030",87        ,Gillian Armstrong,":
Susan Sarandon, 
Winona Ryder, 
Kirsten Dunst, 
Claire Danes
"
Um Sonho de Liberdade,(1994),"
Drama            ",142 min,9.3,$28.34M,"2,183,941",80        ,Frank Darabont,":
Tim Robbins, 
Morgan Freeman, 
Bob Gunton, 
William Sadler
"
Pulp Fiction: Tempo de Violência,(1994),"
Crime, Drama            ",154 min,8.9,$107.93M,"1,715,604",94        ,Quentin Tarantino,":
John Travolta, 
Uma Thurman, 
Samuel L. Jackson, 
Bruce Willis
"
Forrest Gump: O Contador de Histórias,(1994),"
Drama, Romance            ",142 min,8.8,$330.25M,"1,683,837",82        ,Robert Zemeckis,":
Tom Hanks, 
Robin Wright, 
Gary Sinise, 
Sally Field
"
O Rei Leão,(1994),"
Animation, Adventure, Drama            ",88 min,8.5,$422.78M,"882,763",88        ,Roger Allers,":
Matthew Broderick, 
Jeremy Irons, 
James Earl Jones, 
Whoopi Goldberg
"
O Profissional,(1994),"
Action, Crime, Drama            ",110 min,8.5,$19.50M,"967,293",64        ,Luc Besson,":
Jean Reno, 
Gary Oldman, 
Natalie Portman, 
Danny Aiello
"
Wyatt Earp,(1994),"
Adventure, Biography, Crime            ",191 min,6.7,$25.05M,"43,107",47        ,Lawrence Kasdan,":
Kevin Costner, 
Dennis Quaid, 
Gene Hackman, 
David Andrews
"
Tammy and the T-Rex,(1994),"
Comedy, Sci-Fi            ",82 min,4.3,,"1,742",,Stewart Raffill,":
Denise Richards, 
Theo Forsett, 
Paul Walker, 
Ellen Dubin
"
Entrevista com o Vampiro,(1994),"
Drama, Horror            ",123 min,7.6,$105.26M,"281,840",59        ,Neil Jordan,":
Brad Pitt, 
Tom Cruise, 
Antonio Banderas, 
Kirsten Dunst
"
True Lies,(1994),"
Action, Comedy, Thriller            ",141 min,7.2,$146.28M,"226,423",63        ,James Cameron,":
Arnold Schwarzenegger, 
Jamie Lee Curtis, 
Tom Arnold, 
Bill Paxton
"
O Máskara,(1994),"
Comedy, Crime, Fantasy            ",101 min,6.9,$119.94M,"324,824",56        ,Chuck Russell,":
Jim Carrey, 
Cameron Diaz, 
Peter Riegert, 
Peter Greene
"
Velocidade Máxima,(1994),"
Action, Adventure, Thriller            ",116 min,7.2,$121.25M,"312,542",78        ,Jan de Bont,":
Keanu Reeves, 
Dennis Hopper, 
Sandra Bullock, 
Joe Morton
"
Ace Ventura: Um Detetive Diferente,(1994),"
Comedy            ",86 min,6.9,$72.22M,"263,026",37        ,Tom Shadyac,":
Jim Carrey, 
Courteney Cox, 
Sean Young, 
Tone Loc
"
O Corvo,(1994),"
Action, Drama, Fantasy            ",102 min,7.6,$50.69M,"159,408",71        ,Alex Proyas,":
Brandon Lee, 
Michael Wincott, 
Rochelle Davis, 
Ernie Hudson
"
Assassinos por Natureza,(1994),"
Action, Crime, Drama            ",118 min,7.3,$50.28M,"205,990",74        ,Oliver Stone,":
Woody Harrelson, 
Juliette Lewis, 
Tom Sizemore, 
Rodney Dangerfield
"
Lendas da Paixão,(1994),"
Drama, Romance, War            ",133 min,7.6,$66.64M,"138,503",45        ,Edward Zwick,":
Brad Pitt, 
Anthony Hopkins, 
Aidan Quinn, 
Julia Ormond
"
Os Flintstones: O Filme,(1994),"
Comedy, Family, Fantasy            ",91 min,4.9,$130.51M,"72,305",38        ,Brian Levant,":
John Goodman, 
Rick Moranis, 
Rosie O'Donnell, 
Halle Berry
"
"Stargate, a Chave para o Futuro da Humanidade",(1994),"
Action, Adventure, Sci-Fi            ",116 min,7.1,$71.57M,"168,788",42        ,Roland Emmerich,":
Kurt Russell, 
James Spader, 
Jaye Davidson, 
Viveca Lindfors
"
Debi & Lóide: Dois Idiotas em Apuros,(1994),"
Comedy            ",107 min,7.3,$127.18M,"337,823",41        ,Peter Farrelly,":
Jim Carrey, 
Jeff Daniels, 
Lauren Holly, 
Mike Starr
"
Nós Somos os Campeões 2,(1994),"
Comedy, Drama, Family            ",106 min,6.1,$45.61M,"34,242",,Sam Weisman,":
Emilio Estevez, 
Kathryn Erbe, 
Michael Tucker, 
Jan Rubes
"
Quatro Casamentos e um Funeral,(1994),"
Comedy, Drama, Romance            ",117 min,7.0,$52.70M,"131,245",81        ,Mike Newell,":
Hugh Grant, 
Andie MacDowell, 
James Fleet, 
Simon Callow
"
Os Batutinhas,(1994),"
Comedy, Family, Romance            ",82 min,6.3,$51.76M,"40,801",45        ,Penelope Spheeris,":
Travis Tedford, 
Bug Hall, 
Brittany Ashton Holmes, 
Kevin Jamal Woods
"
O Balconista,(1994),"
Comedy            ",92 min,7.7,$3.15M,"205,518",70        ,Kevin Smith,":
Brian O'Halloran, 
Jeff Anderson, 
Marilyn Ghigliotti, 
Lisa Spoonauer
"
"Priscilla, a Rainha do Deserto",(1994),"
Comedy, Music            ",104 min,7.4,$11.22M,"44,312",70        ,Stephan Elliott,":
Hugo Weaving, 
Guy Pearce, 
Terence Stamp, 
Rebel Penfold-Russell
"
Street Fighter: A Última Batalha,(1994),"
Action, Adventure, Comedy            ",102 min,3.9,$33.42M,"63,040",,Steven E. de Souza,":
Jean-Claude Van Damme, 
Raul Julia, 
Ming-Na Wen, 
Damian Chapa
"
Os Cabeça-de-Vento,(1994),"
Comedy, Crime, Music            ",92 min,6.1,$5.37M,"44,263",46        ,Michael Lehmann,":
Brendan Fraser, 
Steve Buscemi, 
Adam Sandler, 
Chris Farley
"
