Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Tron: O Legado,(2010),"
Action, Adventure, Sci-Fi            ",125 min,6.8,$172.06M,"302,711",49        ,Joseph Kosinski,":
Jeff Bridges, 
Garrett Hedlund, 
Olivia Wilde, 
Bruce Boxleitner
"
O Discurso do Rei,(2010),"
Biography, Drama, History            ",118 min,8.0,$138.80M,"610,617",88        ,Tom Hooper,":
Colin Firth, 
Geoffrey Rush, 
Helena Bonham Carter, 
Derek Jacobi
"
Toy Story 3,(2010),"
Animation, Adventure, Comedy            ",103 min,8.3,$415.00M,"715,327",92        ,Lee Unkrich,":
Tom Hanks, 
Tim Allen, 
Joan Cusack, 
Ned Beatty
"
Lembranças,(I) (2010),"
Drama, Romance            ",113 min,7.1,$19.07M,"132,053",40        ,Allen Coulter,":
Robert Pattinson, 
Emilie de Ravin, 
Caitlyn Rund, 
Moisés Acevedo
"
Bravura Indômita,(2010),"
Drama, Western            ",110 min,7.6,$171.24M,"293,321",80        ,Ethan Coen,":
Jeff Bridges, 
Matt Damon, 
Hailee Steinfeld, 
Josh Brolin
"
Kick-Ass: Quebrando Tudo,(2010),"
Action, Adventure, Comedy            ",117 min,7.6,$48.07M,"508,606",66        ,Matthew Vaughn,":
Aaron Taylor-Johnson, 
Nicolas Cage, 
Chloë Grace Moretz, 
Garrett M. Brown
"
Alice no País das Maravilhas,(I) (2010),"
Adventure, Family, Fantasy            ",108 min,6.4,$334.19M,"367,755",53        ,Tim Burton,":
Mia Wasikowska, 
Johnny Depp, 
Helena Bonham Carter, 
Anne Hathaway
"
Namorados para Sempre,(2010),"
Drama, Romance            ",112 min,7.4,$9.74M,"175,143",81        ,Derek Cianfrance,":
Ryan Gosling, 
Michelle Williams, 
John Doman, 
Faith Wladyka
"
O Vencedor,(I) (2010),"
Biography, Drama, Sport            ",116 min,7.8,$93.62M,"324,302",79        ,David O. Russell,":
Mark Wahlberg, 
Christian Bale, 
Amy Adams, 
Melissa Leo
"
Incêndios,(2010),"
Drama, Mystery, War            ",131 min,8.3,$6.86M,"131,722",80        ,Denis Villeneuve,":
Lubna Azabal, 
Mélissa Désormeaux-Poulin, 
Maxim Gaudette, 
Mustafa Kamel
"
Esquadrão Classe A,(2010),"
Action, Adventure, Thriller            ",117 min,6.7,$77.22M,"239,425",47        ,Joe Carnahan,":
Liam Neeson, 
Bradley Cooper, 
Sharlto Copley, 
Jessica Biel
"
Os Outros Caras,(2010),"
Action, Comedy, Crime            ",107 min,6.6,$119.22M,"228,518",64        ,Adam McKay,":
Will Ferrell, 
Mark Wahlberg, 
Derek Jeter, 
Eva Mendes
"
Percy Jackson e o Ladrão de Raios,(2010),"
Adventure, Family, Fantasy            ",118 min,5.9,$88.76M,"169,271",47        ,Chris Columbus,":
Logan Lerman, 
Kevin McKidd, 
Steve Coogan, 
Brandon T. Jackson
"
Como Treinar o Seu Dragão,(2010),"
Animation, Action, Adventure            ",98 min,8.1,$217.58M,"631,493",75        ,Dean DeBlois,":
Jay Baruchel, 
Gerard Butler, 
Christopher Mintz-Plasse, 
Craig Ferguson
"
Tucker e Dale Contra o Mal,(2010),"
Comedy, Horror            ",89 min,7.5,$0.22M,"158,121",65        ,Eli Craig,":
Tyler Labine, 
Alan Tudyk, 
Katrina Bowden, 
Jesse Moss
"
Ela é Demais Pra Mim,(2010),"
Comedy, Romance            ",104 min,6.4,$31.58M,"120,099",46        ,Jim Field Smith,":
Jay Baruchel, 
Alice Eve, 
T.J. Miller, 
Mike Vogel
"
O Último Mestre do Ar,(2010),"
Action, Adventure, Family            ",103 min,4.1,$131.56M,"141,073",20        ,M. Night Shyamalan,":
Noah Ringer, 
Nicola Peltz, 
Jackson Rathbone, 
Dev Patel
"
Amor e Outras Drogas,(2010),"
Comedy, Drama, Romance            ",112 min,6.7,$32.37M,"172,104",55        ,Edward Zwick,":
Jake Gyllenhaal, 
Anne Hathaway, 
Judy Greer, 
Oliver Platt
"
Sobrenatural,(I) (2010),"
Horror, Mystery, Thriller            ",103 min,6.8,$54.01M,"263,425",52        ,James Wan,":
Patrick Wilson, 
Rose Byrne, 
Ty Simpkins, 
Lin Shaye
"
O Retorno de Tamara,(2010),"
Comedy, Drama, Romance            ",107 min,6.2,$0.56M,"19,841",64        ,Stephen Frears,":
Gemma Arterton, 
Luke Evans, 
Dominic Cooper, 
Roger Allam
"
Rápida Vingança,(2010),"
Action, Crime, Drama            ",98 min,6.4,$23.24M,"95,880",44        ,George Tillman Jr.,":
Dwayne Johnson, 
Billy Bob Thornton, 
Maggie Grace, 
Mauricio Lopez
"
Boy,(I) (2010),"
Comedy, Drama            ",87 min,7.5,$0.26M,"18,215",70        ,Taika Waititi,":
James Rolleston, 
Te Aho Eketone-Whitu, 
Taika Waititi, 
Moerangi Tihore
"
Salt,(2010),"
Action, Mystery, Thriller            ",100 min,6.4,$118.31M,"283,364",65        ,Phillip Noyce,":
Angelina Jolie, 
Liev Schreiber, 
Chiwetel Ejiofor, 
Daniel Olbrychski
"
RED: Aposentados e Perigosos,(2010),"
Action, Comedy, Crime            ",111 min,7.0,$90.38M,"277,340",60        ,Robert Schwentke,":
Bruce Willis, 
Helen Mirren, 
Morgan Freeman, 
Mary-Louise Parker
"
Um Homem Misterioso,(2010),"
Crime, Drama, Thriller            ",105 min,6.3,$35.61M,"88,488",61        ,Anton Corbijn,":
George Clooney, 
Paolo Bonacelli, 
Violante Placido, 
Irina Björklund
"
Eu Vi o Diabo,(2010),"
Action, Crime, Drama            ",144 min,7.8,$0.13M,"99,031",67        ,Jee-woon Kim,":
Byung-Hun Lee, 
Min-sik Choi, 
In-seo Kim, 
Joon-Hyuk Lee
"
O Livro de Eli,(2010),"
Action, Adventure, Drama            ",118 min,6.9,$94.84M,"279,999",53        ,Albert Hughes,":
Denzel Washington, 
Mila Kunis, 
Ray Stevenson, 
Gary Oldman
"
Piranha 3D,(2010),"
Comedy, Horror            ",88 min,5.4,$25.00M,"83,240",53        ,Alexandre Aja,":
Elisabeth Shue, 
Jerry O'Connell, 
Richard Dreyfuss, 
Ving Rhames
"
Doce Vingança,(2010),"
Horror, Thriller            ",108 min,6.3,$0.09M,"71,714",27        ,Steven R. Monroe,":
Sarah Butler, 
Jeff Branson, 
Andrew Howard, 
Daniel Franzese
"
Eu Ainda Estou Aqui,(I) (2010),"
Comedy, Drama, Music            ",108 min,6.2,$0.41M,"19,693",48        ,Casey Affleck,":
Joaquin Phoenix, 
Antony Langdon, 
Carey Perloff, 
Larry McHale
"
Os Mercenários,(2010),"
Action, Adventure, Thriller            ",103 min,6.5,$103.07M,"314,517",45        ,Sylvester Stallone,":
Sylvester Stallone, 
Jason Statham, 
Jet Li, 
Dolph Lundgren
"
Meu Malvado Favorito,(2010),"
Animation, Comedy, Family            ",95 min,7.6,$251.51M,"478,172",72        ,Pierre Coffin,":
Steve Carell, 
Jason Segel, 
Russell Brand, 
Julie Andrews
"
Resident Evil 4: Recomeço,(2010),"
Action, Adventure, Horror            ",96 min,5.8,$60.13M,"156,424",37        ,Paul W.S. Anderson,":
Milla Jovovich, 
Ali Larter, 
Wentworth Miller, 
Kim Coates
"
127 Horas,(2010),"
Biography, Drama            ",94 min,7.6,$18.34M,"332,890",82        ,Danny Boyle,":
James Franco, 
Amber Tamblyn, 
Kate Mara, 
Sean Bott
"
Príncipe da Pérsia: As Areias do Tempo,(2010),"
Action, Fantasy            ",116 min,6.6,$90.76M,"261,492",50        ,Mike Newell,":
Jake Gyllenhaal, 
Gemma Arterton, 
Ben Kingsley, 
Alfred Molina
"
Caminho da Liberdade,(I) (2010),"
Adventure, Drama, History            ",133 min,7.3,$2.70M,"104,494",66        ,Peter Weir,":
Jim Sturgess, 
Ed Harris, 
Colin Farrell, 
Dragos Bucur
"
Casa Comigo?,(2010),"
Comedy, Romance            ",100 min,6.5,$25.92M,"89,066",33        ,Anand Tucker,":
Amy Adams, 
Matthew Goode, 
Adam Scott, 
John Lithgow
"
"Comer, Rezar, Amar",(2010),"
Drama, Romance            ",133 min,5.8,$80.57M,"81,670",50        ,Ryan Murphy,":
Julia Roberts, 
Javier Bardem, 
Richard Jenkins, 
Viola Davis
"
A Saga Crepúsculo: Eclipse,(2010),"
Action, Drama, Fantasy            ",124 min,5.0,$300.53M,"217,071",58        ,David Slade,":
Kristen Stewart, 
Robert Pattinson, 
Taylor Lautner, 
Xavier Samuel
"
Um Parto de Viagem,(2010),"
Comedy, Drama            ",95 min,6.5,$100.54M,"311,188",51        ,Todd Phillips,":
Robert Downey Jr., 
Zach Galifianakis, 
Michelle Monaghan, 
Jamie Foxx
"
Legião,(2010),"
Action, Adventure, Fantasy            ",100 min,5.2,$40.17M,"95,254",32        ,Scott Stewart,":
Paul Bettany, 
Dennis Quaid, 
Charles S. Dutton, 
Lucas Black
"
Robin Hood,(2010),"
Action, Drama, History            ",140 min,6.6,$105.27M,"244,704",53        ,Ridley Scott,":
Russell Crowe, 
Cate Blanchett, 
Matthew Macfadyen, 
Max von Sydow
"
Um Quarto em Roma,(2010),"
Drama, Romance            ",107 min,6.1,,"21,103",,Julio Medem,":
Elena Anaya, 
Natasha Yarovenko, 
Enrico Lo Verso, 
Najwa Nimri
"
O Solteirão,(2010),"
Comedy, Drama, Romance            ",107 min,6.1,$4.22M,"34,575",76        ,Noah Baumbach,":
Ben Stiller, 
Greta Gerwig, 
Jennifer Jason Leigh, 
Rhys Ifans
"
Karatê Kid,(2010),"
Action, Drama, Family            ",140 min,6.2,$176.59M,"151,470",61        ,Harald Zwart,":
Jackie Chan, 
Jaden Smith, 
Taraji P. Henson, 
Wenwen Han
"
Diário de um Banana,(2010),"
Comedy, Drama, Family            ",94 min,6.2,$64.00M,"39,979",56        ,Thor Freudenthal,":
Zachary Gordon, 
Robert Capron, 
Rachael Harris, 
Steve Zahn
"
Juntos Pelo Acaso,(2010),"
Comedy, Drama, Romance            ",114 min,6.5,$53.37M,"116,139",39        ,Greg Berlanti,":
Katherine Heigl, 
Josh Duhamel, 
Josh Lucas, 
Alexis Clagett
"
Deixe-me Entrar,(I) (2010),"
Drama, Fantasy, Horror            ",116 min,7.1,$12.13M,"109,446",79        ,Matt Reeves,":
Kodi Smit-McPhee, 
Chloë Grace Moretz, 
Richard Jenkins, 
Cara Buono
"
As Crônicas de Nárnia: A Viagem do Peregrino da Alvorada,(2010),"
Adventure, Family, Fantasy            ",113 min,6.3,$104.39M,"134,152",53        ,Michael Apted,":
Ben Barnes, 
Skandar Keynes, 
Georgie Henley, 
Will Poulter
"
Ladrões,(2010),"
Action, Crime, Thriller            ",107 min,6.2,$57.74M,"55,062",45        ,John Luessenhop,":
Chris Brown, 
Hayden Christensen, 
Matt Dillon, 
Michael Ealy
"
O Fim da Escuridão,(2010),"
Crime, Drama, Mystery            ",117 min,6.6,$43.31M,"86,511",55        ,Martin Campbell,":
Mel Gibson, 
Ray Winstone, 
Danny Huston, 
Bojana Novakovic
"
A Ressaca,(2010),"
Comedy, Sci-Fi            ",101 min,6.4,$50.29M,"156,920",63        ,Steve Pink,":
John Cusack, 
Rob Corddry, 
Craig Robinson, 
Clark Duke
"
Reino Animal,(2010),"
Crime, Drama            ",113 min,7.3,$1.04M,"52,680",83        ,David Michôd,":
James Frecheville, 
Guy Pearce, 
Joel Edgerton, 
Bryce Lindemann
"
O Pior Trabalho do Mundo,(2010),"
Comedy, Music            ",109 min,6.4,$60.97M,"164,012",65        ,Nicholas Stoller,":
Jonah Hill, 
Russell Brand, 
Elisabeth Moss, 
Rose Byrne
"
Shrek para Sempre,(2010),"
Animation, Adventure, Comedy            ",93 min,6.3,$238.37M,"174,019",58        ,Mike Mitchell,":
Mike Myers, 
Cameron Diaz, 
Eddie Murphy, 
Antonio Banderas
"
Não me Abandone Jamais,(2010),"
Drama, Romance, Sci-Fi            ",103 min,7.1,$2.43M,"132,608",69        ,Mark Romanek,":
Keira Knightley, 
Carey Mulligan, 
Andrew Garfield, 
Izzy Meikle-Small
"
Os Perdedores,(I) (2010),"
Action, Adventure, Crime            ",97 min,6.3,$23.58M,"87,360",44        ,Sylvain White,":
Idris Elba, 
Zoe Saldana, 
Jeffrey Dean Morgan, 
Chris Evans
"
Caçador de Recompensas,(I) (2010),"
Action, Comedy, Romance            ",110 min,5.6,$67.06M,"116,200",22        ,Andy Tennant,":
Jennifer Aniston, 
Gerard Butler, 
Gio Perez, 
Joel Marsh Garland
"
Caçada Implacável,(2010),"
Action, Thriller            ",98 min,5.2,,"6,070",,Keoni Waxman,":
Eric Roberts, 
Steve Austin, 
Gary Daniels, 
Marie Avgeropoulos
"
Machete,(2010),"
Action, Crime, Thriller            ",105 min,6.6,$26.59M,"185,465",60        ,Ethan Maniquis,":
Danny Trejo, 
Michelle Rodriguez, 
Robert De Niro, 
Jessica Alba
"
Enterrado Vivo,(2010),"
Drama, Mystery, Thriller            ",95 min,7.0,$1.03M,"143,145",65        ,Rodrigo Cortés,":
Ryan Reynolds, 
José Luis García Pérez, 
Robert Paterson, 
Stephen Tobolowsky
"
A Lenda dos Guardiões,(2010),"
Animation, Action, Adventure            ",97 min,6.9,$55.68M,"75,284",53        ,Zack Snyder,":
Jim Sturgess, 
Hugo Weaving, 
David Wenham, 
Emily Barclay
"
Sex and the City 2,(2010),"
Comedy, Drama, Romance            ",146 min,4.5,$95.35M,"71,044",27        ,Michael Patrick King,":
Sarah Jessica Parker, 
Kim Cattrall, 
Kristin Davis, 
Cynthia Nixon
"
Inverno da Alma,(2010),"
Drama, Mystery            ",100 min,7.2,$6.53M,"130,552",90        ,Debra Granik,":
Jennifer Lawrence, 
John Hawkes, 
Garret Dillahunt, 
Isaiah Stone
"
Morte no Funeral,(2010),"
Comedy            ",92 min,5.7,$42.74M,"44,118",51        ,Neil LaBute,":
Chris Rock, 
Martin Lawrence, 
Keith David, 
Loretta Devine
"
O Grande Mestre 2,(2010),"
Action, Biography, Drama            ",108 min,7.5,$0.21M,"90,223",67        ,Wilson Yip,":
Donnie Yen, 
Xiaoming Huang, 
Sammo Kam-Bo Hung, 
Lynn Xiong
"
Predadores,(2010),"
Action, Adventure, Sci-Fi            ",107 min,6.4,$52.00M,"204,503",51        ,Nimród Antal,":
Adrien Brody, 
Laurence Fishburne, 
Topher Grace, 
Alice Braga
"
Pânico na Neve,(I) (2010),"
Drama, Thriller            ",93 min,6.1,$0.24M,"64,183",43        ,Adam Green,":
Shawn Ashmore, 
Emma Bell, 
Kevin Zegers, 
Ed Ackerman
"
O Aprendiz de Feiticeiro,(2010),"
Action, Adventure, Family            ",109 min,6.1,$63.15M,"147,216",46        ,Jon Turteltaub,":
Nicolas Cage, 
Jay Baruchel, 
Alfred Molina, 
Teresa Palmer
"
Ameaça Terrorista,(2010),"
Crime, Drama, Thriller            ",97 min,7.1,,"81,507",,Gregor Jordan,":
Samuel L. Jackson, 
Carrie-Anne Moss, 
Michael Sheen, 
Stephen Root
"
Encontro Explosivo,(2010),"
Action, Adventure, Comedy            ",109 min,6.3,$76.42M,"173,298",46        ,James Mangold,":
Tom Cruise, 
Cameron Diaz, 
Peter Sarsgaard, 
Jordi Mollà
"
Megamente,(2010),"
Animation, Action, Comedy            ",95 min,7.2,$148.42M,"215,156",63        ,Tom McGrath,":
Will Ferrell, 
Jonah Hill, 
Brad Pitt, 
Tina Fey
"
A Hora do Pesadelo,(2010),"
Crime, Drama, Horror            ",95 min,5.2,$63.08M,"87,942",35        ,Samuel Bayer,":
Jackie Earle Haley, 
Rooney Mara, 
Kyle Gallner, 
Katie Cassidy
"
"Se Enlouquecer, Não se Apaixone",(2010),"
Comedy, Drama, Romance            ",101 min,7.1,$6.35M,"129,135",63        ,Anna Boden,":
Keir Gilchrist, 
Zach Galifianakis, 
Emma Roberts, 
Dana DeVestern
"
The Runaways: Garotas do Rock,(2010),"
Biography, Drama, Music            ",106 min,6.5,$3.57M,"44,574",65        ,Floria Sigismondi,":
Kristen Stewart, 
Dakota Fanning, 
Michael Shannon, 
Stella Maeve
"
Super,(I) (2010),"
Action, Comedy, Drama            ",96 min,6.7,$0.32M,"72,174",50        ,James Gunn,":
Rainn Wilson, 
Ellen Page, 
Liv Tyler, 
Kevin Bacon
"
O Primeiro Amor,(I) (2010),"
Comedy, Drama, Romance            ",90 min,7.7,$1.75M,"77,035",45        ,Rob Reiner,":
Madeline Carroll, 
Callan McAuliffe, 
Rebecca De Mornay, 
Anthony Edwards
"
Corram que o Agente Voltou,(2010),"
Action, Comedy, Romance            ",90 min,5.5,$8.46M,"40,883",43        ,Jorma Taccone,":
Will Forte, 
Kristen Wiig, 
Val Kilmer, 
Ryan Phillippe
"
Nanny McPhee e as Lições Mágicas,(2010),"
Comedy, Family, Fantasy            ",109 min,6.1,$29.20M,"26,244",52        ,Susanna White,":
Emma Thompson, 
Maggie Gyllenhaal, 
Ralph Fiennes, 
Oscar Steer
"
O Escritor Fantasma,(2010),"
Drama, Mystery, Thriller            ",128 min,7.2,$15.54M,"151,146",77        ,Roman Polanski,":
Ewan McGregor, 
Pierce Brosnan, 
Olivia Williams, 
Jon Bernthal
"
Você de Novo,(2010),"
Comedy, Romance            ",105 min,5.8,$25.70M,"47,679",28        ,Andy Fickman,":
Kristen Bell, 
Odette Annable, 
Sigourney Weaver, 
Jamie Lee Curtis
"
Como Você Sabe,(2010),"
Comedy, Drama, Romance            ",121 min,5.4,$30.21M,"42,436",46        ,James L. Brooks,":
Reese Witherspoon, 
Paul Rudd, 
Owen Wilson, 
Jack Nicholson
"
Par Perfeito,(2010),"
Action, Comedy, Romance            ",100 min,5.4,$47.06M,"84,020",21        ,Robert Luketic,":
Katherine Heigl, 
Ashton Kutcher, 
Tom Selleck, 
Catherine O'Hara
"
Entre Segredos e Mentiras,(2010),"
Crime, Drama, Mystery            ",101 min,6.3,$0.58M,"50,774",57        ,Andrew Jarecki,":
Ryan Gosling, 
Kirsten Dunst, 
Frank Langella, 
Lily Rabe
"
Jogos Mortais: O Final,(2010),"
Adventure, Horror, Mystery            ",90 min,5.6,$45.71M,"85,986",24        ,Kevin Greutert,":
Tobin Bell, 
Costas Mandylor, 
Betsy Russell, 
Cary Elwes
"
Uma Manhã Gloriosa,(2010),"
Comedy, Drama, Romance            ",107 min,6.5,$31.01M,"69,518",57        ,Roger Michell,":
Rachel McAdams, 
Harrison Ford, 
Diane Keaton, 
Noah Bean
"
Zona Verde,(2010),"
Action, Drama, Thriller            ",115 min,6.8,$35.05M,"124,897",63        ,Paul Greengrass,":
Matt Damon, 
Jason Isaacs, 
Greg Kinnear, 
Igal Naor
"
Demônio,(2010),"
Horror, Mystery, Thriller            ",80 min,6.2,$33.58M,"124,602",44        ,John Erick Dowdle,":
Chris Messina, 
Caroline Dhavernas, 
Bokeem Woodbine, 
Logan Marshall-Green
"
Querido John,(I) (2010),"
Drama, Romance, War            ",108 min,6.3,$80.01M,"132,266",43        ,Lasse Hallström,":
Channing Tatum, 
Amanda Seyfried, 
Richard Jenkins, 
Henry Thomas
"
Idas e Vindas do Amor,(I) (2010),"
Comedy, Romance            ",125 min,5.7,$110.49M,"109,076",34        ,Garry Marshall,":
Julia Roberts, 
Jamie Foxx, 
Anne Hathaway, 
Jessica Alba
"
Monstros,(2010),"
Adventure, Drama, Romance            ",94 min,6.4,$0.24M,"85,487",63        ,Gareth Edwards,":
Scoot McNairy, 
Whitney Able, 
Mario Zuniga Benavides, 
Annalee Jefferies
"
Amor à Distância,(2010),"
Comedy, Romance            ",102 min,6.3,$17.80M,"55,340",51        ,Nanette Burstein,":
Drew Barrymore, 
Justin Long, 
Ron Livingston, 
Charlie Day
"
Dinheiro Fácil,(2010),"
Action, Crime, Drama            ",124 min,6.7,$0.19M,"16,000",75        ,Daniel Espinosa,":
Joel Kinnaman, 
Matias Varela, 
Dragomir Mrsic, 
Lisa Henni
"
A Epidemia,(2010),"
Horror, Thriller            ",101 min,6.5,$39.12M,"106,649",55        ,Breck Eisner,":
Radha Mitchell, 
Timothy Olyphant, 
Danielle Panabaker, 
Joe Anderson
"
Aterrorizada,(2010),"
Horror, Mystery, Thriller            ",89 min,5.6,,"39,018",38        ,John Carpenter,":
Amber Heard, 
Mamie Gummer, 
Danielle Panabaker, 
Laura-Leigh
"
Jonah Hex - Caçador de Recompensas,(2010),"
Action, Drama, Fantasy            ",81 min,4.7,$10.54M,"53,326",33        ,Jimmy Hayward,":
Josh Brolin, 
Megan Fox, 
John Malkovich, 
Michael Fassbender
"
Uma Noite Fora de Série,(2010),"
Comedy, Crime, Romance            ",88 min,6.3,$98.71M,"147,392",56        ,Shawn Levy,":
Steve Carell, 
Tina Fey, 
Mark Wahlberg, 
Taraji P. Henson
"
Morte Negra,(2010),"
Action, Drama, History            ",102 min,6.4,$0.02M,"42,133",71        ,Christopher Smith,":
Eddie Redmayne, 
Sean Bean, 
Carice van Houten, 
Kimberley Nixon
"
O Homem de Lugar Nenhum,(2010),"
Action, Drama, Thriller            ",119 min,7.8,$0.01M,"57,523",,Jeong-beom Lee,":
Won Bin, 
Sae-ron Kim, 
Tae-hoon Kim, 
Hee-won Kim
"
Centurião,(2010),"
Action, Drama, History            ",97 min,6.4,$0.12M,"75,461",62        ,Neil Marshall,":
Michael Fassbender, 
Dominic West, 
Olga Kurylenko, 
Andreas Wisniewski
"
A Última Música,(2010),"
Drama, Music, Romance            ",107 min,6.0,$62.95M,"77,295",33        ,Julie Anne Robinson,":
Miley Cyrus, 
Liam Hemsworth, 
Greg Kinnear, 
Bobby Coleman
"
O Lobisomem,(2010),"
Drama, Fantasy, Horror            ",103 min,5.8,$61.98M,"99,833",43        ,Joe Johnston,":
Benicio Del Toro, 
Anthony Hopkins, 
Emily Blunt, 
Simon Merrells
"
Tiras em Apuros,(2010),"
Action, Comedy, Crime            ",107 min,5.6,$44.88M,"82,993",31        ,Kevin Smith,":
Bruce Willis, 
Tracy Morgan, 
Juan Carlos Hernández, 
Cory Fernandez
"
Dupla Implacável,(2010),"
Action, Crime, Thriller            ",92 min,6.5,$23.98M,"108,942",42        ,Pierre Morel,":
John Travolta, 
Jonathan Rhys Meyers, 
Kasia Smutniak, 
Richard Durden
"
Quatro Leões,(2010),"
Comedy, Crime, Drama            ",97 min,7.3,$0.30M,"68,222",68        ,Christopher Morris,":
Will Adamsdale, 
Riz Ahmed, 
Adeel Akhtar, 
Arsher Ali
"
Toda Forma de Amor,(2010),"
Comedy, Drama, Romance            ",105 min,7.2,$5.79M,"85,150",81        ,Mike Mills,":
Ewan McGregor, 
Christopher Plummer, 
Mélanie Laurent, 
Goran Visnjic
"
Coincidências do Amor,(I) (2010),"
Comedy, Drama, Romance            ",101 min,6.1,$27.76M,"92,825",52        ,Josh Gordon,":
Jennifer Aniston, 
Jason Bateman, 
Patrick Wilson, 
Jeff Goldblum
"
Perigo em Alto Mar,(2010),"
Adventure, Drama, Horror            ",94 min,5.8,,"15,990",,Andrew Traucki,":
Damian Walshe-Howling, 
Gyton Grantley, 
Adrienne Pickering, 
Zoe Naylor
"
Biutiful,(2010),"
Drama, Romance            ",148 min,7.5,$5.10M,"82,246",58        ,Alejandro G. Iñárritu,":
Javier Bardem, 
Maricel Álvarez, 
Hanaa Bouchaib, 
Guillermo Estrella
"
Submarino,(2010),"
Comedy, Drama, Romance            ",97 min,7.3,$0.47M,"81,758",76        ,Richard Ayoade,":
Craig Roberts, 
Sally Hawkins, 
Paddy Considine, 
Noah Taylor
"
Bang-ja jeon,(2010),"
Comedy, Drama, Romance            ",124 min,6.4,,653,,Dae-woo Kim,":
Ju-hyuk Kim, 
Seung-bum Ryoo, 
Yeo-jeong Jo, 
Hyeon-kyeong Ryu
"
O Assassino em Mim,(2010),"
Crime, Drama, Thriller            ",109 min,6.1,$0.21M,"32,228",53        ,Michael Winterbottom,":
Casey Affleck, 
Kate Hudson, 
Jessica Alba, 
Ned Beatty
"
