Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Zodíaco,(2007),"
Crime, Drama, Mystery            ",157 min,7.7,$33.08M,"414,648",78        ,David Fincher,":
Jake Gyllenhaal, 
Robert Downey Jr., 
Mark Ruffalo, 
Anthony Edwards
"
Onde os Fracos Não Têm Vez,(2007),"
Crime, Drama, Thriller            ",122 min,8.1,$74.28M,"795,649",91        ,Ethan Coen,":
Tommy Lee Jones, 
Javier Bardem, 
Josh Brolin, 
Woody Harrelson
"
A Bússola de Ouro,(2007),"
Adventure, Family, Fantasy            ",113 min,6.1,$70.11M,"173,227",51        ,Chris Weitz,":
Nicole Kidman, 
Daniel Craig, 
Dakota Blue Richards, 
Ben Walker
"
Stardust: O Mistério da Estrela,(2007),"
Adventure, Family, Fantasy            ",127 min,7.6,$38.63M,"244,109",66        ,Matthew Vaughn,":
Charlie Cox, 
Claire Danes, 
Sienna Miller, 
Ian McKellen
"
Desejo e Reparação,(2007),"
Drama, Mystery, Romance            ",123 min,7.8,$50.93M,"234,940",85        ,Joe Wright,":
Keira Knightley, 
James McAvoy, 
Brenda Blethyn, 
Saoirse Ronan
"
Harry Potter e a Ordem da Fênix,(2007),"
Action, Adventure, Family            ",138 min,7.5,$292.00M,"473,145",71        ,David Yates,":
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Brendan Gleeson
"
Motoqueiro Fantasma,(2007),"
Action, Fantasy, Thriller            ",110 min,5.2,$115.80M,"214,519",35        ,Mark Steven Johnson,":
Nicolas Cage, 
Eva Mendes, 
Sam Elliott, 
Matt Long
"
À Prova de Morte,(2007),"
Action, Thriller            ",113 min,7.0,,"255,339",,Quentin Tarantino,":
Kurt Russell, 
Zoë Bell, 
Rosario Dawson, 
Vanessa Ferlito
"
Atirador,(I) (2007),"
Action, Drama, Thriller            ",124 min,7.2,$47.00M,"298,268",53        ,Antoine Fuqua,":
Mark Wahlberg, 
Michael Peña, 
Rhona Mitra, 
Danny Glover
"
Superbad: É Hoje,(2007),"
Comedy            ",113 min,7.6,$121.46M,"497,607",76        ,Greg Mottola,":
Michael Cera, 
Jonah Hill, 
Christopher Mintz-Plasse, 
Bill Hader
"
Sangue Negro,(2007),"
Drama            ",158 min,8.2,$40.22M,"480,914",93        ,Paul Thomas Anderson,":
Daniel Day-Lewis, 
Paul Dano, 
Ciarán Hinds, 
Martin Stringer
"
Ratatouille,(2007),"
Animation, Adventure, Comedy            ",111 min,8.0,$206.45M,"602,610",96        ,Brad Bird,":
Brad Garrett, 
Lou Romano, 
Patton Oswalt, 
Ian Holm
"
Jogos do Poder,(2007),"
Biography, Comedy, Drama            ",102 min,7.0,$66.66M,"104,382",68        ,Mike Nichols,":
Tom Hanks, 
Julia Roberts, 
Philip Seymour Hoffman, 
Amy Adams
"
Na Natureza Selvagem,(2007),"
Adventure, Biography, Drama            ",148 min,8.1,$18.35M,"540,119",73        ,Sean Penn,":
Emile Hirsch, 
Vince Vaughn, 
Catherine Keener, 
Marcia Gay Harden
"
Transformers,(2007),"
Action, Adventure, Sci-Fi            ",144 min,7.0,$319.25M,"579,262",61        ,Michael Bay,":
Shia LaBeouf, 
Megan Fox, 
Josh Duhamel, 
Tyrese Gibson
"
Chumbo Grosso,(2007),"
Action, Comedy, Mystery            ",121 min,7.8,$23.64M,"439,498",81        ,Edgar Wright,":
Simon Pegg, 
Nick Frost, 
Martin Freeman, 
Bill Nighy
"
Hairspray: Em Busca da Fama,(2007),"
Comedy, Drama, Musical            ",117 min,6.6,$118.87M,"115,338",81        ,Adam Shankman,":
John Travolta, 
Queen Latifah, 
Nikki Blonsky, 
Michelle Pfeiffer
"
O Gângster,(2007),"
Biography, Crime, Drama            ",157 min,7.8,$130.16M,"375,498",76        ,Ridley Scott,":
Denzel Washington, 
Russell Crowe, 
Chiwetel Ejiofor, 
Josh Brolin
"
Eu Sou a Lenda,(2007),"
Adventure, Drama, Sci-Fi            ",101 min,7.2,$256.39M,"652,125",65        ,Francis Lawrence,":
Will Smith, 
Alice Braga, 
Charlie Tahan, 
Salli Richardson-Whitfield
"
Piratas do Caribe: No Fim do Mundo,(2007),"
Action, Adventure, Fantasy            ",169 min,7.1,$309.42M,"570,617",50        ,Gore Verbinski,":
Johnny Depp, 
Orlando Bloom, 
Keira Knightley, 
Geoffrey Rush
"
Ligeiramente Grávidos,(2007),"
Comedy, Romance            ",129 min,6.9,$148.73M,"338,494",85        ,Judd Apatow,":
Seth Rogen, 
Katherine Heigl, 
Paul Rudd, 
Leslie Mann
"
Homem-Aranha 3,(2007),"
Action, Sci-Fi            ",139 min,6.2,$336.53M,"476,046",59        ,Sam Raimi,":
Tobey Maguire, 
Kirsten Dunst, 
Topher Grace, 
Thomas Haden Church
"
Um Crime de Mestre,(2007),"
Crime, Drama, Thriller            ",113 min,7.2,$39.02M,"175,710",68        ,Gregory Hoblit,":
Anthony Hopkins, 
Ryan Gosling, 
David Strathairn, 
Rosamund Pike
"
O Assassinato de Jesse James pelo Covarde Robert Ford,(2007),"
Biography, Crime, Drama            ",160 min,7.5,$3.90M,"161,008",68        ,Andrew Dominik,":
Brad Pitt, 
Casey Affleck, 
Sam Shepard, 
Mary-Louise Parker
"
A Lenda de Beowulf,(2007),"
Animation, Action, Adventure            ",115 min,6.2,$82.16M,"157,435",59        ,Robert Zemeckis,":
Ray Winstone, 
Crispin Glover, 
Angelina Jolie, 
Robin Wright
"
Encantada,(2007),"
Animation, Comedy, Family            ",107 min,7.0,$127.81M,"169,496",75        ,Kevin Lima,":
Amy Adams, 
Susan Sarandon, 
James Marsden, 
Patrick Dempsey
"
