Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
A Fantástica Fábrica de Chocolate,(1971),"
Family, Fantasy, Musical            ",100 min,7.8,$4.53M,"167,487",67        ,Mel Stuart,":
Gene Wilder, 
Jack Albertson, 
Peter Ostrum, 
Roy Kinnear
"
Laranja Mecânica,(1971),"
Crime, Drama, Sci-Fi            ",136 min,8.3,,"715,021",80        ,Stanley Kubrick,":
Malcolm McDowell, 
Patrick Magee, 
Michael Bates, 
Warren Clarke
"
O 'Boyfriend' (O Namoradinho),(1971),"
Comedy, Musical, Romance            ",137 min,6.8,,"2,825",,Ken Russell,":
Twiggy, 
Christopher Gable, 
Max Adrian, 
Bryan Pringle
"
Um Violinista no Telhado,(1971),"
Drama, Family, Musical            ",181 min,8.0,$80.50M,"36,574",67        ,Norman Jewison,":
Topol, 
Norma Crane, 
Leonard Frey, 
Molly Picon
"
Operação França,(1971),"
Action, Crime, Drama            ",104 min,7.7,,"102,913",94        ,William Friedkin,":
Gene Hackman, 
Roy Scheider, 
Fernando Rey, 
Tony Lo Bianco
"
Se Minha Cama Voasse,(1971),"
Animation, Adventure, Comedy            ",117 min,7.1,$18.53M,"32,136",59        ,Robert Stevenson,":
Angela Lansbury, 
David Tomlinson, 
Roddy McDowall, 
Sam Jaffe
"
007 - Os Diamantes São Eternos,(1971),"
Action, Adventure, Thriller            ",120 min,6.6,$43.82M,"89,468",59        ,Guy Hamilton,":
Sean Connery, 
Jill St. John, 
Charles Gray, 
Lana Wood
"
THX 1138,(1971),"
Drama, Sci-Fi, Thriller            ",86 min,6.7,$2.44M,"45,797",75        ,George Lucas,":
Robert Duvall, 
Donald Pleasence, 
Don Pedro Colley, 
Maggie McOmie
"
Perseguidor Implacável,(1971),"
Action, Crime, Thriller            ",102 min,7.7,$35.90M,"135,535",90        ,Don Siegel,":
Clint Eastwood, 
Andrew Robinson, 
Harry Guardino, 
Reni Santoni
"
Perversa Paixão,(1971),"
Drama, Thriller            ",102 min,7.0,$11.80M,"23,991",78        ,Clint Eastwood,":
Clint Eastwood, 
Jessica Walter, 
Donna Mills, 
John Larch
"
Sol Vermelho,(1971),"
Action, Western            ",112 min,6.9,$4.84M,"7,226",,Terence Young,":
Charles Bronson, 
Toshirô Mifune, 
Alain Delon, 
Ursula Andress
"
A Última Sessão de Cinema,(1971),"
Drama, Romance            ",118 min,8.0,$29.13M,"39,169",93        ,Peter Bogdanovich,":
Timothy Bottoms, 
Jeff Bridges, 
Cybill Shepherd, 
Ben Johnson
"
Corrida Contra o Destino,(1971),"
Action, Crime, Thriller            ",99 min,7.2,,"25,433",61        ,Richard C. Sarafian,":
Barry Newman, 
Cleavon Little, 
Charlotte Rampling, 
Dean Jagger
"
"Quase, Quase uma Máfia",(1971),"
Comedy, Crime            ",96 min,5.0,,"1,258",,James Goldstone,":
Jerry Orbach, 
Leigh Taylor-Young, 
Jo Van Fleet, 
Lionel Stander
"
As 24 Horas de Le Mans,(1971),"
Action, Adventure, Drama            ",106 min,6.8,,"8,411",52        ,Lee H. Katzin,":
Steve McQueen, 
Siegfried Rauch, 
Elga Andersen, 
Ronald Leigh-Hunt
"
A Longa Caminhada,(1971),"
Adventure, Drama            ",100 min,7.6,,"21,470",85        ,Nicolas Roeg,":
Jenny Agutter, 
David Gulpilil, 
Luc Roeg, 
John Meillon
"
Os Demônios,(1971),"
Biography, Drama, History            ",111 min,7.8,,"12,465",49        ,Ken Russell,":
Vanessa Redgrave, 
Oliver Reed, 
Dudley Sutton, 
Max Adrian
"
Ensina-me a Viver,(1971),"
Comedy, Drama, Romance            ",91 min,7.9,,"67,287",62        ,Hal Ashby,":
Ruth Gordon, 
Bud Cort, 
Vivian Pickles, 
Cyril Cusack
"
Quando Explode a Vingança,(1971),"
Drama, War, Western            ",157 min,7.7,,"27,695",77        ,Sergio Leone,":
Rod Steiger, 
James Coburn, 
Romolo Valli, 
Maria Monti
"
Sob o Domínio do Medo,(1971),"
Crime, Drama, Thriller            ",113 min,7.5,,"53,571",70        ,Sam Peckinpah,":
Dustin Hoffman, 
Susan George, 
Peter Vaughan, 
T.P. McKenna
"
O Estranho que Nós Amamos,(1971),"
Drama, Thriller, War            ",105 min,7.2,,"14,695",66        ,Don Siegel,":
Clint Eastwood, 
Geraldine Page, 
Elizabeth Hartman, 
Jo Ann Harris
"
"Klute, O Passado Condena",(1971),"
Crime, Mystery, Thriller            ",114 min,7.1,$12.51M,"20,309",,Alan J. Pakula,":
Jane Fonda, 
Donald Sutherland, 
Charles Cioffi, 
Roy Scheider
"
A Última Esperança da Terra,(1971),"
Action, Drama, Sci-Fi            ",98 min,6.5,$8.72M,"27,393",56        ,Boris Sagal,":
Charlton Heston, 
Anthony Zerbe, 
Rosalind Cash, 
Paul Koslo
"
Ânsia de Amar,(1971),"
Drama            ",98 min,7.0,$28.62M,"10,428",77        ,Mike Nichols,":
Jack Nicholson, 
Candice Bergen, 
Art Garfunkel, 
Ann-Margret
"
Jake Grandão,(1971),"
Western            ",110 min,7.2,$7.50M,"10,443",57        ,George Sherman,":
John Wayne, 
Richard Boone, 
Maureen O'Hara, 
Patrick Wayne
"
