Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Titanic,(1997),"
Drama, Romance            ",194 min,7.8,$659.33M,"990,127",75        ,James Cameron,":
Leonardo DiCaprio, 
Kate Winslet, 
Billy Zane, 
Kathy Bates
"
O Quinto Elemento,(1997),"
Action, Adventure, Sci-Fi            ",126 min,7.7,$63.54M,"414,410",52        ,Luc Besson,":
Bruce Willis, 
Milla Jovovich, 
Gary Oldman, 
Ian Holm
"
Gênio Indomável,(1997),"
Drama, Romance            ",126 min,8.3,$138.43M,"800,618",70        ,Gus Van Sant,":
Robin Williams, 
Matt Damon, 
Ben Affleck, 
Stellan Skarsgård
"
A Vida é Bela,(1997),"
Comedy, Drama, Romance            ",116 min,8.6,$57.60M,"578,406",59        ,Roberto Benigni,":
Roberto Benigni, 
Nicoletta Braschi, 
Giorgio Cantarini, 
Giustino Durano
"
MIB: Homens de Preto,(1997),"
Action, Adventure, Comedy            ",98 min,7.3,$250.69M,"492,509",71        ,Barry Sonnenfeld,":
Tommy Lee Jones, 
Will Smith, 
Linda Fiorentino, 
Vincent D'Onofrio
"
Tropas Estelares,(1997),"
Action, Adventure, Sci-Fi            ",129 min,7.2,$54.81M,"256,571",51        ,Paul Verhoeven,":
Casper Van Dien, 
Denise Richards, 
Dina Meyer, 
Jake Busey
"
Boogie Nights: Prazer Sem Limites,(1997),"
Drama            ",155 min,7.9,$26.40M,"226,193",85        ,Paul Thomas Anderson,":
Mark Wahlberg, 
Julianne Moore, 
Burt Reynolds, 
Luis Guzmán
"
Jackie Brown,(1997),"
Crime, Drama, Thriller            ",154 min,7.5,$39.67M,"297,829",64        ,Quentin Tarantino,":
Pam Grier, 
Samuel L. Jackson, 
Robert Forster, 
Bridget Fonda
"
Hércules,(1997),"
Animation, Adventure, Comedy            ",93 min,7.3,$99.05M,"191,273",74        ,Ron Clements,":
Tate Donovan, 
Susan Egan, 
James Woods, 
Josh Keaton
"
Advogado do Diabo,(1997),"
Drama, Mystery, Thriller            ",144 min,7.5,$60.98M,"311,269",60        ,Taylor Hackford,":
Keanu Reeves, 
Al Pacino, 
Charlize Theron, 
Jeffrey Jones
"
