Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
A Marca da Brutalidade,(1972),"
Action, Crime, Drama            ",88 min,6.8,,"4,233",,Michael Ritchie,":
Lee Marvin, 
Gene Hackman, 
Sissy Spacek, 
Angel Tompkins
"
"Tudo o que Você Sempre quis Saber Sobre Sexo, mas Tinha Medo de Perguntar",(1972),"
Comedy            ",88 min,6.8,,"36,623",66        ,Woody Allen,":
Woody Allen, 
Gene Wilder, 
Louise Lasser, 
John Carradine
"
Corações em Alta,(1972),"
Comedy, Drama, Romance            ",106 min,6.9,$12.21M,"3,660",,Elaine May,":
Charles Grodin, 
Cybill Shepherd, 
Jeannie Berlin, 
Audra Lindley
"
Carry on Abroad,(1972),"
Comedy            ",88 min,6.5,,"3,096",,Gerald Thomas,":
Sidney James, 
Kenneth Williams, 
Charles Hawtrey, 
Joan Sims
"
Que?,(1972),"
Comedy            ",114 min,5.7,$0.00M,"3,295",,Roman Polanski,":
Marcello Mastroianni, 
Sydne Rome, 
Hugh Griffith, 
Romolo Valli
"
Schulmädchen-Report 4. Teil - Was Eltern oft verzweifeln lässt,(1972),"
Comedy, Drama, Romance            ",88 min,4.4,,292,,Ernst Hofbauer,":
Eleonore Leipert, 
Puppa Armbruster, 
Marina Blümel, 
Ulrike Butz
"
A Invasão das Rãs,(1972),"
Horror, Mystery, Romance            ",91 min,4.4,,"5,537",51        ,George McCowan,":
Ray Milland, 
Sam Elliott, 
Joan Van Ark, 
Adam Roarke
"
The Big Bird Cage,(1972),"
Action, Crime, Drama            ",88 min,6.0,,"2,045",,Jack Hill,":
Pam Grier, 
Anitra Ford, 
Candice Roman, 
Teda Bracci
"
Catástrofe nas Selvas,(1972),"
Adventure, Family            ",105 min,6.0,,"1,390",,Ken Annakin,":
Charlton Heston, 
Michèle Mercier, 
Raimund Harmstorf, 
George Eastman
"
Sweet Sugar,(1972),"
Action, Drama            ",90 min,5.3,,483,,Michel Levesque,":
Phyllis Davis, 
Ellaraino, 
Timothy Brown, 
Pamela Collins
"
1776,(1972),"
Drama, Family, History            ",141 min,7.6,$6.10M,"7,303",,Peter H. Hunt,":
William Daniels, 
Howard Da Silva, 
Ken Howard, 
Donald Madden
"
A Máfia Nunca Perdoa,(1972),"
Action, Crime, Drama            ",102 min,7.0,,"4,480",,Barry Shear,":
Anthony Quinn, 
Yaphet Kotto, 
Anthony Franciosa, 
Robinson Frank Adu
"
É Proibido Procriar,(1972),"
Sci-Fi, Thriller            ",97 min,5.7,,"1,171",,Michael Campus,":
Oliver Reed, 
Geraldine Chaplin, 
Don Gordon, 
Diane Cilento
"
Imagens,(1972),"
Drama, Horror, Mystery            ",104 min,7.1,,"4,650",,Robert Altman,":
Susannah York, 
Rene Auberjonois, 
Marcel Bozzuffi, 
Hugh Millais
"
O Segredo do Bosque dos Sonhos,(1972),"
Horror, Mystery, Thriller            ",105 min,7.1,,"7,321",,Lucio Fulci,":
Florinda Bolkan, 
Barbara Bouchet, 
Tomas Milian, 
Irene Papas
"
"Ben, o Rato Assassino",(1972),"
Horror, Thriller            ",94 min,5.4,,"2,320",,Phil Karlson,":
Lee Montgomery, 
Joseph Campanella, 
Arthur O'Connell, 
Rosemary Murphy
"
Super Fly,(1972),"
Action, Crime, Drama            ",91 min,6.5,,"6,018",67        ,Gordon Parks Jr.,":
Ron O'Neal, 
Carl Lee, 
Sheila Frazier, 
Julius Harris
"
Todas as Cores do Medo,(1972),"
Horror, Thriller            ",95 min,6.7,,"2,802",,Sergio Martino,":
George Hilton, 
Edwige Fenech, 
Ivan Rassimov, 
Julián Ugarte
"
As Aventuras de Alice no Mundo das Maravilhas,(1972),"
Adventure, Family, Fantasy            ",101 min,5.7,,"1,443",,William Sterling,":
Fiona Fullerton, 
Michael Jayston, 
Hywel Bennett, 
Michael Crawford
"
Houve uma Vez um Milagre,(1972),"
Family, Mystery, Fantasy            ",99 min,6.9,,"1,049",,Lionel Jeffries,":
Laurence Naismith, 
Graham Crowden, 
Dorothy Alison, 
Benjamin Smith
"
Contos do Além,(1972),"
Drama, Horror, Mystery            ",92 min,7.0,,"9,027",,Freddie Francis,":
Joan Collins, 
Peter Cushing, 
Ralph Richardson, 
Geoffrey Bayldon
"
O Circo do Vampiro,(1972),"
Horror            ",87 min,6.4,,"3,338",,Robert Young,":
Adrienne Corri, 
Thorley Walters, 
Anthony Higgins, 
John Moulder-Brown
"
Folias na Neve,(1972),"
Comedy, Family            ",93 min,6.5,,"1,344",,Norman Tokar,":
Dean Jones, 
Nancy Olson, 
Harry Morgan, 
Keenan Wynn
"
"Blacula, O Vampiro Negro",(1972),"
Fantasy, Horror, Romance            ",93 min,5.7,$2.18M,"5,386",,William Crain,":
William Marshall, 
Vonetta McGee, 
Denise Nicholas, 
Thalmus Rasulala
"
Roy Bean - O Homem da Lei!,(1972),"
Comedy, Drama, Romance            ",120 min,7.0,,"6,830",,John Huston,":
Paul Newman, 
Ava Gardner, 
Roy Jenson, 
Gary Combs
"
Cidade das Ilusões,(1972),"
Drama, Sport            ",96 min,7.3,,"7,034",,John Huston,":
Stacy Keach, 
Jeff Bridges, 
Susan Tyrrell, 
Candy Clark
"
Renegado Vingador,(1972),"
Western            ",100 min,6.7,,"4,385",,Michael Winner,":
Charles Bronson, 
Jack Palance, 
James Whitmore, 
Simon Oakland
"
O Ocaso de uma Estrela,(1972),"
Biography, Drama, Music            ",144 min,7.1,,"3,482",,Sidney J. Furie,":
Diana Ross, 
Billy Dee Williams, 
Richard Pryor, 
James T. Callahan
"
A Conquista do Planeta dos Macacos,(1972),"
Action, Sci-Fi            ",88 min,6.1,$9.81M,"28,723",49        ,J. Lee Thompson,":
Roddy McDowall, 
Don Murray, 
Ricardo Montalban, 
Natalie Trundy
"
O Asilo do Terror,(I) (1972),"
Horror            ",88 min,6.5,,"5,445",,Roy Ward Baker,":
Barbara Parkins, 
Richard Todd, 
Sylvia Syms, 
Peter Cushing
"
Bonnie's Kids,(1972),"
Crime, Drama, Thriller            ",105 min,6.1,,566,,Arthur Marks,":
Tiffany Bolling, 
Steve Sandor, 
Robin Mattson, 
Scott Brady
"
Expresso para Bordeaux,(1972),"
Crime, Thriller            ",98 min,7.1,$0.05M,"6,985",72        ,Jean-Pierre Melville,":
Alain Delon, 
Richard Crenna, 
Catherine Deneuve, 
Riccardo Cucciolla
"
O Rei da Ilusão,(1972),"
Drama            ",103 min,6.5,,"4,618",,Bob Rafelson,":
Jack Nicholson, 
Bruce Dern, 
Ellen Burstyn, 
Julia Anne Robinson
"
Má Companhia,(1972),"
Adventure, Drama, Western            ",93 min,7.0,,"3,388",,Robert Benton,":
Jeff Bridges, 
Barry Brown, 
Jim Davis, 
David Huddleston
"
As Lágrimas Amargas de Petra von Kant,(1972),"
Drama, Romance            ",124 min,7.7,,"7,702",,Rainer Werner Fassbinder,":
Margit Carstensen, 
Hanna Schygulla, 
Katrin Schaake, 
Eva Mattes
"
As Lágrimas de Jennifer,(1972),"
Mystery, Thriller            ",94 min,6.5,,"2,015",,Giuliano Carnimeo,":
Edwige Fenech, 
George Hilton, 
Paola Quattrini, 
Giampiero Albertini
"
O Segredo da Cosa Nostra,(1972),"
Crime, Drama            ",110 min,6.5,$20.27M,"2,868",,Terence Young,":
Charles Bronson, 
Lino Ventura, 
Jill Ireland, 
Walter Chiari
"
Barba Azul,(1972),"
Crime, Drama, Thriller            ",125 min,5.7,,"1,079",,Edward Dmytryk,":
Richard Burton, 
Raquel Welch, 
Virna Lisi, 
Nathalie Delon
"
Mundo Canibal,(1972),"
Adventure, Horror            ",93 min,5.4,,"1,867",,Umberto Lenzi,":
Ivan Rassimov, 
Me Me Lai, 
Prasitsak Singhara, 
Sulallewan Suxantat
"
O quê Vocês Fizeram com Solange?,(1972),"
Horror, Mystery, Thriller            ",107 min,7.0,,"4,013",,Massimo Dallamano,":
Fabio Testi, 
Karin Baal, 
Cristina Galbó, 
Joachim Fuchsberger
"
O Monstro de Duas Cabeças,(1972),"
Comedy, Sci-Fi            ",91 min,4.4,,"2,168",,Lee Frost,":
Roosevelt Grier, 
Ray Milland, 
Don Marshall, 
Roger Perry
"
A Inocente Face do Terror,(1972),"
Drama, Horror, Mystery            ",108 min,6.9,,"5,294",,Robert Mulligan,":
Uta Hagen, 
Diana Muldaur, 
Chris Udvarnoky, 
Martin Udvarnoky
"
O Homem de la Mancha,(1972),"
Drama, Fantasy, Musical            ",132 min,6.6,,"3,677",,Arthur Hiller,":
Peter O'Toole, 
Sophia Loren, 
James Coco, 
Harry Andrews
"
Aliados Contra o Crime,(1972),"
Action, Comedy, Crime            ",92 min,5.5,,"1,449",,Richard A. Colla,":
Burt Reynolds, 
Raquel Welch, 
Jack Weston, 
Tom Skerritt
"
Amor à Tarde,(1972),"
Comedy, Drama, Romance            ",97 min,7.7,,"5,740",,Éric Rohmer,":
Bernard Verley, 
Zouzou, 
Françoise Verley, 
Daniel Ceccaldi
"
Lobo Solitário - A Espada da Vingança,(1972),"
Action, Adventure            ",84 min,7.8,,"6,254",,Kenji Misumi,":
Tomisaburô Wakayama, 
Fumio Watanabe, 
Gô Katô, 
Tomoko Mayama
"
A Volta do Dr. Phibes,(1972),"
Comedy, Horror            ",89 min,6.4,,"5,265",,Robert Fuest,":
Vincent Price, 
Robert Quarry, 
Valli Kemp, 
Hugh Griffith
"
"Irmão Sol, Irmã Lua",(1972),"
Biography, Drama, History            ",122 min,7.2,,"3,929",,Franco Zeffirelli,":
Graham Faulkner, 
Judi Bowker, 
Leigh Lawson, 
Kenneth Cranham
"
O Túmulo do Vampiro,(1972),"
Horror            ",95 min,5.0,,961,,John Hayes,":
William Smith, 
Michael Pataki, 
Lyn Peters, 
Diane Holden
"
Chikyû kogeki meirei: Gojira tai Gaigan,(1972),"
Action, Adventure, Family            ",89 min,5.7,,"3,707",,Jun Fukuda,":
Hiroshi Ishikawa, 
Yuriko Hishimi, 
Minoru Takashima, 
Tomoko Umeda
"
O Candidato,(1972),"
Comedy, Drama            ",110 min,7.0,,"9,181",,Michael Ritchie,":
Robert Redford, 
Peter Boyle, 
Melvyn Douglas, 
Don Porter
"
Noite Interminável,(I) (1972),"
Crime, Drama, Horror            ",99 min,6.0,,"1,257",,Sidney Gilliat,":
Hayley Mills, 
Hywel Bennett, 
Britt Ekland, 
Per Oscarsson
"
A Época das Bruxas,(1972),"
Drama            ",130 min,5.5,,"2,221",40        ,George A. Romero,":
Jan White, 
Raymond Laine, 
Ann Muffly, 
Joedda McClain
"
Liberdade para as Borboletas,(1972),"
Comedy, Drama, Music            ",109 min,7.2,,"4,324",,Milton Katselas,":
Goldie Hawn, 
Edward Albert, 
Eileen Heckart, 
Paul Michael Glaser
"
Lágrimas de Esperança,(1972),"
Drama, Family            ",105 min,7.6,,"3,297",80        ,Martin Ritt,":
Cicely Tyson, 
Paul Winfield, 
Kevin Hooks, 
Carmen Mathews
"
A Vingança de Ulzana,(1972),"
Adventure, Western            ",103 min,7.0,,"4,799",,Robert Aldrich,":
Burt Lancaster, 
Bruce Davison, 
Jorge Luke, 
Richard Jaeckel
"
The Hitchhikers,(1972),"
Action, Drama            ",92 min,4.9,,177,,Beverly Sebastian,":
Misty Rowe, 
Nick Klar, 
Linda Avery, 
Tammy Gibbs
"
O Messias Selvagem,(1972),"
Biography, Drama            ",97 min,6.9,,"1,221",,Ken Russell,":
Dorothy Tutin, 
Scott Antony, 
Helen Mirren, 
Lindsay Kemp
"
Estado de Sítio,(1972),"
Crime, Drama, Mystery            ",120 min,7.8,,"3,999",,Costa-Gavras,":
Yves Montand, 
Renato Salvatori, 
O.E. Hasse, 
Jacques Weber
"
Three on a Meathook,(1972),"
Horror            ",80 min,4.5,,605,,William Girdler,":
Charles Kissinger, 
James Carroll Pickett, 
Sherry Steiner, 
Madelyn Buzzard
"
Au Pair Girls,(1972),"
Comedy            ",86 min,4.9,,593,,Val Guest,":
Astrid Frank, 
Johnny Briggs, 
Gabrielle Drake, 
Me Me Lai
"
Sonhos de um Sedutor,(1972),"
Comedy, Romance            ",85 min,7.6,,"23,535",77        ,Herbert Ross,":
Woody Allen, 
Diane Keaton, 
Tony Roberts, 
Jerry Lacy
"
Dez Segundos de Perigo,(1972),"
Drama, Western            ",100 min,6.7,,"4,917",,Sam Peckinpah,":
Steve McQueen, 
Robert Preston, 
Ida Lupino, 
Ben Johnson
"
Demonios da Mente,(1972),"
Horror, Thriller            ",89 min,5.5,,"1,254",,Peter Sykes,":
Robert Hardy, 
Shane Briant, 
Gillian Hills, 
Yvonne Mitchell
"
Bawarchi,(1972),"
Comedy, Musical, Drama            ",130 min,8.0,,"3,283",,Hrishikesh Mukherjee,":
Rajesh Khanna, 
Jaya Bachchan, 
Usha Kiran, 
Harindranath Chattopadhyay
"
No Quarto Escuro de Satã,(1972),"
Thriller            ",97 min,6.8,,"2,791",,Sergio Martino,":
Edwige Fenech, 
Anita Strindberg, 
Luigi Pistilli, 
Ivan Rassimov
"
A Noite dos Coelhos,(1972),"
Horror, Sci-Fi, Thriller            ",88 min,4.1,,"3,964",37        ,William F. Claxton,":
Stuart Whitman, 
Janet Leigh, 
Rory Calhoun, 
DeForest Kelley
"
As Garras do Leão,(1972),"
Biography, Drama, War            ",157 min,6.7,$4.69M,"2,020",,Richard Attenborough,":
Simon Ward, 
Robert Shaw, 
Anne Bancroft, 
Jack Hawkins
"
Uma Fresta no Teto,(1972),"
Crime, Drama, Horror            ",89 min,6.0,,597,,James Kelley,":
Mark Lester, 
Britt Ekland, 
Hardy Krüger, 
Lilli Palmer
"
The Genesis Children,(1972),"
Drama            ",85 min,5.3,,332,,Anthony Aikman,":
Vincent Child, 
Greg Hill, 
Peter Glawson, 
David Johnson
"
Balada Sangrenta,(1972),"
Crime, Drama, Music            ",103 min,6.9,,"5,127",,Perry Henzell,":
Jimmy Cliff, 
Janet Bartley, 
Carl Bradshaw, 
Ras Daniel Hartman
"
A Classe Governante,(1972),"
Comedy, Drama, Musical            ",154 min,7.5,,"5,490",,Peter Medak,":
Peter O'Toole, 
Alastair Sim, 
Arthur Lowe, 
Hugh Owens
"
"Dá-lhe Duro, Trinity!",(1972),"
Action, Adventure, Comedy            ",120 min,6.8,,"5,818",,Giuseppe Colizzi,":
Terence Hill, 
Bud Spencer, 
Reinhard Kolldehoff, 
Carlos Muñoz
"
A Fúria dos 7 Homens,(1972),"
Action, Western            ",100 min,5.7,,"2,327",,George McCowan,":
Lee Van Cleef, 
Stefanie Powers, 
Michael Callan, 
Mariette Hartley
"
Os Quatro Picaretas,(1972),"
Action, Comedy, Crime            ",101 min,6.8,,"4,679",,Peter Yates,":
Robert Redford, 
George Segal, 
Ron Leibman, 
Paul Sand
"
Virgin Witch,(1972),"
Horror            ",88 min,4.8,,983,,Ray Austin,":
Ann Michelle, 
Vicki Michelle, 
Keith Buckley, 
Patricia Haines
"
Doomsday Machine,(1972),"
Sci-Fi            ",83 min,2.4,,902,,Harry Hope,":
Bobby Van, 
Ruta Lee, 
Mala Powers, 
James Craig
"
Invencíveis e Invisíveis,(1972),"
Family, Comedy, Sci-Fi            ",88 min,6.3,,"1,664",,Robert Butler,":
Kurt Russell, 
Cesar Romero, 
Joe Flynn, 
Jim Backus
"
A Noite do Terror Cego,(1972),"
Horror            ",101 min,6.2,,"4,980",,Amando de Ossorio,":
Lone Fleming, 
César Burner, 
María Elena Arpón, 
José Thelman
"
O Metrô da Morte,(1972),"
Horror            ",87 min,6.0,,"3,484",,Gary Sherman,":
Donald Pleasence, 
Norman Rossington, 
David Ladd, 
Sharon Gurney
"
O Último Grande Duelo,(1972),"
Western            ",98 min,6.5,,"2,330",,Giancarlo Santi,":
Lee Van Cleef, 
Alberto Dentice, 
Jess Hahn, 
Horst Frank
"
A Divina Ira,(1972),"
Adventure, Drama, Western            ",111 min,6.1,,808,,Ralph Nelson,":
Robert Mitchum, 
Frank Langella, 
Rita Hayworth, 
John Colicos
"
Tower of Evil,(1972),"
Horror, Mystery, Thriller            ",89 min,5.5,,"1,325",,Jim O'Connolly,":
Bryant Haliday, 
Jill Haworth, 
Mark Edwards, 
Jack Watson
"
Diário de um Gângster,(1972),"
Comedy, Crime, Drama            ",95 min,6.0,,"2,059",,Mike Hodges,":
Michael Caine, 
Mickey Rooney, 
Lionel Stander, 
Lizabeth Scott
"
A Noiva Ensanguentada,(1972),"
Horror            ",100 min,6.2,,"1,487",,Vicente Aranda,":
Simón Andreu, 
Maribel Martín, 
Alexandra Bastedo, 
Dean Selmier
"
Loiro Alto do Sapato Preto,(1972),"
Comedy, Mystery            ",90 min,7.3,,"6,786",,Yves Robert,":
Pierre Richard, 
Bernard Blier, 
Jean Rochefort, 
Mireille Darc
"
O Preço do Triunfo,(1972),"
Drama, Western            ",202 min,8.0,,"3,483",,Jan Troell,":
Max von Sydow, 
Liv Ullmann, 
Eddie Axberg, 
Pierre Lindstedt
"
Children Shouldn't Play with Dead Things,(1972),"
Comedy, Horror            ",87 min,5.5,,"3,835",,Bob Clark,":
Alan Ormsby, 
Valerie Mamches, 
Jeff Gillen, 
Anya Ormsby
"
The Pig Keeper's Daughter,(1972),"
Comedy            ",92 min,4.7,,591,,Bethel Buckalew,":
Terry Gibson, 
Peggy Church, 
Gina Paluzzi, 
Bruce Kimball
"
Greaser's Palace,(1972),"
Comedy, Western            ",91 min,5.9,,844,,Robert Downey Sr.,":
Albert Henderson, 
Michael Sullivan, 
Luana Anders, 
George Morgan
"
"Noite de Sombras, Noite de Sangue",(1972),"
Horror, Mystery, Thriller            ",81 min,5.6,,"3,658",,Theodore Gershuny,":
Patrick O'Neal, 
James Patterson, 
Mary Woronov, 
Astrid Heeren
"
À Sombra das Pirâmides,(1972),"
Drama, History            ",138 min,5.9,,715,,Charlton Heston,":
Charlton Heston, 
Hildegard Neil, 
Eric Porter, 
John Castle
"
The Day the Clown Cried,(1972),"
Drama            ",90 min,,,,,Jerry Lewis,":
Jerry Lewis, 
Peter Ahlm, 
Lars Amble, 
Harriet Andersson
"
Cinco Dedos de Violência,(1972),"
Action, Drama, Romance            ",105 min,7.1,,"2,644",,Chang-hwa Jeong,":
Lieh Lo, 
Ping Wang, 
Hsiung Chao, 
Chin-Feng Wang
"
Beware! The Blob,(1972),"
Comedy, Horror, Sci-Fi            ",91 min,4.1,,"1,603",,Larry Hagman,":
Robert Walker Jr., 
Gwynne Gilford, 
Richard Stahl, 
Richard Webb
"
O Destino que Deus Me Deu,(1972),"
Comedy, Drama            ",99 min,6.5,,520,,Frank Perry,":
Tuesday Weld, 
Anthony Perkins, 
Tammy Grimes, 
Adam Roarke
"
Necromancy,(1972),"
Horror            ",83 min,4.7,,654,,Bert I. Gordon,":
Orson Welles, 
Pamela Franklin, 
Lee Purcell, 
Michael Ontkean
"
O Grande Golpe de Shaft,(1972),"
Action, Crime, Drama            ",104 min,6.0,$10.00M,"2,463",,Gordon Parks,":
Richard Roundtree, 
Moses Gunn, 
Drew Bundini Brown, 
Joseph Mascolo
"
Em Busca do Prazer,(1972),"
Mystery, Thriller            ",98 min,6.3,,776,,Silvio Amadio,":
Farley Granger, 
Barbara Bouchet, 
Rosalba Neri, 
Nino Segurini
"
Joshû 701-gô: Sasori,(1972),"
Crime, Drama, Thriller            ",87 min,7.3,,"2,997",,Shun'ya Itô,":
Meiko Kaji, 
Rie Yokoyama, 
Yayoi Watanabe, 
Yôko Mihara
"
Partes Privadas,(1972),"
Comedy, Horror, Mystery            ",87 min,6.5,,"1,360",,Paul Bartel,":
Ayn Ruymen, 
Lucille Benson, 
John Ventantonio, 
Laurie Main
"
La vallée,(1972),"
Drama            ",101 min,6.5,,"1,051",,Barbet Schroeder,":
Bulle Ogier, 
Jean-Pierre Kalfon, 
Michael Gothard, 
Valérie Lagrange
"
Bone,(1972),"
Comedy, Drama, Thriller            ",95 min,6.8,,925,,Larry Cohen,":
Yaphet Kotto, 
Andrew Duggan, 
Joyce Van Patten, 
Jeannie Berlin
"
The Flesh and Blood Show,(1972),"
Horror            ",96 min,5.4,,659,,Pete Walker,":
Ray Brooks, 
Jenny Hanley, 
Luan Peters, 
Robin Askwith
"
Meu Nome é Jim Kane,(1972),"
Comedy, Drama, Western            ",102 min,5.5,,"1,367",,Stuart Rosenberg,":
Paul Newman, 
Lee Marvin, 
Strother Martin, 
Wayne Rogers
"
O Diabo,(1972),"
Drama, History, Horror            ",119 min,7.2,,"1,565",,Andrzej Zulawski,":
Leszek Teleszynski, 
Wojciech Pszoniak, 
Malgorzata Braunek, 
Iga Mayr
"
Viagens com a Minha Tia,(1972),"
Adventure, Comedy            ",108 min,6.3,,"1,762",,George Cukor,":
Maggie Smith, 
Alec McCowen, 
Louis Gossett Jr., 
Robert Stephens
"
Vôo 502: Em Perigo,(1972),"
Action, Drama, Thriller            ",101 min,5.6,,"1,586",,John Guillermin,":
Charlton Heston, 
James Brolin, 
Yvette Mimieux, 
Claude Akins
"
...E Agora Me Chamam 'O Magnífico',(1972),"
Action, Comedy, Western            ",125 min,6.7,,"2,312",,Enzo Barboni,":
Terence Hill, 
Gregory Walcott, 
Yanti Somer, 
Dominic Barto
"
