Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Grease: Nos Tempos da Brilhantina,(1978),"
Musical, Romance            ",110 min,7.2,$188.76M,"220,772",70        ,Randal Kleiser,":
John Travolta, 
Olivia Newton-John, 
Stockard Channing, 
Jeff Conaway
"
O Franco Atirador,(1978),"
Drama, War            ",183 min,8.1,$48.98M,"293,656",86        ,Michael Cimino,":
Robert De Niro, 
Christopher Walken, 
John Cazale, 
John Savage
"
Starcrash,(1978),"
Action, Adventure, Sci-Fi            ",92 min,4.0,,"5,743",,Luigi Cozzi,":
Marjoe Gortner, 
Caroline Munro, 
Christopher Plummer, 
David Hasselhoff
"
Clube dos Cafajestes,(1978),"
Comedy            ",109 min,7.5,$0.20M,"107,325",79        ,John Landis,":
John Belushi, 
Karen Allen, 
Tom Hulce, 
Stephen Furst
"
Superman: O Filme,(1978),"
Action, Adventure, Drama            ",143 min,7.3,$134.22M,"152,095",80        ,Richard Donner,":
Christopher Reeve, 
Margot Kidder, 
Gene Hackman, 
Marlon Brando
"
Invasores de Corpos,(1978),"
Horror, Sci-Fi            ",115 min,7.4,$24.95M,"48,553",75        ,Philip Kaufman,":
Donald Sutherland, 
Brooke Adams, 
Jeff Goldblum, 
Veronica Cartwright
"
Halloween: A Noite do Terror,(1978),"
Horror, Thriller            ",91 min,7.8,$47.00M,"215,620",81        ,John Carpenter,":
Donald Pleasence, 
Jamie Lee Curtis, 
Tony Moran, 
Nancy Kyes
"
Menina Bonita,(1978),"
Drama            ",110 min,6.6,$5.79M,"9,189",66        ,Louis Malle,":
Brooke Shields, 
Keith Carradine, 
Susan Sarandon, 
Frances Faye
"
O Senhor dos Anéis,(1978),"
Animation, Adventure, Fantasy            ",132 min,6.2,$0.92M,"28,292",,Ralph Bakshi,":
Christopher Guard, 
William Squire, 
Michael Scholes, 
John Hurt
"
O Expresso da Meia-Noite,(1978),"
Biography, Crime, Drama            ",121 min,7.6,$35.00M,"68,364",59        ,Alan Parker,":
Brad Davis, 
Irene Miracle, 
Bo Hopkins, 
Paolo Bonacelli
"
Comboio,(1978),"
Action, Drama            ",110 min,6.4,$45.00M,"14,150",47        ,Sam Peckinpah,":
Kris Kristofferson, 
Ali MacGraw, 
Ernest Borgnine, 
Burt Young
"
Morte Sobre o Nilo,(1978),"
Crime, Drama, Mystery            ",140 min,7.3,,"25,838",59        ,John Guillermin,":
Peter Ustinov, 
Mia Farrow, 
Simon MacCorkindale, 
Jane Birkin
"
O Enxame,(1978),"
Horror, Thriller            ",116 min,4.5,$10.00M,"6,423",30        ,Irwin Allen,":
Michael Caine, 
Katharine Ross, 
Richard Widmark, 
Richard Chamberlain
"
Meninos do Brasil,(1978),"
Drama, Thriller            ",125 min,7.0,$19.00M,"24,143",40        ,Franklin J. Schaffner,":
Gregory Peck, 
Laurence Olivier, 
James Mason, 
Lilli Palmer
"
Cinzas no Paraíso,(1978),"
Drama, Romance            ",94 min,7.9,,"48,044",93        ,Terrence Malick,":
Richard Gere, 
Brooke Adams, 
Sam Shepard, 
Linda Manz
"
Tubarão 2,(1978),"
Adventure, Drama, Horror            ",116 min,5.8,$102.92M,"66,831",51        ,Jeannot Szwarc,":
Roy Scheider, 
Lorraine Gary, 
Murray Hamilton, 
Joseph Mascolo
"
Doido para Brigar... Louco para Amar,(1978),"
Action, Comedy            ",114 min,6.4,$106.00M,"21,922",41        ,James Fargo,":
Clint Eastwood, 
Sondra Locke, 
Geoffrey Lewis, 
Beverly D'Angelo
"
A Vingança de Jennifer,(1978),"
Horror, Thriller            ",101 min,5.7,,"24,653",19        ,Meir Zarchi,":
Camille Keaton, 
Eron Tabor, 
Richard Pace, 
Anthony Nichols
"
Despertar dos Mortos,(1978),"
Horror, Thriller            ",127 min,7.9,$5.10M,"106,247",71        ,George A. Romero,":
David Emge, 
Ken Foree, 
Scott H. Reiniger, 
Gaylen Ross
"
O Toque da Medusa,(1978),"
Horror, Sci-Fi            ",105 min,7.0,,"5,252",,Jack Gold,":
Richard Burton, 
Lee Remick, 
Lino Ventura, 
Harry Andrews
"
Os Titãs Voltam à Luta na Atlântida,(1978),"
Fantasy, Adventure, Sci-Fi            ",96 min,5.7,,"1,811",,Kevin Connor,":
Doug McClure, 
Peter Gilmore, 
Shane Rimmer, 
Lea Brodie
"
O Céu Pode Esperar,(1978),"
Comedy, Fantasy, Romance            ",101 min,6.9,$81.64M,"17,422",72        ,Warren Beatty,":
Warren Beatty, 
James Mason, 
Julie Christie, 
Jack Warden
"
"Um Carro, um Rapaz, uma Garota",(1978),"
Adventure, Comedy            ",105 min,5.7,$15.50M,"2,593",53        ,Matthew Robbins,":
Mark Hamill, 
Annie Potts, 
Eugene Roche, 
William Bryant
"
Piranha,(1978),"
Comedy, Horror, Sci-Fi            ",94 min,5.9,$6.00M,"17,680",71        ,Joe Dante,":
Bradford Dillman, 
Heather Menzies-Urich, 
Kevin McCarthy, 
Keenan Wynn
"
O Mágico Inesquecível,(1978),"
Adventure, Family, Fantasy            ",134 min,5.4,$21.05M,"13,067",53        ,Sidney Lumet,":
Diana Ross, 
Michael Jackson, 
Nipsey Russell, 
Ted Ross
"
Uma Grande Aventura,(1978),"
Animation, Adventure, Drama            ",91 min,7.6,,"31,950",64        ,Martin Rosen,":
John Hurt, 
Richard Briers, 
Ralph Richardson, 
Michael Graham Cox
"
Um Passe de Mágica,(1978),"
Drama, Horror            ",107 min,6.8,$25.94M,"8,399",49        ,Richard Attenborough,":
Anthony Hopkins, 
Ann-Margret, 
Burgess Meredith, 
Ed Lauter
"
A Fúria,(1978),"
Horror, Sci-Fi            ",118 min,6.4,,"12,641",64        ,Brian De Palma,":
Kirk Douglas, 
John Cassavetes, 
Carrie Snodgress, 
Charles Durning
"
Comando 10 de Navarone,(1978),"
Action, Drama, War            ",118 min,6.4,,"15,848",42        ,Guy Hamilton,":
Harrison Ford, 
Robert Shaw, 
Edward Fox, 
Franco Nero
"
Com a Corda no Pescoço,(1978),"
Comedy, Crime, Romance            ",105 min,6.2,,"5,937",52        ,Jack Nicholson,":
Jack Nicholson, 
Mary Steenburgen, 
Christopher Lloyd, 
John Belushi
"
Queimando Tudo,(1978),"
Comedy, Music            ",86 min,7.0,$44.36M,"34,331",57        ,Lou Adler,":
Cheech Marin, 
Tommy Chong, 
Strother Martin, 
Edie Adams
"
