Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Interestelar,(2014),"
Adventure, Drama, Sci-Fi            ",169 min,8.6,$188.02M,"1,369,072",74        ,Christopher Nolan,":
Matthew McConaughey, 
Anne Hathaway, 
Jessica Chastain, 
Mackenzie Foy
"
John Wick: De Volta ao Jogo,(2014),"
Action, Crime, Thriller            ",101 min,7.4,$43.04M,"493,274",68        ,Chad Stahelski,":
Keanu Reeves, 
Michael Nyqvist, 
Alfie Allen, 
Willem Dafoe
"
Garota Exemplar,(2014),"
Drama, Mystery, Thriller            ",149 min,8.1,$167.77M,"794,814",79        ,David Fincher,":
Ben Affleck, 
Rosamund Pike, 
Neil Patrick Harris, 
Tyler Perry
"
Guardiões da Galáxia,(2014),"
Action, Adventure, Comedy            ",121 min,8.0,$333.18M,"992,377",76        ,James Gunn,":
Chris Pratt, 
Vin Diesel, 
Bradley Cooper, 
Zoe Saldana
"
Malévola,(2014),"
Action, Adventure, Family            ",97 min,7.0,$241.41M,"324,869",56        ,Robert Stromberg,":
Angelina Jolie, 
Elle Fanning, 
Sharlto Copley, 
Lesley Manville
"
O que Fazemos nas Sombras,(2014),"
Comedy, Horror            ",86 min,7.7,$3.33M,"136,636",76        ,Jemaine Clement,":
Jemaine Clement, 
Taika Waititi, 
Cori Gonzalez-Macuer, 
Jonny Brugh
"
Ex_Machina: Instinto Artificial,(2014),"
Drama, Mystery, Sci-Fi            ",108 min,7.7,$25.44M,"442,101",78        ,Alex Garland,":
Alicia Vikander, 
Domhnall Gleeson, 
Oscar Isaac, 
Sonoya Mizuno
"
Birdman ou (A Inesperada Virtude da Ignorância),(2014),"
Comedy, Drama            ",119 min,7.7,$42.34M,"542,433",87        ,Alejandro G. Iñárritu,":
Michael Keaton, 
Zach Galifianakis, 
Edward Norton, 
Andrea Riseborough
"
O Grande Hotel Budapeste,(2014),"
Adventure, Comedy, Crime            ",99 min,8.1,$59.10M,"658,547",88        ,Wes Anderson,":
Ralph Fiennes, 
F. Murray Abraham, 
Mathieu Amalric, 
Adrien Brody
"
Whiplash: Em Busca da Perfeição,(2014),"
Drama, Music            ",106 min,8.5,$13.09M,"653,318",88        ,Damien Chazelle,":
Miles Teller, 
J.K. Simmons, 
Melissa Benoist, 
Paul Reiser
"
Invencível,(I) (2014),"
Biography, Drama, Sport            ",137 min,7.2,$115.64M,"135,208",59        ,Angelina Jolie,":
Jack O'Connell, 
Miyavi, 
Domhnall Gleeson, 
Garrett Hedlund
"
Kingsman: Serviço Secreto,(2014),"
Action, Adventure, Comedy            ",129 min,7.7,$128.26M,"562,426",60        ,Matthew Vaughn,":
Colin Firth, 
Taron Egerton, 
Samuel L. Jackson, 
Michael Caine
"
Corações de Ferro,(2014),"
Action, Drama, War            ",134 min,7.6,$85.82M,"397,797",64        ,David Ayer,":
Brad Pitt, 
Shia LaBeouf, 
Logan Lerman, 
Michael Peña
"
O Abutre,(2014),"
Crime, Drama, Thriller            ",117 min,7.9,$32.38M,"425,728",76        ,Dan Gilroy,":
Jake Gyllenhaal, 
Rene Russo, 
Bill Paxton, 
Riz Ahmed
"
Lucy,(I) (2014),"
Action, Sci-Fi, Thriller            ",89 min,6.4,$126.66M,"417,057",61        ,Luc Besson,":
Scarlett Johansson, 
Morgan Freeman, 
Min-sik Choi, 
Amr Waked
"
Divergente,(2014),"
Action, Adventure, Mystery            ",139 min,6.7,$150.95M,"408,676",48        ,Neil Burger,":
Shailene Woodley, 
Theo James, 
Kate Winslet, 
Jai Courtney
"
O Predestinado,(I) (2014),"
Action, Drama, Mystery            ",97 min,7.5,$0.07M,"234,313",69        ,Michael Spierig,":
Ethan Hawke, 
Sarah Snook, 
Noah Taylor, 
Madeleine West
"
Capitão América 2: O Soldado Invernal,(2014),"
Action, Adventure, Sci-Fi            ",136 min,7.7,$259.77M,"695,745",70        ,Anthony Russo,":
Chris Evans, 
Samuel L. Jackson, 
Scarlett Johansson, 
Robert Redford
"
The Falling,(2014),"
Drama, Mystery, Thriller            ",102 min,5.4,,"5,582",71        ,Carol Morley,":
Maxine Peake, 
Maisie Williams, 
Florence Pugh, 
Anna Burnett
"
Sniper Americano,(2014),"
Action, Biography, Drama            ",133 min,7.3,$350.13M,"415,027",72        ,Clint Eastwood,":
Bradley Cooper, 
Sienna Miller, 
Kyle Gallner, 
Cole Konis
"
No Limite do Amanhã,(2014),"
Action, Sci-Fi            ",113 min,7.9,$100.21M,"566,138",71        ,Doug Liman,":
Tom Cruise, 
Emily Blunt, 
Bill Paxton, 
Brendan Gleeson
"
A Teoria de Tudo,(2014),"
Biography, Drama, Romance            ",123 min,7.7,$35.89M,"374,851",72        ,James Marsh,":
Eddie Redmayne, 
Felicity Jones, 
Tom Prior, 
Sophie Perry
"
O Jogo da Imitação,(2014),"
Biography, Drama, Thriller            ",114 min,8.0,$91.13M,"641,960",73        ,Morten Tyldum,":
Benedict Cumberbatch, 
Keira Knightley, 
Matthew Goode, 
Allen Leech
"
Vício Inerente,(2014),"
Comedy, Crime, Drama            ",148 min,6.7,$8.11M,"88,005",81        ,Paul Thomas Anderson,":
Joaquin Phoenix, 
Josh Brolin, 
Owen Wilson, 
Katherine Waterston
"
