Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
De Volta ao Planeta dos Macacos,(1970),"
Action, Adventure, Sci-Fi            ",95 min,6.1,$19.00M,"39,949",46        ,Ted Post,":
James Franciscus, 
Kim Hunter, 
Maurice Evans, 
Linda Harrison
"
Homem e Mulher Até Certo Ponto,(1970),"
Comedy            ",94 min,4.4,$8.72M,"2,713",,Michael Sarne,":
Mae West, 
John Huston, 
Raquel Welch, 
Rex Reed
"
O Conformista,(1970),"
Drama            ",113 min,8.0,,"24,468",100        ,Bernardo Bertolucci,":
Jean-Louis Trintignant, 
Stefania Sandrelli, 
Gastone Moschin, 
Enzo Tarascio
"
Os Abutres Têm Fome,(1970),"
Adventure, Romance, War            ",116 min,7.0,$11.50M,"22,168",62        ,Don Siegel,":
Clint Eastwood, 
Shirley MacLaine, 
Manolo Fábregas, 
Alberto Morin
"
Zabriskie Point,(1970),"
Drama            ",113 min,7.0,$1.05M,"13,794",,Michelangelo Antonioni,":
Mark Frechette, 
Daria Halprin, 
Paul Fix, 
G.D. Spradlin
"
Performance,(1970),"
Crime, Drama            ",105 min,6.9,$0.19M,"8,806",,Donald Cammell,":
James Fox, 
Mick Jagger, 
Anita Pallenberg, 
Michèle Breton
"
A Filha de Ryan,(1970),"
Drama, Romance            ",206 min,7.4,$30.85M,"8,190",,David Lean,":
Robert Mitchum, 
Trevor Howard, 
John Mills, 
Christopher Jones
"
Hercules in New York,(1970),"
Adventure, Family, Fantasy            ",91 min,3.3,,"16,350",23        ,Arthur Allan Seidelman,":
Arnold Stang, 
Arnold Schwarzenegger, 
Deborah Loomis, 
James Karen
"
A Mais Cruel Batalha,(1970),"
Drama, Sci-Fi            ",96 min,6.0,,"1,309",,Cornel Wilde,":
Nigel Davenport, 
Jean Wallace, 
John Hamill, 
Lynne Frederick
"
Atracão Mortal,(1970),"
Horror            ",91 min,6.5,,"4,909",,Roy Ward Baker,":
Ingrid Pitt, 
Pippa Steel, 
Madeline Smith, 
Peter Cushing
"
Pele de Asno,(1970),"
Drama, Family, Fantasy            ",91 min,7.0,,"3,758",70        ,Jacques Demy,":
Catherine Deneuve, 
Jean Marais, 
Jacques Perrin, 
Micheline Presle
"
"Chisum, Uma Lenda Americana",(1970),"
Biography, Western            ",111 min,6.9,$6.00M,"8,457",,Andrew V. McLaglen,":
John Wayne, 
Forrest Tucker, 
Christopher George, 
Ben Johnson
"
C.C. & Cia,(1970),"
Action, Comedy, Drama            ",94 min,4.8,,615,,Seymour Robbie,":
Joe Namath, 
Ann-Margret, 
William Smith, 
Jennifer Billingsley
"
Quando os Dinossauros Dominavam a Terra,(1970),"
Adventure, Fantasy, Romance            ",100 min,5.2,,"2,130",,Val Guest,":
Victoria Vetri, 
Robin Hawdon, 
Patrick Allen, 
Drewe Henley
"
Waterloo,(I) (1970),"
Action, Biography, Drama            ",134 min,7.3,$3.05M,"7,934",,Sergey Bondarchuk,":
Rod Steiger, 
Christopher Plummer, 
Orson Welles, 
Jack Hawkins
"
O Ato Final,(1970),"
Comedy, Drama, Romance            ",92 min,7.2,,"4,871",,Jerzy Skolimowski,":
Jane Asher, 
John Moulder-Brown, 
Karl Michael Vogler, 
Christopher Sandford
"
De Sade 70,(1970),"
Drama, Horror            ",87 min,5.4,$0.08M,"1,351",,Jesús Franco,":
Maria Rohm, 
Marie Liljedahl, 
Jack Taylor, 
Christopher Lee
"
Adorável Avarento,(1970),"
Drama, Family, Fantasy            ",113 min,7.5,,"8,666",58        ,Ronald Neame,":
Albert Finney, 
Alec Guinness, 
Edith Evans, 
Kenneth More
"
O Pássaro das Plumas de Cristal,(1970),"
Horror, Mystery, Thriller            ",96 min,7.2,$0.42M,"16,425",,Dario Argento,":
Tony Musante, 
Suzy Kendall, 
Enrico Maria Salerno, 
Eva Renzi
"
Quando é Preciso Ser Homem,(1970),"
Western            ",115 min,6.9,$0.51M,"4,613",,Ralph Nelson,":
Candice Bergen, 
Peter Strauss, 
Donald Pleasence, 
John Anderson
"
O Joelho de Claire,(1970),"
Drama, Romance            ",105 min,7.7,,"7,841",,Éric Rohmer,":
Jean-Claude Brialy, 
Aurora Cornu, 
Béatrice Romand, 
Laurence de Monaghan
"
O Círculo Vermelho,(1970),"
Crime, Drama, Thriller            ",140 min,8.0,$0.37M,"19,989",91        ,Jean-Pierre Melville,":
Alain Delon, 
Bourvil, 
Gian Maria Volontè, 
Yves Montand
"
Os Jogos,(1970),"
Drama, Sport            ",100 min,6.2,,396,,Michael Winner,":
Michael Crawford, 
Ryan O'Neal, 
Charles Aznavour, 
Jeremy Kemp
"
Joe - Das Drogas à Morte,(1970),"
Drama, Thriller            ",107 min,6.8,$19.32M,"2,614",,John G. Avildsen,":
Peter Boyle, 
Dennis Patrick, 
Susan Sarandon, 
Patrick McDermott
"
O Corujão e a Gatinha,(1970),"
Comedy            ",95 min,6.5,$23.68M,"3,088",,Herbert Ross,":
Barbra Streisand, 
George Segal, 
Robert Klein, 
Allen Garfield
"
Voar é com os Pássaros,(1970),"
Comedy, Fantasy            ",105 min,7.0,,"3,913",72        ,Robert Altman,":
Bud Cort, 
Shelley Duvall, 
Sally Kellerman, 
Michael Murphy
"
A MArca do Diabo,(1970),"
Drama, History, Horror            ",90 min,6.2,,"2,740",,Michael Armstrong,":
Herbert Lom, 
Udo Kier, 
Olivera Katarina, 
Reggie Nalder
"
O Sangue de Drácula,(1970),"
Drama, Fantasy, Horror            ",91 min,6.4,,"4,924",,Peter Sasdy,":
Christopher Lee, 
Geoffrey Keen, 
Gwen Watford, 
Linda Hayden
"
Investigação Sobre um Cidadão Acima de Qualquer Suspeita,(1970),"
Crime, Drama            ",115 min,8.1,,"8,083",89        ,Elio Petri,":
Gian Maria Volontè, 
Florinda Bolkan, 
Gianni Santuccio, 
Orazio Orlando
"
Roxanna,(1970),"
Drama            ",51 min,4.5,,206,,Nick Millard,":
Uschi Digard, 
Monica Gayle, 
Lynn Harris, 
Nick Millard
"
Colossus 1980,(1970),"
Sci-Fi, Thriller            ",100 min,7.1,,"7,686",,Joseph Sargent,":
Eric Braeden, 
Susan Clark, 
Gordon Pinsent, 
William Schallert
"
O Altar do Diabo,(1970),"
Horror            ",90 min,5.5,$0.45M,"3,460",,Daniel Haller,":
Sandra Dee, 
Dean Stockwell, 
Ed Begley, 
Lloyd Bochner
"
Conde Drácula,(1970),"
Horror            ",98 min,5.8,,"2,405",,Jesús Franco,":
Christopher Lee, 
Herbert Lom, 
Klaus Kinski, 
Maria Rohm
"
Os Rapazes da Banda,(1970),"
Drama            ",118 min,7.6,$7.63M,"3,811",,William Friedkin,":
Kenneth Nelson, 
Peter White, 
Leonard Frey, 
Frederick Combs
"
Os 5 de Chicago,(1970),"
Crime, Drama            ",90 min,5.7,,"2,788",69        ,Roger Corman,":
Shelley Winters, 
Don Stroud, 
Pat Hingle, 
Diane Varsi
"
"Tristana, Uma Paixão Mórbida",(1970),"
Drama            ",99 min,7.5,$0.01M,"9,559",93        ,Luis Buñuel,":
Catherine Deneuve, 
Fernando Rey, 
Franco Nero, 
Lola Gaos
"
A Grande Esperança Branca,(1970),"
Drama, Romance, Sport            ",103 min,6.9,,"2,257",53        ,Martin Ritt,":
James Earl Jones, 
Jane Alexander, 
Lou Gilbert, 
Joel Fluellen
"
Amor Sem Barreiras,(1970),"
Comedy, Drama, Romance            ",112 min,7.0,$0.96M,"2,037",75        ,Hal Ashby,":
Beau Bridges, 
Lee Grant, 
Diana Sands, 
Pearl Bailey
"
Uma História De Amor Sueca,(1970),"
Drama, Romance            ",115 min,7.4,,"5,587",,Roy Andersson,":
Ann-Sofie Kylin, 
Rolf Sohlman, 
Anita Lindblom, 
Bertil Norström
"
"Cromwell, O Homem de Ferro",(1970),"
Biography, Drama, History            ",139 min,6.9,,"4,520",,Ken Hughes,":
Richard Harris, 
Alec Guinness, 
Robert Morley, 
Dorothy Tutin
"
A Vida Íntima de Sherlock Holmes,(1970),"
Adventure, Comedy, Crime            ",125 min,7.1,$3.30M,"9,866",,Billy Wilder,":
Robert Stephens, 
Christopher Lee, 
Colin Blakely, 
Geneviève Page
"
Visitantes na Noite,(1970),"
Action, Crime, Drama            ",94 min,5.8,,"2,006",,Terence Young,":
Charles Bronson, 
James Mason, 
Liv Ullmann, 
Jill Ireland
"
O Conde Drácula,(1970),"
Horror            ",95 min,6.2,,"4,618",,Roy Ward Baker,":
Christopher Lee, 
Dennis Waterman, 
Jenny Hanley, 
Christopher Matthews
"
Banzé na Rússia,(1970),"
Comedy            ",94 min,6.5,,"5,395",,Mel Brooks,":
Mel Brooks, 
Ron Moody, 
Frank Langella, 
Dom DeLuise
"
Pound,(1970),"
Fantasy            ",92 min,6.1,,232,,Robert Downey Sr.,":
Joe Madden, 
James Green, 
Mariclare Costello, 
L. Errol Jaye
"
Wanda,(1970),"
Crime, Drama            ",102 min,7.1,$0.05M,"2,772",,Barbara Loden,":
Barbara Loden, 
Michael Higgins, 
Dorothy Shupenes, 
Peter Shupenes
"
Cheyenne,(1970),"
Comedy, Romance, Western            ",103 min,6.9,$0.11M,"3,852",,Gene Kelly,":
James Stewart, 
Henry Fonda, 
Shirley Jones, 
Sue Ane Langdon
"
O Homem que Nasceu de Novo,(1970),"
Drama, Sci-Fi            ",98 min,6.2,,633,,Alan Cooke,":
Terence Stamp, 
Robert Vaughn, 
Nigel Davenport, 
Christian Roberts
"
Domicilio Conjugal,(1970),"
Comedy, Drama            ",100 min,7.5,,"7,397",,François Truffaut,":
Jean-Pierre Léaud, 
Claude Jade, 
Hiroko Berghauer, 
Barbara Laage
"
Savage Intruder,(1970),"
Horror, Thriller            ",100 min,5.3,,131,,Donald Wolfe,":
Miriam Hopkins, 
David Garfield, 
Gale Sondergaard, 
Virginia Wing
"
Noite Sem Fim,(1970),"
Crime, Drama, Mystery            ",108 min,6.1,$5.12M,"2,956",,Gordon Douglas,":
Sidney Poitier, 
Martin Landau, 
Barbara McNair, 
Anthony Zerbe
"
Dodeskaden - O Caminho da Vida,(1970),"
Drama            ",140 min,7.4,,"5,678",,Akira Kurosawa,":
Yoshitaka Zushi, 
Kin Sugai, 
Toshiyuki Tonomura, 
Shinsuke Minami
"
O Horror de Frankenstein,(1970),"
Drama, Horror, Sci-Fi            ",95 min,5.8,,"2,021",,Jimmy Sangster,":
Ralph Bates, 
Kate O'Mara, 
Veronica Carlson, 
Dennis Price
"
"Olá, Mamãe!",(1970),"
Comedy, Drama            ",87 min,6.2,,"3,988",,Brian De Palma,":
Robert De Niro, 
Allen Garfield, 
Lara Parker, 
Charles Durning
"
Blood Mania,(1970),"
Horror            ",81 min,4.0,,818,,Robert Vincent O'Neil,":
Peter Carpenter, 
Maria De Aragon, 
Vicki Peters, 
Reagan Wilson
"
O Retrato de Dorian Gray,(1970),"
Horror, Thriller            ",101 min,5.9,,749,,Massimo Dallamano,":
Helmut Berger, 
Richard Todd, 
Herbert Lom, 
Marie Liljedahl
"
À Procura da Verdade,(1970),"
Comedy, Drama, Romance            ",124 min,6.4,$3.86M,"1,061",58        ,Richard Rush,":
Elliott Gould, 
Candice Bergen, 
Robert F. Lyons, 
Jeff Corey
"
Rififi no Harlem,(1970),"
Action, Comedy, Crime            ",97 min,6.5,$4.39M,"1,598",,Ossie Davis,":
Godfrey Cambridge, 
Raymond St. Jacques, 
Calvin Lockhart, 
Judy Pace
"
And Soon the Darkness,(1970),"
Horror, Mystery, Thriller            ",99 min,6.6,,"2,594",,Robert Fuest,":
Pamela Franklin, 
Michele Dotrice, 
Sandor Elès, 
John Nettleton
"
Carry on Loving,(1970),"
Comedy, Romance            ",88 min,5.9,,"1,989",,Gerald Thomas,":
Sidney James, 
Kenneth Williams, 
Charles Hawtrey, 
Joan Sims
"
O Passageiro da Chuva,(1970),"
Crime, Drama, Mystery            ",120 min,6.9,$0.71M,"2,608",,René Clément,":
Charles Bronson, 
Jill Ireland, 
Marlène Jobert, 
Gabriele Tinti
"
The Phantom Tollbooth,(1970),"
Family, Adventure, Animation            ",90 min,6.9,,"2,751",,Chuck Jones,":
Butch Patrick, 
Hans Conried, 
Mel Blanc, 
Daws Butler
"
Pippi Långstrump på de sju haven,(1970),"
Adventure, Comedy, Drama            ",86 min,6.9,,"4,361",,Olle Hellbom,":
Inger Nilsson, 
Maria Persson, 
Pär Sundberg, 
Beppe Wolgers
"
Dize-me que Me Amas,(1970),"
Comedy, Drama, Romance            ",113 min,6.2,$0.39M,673,,Otto Preminger,":
Liza Minnelli, 
Wayne Tippit, 
Guy Sorel, 
Clarice Taylor
"
"Trog, o Monstro da Caverna",(1970),"
Horror, Sci-Fi            ",93 min,3.9,,"2,128",,Freddie Francis,":
Joan Crawford, 
Michael Gough, 
Bernard Kay, 
Kim Braden
"
"Lili, Minha Adorável Espiã",(1970),"
Comedy, Drama, Musical            ",136 min,6.1,$2.59M,"1,857",,Blake Edwards,":
Julie Andrews, 
Rock Hudson, 
Jeremy Kemp, 
Lance Percival
"
Nas Sombras da Noite,(1970),"
Drama, Fantasy, Horror            ",97 min,6.4,,"2,445",,Dan Curtis,":
Jonathan Frid, 
Grayson Hall, 
Kathryn Leigh Scott, 
Roger Davis
"
Twinky,(1970),"
Drama, Romance, Comedy            ",98 min,5.5,,770,,Richard Donner,":
Charles Bronson, 
Orson Bean, 
Honor Blackman, 
Michael Craig
"
I Drink Your Blood,(1970),"
Horror            ",83 min,6.0,,"3,045",,David E. Durston,":
Bhaskar Roy Chowdhury, 
Jadin Wong, 
Rhonda Fultz, 
George Patterson
"
Num Dia Claro de Verão,(1970),"
Comedy, Drama, Fantasy            ",129 min,6.4,$14.00M,"3,371",,Vincente Minnelli,":
Barbra Streisand, 
Yves Montand, 
Bob Newhart, 
Larry Blyden
"
A Morte Não Manda Recado,(1970),"
Comedy, Drama, Romance            ",121 min,7.2,$3.50M,"8,021",,Sam Peckinpah,":
Jason Robards, 
Stella Stevens, 
David Warner, 
Strother Martin
"
Forasteiros em Nova Iorque,(1970),"
Comedy            ",101 min,7.1,$4.34M,"6,944",72        ,Arthur Hiller,":
Jack Lemmon, 
Sandy Dennis, 
Sandy Baron, 
Anne Meara
"
O Solar dos Ventos Uivantes,(1970),"
Adventure, Drama, Romance            ",104 min,6.5,,"1,666",,Robert Fuest,":
Anna Calder-Marshall, 
Timothy Dalton, 
Harry Andrews, 
Pamela Brown
"
Fotos Proibidas,(1970),"
Mystery, Thriller            ",93 min,6.3,,"1,193",,Luciano Ercoli,":
Dagmar Lassander, 
Pier Paolo Capponi, 
Simón Andreu, 
Osvaldo Genazzani
"
Os Maridos,(1970),"
Comedy, Drama            ",131 min,7.4,,"4,703",,John Cassavetes,":
Ben Gazzara, 
Peter Falk, 
John Cassavetes, 
Jenny Runacre
"
As Máquinas Quentes,(1970),"
Drama            ",99 min,6.0,,942,,Sidney J. Furie,":
Robert Redford, 
Michael J. Pollard, 
Lauren Hutton, 
Noah Beery Jr.
"
Cidade Violenta,(1970),"
Action, Crime, Thriller            ",100 min,6.4,,"2,103",,Sergio Sollima,":
Charles Bronson, 
Telly Savalas, 
Jill Ireland, 
Umberto Orsini
"
"Grite, Grite Outra Vez!",(1970),"
Crime, Drama, Horror            ",95 min,5.6,$0.38M,"3,107",,Gordon Hessler,":
Vincent Price, 
Christopher Lee, 
Peter Cushing, 
Judy Huxtable
"
O Homem Que Não Era,(1970),"
Thriller            ",94 min,6.4,,"1,909",,Basil Dearden,":
Roger Moore, 
Hildegard Neil, 
Alastair Mackenzie, 
Hugh Mackenzie
"
O Garoto Selvagem,(1970),"
Drama            ",83 min,7.5,$1.81M,"7,049",94        ,François Truffaut,":
François Truffaut, 
Jean-Pierre Cargol, 
Françoise Seigner, 
Jean Dasté
"
Os Anões Também Começaram Pequenos,(1970),"
Comedy, Drama            ",96 min,6.9,,"5,103",,Werner Herzog,":
Helmut Döring, 
Paul Glauer, 
Gisela Hertwig, 
Hertel Minkner
"
The Wizard of Gore,(1970),"
Horror            ",95 min,5.4,,"3,046",,Herschell Gordon Lewis,":
Ray Sager, 
Judy Cler, 
Wayne Ratay, 
Phil Laurenson
"
Caiu uma Moça na Minha Sopa,(1970),"
Comedy, Romance            ",95 min,5.7,,"2,030",,Roy Boulting,":
Peter Sellers, 
Goldie Hawn, 
Tony Britton, 
Ruth Trouncer
"
O Uivo da Bruxa,(1970),"
Horror            ",91 min,5.6,,"1,806",,Gordon Hessler,":
Vincent Price, 
Essy Persson, 
Hilary Heath, 
Carl Rigg
"
Quackser Fortune Has a Cousin in the Bronx,(1970),"
Comedy, Drama, Romance            ",90 min,6.7,$0.14M,522,,Waris Hussein,":
Gene Wilder, 
Margot Kidder, 
Eileen Colgan, 
May Ollis
"
Companheiros,(1970),"
Action, Comedy, Western            ",118 min,7.4,,"3,606",,Sergio Corbucci,":
Franco Nero, 
Tomas Milian, 
Fernando Rey, 
Iris Berben
"
Ninho de Cobras,(1970),"
Comedy, Western            ",126 min,7.0,,"3,728",,Joseph L. Mankiewicz,":
Kirk Douglas, 
Henry Fonda, 
Hume Cronyn, 
Warren Oates
"
O Mundo dos Aventureiros,(1970),"
Action, Adventure, Drama            ",171 min,5.4,$2.84M,614,,Lewis Gilbert,":
Charles Aznavour, 
Alan Badel, 
Candice Bergen, 
Thommy Berggren
"
La vampire nue,(1970),"
Horror            ",90 min,5.5,,"1,162",,Jean Rollin,":
Caroline Cartier, 
Olivier Rollin, 
Maurice Lemaître, 
Bernard Musson
"
Deadlock,(1970),"
Thriller, Western            ",85 min,6.8,,738,,Roland Klick,":
Mario Adorf, 
Marquard Bohm, 
Anthony Dawson, 
Mascha Rabben
"
Schulmädchen-Report 1. Teil - Was Eltern nicht für möglich halten,(1970),"
Comedy, Drama, Romance            ",90 min,4.7,,578,,Ernst Hofbauer,":
Günther Kieslich, 
Wolf Harnisch, 
Helga Kruck, 
Friedrich von Thun
"
O Açougueiro,(1970),"
Drama, Thriller            ",93 min,7.5,,"7,157",,Claude Chabrol,":
Stéphane Audran, 
Jean Yanne, 
Antonio Passalia, 
Pascal Ferone
"
Uma Gatinha por Dia,(1970),"
Comedy            ",99 min,4.9,,466,,Rod Amateau,":
Ian McShane, 
Anna Calder-Marshall, 
John Gavin, 
Severn Darden
"
Whirlpool,(1970),"
Drama, Thriller            ",92 min,5.5,,267,,José Ramón Larraz,":
Karl Lanchbury, 
Vivian Neves, 
Pia Andersson, 
Johanna Hegger
"
A Confissão,(1970),"
Drama, History, Thriller            ",139 min,7.9,,"3,368",,Costa-Gavras,":
Yves Montand, 
Simone Signoret, 
Gabriele Ferzetti, 
Michel Vitold
"
"Conde Yorga, Vampiro",(1970),"
Drama, Fantasy, Horror            ",93 min,5.8,$0.21M,"2,135",,Bob Kelljan,":
Robert Quarry, 
Roger Perry, 
Michael Murphy, 
Michael Macready
"
Ver-te-ei no Inferno,(1970),"
Drama, History            ",124 min,6.9,$0.22M,"3,111",62        ,Martin Ritt,":
Sean Connery, 
Richard Harris, 
Samantha Eggar, 
Frank Finlay
"
O Jardim dos Finzi Contini,(1970),"
Drama, History, War            ",94 min,7.4,$0.60M,"5,639",,Vittorio De Sica,":
Dominique Sanda, 
Lino Capolicchio, 
Helmut Berger, 
Fabio Testi
"
Um Homem Dificil de Matar,(1970),"
Western            ",106 min,7.1,,"2,272",,William A. Fraker,":
Lee Marvin, 
Jeanne Moreau, 
Jack Palance, 
Mitchell Ryan
"
The Student Nurses,(1970),"
Drama            ",89 min,5.4,,266,,Stephanie Rothman,":
Elaine Giftos, 
Karen Carlson, 
Brioni Farrell, 
Barbara Leigh
"
A Noite em que o Sol Brilhou,(1970),"
Comedy            ",100 min,6.6,$1.50M,"1,508",,Melvin Van Peebles,":
Godfrey Cambridge, 
Estelle Parsons, 
Howard Caine, 
D'Urville Martin
"
Quando as Mulheres Tinham Rabo,(1970),"
Comedy, Fantasy, Sci-Fi            ",105 min,4.0,,491,,Pasquale Festa Campanile,":
Senta Berger, 
Giuliano Gemma, 
Frank Wolff, 
Renzo Montagnani
"
Every Home Should Have One,(1970),"
Comedy            ",94 min,5.1,,374,,Jim Clark,":
Marty Feldman, 
Judy Cornwell, 
Garry Miller, 
Shelley Berman
"
O Pecado de um Xerife,(1970),"
Drama            ",97 min,6.6,,"1,510",,John Frankenheimer,":
Gregory Peck, 
Tuesday Weld, 
Estelle Parsons, 
Ralph Meeker
"
Tarkan: Gümüs Eyer,(1970),"
Action, Adventure, History            ",75 min,6.4,,"1,138",,Mehmet Aslan,":
Kartal Tibet, 
Eva Bender, 
Bilal Inci, 
Reha Yurdakul
"
Lua de Mel de Assassinos,(1970),"
Crime, Drama, Romance            ",107 min,7.0,$0.46M,"4,043",,Leonard Kastle,":
Shirley Stoler, 
Tony Lo Bianco, 
Mary Jane Higby, 
Doris Roberts
"
Cuidado Que o Bicho Pega,(1970),"
Adventure, Comedy            ",89 min,6.0,,"2,404",,Gerald Thomas,":
Frankie Howerd, 
Sidney James, 
Charles Hawtrey, 
Joan Sims
"
Fruto do Paraíso,(1970),"
Drama            ",99 min,6.9,,885,,Vera Chytilová,":
Jitka Nováková, 
Karel Novak, 
Jan Schmid, 
Julius Albert
"
The Curious Female,(1970),"
Comedy, Sci-Fi            ",87 min,4.5,,191,,Paul Rapp,":
Angelique Pettyjohn, 
Charlene Jones, 
Bunny Allister, 
David Westberg
"
Júlio César,(1970),"
Drama, History, War            ",117 min,6.1,,"1,428",,Stuart Burge,":
Charlton Heston, 
Jason Robards, 
John Gielgud, 
Richard Johnson
"
Borsalino,(1970),"
Crime, Drama            ",125 min,7.0,$1.09M,"3,163",,Jacques Deray,":
Jean-Paul Belmondo, 
Alain Delon, 
Catherine Rouvel, 
Françoise Christophe
"
Carta ao Kremlin,(1970),"
Crime, Drama, Thriller            ",120 min,6.3,$0.24M,"1,685",,John Huston,":
Bibi Andersson, 
Richard Boone, 
Nigel Green, 
Dean Jagger
"
Crime e Castigo,(1970),"
Drama            ",221 min,7.9,,881,,Lev Kulidzhanov,":
Georgiy Taratorkin, 
Innokentiy Smoktunovskiy, 
Tatyana Bedova, 
Viktoriya Fyodorova
"
El Condor,(1970),"
Action, Adventure, Romance            ",102 min,6.0,$0.70M,919,,John Guillermin,":
Jim Brown, 
Lee Van Cleef, 
Patrick O'Neal, 
Marianna Hill
"
As Mil Faces do Amor,(1970),"
Comedy            ",104 min,6.6,$0.37M,"1,022",,Cy Howard,":
Gig Young, 
Bea Arthur, 
Bonnie Bedelia, 
Diane Keaton
"
A Morte não Marca Hora,(1970),"
Action, Drama, Mystery            ",96 min,6.2,,395,,Robert Clouse,":
Rod Taylor, 
Theodore Bikel, 
Suzy Kendall, 
Ahna Capri
"
O Senhor das Ilhas,(1970),"
Drama            ",134 min,6.2,$0.28M,911,,Tom Gries,":
Charlton Heston, 
Tina Chen, 
Geraldine Chaplin, 
Mako
"
Barquero,(1970),"
Western            ",115 min,6.4,$0.14M,"1,336",,Gordon Douglas,":
Lee Van Cleef, 
Warren Oates, 
Forrest Tucker, 
Kerwin Mathews
"
Cindy and Donna,(1970),"
Drama            ",80 min,4.6,,411,,Robert Anderson,":
Debbie Osborne, 
Nancy Ison, 
Cheryl Powell, 
Max Manning
"
"Mumsy, Nanny, Sonny & Girly",(1970),"
Comedy, Crime, Horror            ",102 min,6.6,,"1,046",,Freddie Francis,":
Michael Bryant, 
Ursula Howells, 
Pat Heywood, 
Howard Trevor
"
Crimes of the Future,(1970),"
Comedy, Sci-Fi            ",63 min,5.0,,"1,505",,David Cronenberg,":
Ronald Mlodzik, 
Jon Lidolt, 
Tania Zolty, 
Paul Mulholland
"
Os Girassóis da Rússia,(1970),"
Drama, War            ",107 min,7.4,,"2,945",,Vittorio De Sica,":
Sophia Loren, 
Marcello Mastroianni, 
Lyudmila Saveleva, 
Galina Andreeva
"
