Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Curtindo a Vida Adoidado,(1986),"
Comedy            ",103 min,7.8,$70.14M,"299,514",61        ,John Hughes,":
Matthew Broderick, 
Alan Ruck, 
Mia Sara, 
Jeffrey Jones
"
Top Gun: Ases Indomáveis,(1986),"
Action, Drama            ",110 min,6.9,$179.80M,"273,328",50        ,Tony Scott,":
Tom Cruise, 
Tim Robbins, 
Kelly McGillis, 
Val Kilmer
"
Conta Comigo,(1986),"
Adventure, Drama            ",89 min,8.1,$52.29M,"344,118",75        ,Rob Reiner,":
Wil Wheaton, 
River Phoenix, 
Corey Feldman, 
Jerry O'Connell
"
SpaceCamp: Aventura no Espaço,(1986),"
Adventure, Family, Sci-Fi            ",107 min,5.7,$9.70M,"12,460",40        ,Harry Winer,":
Kate Capshaw, 
Lea Thompson, 
Kelly Preston, 
Larry B. Scott
"
"Aliens, o Resgate",(1986),"
Action, Adventure, Sci-Fi            ",137 min,8.3,$85.16M,"620,292",84        ,James Cameron,":
Sigourney Weaver, 
Michael Biehn, 
Carrie Henn, 
Paul Reiser
"
Platoon,(1986),"
Drama, War            ",120 min,8.1,$138.53M,"362,206",92        ,Oliver Stone,":
Charlie Sheen, 
Tom Berenger, 
Willem Dafoe, 
Keith David
"
Highlander: O Guerreiro Imortal,(1986),"
Action, Adventure, Fantasy            ",116 min,7.1,$5.90M,"115,981",24        ,Russell Mulcahy,":
Christopher Lambert, 
Sean Connery, 
Clancy Brown, 
Roxanne Hart
"
Veludo Azul,(1986),"
Drama, Mystery, Thriller            ",120 min,7.8,$8.55M,"168,630",76        ,David Lynch,":
Isabella Rossellini, 
Kyle MacLachlan, 
Dennis Hopper, 
Laura Dern
"
"Labirinto, a Magia do Tempo",(1986),"
Adventure, Family, Fantasy            ",101 min,7.4,$12.73M,"117,349",50        ,Jim Henson,":
David Bowie, 
Jennifer Connelly, 
Toby Froud, 
Shelley Thompson
"
Os Aventureiros do Bairro Proibido,(1986),"
Action, Adventure, Comedy            ",99 min,7.3,$11.10M,"116,765",53        ,John Carpenter,":
Kurt Russell, 
Kim Cattrall, 
Dennis Dun, 
James Hong
"
Caçador de Assassinos,(1986),"
Crime, Horror, Mystery            ",120 min,7.2,$8.62M,"61,473",75        ,Michael Mann,":
William Petersen, 
Kim Greist, 
Joan Allen, 
Brian Cox
"
Um Dia a Casa Cai,(1986),"
Comedy            ",91 min,6.4,$37.50M,"47,899",49        ,Richard Benjamin,":
Tom Hanks, 
Shelley Long, 
Alexander Godunov, 
Maureen Stapleton
"
O Vôo do Navegador,(1986),"
Adventure, Comedy, Family            ",90 min,6.9,$18.56M,"41,870",64        ,Randal Kleiser,":
Joey Cramer, 
Paul Reubens, 
Cliff De Young, 
Veronica Cartwright
"
A Garota de Rosa-Shocking,(1986),"
Comedy, Drama, Romance            ",97 min,6.8,$40.47M,"70,002",57        ,Howard Deutch,":
Molly Ringwald, 
Jon Cryer, 
Harry Dean Stanton, 
Annie Potts
"
9 1/2 Semanas de Amor,(1986),"
Drama, Romance            ",117 min,6.0,$6.73M,"35,513",50        ,Adrian Lyne,":
Mickey Rourke, 
Kim Basinger, 
Margaret Whitton, 
David Margulies
"
A Mosca,(1986),"
Drama, Horror, Sci-Fi            ",96 min,7.5,$40.46M,"150,068",79        ,David Cronenberg,":
Jeff Goldblum, 
Geena Davis, 
John Getz, 
Joy Boushel
"
A Pequena Loja dos Horrores,(1986),"
Comedy, Horror, Musical            ",94 min,7.0,$38.75M,"60,977",81        ,Frank Oz,":
Rick Moranis, 
Ellen Greene, 
Vincent Gardenia, 
Levi Stubbs
"
Crocodilo Dundee,(1986),"
Action, Adventure, Comedy            ",97 min,6.6,$174.64M,"87,738",62        ,Peter Faiman,":
Paul Hogan, 
Linda Kozlowski, 
John Meillon, 
David Gulpilil
"
O Nome da Rosa,(1986),"
Crime, Drama, Mystery            ",130 min,7.7,$7.15M,"96,708",,Jean-Jacques Annaud,":
Sean Connery, 
Christian Slater, 
Helmut Qualtinger, 
Elya Baskin
"
Stallone: Cobra,(1986),"
Action, Crime, Thriller            ",87 min,5.8,$49.04M,"63,731",25        ,George P. Cosmatos,":
Sylvester Stallone, 
Brigitte Nielsen, 
Reni Santoni, 
Andrew Robinson
"
"Howard, o Super-Herói",(1986),"
Action, Adventure, Comedy            ",110 min,4.7,$16.30M,"40,934",28        ,Willard Huyck,":
Lea Thompson, 
Jeffrey Jones, 
Tim Robbins, 
Ed Gale
"
Slaughter High,(1986),"
Horror, Thriller            ",90 min,5.3,,"4,889",,George Dugdale,":
Caroline Munro, 
Simon Scuddamore, 
Carmine Iannaccone, 
Donna Yeager
"
Um Robô em Curto Circuito,(1986),"
Comedy, Family, Sci-Fi            ",98 min,6.7,$40.70M,"53,993",50        ,John Badham,":
Ally Sheedy, 
Steve Guttenberg, 
Fisher Stevens, 
Austin Pendleton
"
A Cor do Dinheiro,(1986),"
Drama, Sport            ",119 min,7.0,$52.29M,"70,177",77        ,Martin Scorsese,":
Paul Newman, 
Tom Cruise, 
Mary Elizabeth Mastrantonio, 
Helen Shaver
"
A Missão,(1986),"
Adventure, Drama, History            ",125 min,7.4,$17.22M,"52,946",55        ,Roland Joffé,":
Robert De Niro, 
Jeremy Irons, 
Ray McAnally, 
Aidan Quinn
"
Juventude Assassina,(1986),"
Crime, Drama            ",99 min,7.0,$4.60M,"14,869",73        ,Tim Hunter,":
Crispin Glover, 
Keanu Reeves, 
Ione Skye, 
Daniel Roebuck
"
O Castelo no Céu,(1986),"
Animation, Adventure, Drama            ",125 min,8.0,,"133,454",78        ,Hayao Miyazaki,":
Anna Paquin, 
James Van Der Beek, 
Cloris Leachman, 
Mark Hamill
"
