Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Drácula de Bram Stoker,(1992),"
Horror            ",128 min,7.4,$82.52M,"180,918",57        ,Francis Ford Coppola,":
Gary Oldman, 
Winona Ryder, 
Anthony Hopkins, 
Keanu Reeves
"
Aladdin,(1992),"
Animation, Adventure, Comedy            ",90 min,8.0,$217.35M,"344,808",86        ,Ron Clements,":
Scott Weinger, 
Robin Williams, 
Linda Larkin, 
Jonathan Freeman
"
Cães de Aluguel,(1992),"
Crime, Drama, Thriller            ",99 min,8.3,$2.83M,"863,982",79        ,Quentin Tarantino,":
Harvey Keitel, 
Tim Roth, 
Michael Madsen, 
Chris Penn
"
Os Imperdoáveis,(1992),"
Drama, Western            ",130 min,8.2,$101.16M,"353,306",85        ,Clint Eastwood,":
Clint Eastwood, 
Gene Hackman, 
Morgan Freeman, 
Richard Harris
"
Instinto Selvagem,(1992),"
Drama, Mystery, Thriller            ",127 min,7.0,$117.73M,"161,831",41        ,Paul Verhoeven,":
Michael Douglas, 
Sharon Stone, 
George Dzundza, 
Jeanne Tripplehorn
"
Todas as Mulheres Fazem,(1992),"
Comedy, Drama            ",93 min,5.3,,"3,636",,Tinto Brass,":
Claudia Koll, 
Paolo Lanza, 
Franco Branciaroli, 
Isabella Deiana
"
Uma Equipe Muito Especial,(1992),"
Comedy, Drama, Family            ",128 min,7.2,$107.53M,"86,946",67        ,Penny Marshall,":
Tom Hanks, 
Geena Davis, 
Lori Petty, 
Madonna
"
Retorno a Howards End,(1992),"
Drama, Romance            ",142 min,7.4,$25.97M,"26,823",89        ,James Ivory,":
Anthony Hopkins, 
Emma Thompson, 
Vanessa Redgrave, 
Helena Bonham Carter
"
O Último dos Moicanos,(1992),"
Action, Adventure, Drama            ",112 min,7.7,$75.51M,"140,584",76        ,Michael Mann,":
Daniel Day-Lewis, 
Madeleine Stowe, 
Russell Means, 
Eric Schweig
"
Esqueceram de Mim 2: Perdido em Nova York,(1992),"
Adventure, Comedy, Crime            ",120 min,6.7,$173.59M,"281,902",,Chris Columbus,":
Macaulay Culkin, 
Joe Pesci, 
Daniel Stern, 
Catherine O'Hara
"
Meu Primo Vinny,(1992),"
Comedy, Crime            ",120 min,7.6,$52.93M,"99,943",68        ,Jonathan Lynn,":
Joe Pesci, 
Marisa Tomei, 
Ralph Macchio, 
Mitchell Whitfield
"
A Morte lhe Cai Bem,(1992),"
Comedy, Fantasy, Horror            ",104 min,6.6,$58.42M,"97,085",56        ,Robert Zemeckis,":
Meryl Streep, 
Bruce Willis, 
Goldie Hawn, 
Isabella Rossellini
"
Batman: O Retorno,(1992),"
Action, Crime, Fantasy            ",126 min,7.0,$162.83M,"261,397",68        ,Tim Burton,":
Michael Keaton, 
Danny DeVito, 
Michelle Pfeiffer, 
Christopher Walken
"
Alien 3,(1992),"
Action, Horror, Sci-Fi            ",114 min,6.5,$55.47M,"263,518",59        ,David Fincher,":
Sigourney Weaver, 
Charles S. Dutton, 
Charles Dance, 
Paul McGann
"
Nós Somos os Campeões,(1992),"
Comedy, Drama, Family            ",104 min,6.5,$50.75M,"54,765",46        ,Stephen Herek,":
Emilio Estevez, 
Joss Ackland, 
Lane Smith, 
Heidi Kling
"
Perfume de Mulher,(1992),"
Drama            ",156 min,8.0,$63.90M,"241,846",59        ,Martin Brest,":
Al Pacino, 
Chris O'Donnell, 
James Rebhorn, 
Gabrielle Anwar
"
Questão de Honra,(1992),"
Drama, Thriller            ",138 min,7.7,$141.34M,"221,217",62        ,Rob Reiner,":
Tom Cruise, 
Jack Nicholson, 
Demi Moore, 
Kevin Bacon
"
Jogos Patrióticos,(1992),"
Action, Thriller            ",117 min,6.9,$83.29M,"97,177",64        ,Phillip Noyce,":
Harrison Ford, 
Sean Bean, 
Anne Archer, 
Patrick Bergin
"
Extra! Extra!,(1992),"
Drama, Family, History            ",121 min,7.0,$2.82M,"17,810",46        ,Kenny Ortega,":
Christian Bale, 
Bill Pullman, 
Robert Duvall, 
Ann-Margret
"
O Mistério de Candyman,(1992),"
Horror, Thriller            ",99 min,6.6,$25.79M,"62,637",61        ,Bernard Rose,":
Virginia Madsen, 
Xander Berkeley, 
Tony Todd, 
Kasi Lemmons
"
Mudança de Hábito,(1992),"
Comedy, Crime, Family            ",100 min,6.4,$139.61M,"81,854",51        ,Emile Ardolino,":
Whoopi Goldberg, 
Maggie Smith, 
Kathy Najimy, 
Wendy Makkena
"
Chaplin,(1992),"
Biography, Comedy, Drama            ",143 min,7.6,$9.49M,"51,034",47        ,Richard Attenborough,":
Robert Downey Jr., 
Geraldine Chaplin, 
Paul Rhys, 
John Thaw
"
Quanto Mais Idiota Melhor,(1992),"
Comedy, Music            ",94 min,7.0,$121.70M,"137,220",57        ,Penelope Spheeris,":
Mike Myers, 
Dana Carvey, 
Rob Lowe, 
Tia Carrere
"
Relação Indecente,(1992),"
Drama, Thriller            ",90 min,5.4,$1.83M,"16,459",,Katt Shea,":
Drew Barrymore, 
Sara Gilbert, 
Tom Skerritt, 
Cheryl Ladd
"
Máquina Mortífera 3,(1992),"
Action, Crime, Thriller            ",118 min,6.7,$144.73M,"150,096",40        ,Richard Donner,":
Mel Gibson, 
Danny Glover, 
Joe Pesci, 
Rene Russo
"
Traídos pelo Desejo,(1992),"
Crime, Drama, Romance            ",112 min,7.2,$62.55M,"48,602",90        ,Neil Jordan,":
Stephen Rea, 
Jaye Davidson, 
Forest Whitaker, 
Miranda Richardson
"
Nada é para Sempre,(1992),"
Drama            ",123 min,7.2,$43.44M,"50,617",68        ,Robert Redford,":
Craig Sheffer, 
Brad Pitt, 
Tom Skerritt, 
Brenda Blethyn
"
O Sucesso a Qualquer Preço,(1992),"
Crime, Drama, Mystery            ",100 min,7.7,$10.73M,"90,899",80        ,James Foley,":
Al Pacino, 
Jack Lemmon, 
Alec Baldwin, 
Alan Arkin
"
Vício Frenético,(1992),"
Crime, Drama, Thriller            ",96 min,7.1,$2.00M,"36,186",70        ,Abel Ferrara,":
Harvey Keitel, 
Brian McElroy, 
Frank Acciarito, 
Peggy Gormley
"
Soldado Universal,(1992),"
Action, Sci-Fi            ",102 min,6.0,$36.30M,"79,304",35        ,Roland Emmerich,":
Jean-Claude Van Damme, 
Dolph Lundgren, 
Ally Walker, 
Ed O'Ross
"
Lua de Fel,(1992),"
Drama, Romance, Thriller            ",139 min,7.2,$1.86M,"32,890",,Roman Polanski,":
Hugh Grant, 
Kristin Scott Thomas, 
Emmanuelle Seigner, 
Peter Coyote
"
O Guarda-Costas,(1992),"
Action, Drama, Music            ",129 min,6.3,$121.95M,"111,986",39        ,Mick Jackson,":
Kevin Costner, 
Whitney Houston, 
Gary Kemp, 
Bill Cobbs
"
Um Casal Quase Perfeito,(1992),"
Comedy, Drama, Romance            ",101 min,6.9,$25.11M,"17,927",,Paul Michael Glaser,":
D.B. Sweeney, 
Moira Kelly, 
Roy Dotrice, 
Terry O'Quinn
"
"Buffy, a Caça-Vampiros",(1992),"
Action, Comedy, Fantasy            ",86 min,5.6,$16.62M,"37,950",48        ,Fran Rubel Kuzui,":
Kristy Swanson, 
Donald Sutherland, 
Paul Reubens, 
Rutger Hauer
"
Beethoven: O Magnífico,(1992),"
Comedy, Drama, Family            ",87 min,5.6,$57.11M,"62,474",,Brian Levant,":
Charles Grodin, 
Bonnie Hunt, 
Dean Jones, 
Nicholle Tom
"
Uma Noite Alucinante 3,(1992),"
Comedy, Horror            ",81 min,7.5,$11.50M,"155,867",57        ,Sam Raimi,":
Bruce Campbell, 
Embeth Davidtz, 
Marcus Gilbert, 
Ian Abercrombie
"
Twin Peaks: Os Últimos Dias de Laura Palmer,(1992),"
Drama, Horror, Mystery            ",134 min,7.3,$4.16M,"79,952",28        ,David Lynch,":
Sheryl Lee, 
Ray Wise, 
Mädchen Amick, 
Dana Ashbrook
"
Sonâmbulos,(1992),"
Horror            ",91 min,5.3,$30.52M,"19,144",38        ,Mick Garris,":
Brian Krause, 
Mädchen Amick, 
Alice Krige, 
Jim Haynie
"
Mulher Solteira Procura,(1992),"
Drama, Thriller            ",107 min,6.4,$47.92M,"29,966",63        ,Barbet Schroeder,":
Bridget Fonda, 
Jennifer Jason Leigh, 
Steven Weber, 
Peter Friedman
"
"Hoffa - Um Homem, Uma Lenda",(1992),"
Biography, Crime, Drama            ",140 min,6.6,$24.28M,"20,493",50        ,Danny DeVito,":
Jack Nicholson, 
Danny DeVito, 
Armand Assante, 
J.T. Walsh
"
