Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
A Ilha do Topo do Mundo,(1974),"
Adventure, Family, Fantasy            ",93 min,6.3,,"2,231",,Robert Stevenson,":
David Hartman, 
Donald Sinden, 
Jacques Marin, 
Mako
"
A Lenda dos Sete Vampiros,(1974),"
Action, Horror            ",89 min,5.9,,"3,529",,Roy Ward Baker,":
Peter Cushing, 
David Chiang, 
Julie Ege, 
Han Chen Wang
"
Onde Florescem os Lírios,(1974),"
Drama, Family, Romance            ",98 min,7.3,,574,,William A. Graham,":
Julie Gholson, 
Jan Smithers, 
Matthew Burrill, 
Helen Harmon
"
Stardust,(1974),"
Drama, Music            ",111 min,6.6,,793,,Michael Apted,":
David Essex, 
Adam Faith, 
Larry Hagman, 
Ines Des Longchamps
"
El buque maldito,(1974),"
Horror            ",89 min,4.6,,"2,195",,Amando de Ossorio,":
Maria Perschy, 
Jack Taylor, 
Bárbara Rey, 
Carlos Lemos
"
The Groove Tube,(1974),"
Comedy            ",75 min,5.9,$20.45M,"1,842",,Ken Shapiro,":
Ken Shapiro, 
Richard Belzer, 
Chevy Chase, 
Buzzy Linhart
"
Law and Disorder,(1974),"
Comedy, Crime, Drama            ",101 min,6.5,,222,,Ivan Passer,":
Carroll O'Connor, 
Ernest Borgnine, 
Ann Wedgeworth, 
Anita Dangler
"
Um Homem Que Dorme,(1974),"
Drama            ",77 min,8.1,,"2,627",,Bernard Queysanne,":
Jacques Spiesser, 
Ludmila Mikaël
"
Mãos Sujas Sobre a Cidade,(1974),"
Comedy, Crime, Drama            ",92 min,6.3,,"1,026",,Peter Hyams,":
Elliott Gould, 
Robert Blake, 
Allen Garfield, 
Antonio Fargas
"
Claudine,(1974),"
Comedy, Drama, Romance            ",92 min,7.2,,"1,629",,John Berry,":
Diahann Carroll, 
James Earl Jones, 
Lawrence Hilton-Jacobs, 
Tamu Blackwell
"
Sexcula,(1974),"
Comedy, Horror, Sci-Fi            ",87 min,4.0,,287,,John Holbrook,":
Debbie Collins, 
Jamie Orlando, 
John Alexander, 
Tim Lowery
"
Madhouse,(1974),"
Crime, Horror, Mystery            ",92 min,6.4,,"3,162",,Jim Clark,":
Vincent Price, 
Peter Cushing, 
Robert Quarry, 
Adrienne Corri
"
The Castaway Cowboy,(1974),"
Comedy, Family, Western            ",91 min,6.0,,412,,Vincent McEveety,":
James Garner, 
Vera Miles, 
Robert Culp, 
Eric Shea
"
Crazy Joe,(1974),"
Crime, Drama            ",100 min,6.2,,376,,Carlo Lizzani,":
Peter Boyle, 
Paula Prentiss, 
Fred Williamson, 
Rip Torn
"
Galo de Briga,(1974),"
Drama            ",83 min,7.1,,"1,890",,Monte Hellman,":
Warren Oates, 
Richard B. Shull, 
Harry Dean Stanton, 
Ed Begley Jr.
"
O Homem da Meia-Noite,(1974),"
Crime, Drama, Mystery            ",117 min,6.4,,735,,Roland Kibbee,":
Burt Lancaster, 
Susan Clark, 
Cameron Mitchell, 
Morgan Woodward
"
Os 3 Discípulos da Morte,(1974),"
Drama, Western            ",96 min,6.3,,"1,141",,Richard Fleischer,":
Lee Marvin, 
Gary Grimes, 
Ron Howard, 
Charles Martin Smith
"
Renegados Até a Última Rajada,(1974),"
Crime, Drama, Romance            ",123 min,7.0,,"3,981",,Robert Altman,":
Keith Carradine, 
Shelley Duvall, 
John Schuck, 
Bert Remsen
"
Peopletoys,(1974),"
Horror            ",88 min,5.1,,"1,187",,Sean MacGregor,":
Sorrell Booke, 
Gene Evans, 
Taylor Lacher, 
Joan McCall
"
Truck Turner,(1974),"
Action, Crime, Thriller            ",91 min,7.0,,"2,319",,Jonathan Kaplan,":
Isaac Hayes, 
Yaphet Kotto, 
Alan Weeks, 
Annazette Chase
"
A Fera Deve Morrer,(1974),"
Horror, Mystery            ",93 min,5.8,,"2,540",,Paul Annett,":
Calvin Lockhart, 
Peter Cushing, 
Marlene Clark, 
Charles Gray
"
"Mahler, Uma Paixão Violenta",(1974),"
Biography, Drama, Music            ",115 min,7.0,,"2,188",,Ken Russell,":
Robert Powell, 
Georgina Hale, 
Lee Montague, 
Miriam Karlin
"
Plaisir à trois,(1974),"
Drama            ",87 min,5.8,,227,,Jesús Franco,":
Alice Arno, 
Robert Woods, 
Howard Vernon, 
Tania Busselier
"
Gekitotsu! Satsujin ken,(1974),"
Action, Crime, Thriller            ",91 min,7.1,,"4,314",,Shigehiro Ozawa,":
Shin'ichi Chiba, 
Goichi Yamada, 
Yutaka Nakajima, 
Chiyoko Kazama
"
Os Homens Violentos do Klan,(1974),"
Crime, Drama, Thriller            ",112 min,5.1,,"1,206",,Terence Young,":
Lee Marvin, 
Richard Burton, 
Cameron Mitchell, 
O.J. Simpson
"
The Centerfold Girls,(1974),"
Thriller            ",91 min,5.5,,594,,John Peyser,":
Jaime Lyn Bauer, 
Aldo Ray, 
Dennis Olivieri, 
Janet Wood
"
Cães Raivosos,(1974),"
Crime, Drama, Thriller            ",96 min,7.5,,"3,912",,Mario Bava,":
Lea Lander, 
George Eastman, 
Riccardo Cucciolla, 
Don Backy
"
O Moinho Negro,(1974),"
Action, Crime, Thriller            ",106 min,6.3,,"2,346",,Don Siegel,":
Michael Caine, 
Donald Pleasence, 
Delphine Seyrig, 
Clive Revill
"
Seizure,(1974),"
Horror            ",94 min,4.7,,677,,Oliver Stone,":
Jonathan Frid, 
Martine Beswick, 
Joseph Sirola, 
Christina Pickles
"
Cheap,(1974),"
Animation, Comedy, Fantasy            ",75 min,5.2,,381,,Charles Swenson,":
Howard Kaylan, 
Mark Volman, 
Robert Ridgely, 
Cynthia Adler
"
Amazing Grace,(1974),"
Comedy            ",99 min,6.0,,188,,Stan Lathan,":
Moms Mabley, 
Slappy White, 
Rosalind Cash, 
Moses Gunn
"
Stone,(1974),"
Action, Drama, Adventure            ",103 min,6.4,,"1,133",,Sandy Harbutt,":
Deryck Barnes, 
Sandy Harbutt, 
Hugh Keays-Byrne, 
Lex Mitchell
"
A Maldição do Ouro,(1974),"
Adventure, Thriller            ",120 min,5.7,,"1,826",,Peter R. Hunt,":
Roger Moore, 
Susannah York, 
Ray Milland, 
Bradford Dillman
"
O Grande Vigarista,(1974),"
Comedy, Drama            ",120 min,6.8,,"1,766",,Ted Kotcheff,":
Richard Dreyfuss, 
Micheline Lanctôt, 
Jack Warden, 
Randy Quaid
"
Nós Que Nos Amávamos Tanto,(1974),"
Comedy, Drama            ",124 min,8.1,,"4,747",,Ettore Scola,":
Nino Manfredi, 
Vittorio Gassman, 
Stefania Sandrelli, 
Stefano Satta Flores
"
Frankenstein e o Monstro do Inferno,(1974),"
Horror, Sci-Fi            ",99 min,6.4,,"2,961",,Terence Fisher,":
Peter Cushing, 
Shane Briant, 
Madeline Smith, 
David Prowse
"
"Após o Transplante, o Super-Homem",(1974),"
Comedy            ",90 min,3.5,,211,,Ralph Thomas,":
Leigh Lawson, 
Elke Sommer, 
Denholm Elliott, 
Judy Geeson
"
Vampira,(1974),"
Comedy, Horror            ",88 min,4.1,,688,,Clive Donner,":
David Niven, 
Teresa Graves, 
Peter Bayliss, 
Jennie Linden
"
Je tu il elle,(1974),"
Drama            ",86 min,6.8,,"1,563",,Chantal Akerman,":
Chantal Akerman, 
Niels Arestrup, 
Claire Wauthion
"
Carry on Dick,(1974),"
Adventure, Comedy            ",91 min,6.0,,"2,262",,Gerald Thomas,":
Sidney James, 
Kenneth Williams, 
Barbara Windsor, 
Hattie Jacques
"
House of Whipcord,(1974),"
Horror            ",102 min,5.9,,"1,334",,Pete Walker,":
Barbara Markham, 
Patrick Barr, 
Ray Brooks, 
Ann Michelle
"
Estranhas Mutações,(1974),"
Horror, Sci-Fi            ",92 min,5.2,,868,,Jack Cardiff,":
Donald Pleasence, 
Tom Baker, 
Brad Harris, 
Julie Ege
"
Lancelot do Lago,(1974),"
Drama, Fantasy, Romance            ",85 min,7.0,,"3,163",74        ,Robert Bresson,":
Luc Simon, 
Laura Duke Condominas, 
Humbert Balsan, 
Vladimir Antolek-Oresek
"
Video Vixens!,(1974),"
Comedy            ",83 min,4.4,,240,,Henri Pachard,":
Keith Luckett, 
James Walters, 
Philip Luther, 
Norman Fields
"
Schulmädchen-Report 7. Teil - Doch das Herz muß dabei sein,(1974),"
Comedy, Drama, Romance            ",93 min,4.2,,177,,Ernst Hofbauer,":
Elke Deuringer, 
Christina Lindberg, 
Alfred Acktun, 
Puppa Armbruster
"
Candy Stripe Nurses,(1974),"
Comedy, Thriller            ",80 min,4.7,,387,,Alan Holleb,":
Candice Rialson, 
Robin Mattson, 
María Rojo, 
Roger Cruz
"
