Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Green Book: O Guia,(2018),"
Biography, Comedy, Drama            ",130 min,8.2,$85.08M,"282,823",69        ,Peter Farrelly,":
Viggo Mortensen, 
Mahershala Ali, 
Linda Cardellini, 
Sebastian Maniscalco
"
Um Lugar Silencioso,(2018),"
Drama, Horror, Sci-Fi            ",90 min,7.5,$188.02M,"348,587",82        ,John Krasinski,":
Emily Blunt, 
John Krasinski, 
Millicent Simmonds, 
Noah Jupe
"
Hereditário,(2018),"
Drama, Horror, Mystery            ",127 min,7.3,$44.07M,"190,828",87        ,Ari Aster,":
Toni Collette, 
Milly Shapiro, 
Gabriel Byrne, 
Alex Wolff
"
Missão: Impossível - Efeito Fallout,(2018),"
Action, Adventure, Thriller            ",147 min,7.8,$220.16M,"260,155",86        ,Christopher McQuarrie,":
Tom Cruise, 
Henry Cavill, 
Ving Rhames, 
Simon Pegg
"
Han Solo: Uma História Star Wars,(2018),"
Action, Adventure, Sci-Fi            ",135 min,6.9,$213.77M,"258,680",62        ,Ron Howard,":
Alden Ehrenreich, 
Woody Harrelson, 
Emilia Clarke, 
Donald Glover
"
Bohemian Rhapsody,(2018),"
Biography, Drama, Music            ",134 min,8.0,$216.43M,"404,494",49        ,Bryan Singer,":
Rami Malek, 
Lucy Boynton, 
Gwilym Lee, 
Ben Hardy
"
Vingadores: Guerra Infinita,(2018),"
Action, Adventure, Sci-Fi            ",149 min,8.5,$678.82M,"742,426",68        ,Anthony Russo,":
Robert Downey Jr., 
Chris Hemsworth, 
Mark Ruffalo, 
Chris Evans
"
Night Hunter,(2018),"
Action, Crime, Drama            ",98 min,5.8,,"7,819",31        ,David Raymond,":
Henry Cavill, 
Ben Kingsley, 
Alexandra Daddario, 
Stanley Tucci
"
Pantera Negra,(2018),"
Action, Adventure, Sci-Fi            ",134 min,7.3,$700.06M,"561,562",88        ,Ryan Coogler,":
Chadwick Boseman, 
Michael B. Jordan, 
Lupita Nyong'o, 
Danai Gurira
"
Aquaman,(2018),"
Action, Adventure, Fantasy            ",143 min,7.0,$335.06M,"321,831",55        ,James Wan,":
Jason Momoa, 
Amber Heard, 
Willem Dafoe, 
Patrick Wilson
"
De Repente Uma Família,(2018),"
Comedy, Drama            ",118 min,7.3,$67.36M,"65,069",57        ,Sean Anders,":
Mark Wahlberg, 
Rose Byrne, 
Isabela Merced, 
Gustavo Escobar
"
Venom,(2018),"
Action, Sci-Fi, Thriller            ",112 min,6.7,$213.52M,"319,823",35        ,Ruben Fleischer,":
Tom Hardy, 
Michelle Williams, 
Riz Ahmed, 
Scott Haze
"
Homem-Aranha no Aranhaverso,(2018),"
Animation, Action, Adventure            ",117 min,8.4,$190.24M,"291,563",87        ,Bob Persichetti,":
Shameik Moore, 
Jake Johnson, 
Hailee Steinfeld, 
Mahershala Ali
"
Nasce uma Estrela,(2018),"
Drama, Music, Romance            ",136 min,7.7,$215.29M,"293,876",88        ,Bradley Cooper,":
Lady Gaga, 
Bradley Cooper, 
Sam Elliott, 
Greg Grunberg
"
Infiltrado na Klan,(2018),"
Biography, Crime, Drama            ",135 min,7.5,$48.69M,"176,569",83        ,Spike Lee,":
John David Washington, 
Adam Driver, 
Laura Harrier, 
Topher Grace
"
Freaks,(2018),"
Drama, Mystery, Sci-Fi            ",105 min,6.7,,"10,049",63        ,Zach Lipovsky,":
Emile Hirsch, 
Bruce Dern, 
Grace Park, 
Amanda Crew
"
Jogador Nº 1,(2018),"
Action, Adventure, Sci-Fi            ",140 min,7.5,$137.69M,"327,949",64        ,Steven Spielberg,":
Tye Sheridan, 
Olivia Cooke, 
Ben Mendelsohn, 
Lena Waithe
"
Um Pequeno Favor,(2018),"
Comedy, Crime, Drama            ",117 min,6.8,$53.55M,"105,325",67        ,Paul Feig,":
Anna Kendrick, 
Blake Lively, 
Henry Golding, 
Andrew Rannells
"
Animais Fantásticos: Os Crimes de Grindelwald,(2018),"
Adventure, Family, Fantasy            ",134 min,6.6,$159.56M,"192,533",52        ,David Yates,":
Eddie Redmayne, 
Katherine Waterston, 
Dan Fogler, 
Johnny Depp
"
Podres de Ricos,(2018),"
Comedy, Drama, Romance            ",120 min,6.9,$174.53M,"117,425",74        ,Jon M. Chu,":
Constance Wu, 
Henry Golding, 
Michelle Yeoh, 
Gemma Chan
"
Maus Momentos no Hotel Royale,(2018),"
Crime, Drama, Mystery            ",141 min,7.1,$17.84M,"110,803",60        ,Drew Goddard,":
Jeff Bridges, 
Cynthia Erivo, 
Dakota Johnson, 
Jon Hamm
"
A Favorita,(2018),"
Biography, Comedy, Drama            ",119 min,7.6,$34.37M,"144,247",90        ,Yorgos Lanthimos,":
Olivia Colman, 
Emma Stone, 
Rachel Weisz, 
Nicholas Hoult
"
Era uma Vez um Deadpool,(2018),"
Action, Adventure, Comedy            ",119 min,7.7,$324.59M,"434,011",66        ,David Leitch,":
Ryan Reynolds, 
Josh Brolin, 
Morena Baccarin, 
Julian Dennison
"
The VelociPastor,(2018),"
Action, Adventure, Comedy            ",75 min,5.7,,591,,Brendan Steere,":
Alyssa Kempinski, 
Greg Cohan, 
Claire Hsu, 
Aurelio Voltaire
"
Bumblebee,(I) (2018),"
Action, Adventure, Sci-Fi            ",114 min,6.8,$127.20M,"117,254",66        ,Travis Knight,":
Hailee Steinfeld, 
Jorge Lendeborg Jr., 
John Cena, 
Jason Drucker
"
A Mula,(2018),"
Crime, Drama, Thriller            ",116 min,7.0,$103.80M,"87,820",58        ,Clint Eastwood,":
Clint Eastwood, 
Patrick L. Reyes, 
Cesar De León, 
Gustavo Muñoz
"
Duas Rainhas,(2018),"
Biography, Drama, History            ",124 min,6.3,$16.47M,"31,943",60        ,Josie Rourke,":
Saoirse Ronan, 
Margot Robbie, 
Jack Lowden, 
Joe Alwyn
"
The Nightingale,(I) (2018),"
Adventure, Drama, Thriller            ",136 min,7.3,$0.39M,"10,427",77        ,Jennifer Kent,":
Aisling Franciosi, 
Sam Claflin, 
Baykali Ganambarr, 
Damon Herriman
"
