Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Prenda-me se for Capaz,(2002),"
Biography, Crime, Drama            ",141 min,8.1,$164.62M,"757,737",75        ,Steven Spielberg,":
Leonardo DiCaprio, 
Tom Hanks, 
Christopher Walken, 
Martin Sheen
"
"Star Wars, Episódio II: Ataque dos Clones",(2002),"
Action, Adventure, Fantasy            ",142 min,6.5,$310.68M,"604,744",54        ,George Lucas,":
Hayden Christensen, 
Natalie Portman, 
Ewan McGregor, 
Christopher Lee
"
O Senhor dos Anéis: As Duas Torres,(2002),"
Adventure, Drama, Fantasy            ",179 min,8.7,$342.55M,"1,402,439",87        ,Peter Jackson,":
Elijah Wood, 
Ian McKellen, 
Viggo Mortensen, 
Orlando Bloom
"
Harry Potter e a Câmara Secreta,(2002),"
Adventure, Family, Fantasy            ",161 min,7.4,$261.99M,"513,429",63        ,Chris Columbus,":
Daniel Radcliffe, 
Rupert Grint, 
Emma Watson, 
Richard Harris
"
Estrada para Perdição,(2002),"
Crime, Drama, Thriller            ",117 min,7.7,$104.45M,"233,923",72        ,Sam Mendes,":
Tom Hanks, 
Tyler Hoechlin, 
Rob Maxey, 
Liam Aiken
"
Cidade de Deus,(2002),"
Crime, Drama            ",130 min,8.6,$7.56M,"665,192",79        ,Fernando Meirelles,":
Alexandre Rodrigues, 
Leandro Firmino, 
Matheus Nachtergaele, 
Phellipe Haagensen
"
Homem-Aranha,(2002),"
Action, Adventure, Sci-Fi            ",121 min,7.3,$403.71M,"658,227",73        ,Sam Raimi,":
Tobey Maguire, 
Kirsten Dunst, 
Willem Dafoe, 
James Franco
"
Gangues de Nova York,(2002),"
Crime, Drama            ",167 min,7.5,$77.81M,"384,203",72        ,Martin Scorsese,":
Leonardo DiCaprio, 
Cameron Diaz, 
Daniel Day-Lewis, 
Jim Broadbent
"
O Conde de Monte Cristo,(2002),"
Action, Adventure, Drama            ",131 min,7.8,$54.23M,"123,380",61        ,Kevin Reynolds,":
Jim Caviezel, 
Guy Pearce, 
Richard Harris, 
James Frain
"
Doce Lar,(2002),"
Comedy, Romance            ",108 min,6.2,$127.22M,"97,983",45        ,Andy Tennant,":
Reese Witherspoon, 
Patrick Dempsey, 
Josh Lucas, 
Candice Bergen
"
O Pianista,(2002),"
Biography, Drama, Music            ",150 min,8.5,$32.57M,"674,247",85        ,Roman Polanski,":
Adrien Brody, 
Thomas Kretschmann, 
Frank Finlay, 
Emilia Fox
"
Scooby-Doo,(2002),"
Adventure, Comedy, Family            ",86 min,5.0,$153.29M,"91,604",35        ,Raja Gosnell,":
Matthew Lillard, 
Freddie Prinze Jr., 
Sarah Michelle Gellar, 
Linda Cardellini
"
007 - Um Novo Dia Para Morrer,(2002),"
Action, Adventure, Thriller            ",133 min,6.1,$160.94M,"196,312",56        ,Lee Tamahori,":
Pierce Brosnan, 
Halle Berry, 
Rosamund Pike, 
Toby Stephens
"
O Chamado,(2002),"
Horror, Mystery            ",115 min,7.1,$129.13M,"306,768",57        ,Gore Verbinski,":
Naomi Watts, 
Martin Henderson, 
Brian Cox, 
David Dorfman
"
Secretária,(2002),"
Comedy, Drama, Romance            ",107 min,7.0,$4.06M,"79,297",63        ,Steven Shainberg,":
James Spader, 
Maggie Gyllenhaal, 
Jeremy Davies, 
Lesley Ann Warren
"
Infidelidade,(2002),"
Drama, Romance, Thriller            ",124 min,6.7,$52.80M,"75,722",63        ,Adrian Lyne,":
Richard Gere, 
Diane Lane, 
Olivier Martinez, 
Erik Per Sullivan
"
Chicago,(2002),"
Comedy, Crime, Musical            ",113 min,7.1,$170.69M,"206,501",82        ,Rob Marshall,":
Renée Zellweger, 
Catherine Zeta-Jones, 
Richard Gere, 
Taye Diggs
"
Extermínio,(2002),"
Drama, Horror, Sci-Fi            ",113 min,7.6,$45.06M,"355,160",73        ,Danny Boyle,":
Cillian Murphy, 
Naomie Harris, 
Christopher Eccleston, 
Alex Palmer
"
Mestre do Disfarce,(2002),"
Adventure, Comedy, Family            ",80 min,3.3,$40.36M,"21,331",12        ,Perry Andelin Blake,":
Dana Carvey, 
Jennifer Esposito, 
Harold Gould, 
James Brolin
"
Irreversível,(2002),"
Crime, Drama, Mystery            ",97 min,7.4,$0.75M,"111,388",51        ,Gaspar Noé,":
Monica Bellucci, 
Vincent Cassel, 
Albert Dupontel, 
Jo Prestia
"
Embriagado de Amor,(2002),"
Comedy, Drama, Romance            ",95 min,7.3,$17.84M,"138,057",78        ,Paul Thomas Anderson,":
Adam Sandler, 
Emily Watson, 
Philip Seymour Hoffman, 
Jason Andrews
"
A Identidade Bourne,(2002),"
Action, Mystery, Thriller            ",119 min,7.9,$121.66M,"486,046",68        ,Doug Liman,":
Franka Potente, 
Matt Damon, 
Chris Cooper, 
Clive Owen
"
Sinais,(2002),"
Drama, Mystery, Sci-Fi            ",106 min,6.7,$227.97M,"324,796",59        ,M. Night Shyamalan,":
Mel Gibson, 
Joaquin Phoenix, 
Rory Culkin, 
Abigail Breslin
"
Dragão Vermelho,(2002),"
Crime, Drama, Thriller            ",124 min,7.2,$93.15M,"237,319",60        ,Brett Ratner,":
Anthony Hopkins, 
Edward Norton, 
Ralph Fiennes, 
Harvey Keitel
"
Minority Report: A Nova Lei,(2002),"
Action, Crime, Mystery            ",145 min,7.6,$132.07M,"482,624",80        ,Steven Spielberg,":
Tom Cruise, 
Colin Farrell, 
Samantha Morton, 
Max von Sydow
"
Fomos Heróis,(2002),"
Action, Drama, History            ",138 min,7.1,$78.12M,"124,467",65        ,Randall Wallace,":
Mel Gibson, 
Madeleine Stowe, 
Greg Kinnear, 
Sam Elliott
"
8 Mile: Rua das Ilusões,(2002),"
Drama, Music            ",110 min,7.1,$116.72M,"236,133",77        ,Curtis Hanson,":
Eminem, 
Brittany Murphy, 
Kim Basinger, 
Mekhi Phifer
"
