Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Era uma Vez na América,(1984),"
Crime, Drama            ",229 min,8.4,$5.32M,"289,835",,Sergio Leone,":
Robert De Niro, 
James Woods, 
Elizabeth McGovern, 
Treat Williams
"
Os Caça-Fantasmas,(1984),"
Action, Comedy, Fantasy            ",105 min,7.8,$238.63M,"336,659",71        ,Ivan Reitman,":
Bill Murray, 
Dan Aykroyd, 
Sigourney Weaver, 
Harold Ramis
"
O Exterminador do Futuro,(1984),"
Action, Sci-Fi            ",107 min,8.0,$38.40M,"760,014",84        ,James Cameron,":
Arnold Schwarzenegger, 
Linda Hamilton, 
Michael Biehn, 
Paul Winfield
"
Duna,(1984),"
Action, Adventure, Sci-Fi            ",137 min,6.5,$30.93M,"114,972",40        ,David Lynch,":
Kyle MacLachlan, 
Virginia Madsen, 
Francesca Annis, 
Leonardo Cimino
"
Karatê Kid: A Hora da Verdade,(1984),"
Action, Drama, Family            ",126 min,7.2,$90.82M,"163,442",60        ,John G. Avildsen,":
Ralph Macchio, 
Pat Morita, 
Elisabeth Shue, 
Martin Kove
"
Amanhecer Violento,(1984),"
Action, Drama            ",114 min,6.4,$38.38M,"48,781",55        ,John Milius,":
Patrick Swayze, 
C. Thomas Howell, 
Lea Thompson, 
Charlie Sheen
"
Footloose: Ritmo Louco,(1984),"
Drama, Music, Romance            ",107 min,6.6,$80.04M,"65,651",42        ,Herbert Ross,":
Kevin Bacon, 
Lori Singer, 
John Lithgow, 
Dianne Wiest
"
Amadeus,(1984),"
Biography, Drama, History            ",160 min,8.3,$51.97M,"348,960",88        ,Milos Forman,":
F. Murray Abraham, 
Tom Hulce, 
Elizabeth Berridge, 
Roy Dotrice
"
A História sem Fim,(1984),"
Adventure, Drama, Family            ",102 min,7.4,$20.16M,"124,559",46        ,Wolfgang Petersen,":
Noah Hathaway, 
Barret Oliver, 
Tami Stronach, 
Gerald McRaney
"
Um Tira da Pesada,(1984),"
Action, Comedy, Crime            ",105 min,7.3,$234.76M,"153,637",64        ,Martin Brest,":
Eddie Murphy, 
Judge Reinhold, 
John Ashton, 
Lisa Eilbacher
"
Um Homem Fora de Série,(1984),"
Drama, Sport            ",138 min,7.5,$47.95M,"41,126",61        ,Barry Levinson,":
Robert Redford, 
Robert Duvall, 
Glenn Close, 
Kim Basinger
"
Indiana Jones e o Templo da Perdição,(1984),"
Action, Adventure            ",118 min,7.6,$179.87M,"421,400",57        ,Steven Spielberg,":
Harrison Ford, 
Kate Capshaw, 
Ke Huy Quan, 
Amrish Puri
"
Top Secret!: Superconfidencial,(1984),"
Comedy, Music            ",90 min,7.2,$20.50M,"56,286",68        ,Jim Abrahams,":
Val Kilmer, 
Lucy Gutteridge, 
Peter Cushing, 
Jeremy Kemp
"
Loucademia de Polícia,(1984),"
Comedy            ",96 min,6.7,$81.20M,"106,864",41        ,Hugh Wilson,":
Steve Guttenberg, 
G.W. Bailey, 
Kim Cattrall, 
Bubba Smith
"
A Hora do Pesadelo,(1984),"
Horror            ",91 min,7.5,$25.50M,"193,440",76        ,Wes Craven,":
Heather Langenkamp, 
Johnny Depp, 
Robert Englund, 
John Saxon
"
Gremlins,(1984),"
Comedy, Fantasy, Horror            ",106 min,7.3,$148.17M,"186,042",70        ,Joe Dante,":
Zach Galligan, 
Phoebe Cates, 
Hoyt Axton, 
John Louie
"
Splash: Uma Sereia em Minha Vida,(1984),"
Comedy, Fantasy, Romance            ",111 min,6.2,$62.10M,"65,260",71        ,Ron Howard,":
Tom Hanks, 
Daryl Hannah, 
Eugene Levy, 
John Candy
"
Gatinhas e Gatões,(1984),"
Comedy, Romance            ",93 min,7.1,$23.69M,"97,798",61        ,John Hughes,":
Molly Ringwald, 
Anthony Michael Hall, 
Justin Henry, 
Michael Schoeffling
"
Dublê de Corpo,(1984),"
Crime, Drama, Mystery            ",114 min,6.8,$8.80M,"26,502",69        ,Brian De Palma,":
Craig Wasson, 
Melanie Griffith, 
Gregg Henry, 
Deborah Shelton
"
Isto é Spinal Tap,(1984),"
Comedy, Music            ",82 min,7.9,$0.19M,"123,179",92        ,Rob Reiner,":
Rob Reiner, 
Michael McKean, 
Christopher Guest, 
Kimberly Stringer
"
1984,(1984),"
Drama, Sci-Fi            ",113 min,7.1,$8.40M,"62,079",67        ,Michael Radford,":
John Hurt, 
Richard Burton, 
Suzanna Hamilton, 
Cyril Cusack
"
A Última Festa de Solteiro,(1984),"
Comedy            ",105 min,6.3,$38.44M,"33,859",56        ,Neal Israel,":
Tom Hanks, 
Tawny Kitaen, 
Adrian Zmed, 
George Grizzard
"
Tudo por uma Esmeralda,(1984),"
Action, Adventure, Comedy            ",106 min,6.9,$76.57M,"78,069",63        ,Robert Zemeckis,":
Michael Douglas, 
Kathleen Turner, 
Danny DeVito, 
Zack Norman
"
Ruas de Fogo,(1984),"
Action, Crime, Drama            ",93 min,6.7,$8.09M,"16,720",59        ,Walter Hill,":
Michael Paré, 
Diane Lane, 
Rick Moranis, 
Amy Madigan
"
"Paris, Texas",(1984),"
Drama            ",145 min,8.1,$2.18M,"79,522",78        ,Wim Wenders,":
Harry Dean Stanton, 
Nastassja Kinski, 
Dean Stockwell, 
Aurore Clément
"
Os Gritos do Silêncio,(1984),"
Biography, Drama, History            ",141 min,7.8,$34.70M,"48,826",76        ,Roland Joffé,":
Sam Waterston, 
Haing S. Ngor, 
John Malkovich, 
Julian Sands
"
A Vingança dos Nerds,(1984),"
Comedy            ",90 min,6.6,$40.90M,"46,816",44        ,Jeff Kanew,":
Robert Carradine, 
Anthony Edwards, 
Timothy Busfield, 
Andrew Cassese
"
"Conan, o Destruidor",(1984),"
Action, Adventure, Fantasy            ",103 min,5.9,$31.04M,"73,313",53        ,Richard Fleischer,":
Arnold Schwarzenegger, 
Grace Jones, 
Olivia d'Abo, 
Wilt Chamberlain
"
Nausicaä do Vale do Vento,(1984),"
Animation, Adventure, Fantasy            ",117 min,8.1,$0.50M,"133,564",86        ,Hayao Miyazaki,":
Sumi Shimamoto, 
Mahito Tsujimura, 
Hisako Kyôda, 
Gorô Naya
"
Colheita Maldita,(1984),"
Horror, Thriller            ",92 min,5.7,$14.57M,"44,669",45        ,Fritz Kiersch,":
Peter Horton, 
Linda Hamilton, 
R.G. Armstrong, 
John Franklin
"
Jornada nas Estrelas III: À Procura de Spock,(1984),"
Action, Adventure, Sci-Fi            ",105 min,6.7,$76.47M,"70,877",56        ,Leonard Nimoy,":
William Shatner, 
Leonard Nimoy, 
DeForest Kelley, 
James Doohan
"
Gosto de Sangue,(1984),"
Crime, Drama, Thriller            ",99 min,7.6,$2.15M,"82,053",81        ,Joel Coen,":
John Getz, 
Frances McDormand, 
Dan Hedaya, 
M. Emmet Walsh
"
A Dama de Vermelho,(1984),"
Comedy, Romance            ",87 min,5.9,$25.31M,"13,084",55        ,Gene Wilder,":
Gene Wilder, 
Kelly LeBrock, 
Charles Grodin, 
Joseph Bologna
"
Supergirl,(1984),"
Action, Adventure, Fantasy            ",124 min,4.4,$13.60M,"17,563",42        ,Jeannot Szwarc,":
Helen Slater, 
Faye Dunaway, 
Peter O'Toole, 
Hart Bochner
"
2010: O Ano em que Faremos Contato,(1984),"
Adventure, Mystery, Sci-Fi            ",116 min,6.8,$40.20M,"47,762",53        ,Peter Hyams,":
Roy Scheider, 
John Lithgow, 
Helen Mirren, 
Bob Balaban
"
As Aventuras de Buckaroo Banzai,(1984),"
Adventure, Comedy, Romance            ",103 min,6.3,$6.25M,"22,750",70        ,W.D. Richter,":
Peter Weller, 
John Lithgow, 
Ellen Barkin, 
Jeff Goldblum
"
O Último Guerreiro das Estrelas,(1984),"
Action, Adventure, Sci-Fi            ",101 min,6.8,$28.73M,"36,295",67        ,Nick Castle,":
Lance Guest, 
Robert Preston, 
Kay E. Kuter, 
Dan Mason
"
Repo Man: A Onda Punk,(1984),"
Action, Comedy, Crime            ",92 min,6.9,$3.57M,"31,699",75        ,Alex Cox,":
Harry Dean Stanton, 
Emilio Estevez, 
Tracey Walter, 
Olivia Barash
"
Rebelião em Alto Mar,(1984),"
Adventure, Drama, History            ",132 min,7.0,$8.60M,"22,789",62        ,Roger Donaldson,":
Mel Gibson, 
Anthony Hopkins, 
Laurence Olivier, 
Edward Fox
"
Paixões Violentas,(1984),"
Action, Adventure, Crime            ",128 min,5.9,$25.10M,"9,966",42        ,Taylor Hackford,":
Rachel Ward, 
Jeff Bridges, 
James Woods, 
Alex Karras
"
"Sexta-Feira 13, Parte 4: O Capítulo Final",(1984),"
Horror, Thriller            ",91 min,6.0,$32.98M,"41,262",33        ,Joseph Zito,":
Erich Anderson, 
Judie Aronson, 
Peter Barton, 
Kimberly Beck
"
C.H.U.D. - A Cidade das Sombras,(1984),"
Horror, Sci-Fi            ",88 min,5.6,$4.65M,"9,925",57        ,Douglas Cheek,":
John Heard, 
Daniel Stern, 
Christopher Curry, 
Kim Greist
"
Cotton Club,(1984),"
Crime, Drama, Music            ",127 min,6.5,$25.93M,"15,467",68        ,Francis Ford Coppola,":
Richard Gere, 
Gregory Hines, 
Diane Lane, 
Lonette McKee
"
Anjo - Inocência e Pecado,(1984),"
Action, Crime, Thriller            ",94 min,5.6,$17.49M,"2,391",,Robert Vincent O'Neil,":
Cliff Gorman, 
Susan Tyrrell, 
Dick Shawn, 
Rory Calhoun
"
O Homem das Estrelas,(1984),"
Romance, Sci-Fi            ",115 min,7.0,$28.70M,"40,407",71        ,John Carpenter,":
Jeff Bridges, 
Karen Allen, 
Charles Martin Smith, 
Richard Jaeckel
"
Runaway: Fora de Controle,(I) (1984),"
Action, Crime, Sci-Fi            ",99 min,5.9,$6.77M,"10,940",50        ,Michael Crichton,":
Tom Selleck, 
Cynthia Rhodes, 
Gene Simmons, 
Kirstie Alley
"
Aventuras no Paraíso,(1984),"
Comedy            ",88 min,4.9,$7.12M,"2,987",1        ,Mark Griffiths,":
Grant Cramer, 
Teal Roberts, 
Gary Wood, 
Michael Rapport
"
Nos Calcanhares da Máfia,(1984),"
Action, Comedy, Crime            ",121 min,6.7,$6.14M,"7,332",58        ,Stuart Rosenberg,":
Eric Roberts, 
Mickey Rourke, 
Daryl Hannah, 
Geraldine Page
"
Purple Rain,(1984),"
Drama, Music, Musical            ",111 min,6.6,$68.39M,"18,120",55        ,Albert Magnoli,":
Prince, 
Apollonia Kotero, 
Morris Day, 
Olga Karlatos
"
Império Perdido,(1984),"
Action, Adventure, Comedy            ",83 min,4.7,,949,,Jim Wynorski,":
Melanie Vincz, 
Raven De La Croix, 
Angela Aames, 
Paul Coufos
"
Um Rally Muito Louco,(1984),"
Action, Comedy            ",108 min,5.1,$28.08M,"14,216",13        ,Hal Needham,":
Burt Reynolds, 
Dom DeLuise, 
Dean Martin, 
Sammy Davis Jr.
"
O Vingador Tóxico,(1984),"
Action, Comedy, Horror            ",82 min,6.3,,"23,426",42        ,Michael Herz,":
Andree Maranda, 
Mitch Cohen, 
Jennifer Babtist, 
Cindy Manion
"
Feitiço do Rio,(1984),"
Comedy, Romance            ",100 min,5.8,$18.64M,"9,448",22        ,Stanley Donen,":
Michael Caine, 
Michelle Johnson, 
Demi Moore, 
Joseph Bologna
"
Crimes de Paixão,(1984),"
Drama, Romance, Thriller            ",107 min,6.4,$2.91M,"5,960",52        ,Ken Russell,":
Kathleen Turner, 
Anthony Perkins, 
Bruce Davison, 
Gordon Hunt
"
A Noite do Cometa,(1984),"
Comedy, Horror, Sci-Fi            ",95 min,6.4,$14.42M,"17,226",,Thom Eberhardt,":
Catherine Mary Stewart, 
Kelli Maroney, 
Robert Beltran, 
Sharon Farrell
"
A Companhia dos Lobos,(1984),"
Drama, Fantasy, Horror            ",95 min,6.7,$4.39M,"14,109",,Neil Jordan,":
Sarah Patterson, 
Angela Lansbury, 
David Warner, 
Graham Crowden
"
Ghoulies,(1984),"
Comedy, Fantasy, Horror            ",81 min,4.2,$35.00M,"7,663",26        ,Luca Bercovici,":
Peter Liapis, 
Lisa Pelikan, 
Michael Des Barres, 
Jack Nance
"
Bolero: Uma Aventura em Êxtase,(1984),"
Comedy, Drama, Romance            ",105 min,3.0,$8.91M,"4,786",,John Derek,":
Bo Derek, 
George Kennedy, 
Andrea Occhipinti, 
Ana Obregón
"
Chamas da Vingança,(1984),"
Action, Horror, Sci-Fi            ",114 min,6.1,$15.10M,"27,872",50        ,Mark L. Lester,":
Drew Barrymore, 
David Keith, 
Freddie Jones, 
Heather Locklear
"
Hot Dog: O Filme,(1984),"
Comedy, Romance, Sport            ",96 min,5.0,$20.31M,"2,836",39        ,Peter Markle,":
David Naughton, 
Patrick Houser, 
Tracy Smith, 
John Patrick Reger
"
Estranhos no Paraíso,(1984),"
Comedy, Drama            ",89 min,7.5,$2.44M,"32,258",86        ,Jim Jarmusch,":
John Lurie, 
Eszter Balint, 
Richard Edson, 
Cecillia Stark
"
Um Passo para o Futuro,(1984),"
Adventure, Drama, Romance            ",102 min,6.1,$8.10M,"13,398",44        ,Stewart Raffill,":
Michael Paré, 
Nancy Allen, 
Eric Christmas, 
Bobby Di Cicco
"
Piratas das Galáxias,(1984),"
Action, Adventure, Comedy            ",91 min,5.7,$14.26M,"9,426",,Stewart Raffill,":
Robert Urich, 
Mary Crosby, 
Michael D. Roberts, 
Anjelica Huston
"
"Sheena, a Rainha das Selvas",(1984),"
Adventure, Fantasy            ",117 min,4.9,$5.78M,"4,138",,John Guillermin,":
Tanya Roberts, 
Ted Wass, 
Donovan Scott, 
Elizabeth of Toro
"
"Greystoke: A Lenda de Tarzan, o Rei da Selva",(1984),"
Adventure, Drama            ",135 min,6.4,$45.90M,"16,947",,Hugh Hudson,":
Christopher Lambert, 
Andie MacDowell, 
Ralph Richardson, 
Ian Holm
"
Um Lugar no Coração,(1984),"
Drama            ",111 min,7.3,$34.90M,"9,679",70        ,Robert Benton,":
Sally Field, 
Lindsay Crouse, 
Ed Harris, 
Amy Madigan
"
Passagem para a Índia,(1984),"
Adventure, Drama, History            ",164 min,7.3,$27.19M,"16,056",,David Lean,":
Judy Davis, 
Victor Banerjee, 
Peggy Ashcroft, 
James Fox
"
Quando se Perde a Ilusão,(1984),"
Drama, Thriller            ",103 min,6.3,$6.25M,"2,053",56        ,Michael Apted,":
Teri Garr, 
Peter Weller, 
Christopher Collet, 
Corey Haim
"
Os Heróis Não Têm Idade,(1984),"
Action, Adventure, Crime            ",101 min,6.6,$9.72M,"6,455",64        ,Richard Franklin,":
Henry Thomas, 
Dabney Coleman, 
Michael Murphy, 
Christina Nigra
"
Amor à Primeira Vista,(1984),"
Drama, Romance            ",106 min,6.5,$10.60M,"11,807",,Ulu Grosbard,":
Robert De Niro, 
Meryl Streep, 
Harvey Keitel, 
Jane Kaczmarek
"
Ruas Selvagens,(1984),"
Action, Crime, Drama            ",93 min,6.3,,"3,500",,Danny Steinmann,":
Linda Blair, 
John Vernon, 
Robert Dryer, 
Johnny Venocur
"
Morte nos Sonhos,(1984),"
Action, Adventure, Horror            ",99 min,6.3,$11.48M,"12,995",,Joseph Ruben,":
Dennis Quaid, 
Max von Sydow, 
Christopher Plummer, 
Eddie Albert
"
Breakin',(1984),"
Comedy, Drama, Music            ",90 min,5.8,$38.68M,"5,492",53        ,Joel Silberg,":
Lucinda Dickey, 
Adolfo Quinones, 
Michael Chambers, 
Ben Lokey
"
Corrida na Correnteza,(1984),"
Comedy            ",96 min,5.7,$11.70M,"2,903",,Robert Butler,":
Tim Matheson, 
Jennifer Runyon, 
Stephen Furst, 
Dan Monahan
"
Breakdance 2,(1984),"
Comedy, Drama, Musical            ",94 min,5.1,$15.10M,"3,441",55        ,Sam Firstenberg,":
Lucinda Dickey, 
Adolfo Quinones, 
Michael Chambers, 
Susie Coelho
"
