Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
O Bordel de Paprika,(1991),"
Drama            ",99 min,5.6,,"3,029",,Tinto Brass,":
Debora Caprioglio, 
Stéphane Ferrara, 
Martine Brochard, 
Stéphane Bonnet
"
O Príncipe das Marés,(1991),"
Drama, Romance            ",132 min,6.7,$74.79M,"15,082",65        ,Barbra Streisand,":
Barbra Streisand, 
Nick Nolte, 
Blythe Danner, 
Kate Nelligan
"
Rebeldes e Heróis,(1991),"
Action, Drama, Thriller            ",111 min,6.6,$15.07M,"18,760",46        ,Daniel Petrie Jr.,":
Sean Astin, 
Wil Wheaton, 
Keith Coogan, 
Andrew Divoff
"
Oscar: Minha Filha Quer Casar,(1991),"
Comedy, Crime            ",109 min,6.5,$23.56M,"28,374",,John Landis,":
Sylvester Stallone, 
Ornella Muti, 
Peter Riegert, 
Chazz Palminteri
"
A Malandrinha,(1991),"
Comedy, Drama, Family            ",101 min,5.9,$33.69M,"19,487",,John Hughes,":
Jim Belushi, 
Kelly Lynch, 
Alisan Porter, 
John Getz
"
Nunca sem Minha Filha,(1991),"
Drama, Thriller            ",116 min,6.3,$14.79M,"11,714",,Brian Gilbert,":
Sally Field, 
Alfred Molina, 
Sheila Rosenthal, 
Roshan Seth
"
Fúria Mortal,(1991),"
Action, Crime, Drama            ",91 min,6.1,$39.67M,"20,383",38        ,John Flynn,":
Steven Seagal, 
William Forsythe, 
Jerry Orbach, 
Jo Champa
"
Harley Davidson E Marlboro Man - Caçada Sem Tréguas,(1991),"
Action, Crime, Drama            ",98 min,6.2,$7.43M,"17,604",,Simon Wincer,":
Mickey Rourke, 
Don Johnson, 
Chelsea Field, 
Daniel Baldwin
"
Uma Noite Sobre a Terra,(1991),"
Comedy, Drama            ",129 min,7.8,$2.02M,"51,929",68        ,Jim Jarmusch,":
Winona Ryder, 
Gena Rowlands, 
Lisanne Falk, 
Alan Randolph Scott
"
Tirando o Time de Campo,(1991),"
Comedy, Sport            ",108 min,6.2,$26.26M,"9,779",45        ,Stan Dragoti,":
Scott Bakula, 
Hector Elizondo, 
Robert Loggia, 
Harley Jane Kozak
"
Frankie & Johnny,(1991),"
Comedy, Drama, Romance            ",118 min,6.7,$22.77M,"27,262",66        ,Garry Marshall,":
Al Pacino, 
Michelle Pfeiffer, 
Hector Elizondo, 
Nathan Lane
"
Febre da Selva,(1991),"
Drama, Romance            ",132 min,6.5,$32.48M,"15,932",,Spike Lee,":
Wesley Snipes, 
Annabella Sciorra, 
Spike Lee, 
Ossie Davis
"
Lanternas Vermelhas,(1991),"
Drama, History, Romance            ",125 min,8.1,$2.60M,"27,358",,Yimou Zhang,":
Li Gong, 
Jingwu Ma, 
Saifei He, 
Cuifen Cao
"
Rush - Uma Viagem ao Inferno,(1991),"
Action, Crime, Drama            ",120 min,6.8,$7.24M,"7,503",,Lili Fini Zanuck,":
Jason Patric, 
Jennifer Jason Leigh, 
Sam Elliott, 
Max Perlich
"
Massacre no Bairro Japonês,(1991),"
Action, Comedy, Crime            ",79 min,6.1,$2.28M,"15,530",,Mark L. Lester,":
Dolph Lundgren, 
Brandon Lee, 
Cary-Hiroyuki Tagawa, 
Tia Carrere
"
Rei Por Acaso,(1991),"
Comedy, Romance            ",97 min,5.3,$34.00M,"14,569",,David S. Ward,":
John Goodman, 
Peter O'Toole, 
John Hurt, 
Camille Coduri
"
Dr. Hollywood: Uma Receita de Amor,(1991),"
Comedy, Drama, Romance            ",104 min,6.2,$54.83M,"31,377",56        ,Michael Caton-Jones,":
Michael J. Fox, 
Julie Warner, 
Barnard Hughes, 
Woody Harrelson
"
"A Hora do Pesadelo 6: Pesadelo Final, a Morte de Freddy",(1991),"
Fantasy, Horror            ",89 min,4.9,$34.87M,"39,083",39        ,Rachel Talalay,":
Robert Englund, 
Lisa Zane, 
Shon Greenblatt, 
Lezlie Deane
"
Brinquedo Assassino 3,(1991),"
Horror, Thriller            ",90 min,5.1,$14.96M,"33,854",27        ,Jack Bender,":
Justin Whalin, 
Perrey Reeves, 
Jeremy Sylvers, 
Travis Fine
"
Criaturas 3,(1991),"
Comedy, Horror, Sci-Fi            ",86 min,4.4,,"10,421",,Kristine Peterson,":
John Calvin, 
Aimee Brooks, 
Christian Cousins, 
Joseph Cousins
"
"Chantecler, o Rei do Rock",(1991),"
Animation, Adventure, Comedy            ",74 min,6.1,$11.66M,"7,928",,Don Bluth,":
Glen Campbell, 
Christopher Plummer, 
Phil Harris, 
Eddie Deezen
"
Intruder A-6: Um Vôo Para O Inferno,(1991),"
Action, Drama, Thriller            ",115 min,5.8,$14.59M,"6,036",,John Milius,":
Danny Glover, 
Willem Dafoe, 
Brad Johnson, 
Rosanna Arquette
"
Switch: Trocaram meu Sexo,(1991),"
Comedy, Fantasy            ",103 min,5.8,$15.55M,"8,312",,Blake Edwards,":
Ellen Barkin, 
Jimmy Smits, 
JoBeth Williams, 
Lorraine Bracco
"
Segredos de uma Novela,(1991),"
Comedy, Romance            ",97 min,6.6,$36.49M,"13,686",65        ,Michael Hoffman,":
Sally Field, 
Kevin Kline, 
Cathy Moriarty, 
Teri Hatcher
"
Um Dia Quente de Verão,(1991),"
Crime, Drama, Romance            ",237 min,8.4,,"6,174",90        ,Edward Yang,":
Chen Chang, 
Lisa Yang, 
Kuo-Chu Chang, 
Elaine Jin
"
Estrada para o Inferno,(1991),"
Adventure, Comedy, Fantasy            ",94 min,6.0,,"3,595",,Ate de Jong,":
Patrick Bergin, 
Adam Storke, 
Chad Lowe, 
Kristy Swanson
"
Os Amantes de Pont-Neuf,(1991),"
Drama, Romance            ",125 min,7.6,$0.12M,"11,339",,Leos Carax,":
Juliette Binoche, 
Denis Lavant, 
Klaus-Michael Grüber, 
Marion Stalens
"
De Salto Alto,(1991),"
Comedy, Drama, Romance            ",112 min,7.1,$1.71M,"12,804",51        ,Pedro Almodóvar,":
Victoria Abril, 
Marisa Paredes, 
Miguel Bosé, 
Anna Lizaran
"
Uma Segunda Chance,(1991),"
Drama, Romance            ",108 min,6.7,$43.00M,"28,088",47        ,Mike Nichols,":
Harrison Ford, 
Annette Bening, 
Michael Haley, 
Stanley Swerdlow
"
Um Conto Americano: Fievel Vai para o Oeste,(1991),"
Animation, Adventure, Family            ",75 min,6.5,$22.17M,"22,261",,Phil Nibbelink,":
James Stewart, 
John Cleese, 
Amy Irving, 
Phillip Glasser
"
Loucuras em Los Angeles,(1991),"
Comedy, Drama, Fantasy            ",95 min,6.7,$28.86M,"28,344",66        ,Mick Jackson,":
Steve Martin, 
Victoria Tennant, 
Richard E. Grant, 
Sarah Jessica Parker
"
Mergulho em uma Paixão,(1991),"
Drama, Family, Romance            ",88 min,7.2,$7.30M,"4,564",,Steve Miner,":
Gabrielle Anwar, 
Michael Schoeffling, 
Cliff Robertson, 
Dylan Kussman
"
Apostando no Amor,(1991),"
Comedy, Drama, Romance            ",94 min,7.4,$0.39M,"7,795",,Nancy Savoca,":
River Phoenix, 
Lili Taylor, 
Richard Panebianco, 
Anthony Clark
"
Sem Limite para Vingar,(1991),"
Action, Crime, Drama            ",102 min,6.2,$21.76M,"15,228",,Russell Mulcahy,":
Denzel Washington, 
John Lithgow, 
Ice-T, 
Kevin Pollak
"
Ritmo & Blues - O Sonho do Sucesso,(1991),"
Drama, Music            ",121 min,7.6,$8.75M,"3,418",,Robert Townsend,":
Robert Townsend, 
Michael Wright, 
Leon, 
Harry Lennix
"
"Shout: Dois Corações, uma só Batida",(1991),"
Drama, Music, Romance            ",89 min,5.3,$3.55M,"1,747",,Jeffrey Hornaday,":
John Travolta, 
Jamie Walters, 
Heather Graham, 
Richard Jordan
"
Memórias de Ontem,(1991),"
Animation, Drama, Romance            ",118 min,7.7,$0.45M,"20,585",90        ,Isao Takahata,":
Miki Imai, 
Toshirô Yanagiba, 
Yoko Honna, 
Mayumi Izuka
"
Império do Crime,(1991),"
Crime, Drama            ",121 min,6.0,$20.25M,"8,027",,Michael Karbelnikoff,":
Christian Slater, 
Patrick Dempsey, 
Rodney Eastman, 
Costas Mandylor
"
Manequim: A Magia do Amor,(1991),"
Comedy, Fantasy, Romance            ",95 min,4.4,$3.75M,"5,454",,Stewart Raffill,":
Kristy Swanson, 
William Ragsdale, 
Meshach Taylor, 
Terry Kiser
"
De Volta para Casa,(1991),"
Comedy, Drama            ",107 min,6.5,$4.60M,"11,058",,Peter Faiman,":
Ed O'Neill, 
Ethan Embry, 
JoBeth Williams, 
Christopher McDonald
"
Guyver,(1991),"
Action, Comedy, Sci-Fi            ",88 min,5.0,,"4,478",,Screaming Mad George,":
Greg Joung Paik, 
Jimmie Walker, 
Peter Spellos, 
Michael Berryman
"
O Pestinha 2,(1991),"
Comedy, Family            ",90 min,4.9,$25.10M,"19,866",,Brian Levant,":
John Ritter, 
Michael Oliver, 
Jack Warden, 
Laraine Newman
"
Na Onda do Rap,(1991),"
Comedy, Drama, Music            ",91 min,2.9,$1.19M,"8,623",,David Kellogg,":
Vanilla Ice, 
Kristin Minter, 
Naomi Campbell, 
Deezer D
"
A Mulher do Açougueiro,(1991),"
Comedy, Fantasy, Romance            ",107 min,5.4,$9.69M,"6,269",,Terry Hughes,":
Demi Moore, 
Jeff Daniels, 
George Dzundza, 
Mary Steenburgen
"
K2 - A Montanha da Morte,(1991),"
Adventure, Drama, Sport            ",102 min,6.2,$3.11M,"6,183",,Franc Roddam,":
Michael Biehn, 
Matt Craven, 
Annie Grindlay, 
Elena Wohl
"
Unidos Pelo Sangue,(1991),"
Drama            ",127 min,7.0,$0.19M,"8,017",,Sean Penn,":
David Morse, 
Viggo Mortensen, 
Valeria Golino, 
Patricia Arquette
"
Três Amores e uma Paixão,(1991),"
Drama, Romance            ",108 min,6.3,$0.14M,"2,820",,Stephen Poliakoff,":
Alan Rickman, 
Clive Owen, 
Saskia Reeves, 
Karl Johnson
"
Um Visto para o Céu,(1991),"
Comedy, Drama, Fantasy            ",112 min,7.2,$16.37M,"15,947",63        ,Albert Brooks,":
Albert Brooks, 
Meryl Streep, 
Rip Torn, 
Michael Durrell
"
Um Palhaço Suspeito,(1991),"
Comedy, Crime, Drama            ",87 min,5.6,$0.12M,"4,436",,Bobcat Goldthwait,":
Bobcat Goldthwait, 
Julie Brown, 
Bruce Baum, 
Steve Bean
"
Mamãe Não Quer que Eu Case,(1991),"
Comedy, Romance            ",104 min,6.4,$21.83M,"9,616",,Chris Columbus,":
John Candy, 
Maureen O'Hara, 
Ally Sheedy, 
Kevin Dunn
"
Aprendiz de Feiticeiro,(1991),"
Action, Comedy, Crime            ",111 min,6.4,$25.90M,"17,467",,John Badham,":
Michael J. Fox, 
James Woods, 
Stephen Lang, 
Annabella Sciorra
"
Flertando: Aprendendo a Viver,(1991),"
Drama, Romance            ",99 min,7.2,$2.42M,"5,472",,John Duigan,":
Noah Taylor, 
Thandie Newton, 
Nicole Kidman, 
Bartholomew Rose
"
Johnny Suede,(1991),"
Comedy, Drama, Music            ",97 min,5.8,$0.09M,"3,534",53        ,Tom DiCillo,":
Brad Pitt, 
Richard Boes, 
Cheryl Costa, 
Michael Luciano
"
"Um sem Juízo, Outro sem Razão",(1991),"
Comedy, Crime            ",98 min,5.4,$2.87M,"3,349",,Maurice Phillips,":
Richard Pryor, 
Gene Wilder, 
Mercedes Ruehl, 
Stephen Lang
"
"Para Eles, com Muito Amor",(1991),"
Comedy, Drama, Music            ",138 min,6.4,$17.86M,"4,919",,Mark Rydell,":
Bette Midler, 
James Caan, 
George Segal, 
Patrick O'Neal
"
Europa,(1991),"
Drama, Thriller            ",112 min,7.6,$1.01M,"18,775",,Lars von Trier,":
Barbara Sukowa, 
Jean-Marc Barr, 
Udo Kier, 
Ernst-Hugo Järegård
"
Por Onde os Anjos Não Passam,(1991),"
Drama, Romance            ",116 min,6.4,$1.40M,"1,863",,Charles Sturridge,":
Helena Bonham Carter, 
Judy Davis, 
Rupert Graves, 
Helen Mirren
"
Comando Suburbano,(1991),"
Action, Comedy, Sci-Fi            ",90 min,4.5,$6.95M,"8,987",,Burt Kennedy,":
Hulk Hogan, 
Christopher Lloyd, 
Shelley Duvall, 
Larry Miller
"
Zandalee: Uma Mulher para Dois,(1991),"
Drama, Romance, Thriller            ",100 min,4.4,,"3,249",,Sam Pillsbury,":
Nicolas Cage, 
Erika Anderson, 
Judge Reinhold, 
Joe Pantoliano
"
Espião por Engano,(1991),"
Action, Comedy            ",88 min,5.8,$7.79M,"6,176",,William Dear,":
Richard Grieco, 
Linda Hunt, 
Roger Rees, 
Robin Bartlett
"
"Billy Bathgate, o Mundo a seus Pés",(1991),"
Crime, Drama, Thriller            ",106 min,5.9,$15.97M,"10,891",,Robert Benton,":
Dustin Hoffman, 
Nicole Kidman, 
Loren Dean, 
Bruce Willis
"
Operação Condor: Um Kickboxer Muito Louco,(1991),"
Action, Adventure, Comedy            ",106 min,7.3,$10.44M,"17,548",,Jackie Chan,":
Jackie Chan, 
Carol 'Do Do' Cheng, 
Eva Cobo, 
Shôko Ikeda
"
Kafka,(1991),"
Drama, Mystery, Sci-Fi            ",98 min,6.9,$1.06M,"9,119",46        ,Steven Soderbergh,":
Jeremy Irons, 
Theresa Russell, 
Joel Grey, 
Ian Holm
"
La tarea,(1991),"
Comedy, Drama            ",85 min,6.3,,531,,Jaime Humberto Hermosillo,":
María Rojo, 
José Alonso
"
O Juízo Final,(1991),"
Drama, Mystery            ",100 min,6.2,$1.28M,"4,681",,Michael Tolkin,":
Mimi Rogers, 
David Duchovny, 
Darwyn Carson, 
Patrick Bauchau
"
"Robin Hood, o Herói dos Ladrões",(1991),"
Action, Adventure, Drama            ",104 min,5.8,,"4,410",,John Irvin,":
Patrick Bergin, 
Uma Thurman, 
Jürgen Prochnow, 
Edward Fox
"
O Dono do Pedaço,(1991),"
Comedy            ",84 min,5.7,$11.00M,"5,015",,Rod Daniel,":
Joe Pesci, 
Vincent Gardenia, 
Madolyn Smith Osborne, 
Rubén Blades
"
A Última Tempestade,(1991),"
Drama, Fantasy            ",124 min,6.9,$1.75M,"5,773",,Peter Greenaway,":
John Gielgud, 
Michael Clark, 
Michel Blanc, 
Erland Josephson
"
Tudo por Amor,(1991),"
Drama, Romance            ",111 min,6.1,$33.67M,"14,206",,Joel Schumacher,":
Julia Roberts, 
Campbell Scott, 
Vincent D'Onofrio, 
Colleen Dewhurst
"
No Silêncio do Espaço,(1991),"
Horror, Sci-Fi            ",72 min,3.3,,783,,Fred Gallo,":
Marc Singer, 
Laura Mae Tate, 
Bryan Cranston, 
Judith Chapman
"
Mississippi Masala,(1991),"
Drama, Romance            ",118 min,6.6,$7.31M,"4,508",,Mira Nair,":
Denzel Washington, 
Sarita Choudhury, 
Roshan Seth, 
Sharmila Tagore
"
A História de Ricky,(1991),"
Action, Comedy, Thriller            ",91 min,7.1,,"11,830",,Ngai Choi Lam,":
Siu-Wong Fan, 
Mei Sheng Fan, 
Ka-Kui Ho, 
Yukari Ôshima
"
Busca Mortal,(1991),"
Crime, Drama, Mystery            ",98 min,6.5,$11.51M,"7,725",,Wolfgang Petersen,":
Tom Berenger, 
Bob Hoskins, 
Greta Scacchi, 
Joanne Whalley
"
Hitman: Disfarce Perigoso,(1991),"
Action, Crime, Thriller            ",95 min,5.4,$4.65M,"3,312",,Aaron Norris,":
Chuck Norris, 
Michael Parks, 
Al Waxman, 
Alberta Watson
"
Uma Festa de Arromba 2: O Baile do Pijama,(1991),"
Comedy, Drama, Music            ",94 min,5.3,$19.28M,"5,716",,George Jackson,":
Christopher Reid, 
Christopher Martin, 
Martin Lawrence, 
Bowlegged Lou
"
Com o Dinheiro dos Outros,(1991),"
Comedy, Drama, Romance            ",103 min,6.2,$25.68M,"7,546",,Norman Jewison,":
Danny DeVito, 
Gregory Peck, 
Penelope Ann Miller, 
Piper Laurie
"
A Prostituta,(1991),"
Drama            ",85 min,5.6,$1.01M,"3,317",,Ken Russell,":
Theresa Russell, 
Benjamin Mouton, 
Antonio Fargas, 
Elizabeth Morehead
"
Culpado por Suspeita,(1991),"
Drama            ",105 min,6.6,$9.48M,"7,357",64        ,Irwin Winkler,":
Robert De Niro, 
Annette Bening, 
George Wendt, 
Patricia Wettig
"
