Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Bastardos Inglórios,(2009),"
Adventure, Drama, War            ",153 min,8.3,$120.54M,"1,177,440",69        ,Quentin Tarantino,":
Brad Pitt, 
Diane Kruger, 
Eli Roth, 
Mélanie Laurent
"
Watchmen: O Filme,(2009),"
Action, Drama, Mystery            ",162 min,7.6,$107.51M,"478,078",56        ,Zack Snyder,":
Jackie Earle Haley, 
Patrick Wilson, 
Carla Gugino, 
Malin Akerman
"
Avatar,(2009),"
Action, Adventure, Fantasy            ",162 min,7.8,$760.51M,"1,075,551",83        ,James Cameron,":
Sam Worthington, 
Zoe Saldana, 
Sigourney Weaver, 
Michelle Rodriguez
"
O Primeiro Mentiroso,(2009),"
Comedy, Fantasy, Romance            ",100 min,6.4,$18.44M,"112,262",58        ,Ricky Gervais,":
Ricky Gervais, 
Jennifer Garner, 
Jonah Hill, 
Louis C.K.
"
Zumbilândia,(2009),"
Adventure, Comedy, Horror            ",88 min,7.6,$75.59M,"492,146",73        ,Ruben Fleischer,":
Jesse Eisenberg, 
Emma Stone, 
Woody Harrelson, 
Abigail Breslin
"
Star Trek,(2009),"
Action, Adventure, Sci-Fi            ",127 min,7.9,$257.73M,"564,134",82        ,J.J. Abrams,":
Chris Pine, 
Zachary Quinto, 
Simon Pegg, 
Leonard Nimoy
"
"Se Beber, Não Case!",(2009),"
Comedy            ",100 min,7.7,$277.32M,"687,430",73        ,Todd Phillips,":
Zach Galifianakis, 
Bradley Cooper, 
Justin Bartha, 
Ed Helms
"
Harry Potter e o Enigma do Príncipe,(2009),"
Action, Adventure, Family            ",153 min,7.6,$301.96M,"437,445",78        ,David Yates,":
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Michael Gambon
"
Um Olhar do Paraíso,(2009),"
Drama, Fantasy, Thriller            ",135 min,6.7,$43.82M,"149,527",42        ,Peter Jackson,":
Rachel Weisz, 
Mark Wahlberg, 
Saoirse Ronan, 
Susan Sarandon
"
O Exterminador do Futuro: A Salvação,(2009),"
Action, Sci-Fi            ",115 min,6.5,$125.32M,"331,627",49        ,McG,":
Christian Bale, 
Sam Worthington, 
Anton Yelchin, 
Moon Bloodgood
"
Ele Não Está Tão a Fim de Você,(2009),"
Comedy, Drama, Romance            ",129 min,6.4,$93.95M,"153,880",47        ,Ken Kwapis,":
Ginnifer Goodwin, 
Jennifer Aniston, 
Jennifer Connelly, 
Morgan Lily
"
O Preço da Traição,(2009),"
Drama, Mystery, Romance            ",96 min,6.3,$3.07M,"66,372",48        ,Atom Egoyan,":
Julianne Moore, 
Amanda Seyfried, 
Liam Neeson, 
Max Thieriot
"
Sherlock Holmes,(2009),"
Action, Adventure, Crime            ",128 min,7.6,$209.03M,"560,803",57        ,Guy Ritchie,":
Robert Downey Jr., 
Jude Law, 
Rachel McAdams, 
Mark Strong
"
Um Sonho Possível,(2009),"
Biography, Drama, Sport            ",129 min,7.6,$255.96M,"275,825",53        ,John Lee Hancock,":
Quinton Aaron, 
Sandra Bullock, 
Tim McGraw, 
Jae Head
"
A Princesa e o Sapo,(2009),"
Animation, Adventure, Comedy            ",97 min,7.1,$104.40M,"114,784",73        ,Ron Clements,":
Anika Noni Rose, 
Keith David, 
Oprah Winfrey, 
Bruno Campos
"
Lunar,(2009),"
Drama, Mystery, Sci-Fi            ",97 min,7.9,$5.01M,"320,158",67        ,Duncan Jones,":
Sam Rockwell, 
Kevin Spacey, 
Dominique McElligott, 
Rosie Shaw
"
Amor Sem Escalas,(I) (2009),"
Comedy, Drama, Romance            ",109 min,7.4,$83.82M,"306,867",83        ,Jason Reitman,":
George Clooney, 
Vera Farmiga, 
Anna Kendrick, 
Jason Bateman
"
