Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Caminhos Perigosos,(1973),"
Crime, Drama, Thriller            ",112 min,7.3,$3.13M,"91,328",96        ,Martin Scorsese,":
Robert De Niro, 
Harvey Keitel, 
David Proval, 
Amy Robinson
"
O Exorcista,(1973),"
Horror            ",122 min,8.0,$232.91M,"344,910",81        ,William Friedkin,":
Ellen Burstyn, 
Max von Sydow, 
Linda Blair, 
Lee J. Cobb
"
Loucuras de Verão,(1973),"
Comedy, Drama            ",110 min,7.4,$115.00M,"77,113",97        ,George Lucas,":
Richard Dreyfuss, 
Ron Howard, 
Paul Le Mat, 
Charles Martin Smith
"
A Montanha Sagrada,(1973),"
Adventure, Drama, Fantasy            ",114 min,7.9,$0.06M,"33,315",,Alejandro Jodorowsky,":
Alejandro Jodorowsky, 
Horacio Salinas, 
Zamira Saunders, 
Juan Ferrara
"
Robin Hood,(1973),"
Animation, Adventure, Comedy            ",83 min,7.6,$32.06M,"108,209",57        ,Wolfgang Reitherman,":
Brian Bedford, 
Phil Harris, 
Roger Miller, 
Peter Ustinov
"
O Homem de Palha,(1973),"
Horror, Mystery, Thriller            ",88 min,7.5,$0.06M,"62,851",87        ,Robin Hardy,":
Edward Woodward, 
Christopher Lee, 
Diane Cilento, 
Britt Ekland
"
Golpe de Mestre,(1973),"
Comedy, Crime, Drama            ",129 min,8.3,$159.60M,"228,067",83        ,George Roy Hill,":
Paul Newman, 
Robert Redford, 
Robert Shaw, 
Charles Durning
"
Westworld: Onde Ninguém tem Alma,(1973),"
Action, Sci-Fi, Thriller            ",88 min,7.0,$16.06M,"48,431",77        ,Michael Crichton,":
Yul Brynner, 
Richard Benjamin, 
James Brolin, 
Norman Bartold
"
Serpico,(1973),"
Biography, Crime, Drama            ",130 min,7.7,$29.80M,"101,000",87        ,Sidney Lumet,":
Al Pacino, 
John Randolph, 
Jack Kehoe, 
Biff McGuire
"
Papillon,(1973),"
Biography, Crime, Drama            ",151 min,8.0,$53.27M,"115,904",58        ,Franklin J. Schaffner,":
Steve McQueen, 
Dustin Hoffman, 
Victor Jory, 
Don Gordon
"
Com 007 Viva e Deixe Morrer,(1973),"
Action, Adventure, Thriller            ",121 min,6.8,$35.38M,"90,568",55        ,Guy Hamilton,":
Roger Moore, 
Yaphet Kotto, 
Jane Seymour, 
Clifton James
"
O Estranho sem Nome,(1973),"
Drama, Mystery, Western            ",105 min,7.5,$15.70M,"46,855",69        ,Clint Eastwood,":
Clint Eastwood, 
Verna Bloom, 
Marianna Hill, 
Mitchell Ryan
"
No Mundo de 2020,(1973),"
Crime, Mystery, Sci-Fi            ",97 min,7.1,,"54,120",66        ,Richard Fleischer,":
Charlton Heston, 
Edward G. Robinson, 
Leigh Taylor-Young, 
Chuck Connors
"
Operação Dragão,(1973),"
Action, Crime, Drama            ",102 min,7.7,$25.00M,"91,486",83        ,Robert Clouse,":
Bruce Lee, 
John Saxon, 
Jim Kelly, 
Ahna Capri
"
Terra de Ninguém,(1973),"
Crime, Drama            ",94 min,7.8,,"60,798",93        ,Terrence Malick,":
Martin Sheen, 
Sissy Spacek, 
Warren Oates, 
Ramon Bieri
"
A Nova Viagem de Sinbad,(1973),"
Action, Adventure, Fantasy            ",105 min,6.8,,"7,689",,Gordon Hessler,":
John Phillip Law, 
Caroline Munro, 
Tom Baker, 
Douglas Wilmer
"
Inverno de Sangue em Veneza,(1973),"
Drama, Horror, Thriller            ",110 min,7.3,,"45,350",,Nicolas Roeg,":
Julie Christie, 
Donald Sutherland, 
Hilary Mason, 
Clelia Matania
"
Planeta Fantástico,(1973),"
Animation, Sci-Fi            ",72 min,7.8,,"21,969",,René Laloux,":
Barry Bostwick, 
Jennifer Drake, 
Eric Baugin, 
Jean Topart
"
Amarcord,(1973),"
Comedy, Drama            ",123 min,7.9,,"36,823",,Federico Fellini,":
Magali Noël, 
Bruno Zanin, 
Pupella Maggio, 
Armando Brancia
"
