Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Os Bad Boys,(1995),"
Action, Comedy, Crime            ",119 min,6.9,$65.81M,"219,201",41        ,Michael Bay,":
Will Smith, 
Martin Lawrence, 
Lisa Boyle, 
Michael Taliferro
"
Seven: Os Sete Crimes Capitais,(1995),"
Crime, Drama, Mystery            ",127 min,8.6,$100.13M,"1,344,251",65        ,David Fincher,":
Morgan Freeman, 
Brad Pitt, 
Kevin Spacey, 
Andrew Kevin Walker
"
Jumanji,(1995),"
Adventure, Comedy, Family            ",104 min,7.0,$100.48M,"285,504",39        ,Joe Johnston,":
Robin Williams, 
Kirsten Dunst, 
Bonnie Hunt, 
Jonathan Hyde
"
Fogo Contra Fogo,(1995),"
Crime, Drama, Thriller            ",170 min,8.2,$67.44M,"541,825",76        ,Michael Mann,":
Al Pacino, 
Robert De Niro, 
Val Kilmer, 
Jon Voight
"
Coração Valente,(1995),"
Biography, Drama, History            ",178 min,8.3,$75.60M,"916,781",68        ,Mel Gibson,":
Mel Gibson, 
Sophie Marceau, 
Patrick McGoohan, 
Angus Macfadyen
"
Cassino,(1995),"
Crime, Drama            ",178 min,8.2,$42.44M,"432,842",73        ,Martin Scorsese,":
Robert De Niro, 
Sharon Stone, 
Joe Pesci, 
James Woods
"
Os Suspeitos,(1995),"
Crime, Mystery, Thriller            ",106 min,8.5,$23.34M,"937,214",77        ,Bryan Singer,":
Kevin Spacey, 
Gabriel Byrne, 
Chazz Palminteri, 
Stephen Baldwin
"
Toy Story,(1995),"
Animation, Adventure, Comedy            ",81 min,8.3,$191.80M,"833,104",95        ,John Lasseter,":
Tom Hanks, 
Tim Allen, 
Don Rickles, 
Jim Varney
"
As Patricinhas de Beverly Hills,(1995),"
Comedy, Romance            ",97 min,6.8,$56.63M,"163,991",68        ,Amy Heckerling,":
Alicia Silverstone, 
Stacey Dash, 
Brittany Murphy, 
Paul Rudd
"
007 Contra GoldenEye,(1995),"
Action, Adventure, Thriller            ",130 min,7.2,$106.60M,"228,184",65        ,Martin Campbell,":
Pierce Brosnan, 
Sean Bean, 
Izabella Scorupco, 
Famke Janssen
"
