Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
A Ilha,(2005),"
Action, Sci-Fi, Thriller            ",136 min,6.8,$35.82M,"292,435",50        ,Michael Bay,":
Scarlett Johansson, 
Ewan McGregor, 
Djimon Hounsou, 
Steve Buscemi
"
Serenity: A Luta Pelo Amanhã,(2005),"
Action, Adventure, Sci-Fi            ",119 min,7.8,$25.51M,"275,234",74        ,Joss Whedon,":
Nathan Fillion, 
Gina Torres, 
Chiwetel Ejiofor, 
Alan Tudyk
"
Os Gatões: Uma Nova Balada,(2005),"
Comedy            ",104 min,5.1,$80.27M,"73,607",33        ,Jay Chandrasekhar,":
Seann William Scott, 
Johnny Knoxville, 
Jessica Simpson, 
Alice Greczyn
"
Ponto Final: Match Point,(2005),"
Drama, Romance, Thriller            ",124 min,7.6,$23.09M,"196,480",72        ,Woody Allen,":
Scarlett Johansson, 
Jonathan Rhys Meyers, 
Emily Mortimer, 
Matthew Goode
"
Abismo do Medo,(2005),"
Adventure, Horror, Thriller            ",99 min,7.2,$26.02M,"190,435",71        ,Neil Marshall,":
Shauna Macdonald, 
Natalie Mendoza, 
Alex Reid, 
Saskia Mulder
"
A Lula e a Baleia,(2005),"
Comedy, Drama            ",81 min,7.3,$7.36M,"72,344",82        ,Noah Baumbach,":
Owen Kline, 
Jeff Daniels, 
Laura Linney, 
Jesse Eisenberg
"
O Albergue,(2005),"
Horror            ",94 min,5.9,$47.33M,"162,787",55        ,Eli Roth,":
Jay Hernandez, 
Derek Richardson, 
Eythor Gudjonsson, 
Barbara Nedeljakova
"
Quarteto Fantástico,(I) (2005),"
Action, Adventure, Fantasy            ",106 min,5.7,$154.70M,"302,621",40        ,Tim Story,":
Ioan Gruffudd, 
Michael Chiklis, 
Chris Evans, 
Jessica Alba
"
Munique,(2005),"
Action, Drama, History            ",164 min,7.5,$47.40M,"202,845",74        ,Steven Spielberg,":
Eric Bana, 
Daniel Craig, 
Marie-Josée Croze, 
Ciarán Hinds
"
Constantine,(2005),"
Action, Fantasy, Horror            ",121 min,7.0,$75.98M,"288,554",50        ,Francis Lawrence,":
Keanu Reeves, 
Rachel Weisz, 
Djimon Hounsou, 
Shia LaBeouf
"
Quatro Irmãos,(2005),"
Action, Crime, Drama            ",109 min,6.8,$74.49M,"128,037",49        ,John Singleton,":
Mark Wahlberg, 
Tyrese Gibson, 
André Benjamin, 
Garrett Hedlund
"
As Aventuras de Sharkboy e Lavagirl em 3-D,(2005),"
Action, Adventure, Comedy            ",93 min,3.5,$39.18M,"28,985",38        ,Robert Rodriguez,":
Cayden Boyd, 
George Lopez, 
Kristin Davis, 
David Arquette
"
Doom: A Porta do Inferno,(2005),"
Action, Adventure, Fantasy            ",105 min,5.2,$28.21M,"102,305",34        ,Andrzej Bartkowiak,":
Karl Urban, 
Rosamund Pike, 
Dwayne Johnson, 
Deobia Oparei
"
A Hora do Rango,(I) (2005),"
Comedy            ",94 min,6.8,$16.12M,"85,603",30        ,Rob McKittrick,":
Ryan Reynolds, 
Anna Faris, 
John Francis Daley, 
Justin Long
"
Sahara,(2005),"
Action, Adventure, Comedy            ",124 min,6.0,$68.67M,"88,538",41        ,Breck Eisner,":
Matthew McConaughey, 
Penélope Cruz, 
Steve Zahn, 
Jude Akuwudike
"
Elektra,(2005),"
Action, Adventure, Crime            ",97 min,4.7,$24.41M,"84,212",34        ,Rob Bowman,":
Jennifer Garner, 
Goran Visnjic, 
Will Yun Lee, 
Kirsten Zien
"
O Guia do Mochileiro das Galáxias,(2005),"
Adventure, Comedy, Sci-Fi            ",109 min,6.8,$51.09M,"180,766",63        ,Garth Jennings,":
Martin Freeman, 
Yasiin Bey, 
Sam Rockwell, 
Zooey Deschanel
"
A Lenda do Zorro,(2005),"
Action, Adventure, Romance            ",129 min,5.9,$46.46M,"88,638",47        ,Martin Campbell,":
Antonio Banderas, 
Catherine Zeta-Jones, 
Rufus Sewell, 
Alberto Reyes
"
Madagascar,(2005),"
Animation, Adventure, Comedy            ",86 min,6.9,$193.60M,"345,529",57        ,Eric Darnell,":
Chris Rock, 
Ben Stiller, 
David Schwimmer, 
Jada Pinkett Smith
"
Robôs,(2005),"
Animation, Adventure, Comedy            ",91 min,6.3,$128.20M,"126,251",64        ,Chris Wedge,":
Ewan McGregor, 
Halle Berry, 
Mel Brooks, 
Robin Williams
"
Voo Noturno,(2005),"
Action, Mystery, Thriller            ",85 min,6.4,$57.89M,"108,020",71        ,Wes Craven,":
Rachel McAdams, 
Cillian Murphy, 
Brian Cox, 
Laura Johnson
"
Horror em Amityville,(2005),"
Horror            ",90 min,6.0,$65.23M,"101,488",33        ,Andrew Douglas,":
Ryan Reynolds, 
Melissa George, 
Jimmy Bennett, 
Jesse James
"
O Novo Mundo,(2005),"
Biography, Drama, History            ",135 min,6.7,$12.71M,"80,058",69        ,Terrence Malick,":
Colin Farrell, 
Q'orianka Kilcher, 
Christopher Plummer, 
Christian Bale
"
Be Cool: O Outro Nome do Jogo,(2005),"
Comedy, Crime, Drama            ",118 min,5.6,$56.05M,"65,671",37        ,F. Gary Gray,":
John Travolta, 
Uma Thurman, 
Dwayne Johnson, 
Vince Vaughn
"
Syriana - A Indústria do Petróleo,(2005),"
Drama, Thriller            ",128 min,6.9,$50.82M,"122,454",76        ,Stephen Gaghan,":
George Clooney, 
Matt Damon, 
Amanda Peet, 
Kayvan Novak
"
Quatro Amigas e um Jeans Viajante,(2005),"
Comedy, Drama, Romance            ",119 min,6.5,$39.01M,"51,979",66        ,Ken Kwapis,":
Amber Tamblyn, 
Alexis Bledel, 
America Ferrera, 
Blake Lively
"
Marcas da Violência,(2005),"
Drama, Thriller            ",96 min,7.4,$31.49M,"215,220",81        ,David Cronenberg,":
Viggo Mortensen, 
Maria Bello, 
Ed Harris, 
William Hurt
"
Zathura: Uma Aventura Espacial,(2005),"
Action, Adventure, Comedy            ",101 min,6.2,$29.26M,"87,240",67        ,Jon Favreau,":
Josh Hutcherson, 
Jonah Bobo, 
Dax Shepard, 
Tim Robbins
"
O Jardineiro Fiel,(2005),"
Drama, Mystery, Romance            ",129 min,7.4,$33.58M,"127,838",82        ,Fernando Meirelles,":
Ralph Fiennes, 
Rachel Weisz, 
Danny Huston, 
Hubert Koundé
"
Memórias de uma Gueixa,(2005),"
Drama, Romance            ",145 min,7.4,$57.49M,"133,756",54        ,Rob Marshall,":
Ziyi Zhang, 
Ken Watanabe, 
Michelle Yeoh, 
Suzuka Ohgo
"
Menina Má.Com,(2005),"
Drama, Thriller            ",104 min,7.1,$1.01M,"149,355",58        ,David Slade,":
Patrick Wilson, 
Ellen Page, 
Sandra Oh, 
Odessa Rae
"
Mergulho Radical,(2005),"
Action, Adventure, Crime            ",110 min,5.8,$18.47M,"71,370",45        ,John Stockwell,":
Paul Walker, 
Jessica Alba, 
Scott Caan, 
Ashley Scott
"
"Nanny McPhee, a Babá Encantada",(2005),"
Comedy, Family, Fantasy            ",97 min,6.5,$47.14M,"64,013",59        ,Kirk Jones,":
Emma Thompson, 
Colin Firth, 
Angela Lansbury, 
Kelly Macdonald
"
Operação Babá,(2005),"
Action, Comedy, Drama            ",95 min,5.6,$113.09M,"83,153",30        ,Adam Shankman,":
Vin Diesel, 
Brittany Snow, 
Max Thieriot, 
Brad Garrett
"
Deite Comigo,(2005),"
Drama, Romance            ",93 min,5.3,,"13,850",,Clement Virgo,":
Lauren Lee Smith, 
Eric Balfour, 
Polly Shannon, 
Mayko Nguyen
"
Muito Bem Acompanhada,(2005),"
Comedy, Romance            ",90 min,6.2,$31.73M,"46,326",32        ,Clare Kilner,":
Dermot Mulroney, 
Debra Messing, 
Jack Davenport, 
Amy Adams
"
Revólver,(2005),"
Action, Crime, Drama            ",111 min,6.4,$0.08M,"85,993",25        ,Guy Ritchie,":
Jason Statham, 
Ray Liotta, 
André Benjamin, 
Vincent Pastore
"
O Senhor das Armas,(2005),"
Action, Crime, Drama            ",122 min,7.6,$24.15M,"283,618",62        ,Andrew Niccol,":
Nicolas Cage, 
Ethan Hawke, 
Jared Leto, 
Bridget Moynahan
"
Hooligans,(2005),"
Crime, Drama, Sport            ",109 min,7.5,$0.34M,"136,233",55        ,Lexi Alexander,":
Elijah Wood, 
Charlie Hunnam, 
Claire Forlani, 
Marc Warren
"
O Trapaceiro,(2005),"
Comedy, Sport            ",94 min,5.8,$35.42M,"34,240",46        ,Barry W. Blaustein,":
Johnny Knoxville, 
Katherine Heigl, 
Brian Cox, 
Jed Rees
"
Rejeitados pelo Diabo,(2005),"
Horror            ",107 min,6.8,$17.04M,"89,434",53        ,Rob Zombie,":
Sid Haig, 
Sheri Moon Zombie, 
Bill Moseley, 
William Forsythe
"
"Herbie, Meu Fusca Turbinado",(2005),"
Adventure, Comedy, Family            ",101 min,4.8,$66.02M,"43,258",47        ,Angela Robinson,":
Lindsay Lohan, 
Michael Keaton, 
Cheryl Hines, 
Breckin Meyer
"
A Casa de Cera,(2005),"
Horror, Thriller            ",113 min,5.3,$32.06M,"110,623",41        ,Jaume Collet-Serra,":
Chad Michael Murray, 
Paris Hilton, 
Elisha Cuthbert, 
Brian Van Holt
"
Apenas Amigos,(I) (2005),"
Comedy, Romance            ",96 min,6.2,$32.62M,"100,675",47        ,Roger Kumble,":
Ryan Reynolds, 
Amy Smart, 
Anna Faris, 
Chris Klein
"
Os Reis de Dogtown,(2005),"
Biography, Drama, Sport            ",107 min,7.1,$11.01M,"50,241",56        ,Catherine Hardwicke,":
Heath Ledger, 
Emile Hirsch, 
Victor Rasuk, 
Johnny Knoxville
"
Carga Explosiva 2,(2005),"
Action, Thriller            ",87 min,6.3,$43.10M,"184,270",56        ,Louis Leterrier,":
Jason Statham, 
Amber Valletta, 
Kate Nauta, 
Alessandro Gassmann
"
Doze é Demais 2,(2005),"
Adventure, Comedy, Family            ",94 min,5.5,$82.57M,"51,965",34        ,Adam Shankman,":
Steve Martin, 
Bonnie Hunt, 
Hilary Duff, 
Eugene Levy
"
Lady Vingança,(2005),"
Crime, Drama, Thriller            ",115 min,7.6,$0.21M,"66,771",75        ,Chan-wook Park,":
Yeong-ae Lee, 
Min-sik Choi, 
Shi-hoo Kim, 
Yea-young Kwon
"
A Sogra,(2005),"
Comedy, Romance            ",101 min,5.5,$82.93M,"53,848",31        ,Robert Luketic,":
Jennifer Lopez, 
Michael Vartan, 
Jane Fonda, 
Wanda Sykes
"
A Luta pela Esperança,(2005),"
Biography, Drama, History            ",144 min,8.0,$61.65M,"169,637",69        ,Ron Howard,":
Russell Crowe, 
Renée Zellweger, 
Craig Bierko, 
Paul Giamatti
"
Jogos Mortais 2,(2005),"
Horror, Mystery            ",93 min,6.6,$87.04M,"223,234",40        ,Darren Lynn Bousman,":
Donnie Wahlberg, 
Beverley Mitchell, 
Franky G, 
Emmanuelle Vaugier
"
De Repente é Amor,(2005),"
Comedy, Drama, Romance            ",107 min,6.6,$21.84M,"65,601",48        ,Nigel Cole,":
Ashton Kutcher, 
Amanda Peet, 
Taryn Manning, 
Aimee Garcia
"
Rent: Os Boêmios,(2005),"
Drama, Musical, Romance            ",135 min,6.9,$29.08M,"47,372",53        ,Chris Columbus,":
Taye Diggs, 
Wilson Jermaine Heredia, 
Rosario Dawson, 
Anthony Rapp
"
O Exorcismo de Emily Rose,(2005),"
Drama, Horror, Thriller            ",119 min,6.7,$75.07M,"113,817",46        ,Scott Derrickson,":
Laura Linney, 
Tom Wilkinson, 
Shohreh Aghdashloo, 
Campbell Scott
"
Em Seu Lugar,(2005),"
Comedy, Drama, Romance            ",130 min,6.4,$32.88M,"57,671",60        ,Curtis Hanson,":
Toni Collette, 
Cameron Diaz, 
Shirley MacLaine, 
Anson Mount
"
A Noiva Cadáver,(2005),"
Animation, Drama, Family            ",77 min,7.3,$53.36M,"230,225",83        ,Tim Burton,":
Johnny Depp, 
Helena Bonham Carter, 
Emily Watson, 
Tracey Ullman
"
Æon Flux,(2005),"
Action, Adventure, Sci-Fi            ",93 min,5.4,$25.86M,"120,827",36        ,Karyn Kusama,":
Charlize Theron, 
Frances McDormand, 
Sophie Okonedo, 
Marton Csokas
"
Capote,(2005),"
Biography, Crime, Drama            ",114 min,7.3,$28.75M,"119,956",88        ,Bennett Miller,":
Philip Seymour Hoffman, 
Clifton Collins Jr., 
Catherine Keener, 
Allie Mickelson
"
Sonhos no Gelo,(2005),"
Comedy, Drama, Family            ",98 min,6.0,$24.38M,"23,641",55        ,Tim Fywell,":
Michelle Trachtenberg, 
Kim Cattrall, 
Trevor Blumas, 
Joan Cusack
"
As Loucuras de Dick & Jane,(2005),"
Comedy, Crime            ",90 min,6.1,$110.33M,"128,200",47        ,Dean Parisot,":
Jim Carrey, 
Téa Leoni, 
Alec Baldwin, 
Richard Jenkins
"
Jogo pela Sobrevivência,(I) (2005),"
Drama, Romance, Thriller            ",95 min,4.9,,"8,773",,Stewart Raffill,":
Billy Zane, 
Kelly Brook, 
Juan Pablo Di Pace, 
Todd Collins
"
Os Irmãos Grimm,(2005),"
Action, Adventure, Comedy            ",118 min,5.9,$37.92M,"112,735",51        ,Terry Gilliam,":
Matt Damon, 
Heath Ledger, 
Monica Bellucci, 
Petr Ratimec
"
Os Produtores,(2005),"
Comedy, Musical            ",134 min,6.3,$19.38M,"39,316",52        ,Susan Stroman,":
Nathan Lane, 
Matthew Broderick, 
Uma Thurman, 
Will Ferrell
"
"Domino, a Caçadora de Recompensas",(2005),"
Action, Biography, Crime            ",127 min,5.9,$10.17M,"63,248",36        ,Tony Scott,":
Keira Knightley, 
Mickey Rourke, 
Edgar Ramírez, 
Delroy Lindo
"
Viagem ao Inferno,(2005),"
Horror, Thriller            ",99 min,6.2,$16.19M,"64,920",54        ,Greg McLean,":
Nathan Phillips, 
Cassandra Magrath, 
Kestie Morassi, 
John Jarratt
"
E se Fosse Verdade,(2005),"
Comedy, Drama, Fantasy            ",95 min,6.7,$48.32M,"95,197",47        ,Mark Waters,":
Reese Witherspoon, 
Mark Ruffalo, 
Donal Logue, 
Dina Spybey-Waters
"
Casanova,(2005),"
Adventure, Comedy, Drama            ",112 min,6.5,$11.29M,"50,353",57        ,Lasse Hallström,":
Heath Ledger, 
Sienna Miller, 
Jeremy Irons, 
Oliver Platt
"
O Mito,(2005),"
Action, Adventure, Comedy            ",122 min,6.1,,"13,777",,Stanley Tong,":
Bing Shao, 
Jackie Chan, 
Weixing Yao, 
Jianzhong Zhang
"
"Os Seus, os Meus e os Nossos",(2005),"
Comedy, Family, Fantasy            ",88 min,5.5,$53.41M,"25,600",38        ,Raja Gosnell,":
Dennis Quaid, 
Rene Russo, 
Jerry O'Connell, 
Sean Faris
"
Ritmo de um Sonho,(2005),"
Crime, Drama, Music            ",116 min,7.3,$22.20M,"37,472",68        ,Craig Brewer,":
Terrence Howard, 
Ludacris, 
Anthony Anderson, 
Taryn Manning
"
O Galinho Chicken Little,(2005),"
Animation, Adventure, Comedy            ",81 min,5.7,$135.39M,"81,381",48        ,Mark Dindal,":
Zach Braff, 
Joan Cusack, 
Garry Marshall, 
Don Knotts
"
A Chave Mestra,(2005),"
Drama, Horror, Mystery            ",104 min,6.5,$47.81M,"102,131",47        ,Iain Softley,":
Kate Hudson, 
Peter Sarsgaard, 
Joy Bryant, 
Gena Rowlands
"
Fora de Rumo,(I) (2005),"
Crime, Drama, Thriller            ",108 min,6.6,$36.02M,"69,031",40        ,Mikael Håfström,":
Clive Owen, 
Jennifer Aniston, 
Vincent Cassel, 
Addison Timlin
"
Plano de Voo,(2005),"
Drama, Mystery, Thriller            ",98 min,6.3,$89.71M,"146,755",53        ,Robert Schwentke,":
Jodie Foster, 
Peter Sarsgaard, 
Sean Bean, 
Kate Beahan
"
Flores Partidas,(2005),"
Comedy, Drama, Mystery            ",106 min,7.2,$13.74M,"94,503",79        ,Jim Jarmusch,":
Bill Murray, 
Jessica Lange, 
Sharon Stone, 
Julie Delpy
"
Dizem por Aí...,(2005),"
Comedy, Drama, Romance            ",97 min,5.5,$43.00M,"50,616",35        ,Rob Reiner,":
Jennifer Aniston, 
Mark Ruffalo, 
Shirley MacLaine, 
Kevin Costner
"
Obrigado por Fumar,(2005),"
Comedy, Drama            ",92 min,7.6,$24.79M,"208,440",71        ,Jason Reitman,":
Aaron Eckhart, 
Cameron Bright, 
Maria Bello, 
Joan Lunden
"
Refém,(2005),"
Action, Crime, Drama            ",113 min,6.6,$34.64M,"103,924",44        ,Florent-Emilio Siri,":
Bruce Willis, 
Kevin Pollak, 
Serena Scott Thomas, 
Jimmy Bennett
"
A Feiticeira,(2005),"
Comedy, Fantasy, Romance            ",102 min,4.8,$62.25M,"66,624",34        ,Nora Ephron,":
Nicole Kidman, 
Will Ferrell, 
Shirley MacLaine, 
Michael Caine
"
Terra Fria,(2005),"
Drama            ",126 min,7.3,$18.32M,"38,038",68        ,Niki Caro,":
Charlize Theron, 
Jeremy Renner, 
Frances McDormand, 
Thomas Curtis
"
Caché,(I) (2005),"
Drama, Mystery, Thriller            ",117 min,7.3,$3.63M,"68,624",83        ,Michael Haneke,":
Daniel Auteuil, 
Juliette Binoche, 
Maurice Bénichou, 
Annie Girardot
"
Tudo em Família,(2005),"
Comedy, Drama, Romance            ",103 min,6.3,$60.06M,"58,196",56        ,Thomas Bezucha,":
Dermot Mulroney, 
Sarah Jessica Parker, 
Claire Danes, 
Diane Keaton
"
O Chamado 2,(2005),"
Horror, Mystery            ",110 min,5.4,$76.23M,"88,323",44        ,Hideo Nakata,":
Naomi Watts, 
David Dorfman, 
Sissy Spacek, 
Simon Baker
"
Imagine Eu & Você,(2005),"
Comedy, Drama, Romance            ",90 min,6.8,$0.67M,"28,347",49        ,Ol Parker,":
Piper Perabo, 
Lena Headey, 
Matthew Goode, 
Celia Imrie
"
Tempos de Violência,(2005),"
Action, Crime, Drama            ",116 min,6.9,$3.34M,"61,148",56        ,David Ayer,":
Christian Bale, 
Freddy Rodríguez, 
Eva Longoria, 
Chaka Forman
"
Venom,(2005),"
Horror            ",87 min,4.6,$0.88M,"9,357",25        ,Jim Gillespie,":
Agnes Bruckner, 
Jonathan Jackson, 
Meagan Good, 
Bijou Phillips
"
Terra dos Mortos,(2005),"
Horror, Sci-Fi, Thriller            ",93 min,6.2,$20.70M,"88,742",71        ,George A. Romero,":
John Leguizamo, 
Asia Argento, 
Simon Baker, 
Dennis Hopper
"
"Eu, Você e Todos Nós",(2005),"
Comedy, Drama            ",91 min,7.3,$3.89M,"33,795",76        ,Miranda July,":
John Hawkes, 
Miranda July, 
Miles Thompson, 
Brandon Ratcliff
"
O Gosto da Vingança,(2005),"
Action, Crime, Drama            ",119 min,7.6,,"33,265",,Jee-woon Kim,":
Byung-Hun Lee, 
Min-a Shin, 
Yeong-cheol Kim, 
Jung-min Hwang
"
Boa Noite e Boa Sorte,(2005),"
Biography, Drama, History            ",93 min,7.4,$31.50M,"91,703",80        ,George Clooney,":
David Strathairn, 
George Clooney, 
Patricia Clarkson, 
Jeff Daniels
"
"Edison, Poder e Corrupção",(2005),"
Action, Crime, Drama            ",99 min,5.3,,"14,414",,David J. Burke,":
Morgan Freeman, 
Kevin Spacey, 
Justin Timberlake, 
LL Cool J
"
Wallace & Gromit: A Batalha dos Vegetais,(2005),"
Animation, Adventure, Comedy            ",85 min,7.4,$56.11M,"119,543",87        ,Steve Box,":
Peter Sallis, 
Helena Bonham Carter, 
Ralph Fiennes, 
Peter Kay
"
BloodRayne,(2005),"
Action, Adventure, Fantasy            ",95 min,2.9,$2.41M,"33,366",18        ,Uwe Boll,":
Kristanna Loken, 
Ben Kingsley, 
Michelle Rodriguez, 
Michael Madsen
"
A Passagem,(I) (2005),"
Drama, Mystery, Thriller            ",99 min,6.8,$3.63M,"71,595",41        ,Marc Forster,":
Ewan McGregor, 
Naomi Watts, 
Ryan Gosling, 
Kate Burton
"
Cão de Briga,(2005),"
Action, Crime, Drama            ",103 min,7.0,$24.52M,"95,798",58        ,Louis Leterrier,":
Jet Li, 
Bob Hoskins, 
Morgan Freeman, 
Kerry Condon
"
O Filho do Máscara,(2005),"
Comedy, Family, Fantasy            ",94 min,2.2,$17.02M,"50,304",20        ,Lawrence Guterman,":
Jamie Kennedy, 
Traylor Howard, 
Alan Cumming, 
Liam Falconer
"
Bettie Page,(2005),"
Biography, Drama            ",91 min,6.5,$1.41M,"10,115",64        ,Mary Harron,":
Gretchen Mol, 
Lili Taylor, 
Chris Bauer, 
Jared Harris
"
Querem Acabar Comigo,(2005),"
Adventure, Comedy, Family            ",95 min,4.7,$82.67M,"27,818",27        ,Brian Levant,":
Ice Cube, 
Nia Long, 
Aleisha Allen, 
Philip Bolden
"
Banquete no Inferno,(2005),"
Action, Comedy, Horror            ",95 min,6.3,$0.05M,"28,713",43        ,John Gulager,":
Navi Rawat, 
Krista Allen, 
Balthazar Getty, 
Judah Friedlander
"
O Melhor Jogo da História,(2005),"
Biography, Drama, History            ",120 min,7.4,$15.33M,"26,532",55        ,Bill Paxton,":
Shia LaBeouf, 
Stephen Dillane, 
Elias Koteas, 
James Paxton
"
O Preço do Silêncio,(2005),"
Crime, Drama, Thriller            ",96 min,6.3,$0.38M,"14,946",29        ,Jamie Babbit,":
Camilla Belle, 
Elisha Cuthbert, 
Edie Falco, 
Martin Donovan
"
Camisa de Força,(2005),"
Drama, Fantasy, Mystery            ",103 min,7.1,$6.30M,"105,339",44        ,John Maybury,":
Adrien Brody, 
Keira Knightley, 
Daniel Craig, 
Kris Kristofferson
"
O Grande Ataque,(2005),"
Action, Drama, War            ",132 min,6.7,$10.17M,"20,689",48        ,John Dahl,":
Benjamin Bratt, 
Joseph Fiennes, 
James Franco, 
Robert Mammone
"
A Sangue Frio,(2005),"
Comedy, Crime, Drama            ",92 min,6.3,$8.82M,"22,683",62        ,Harold Ramis,":
John Cusack, 
Billy Bob Thornton, 
Connie Nielsen, 
Lara Phillips
"
Garotas Malvadas,(2005),"
Comedy, Drama            ",104 min,6.5,$0.31M,"9,686",45        ,Marcos Siega,":
Evan Rachel Wood, 
Ron Livingston, 
James Woods, 
David Wagner
"
Amor em Jogo,(2005),"
Comedy, Drama, Romance            ",104 min,6.2,$42.07M,"40,945",56        ,Bobby Farrelly,":
Drew Barrymore, 
Jimmy Fallon, 
Jason Spevack, 
Jack Kehler
"
O Amigo Oculto,(2005),"
Drama, Horror, Mystery            ",101 min,6.0,$51.10M,"79,285",35        ,John Polson,":
Robert De Niro, 
Dakota Fanning, 
Famke Janssen, 
Elisabeth Shue
"
A Proposta,(2005),"
Crime, Drama, Western            ",104 min,7.4,$1.90M,"48,303",73        ,John Hillcoat,":
Ray Winstone, 
Guy Pearce, 
Emily Watson, 
Richard Wilson
"
