Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
A Princesa Prometida,(1987),"
Adventure, Family, Fantasy            ",98 min,8.1,$30.86M,"371,879",77        ,Rob Reiner,":
Cary Elwes, 
Mandy Patinkin, 
Robin Wright, 
Chris Sarandon
"
Nascido para Matar,(1987),"
Drama, War            ",116 min,8.3,$46.36M,"634,106",76        ,Stanley Kubrick,":
Matthew Modine, 
R. Lee Ermey, 
Vincent D'Onofrio, 
Adam Baldwin
"
Dirty Dancing: Ritmo Quente,(1987),"
Drama, Music, Romance            ",100 min,7.0,$0.62M,"186,593",65        ,Emile Ardolino,":
Patrick Swayze, 
Jennifer Grey, 
Jerry Orbach, 
Cynthia Rhodes
"
Os Intocáveis,(1987),"
Crime, Drama, Thriller            ",119 min,7.9,$76.27M,"263,923",79        ,Brian De Palma,":
Kevin Costner, 
Sean Connery, 
Robert De Niro, 
Charles Martin Smith
"
Máquina Mortífera,(1987),"
Action, Crime, Thriller            ",109 min,7.6,$65.21M,"225,571",68        ,Richard Donner,":
Mel Gibson, 
Danny Glover, 
Gary Busey, 
Mitchell Ryan
"
Atração Fatal,(1987),"
Drama, Thriller            ",119 min,6.9,$156.65M,"70,606",67        ,Adrian Lyne,":
Michael Douglas, 
Glenn Close, 
Anne Archer, 
Ellen Latzen
"
O Predador,(1987),"
Action, Adventure, Sci-Fi            ",107 min,7.8,$59.74M,"354,995",45        ,John McTiernan,":
Arnold Schwarzenegger, 
Carl Weathers, 
Kevin Peter Hall, 
Elpidia Carrillo
"
O Sobrevivente,(1987),"
Action, Sci-Fi, Thriller            ",101 min,6.7,$38.12M,"134,830",45        ,Paul Michael Glaser,":
Arnold Schwarzenegger, 
Maria Conchita Alonso, 
Yaphet Kotto, 
Jim Brown
"
S.O.S.: Tem um Louco Solto no Espaço,(1987),"
Adventure, Comedy, Sci-Fi            ",96 min,7.1,$38.12M,"163,513",46        ,Mel Brooks,":
Mel Brooks, 
John Candy, 
Rick Moranis, 
Bill Pullman
"
Sinistra Passagem para o Havaí,(1987),"
Action, Crime, Thriller            ",96 min,4.8,,"3,323",,Andy Sidaris,":
Ronn Moss, 
Dona Speir, 
Hope Marie Carlton, 
Harold Diamond
"
Império do Sol,(1987),"
Action, Drama, History            ",153 min,7.8,$22.24M,"109,071",62        ,Steven Spielberg,":
Christian Bale, 
John Malkovich, 
Miranda Richardson, 
Nigel Havers
"
La Bamba,(1987),"
Biography, Drama, Music            ",108 min,6.9,$54.22M,"26,300",65        ,Luis Valdez,":
Lou Diamond Phillips, 
Esai Morales, 
Rosanna DeSoto, 
Elizabeth Peña
"
RoboCop: O Policial do Futuro,(1987),"
Action, Crime, Sci-Fi            ",102 min,7.5,$53.42M,"220,877",67        ,Paul Verhoeven,":
Peter Weller, 
Nancy Allen, 
Dan O'Herlihy, 
Ronny Cox
"
Os Garotos Perdidos,(1987),"
Comedy, Horror            ",97 min,7.3,$32.22M,"115,943",63        ,Joel Schumacher,":
Jason Patric, 
Corey Haim, 
Dianne Wiest, 
Barnard Hughes
"
Feitiço da Lua,(1987),"
Comedy, Drama, Romance            ",102 min,7.1,$80.64M,"45,632",83        ,Norman Jewison,":
Cher, 
Nicolas Cage, 
Olympia Dukakis, 
Danny Aiello
"
Namorada de Aluguel,(1987),"
Comedy, Drama, Romance            ",94 min,6.8,$31.62M,"30,525",36        ,Steve Rash,":
Patrick Dempsey, 
Amanda Peterson, 
Courtney Gains, 
Tina Caspary
"
Alguém Muito Especial,(1987),"
Drama, Romance            ",95 min,7.1,$18.55M,"25,746",55        ,Howard Deutch,":
Eric Stoltz, 
Mary Stuart Masterson, 
Lea Thompson, 
Craig Sheffer
"
Hellraiser: Renascido do Inferno,(1987),"
Horror, Thriller            ",94 min,7.0,$14.56M,"96,264",57        ,Clive Barker,":
Andrew Robinson, 
Clare Higgins, 
Ashley Laurence, 
Sean Chapman
"
Mestres do Universo,(1987),"
Action, Adventure, Fantasy            ",106 min,5.4,$17.34M,"34,983",35        ,Gary Goddard,":
Dolph Lundgren, 
Frank Langella, 
Meg Foster, 
Billy Barty
"
Uma Noite de Aventuras,(1987),"
Adventure, Comedy, Crime            ",102 min,6.9,$34.37M,"35,253",45        ,Chris Columbus,":
Elisabeth Shue, 
Maia Brewton, 
Keith Coogan, 
Anthony Rapp
"
Coração Satânico,(1987),"
Horror, Mystery, Thriller            ",113 min,7.3,$17.19M,"75,834",61        ,Alan Parker,":
Mickey Rourke, 
Robert De Niro, 
Lisa Bonet, 
Charlotte Rampling
"
Wall Street: Poder e Cobiça,(1987),"
Crime, Drama            ",126 min,7.4,$43.85M,"137,444",56        ,Oliver Stone,":
Charlie Sheen, 
Michael Douglas, 
Tamara Tunie, 
Franklin Cover
"
Antes Só do que Mal Acompanhado,(1987),"
Comedy, Drama            ",93 min,7.6,$49.53M,"115,173",72        ,John Hughes,":
Steve Martin, 
John Candy, 
Laila Robins, 
Michael McKean
"
Arizona Nunca Mais,(1987),"
Comedy, Crime            ",94 min,7.3,$22.85M,"119,761",68        ,Joel Coen,":
Nicolas Cage, 
Holly Hunter, 
Trey Wilson, 
John Goodman
"
007 Marcado para a Morte,(1987),"
Action, Adventure, Thriller            ",130 min,6.7,$51.19M,"83,339",60        ,John Glen,":
Timothy Dalton, 
Maryam d'Abo, 
Jeroen Krabbé, 
Joe Don Baker
"
Três Solteirões e um Bebê,(1987),"
Comedy, Drama, Family            ",102 min,6.0,$167.78M,"44,650",61        ,Leonard Nimoy,":
Tom Selleck, 
Steve Guttenberg, 
Ted Danson, 
Nancy Travis
"
Um Tira da Pesada II,(1987),"
Action, Comedy, Crime            ",100 min,6.5,$153.67M,"101,545",48        ,Tony Scott,":
Eddie Murphy, 
Judge Reinhold, 
Jürgen Prochnow, 
Ronny Cox
"
O Último Imperador,(1987),"
Biography, Drama, History            ",163 min,7.7,$43.98M,"87,953",76        ,Bernardo Bertolucci,":
John Lone, 
Joan Chen, 
Peter O'Toole, 
Ruocheng Ying
"
Manequim,(1987),"
Comedy, Fantasy, Romance            ",90 min,5.9,$42.72M,"27,521",21        ,Michael Gottlieb,":
Andrew McCarthy, 
Kim Cattrall, 
Estelle Getty, 
James Spader
"
"Falcão, o Campeão dos Campeões",(1987),"
Action, Drama, Sport            ",93 min,5.8,$16.06M,"47,606",40        ,Menahem Golan,":
Sylvester Stallone, 
Robert Loggia, 
Susan Blakely, 
Rick Zumwalt
"
As Bruxas de Eastwick,(1987),"
Comedy, Fantasy, Horror            ",118 min,6.5,$63.77M,"58,327",67        ,George Miller,":
Jack Nicholson, 
Cher, 
Susan Sarandon, 
Michelle Pfeiffer
"
Uma Noite Alucinante 2,(1987),"
Comedy, Horror            ",84 min,7.8,$5.92M,"140,474",69        ,Sam Raimi,":
Bruce Campbell, 
Sarah Berry, 
Dan Hicks, 
Kassie Wesley DePaiva
"
Príncipe das Sombras,(1987),"
Horror            ",102 min,6.7,$14.18M,"34,216",50        ,John Carpenter,":
Donald Pleasence, 
Lisa Blount, 
Jameson Parker, 
Victor Wong
"
Superman IV: Em Busca da Paz,(1987),"
Action, Adventure, Family            ",90 min,3.7,$15.68M,"40,759",24        ,Sidney J. Furie,":
Christopher Reeve, 
Gene Hackman, 
Margot Kidder, 
Jackie Cooper
"
Abaixo de Zero,(1987),"
Crime, Drama            ",98 min,6.4,$12.40M,"17,394",49        ,Marek Kanievska,":
Andrew McCarthy, 
Jami Gertz, 
Robert Downey Jr., 
James Spader
"
Um Hóspede do Barulho,(1987),"
Comedy, Family, Fantasy            ",110 min,6.0,$29.76M,"29,646",42        ,William Dear,":
John Lithgow, 
Melinda Dillon, 
Margaret Langrick, 
Joshua Rudoy
"
Um Salto para a Felicidade,(1987),"
Comedy, Romance            ",112 min,6.9,$26.71M,"49,423",53        ,Garry Marshall,":
Goldie Hawn, 
Kurt Russell, 
Edward Herrmann, 
Katherine Helmond
"
Quando Chega a Escuridão,(1987),"
Action, Crime, Drama            ",94 min,7.0,$3.37M,"31,230",76        ,Kathryn Bigelow,":
Adrian Pasdar, 
Jenny Wright, 
Lance Henriksen, 
Bill Paxton
"
