Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
Tróia,(2004),"
Drama, History            ",163 min,7.2,$133.38M,"465,661",56        ,Wolfgang Petersen,":
Brad Pitt, 
Eric Bana, 
Orlando Bloom, 
Julian Glover
"
Harry Potter e o Prisioneiro de Azkaban,(2004),"
Adventure, Family, Fantasy            ",142 min,7.9,$249.36M,"510,272",82        ,Alfonso Cuarón,":
Daniel Radcliffe, 
Emma Watson, 
Rupert Grint, 
Richard Griffiths
"
Meninas Malvadas,(2004),"
Comedy            ",97 min,7.0,$86.06M,"312,298",66        ,Mark Waters,":
Lindsay Lohan, 
Jonathan Bennett, 
Rachel McAdams, 
Tina Fey
"
Brilho Eterno de uma Mente sem Lembranças,(2004),"
Drama, Romance, Sci-Fi            ",108 min,8.3,$34.40M,"853,503",89        ,Michel Gondry,":
Jim Carrey, 
Kate Winslet, 
Tom Wilkinson, 
Gerry Robert Byrne
"
A Vila,(2004),"
Drama, Mystery, Thriller            ",108 min,6.5,$114.20M,"233,419",44        ,M. Night Shyamalan,":
Sigourney Weaver, 
William Hurt, 
Joaquin Phoenix, 
Bryce Dallas Howard
"
O Terminal,(2004),"
Comedy, Drama, Romance            ",128 min,7.3,$77.87M,"379,169",55        ,Steven Spielberg,":
Tom Hanks, 
Catherine Zeta-Jones, 
Chi McBride, 
Stanley Tucci
"
A Lenda do Tesouro Perdido,(2004),"
Action, Adventure, Mystery            ",131 min,6.8,$173.01M,"291,767",39        ,Jon Turteltaub,":
Nicolas Cage, 
Diane Kruger, 
Justin Bartha, 
Sean Bean
"
Madrugada Muito Louca,(2004),"
Adventure, Comedy            ",88 min,7.1,$18.23M,"175,683",64        ,Danny Leiner,":
John Cho, 
Kal Penn, 
Ethan Embry, 
Rob Tinkler
"
Crash: No Limite,(I) (2004),"
Crime, Drama, Thriller            ",112 min,7.8,$54.58M,"407,200",69        ,Paul Haggis,":
Don Cheadle, 
Sandra Bullock, 
Thandie Newton, 
Karina Arroyave
"
O Justiceiro,(2004),"
Action, Crime, Drama            ",124 min,6.4,$33.68M,"145,056",33        ,Jonathan Hensleigh,":
Thomas Jane, 
John Travolta, 
Samantha Mathis, 
Laura Harring
"
Diário de uma Paixão,(2004),"
Drama, Romance            ",123 min,7.8,$81.00M,"490,181",53        ,Nick Cassavetes,":
Gena Rowlands, 
James Garner, 
Rachel McAdams, 
Ryan Gosling
"
