Title,Year,Genre,Runtime,Rating,Gross,Votes,Metascore,Director,Stars
"Alien, o Oitavo Passageiro",(1979),"
Horror, Sci-Fi            ",117 min,8.4,$78.90M,"741,666",89        ,Ridley Scott,":
Sigourney Weaver, 
Tom Skerritt, 
John Hurt, 
Veronica Cartwright
"
Apocalypse Now,(1979),"
Drama, Mystery, War            ",147 min,8.4,$83.47M,"569,580",94        ,Francis Ford Coppola,":
Martin Sheen, 
Marlon Brando, 
Robert Duvall, 
Frederic Forrest
"
Calígula,(1979),"
Drama, History            ",156 min,5.4,$23.44M,"32,110",,Tinto Brass,":
Malcolm McDowell, 
Peter O'Toole, 
Helen Mirren, 
Teresa Ann Savoy
"
Mad Max,(1979),"
Action, Adventure, Sci-Fi            ",88 min,6.9,$8.75M,"181,826",73        ,George Miller,":
Mel Gibson, 
Joanne Samuel, 
Hugh Keays-Byrne, 
Steve Bisley
"
Os Selvagens da Noite,(1979),"
Action, Crime, Thriller            ",92 min,7.6,$22.49M,"88,282",65        ,Walter Hill,":
Michael Beck, 
James Remar, 
Dorsey Wright, 
Brian Tyler
"
Stalker,(1979),"
Drama, Sci-Fi            ",162 min,8.2,$0.23M,"103,927",,Andrei Tarkovsky,":
Alisa Freyndlikh, 
Aleksandr Kaydanovskiy, 
Anatoliy Solonitsyn, 
Nikolay Grinko
"
Kramer vs. Kramer,(1979),"
Drama            ",105 min,7.8,$106.26M,"123,455",77        ,Robert Benton,":
Dustin Hoffman, 
Meryl Streep, 
Jane Alexander, 
Justin Henry
"
O Abismo Negro,(1979),"
Action, Sci-Fi            ",98 min,6.0,,"21,890",52        ,Gary Nelson,":
Maximilian Schell, 
Anthony Perkins, 
Robert Forster, 
Joseph Bottoms
"
A Vida de Brian,(1979),"
Comedy            ",94 min,8.1,$20.05M,"346,518",77        ,Terry Jones,":
Graham Chapman, 
John Cleese, 
Michael Palin, 
Terry Gilliam
"
Síndrome da China,(1979),"
Drama, Thriller            ",122 min,7.4,$51.72M,"25,262",81        ,James Bridges,":
Jane Fonda, 
Jack Lemmon, 
Michael Douglas, 
Scott Brady
"
Jornada nas Estrelas: O Filme,(1979),"
Adventure, Mystery, Sci-Fi            ",132 min,6.4,$82.26M,"77,213",48        ,Robert Wise,":
William Shatner, 
Leonard Nimoy, 
DeForest Kelley, 
James Doohan
"
O Show Deve Continuar,(1979),"
Drama, Music, Musical            ",123 min,7.9,$37.82M,"25,549",72        ,Bob Fosse,":
Roy Scheider, 
Jessica Lange, 
Leland Palmer, 
Ann Reinking
"
Alcatraz: Fuga Impossível,(1979),"
Biography, Crime, Drama            ",112 min,7.6,$43.00M,"108,765",76        ,Don Siegel,":
Clint Eastwood, 
Patrick McGoohan, 
Roberts Blossom, 
Jack Thibeau
"
Tim - Anjos de Aço,(1979),"
Drama, Romance            ",109 min,6.4,,"2,973",,Michael Pate,":
Piper Laurie, 
Mel Gibson, 
Alwyn Kurts, 
Pat Evison
"
Mulher Nota 10,(1979),"
Comedy, Romance            ",122 min,6.1,$74.87M,"14,408",68        ,Blake Edwards,":
Dudley Moore, 
Bo Derek, 
Julie Andrews, 
Robert Webber
"
007 Contra o Foguete da Morte,(1979),"
Action, Adventure, Sci-Fi            ",126 min,6.3,$70.31M,"84,829",66        ,Lewis Gilbert,":
Roger Moore, 
Lois Chiles, 
Michael Lonsdale, 
Richard Kiel
"
Nosferatu: O Vampiro da Noite,(1979),"
Drama, Horror            ",107 min,7.5,,"30,072",79        ,Werner Herzog,":
Klaus Kinski, 
Isabelle Adjani, 
Bruno Ganz, 
Roland Topor
"
Rocky II: A Revanche,(1979),"
Drama, Sport            ",119 min,7.3,$6.39M,"180,502",61        ,Sylvester Stallone,":
Sylvester Stallone, 
Talia Shire, 
Burt Young, 
Carl Weathers
"
Fantasma,(1979),"
Horror, Sci-Fi            ",89 min,6.8,$11.99M,"29,734",72        ,Don Coscarelli,":
A. Michael Baldwin, 
Bill Thornbury, 
Reggie Bannister, 
Kathy Lester
"
Manhattan,(1979),"
Comedy, Drama, Romance            ",96 min,7.9,$45.70M,"125,011",83        ,Woody Allen,":
Woody Allen, 
Diane Keaton, 
Mariel Hemingway, 
Michael Murphy
"
Muppets: O Filme,(1979),"
Adventure, Comedy, Family            ",95 min,7.6,$76.66M,"30,615",74        ,James Frawley,":
Jim Henson, 
Frank Oz, 
Jerry Nelson, 
Richard Hunt
"
Almôndegas,(1979),"
Comedy            ",94 min,6.2,$43.05M,"17,878",60        ,Ivan Reitman,":
Bill Murray, 
Harvey Atkin, 
Kate Lynch, 
Russ Banham
"
1941: Uma Guerra Muito Louca,(1979),"
Action, Comedy, War            ",118 min,5.8,$31.76M,"29,959",34        ,Steven Spielberg,":
John Belushi, 
Dan Aykroyd, 
Treat Williams, 
Nancy Allen
"
Tess - Uma Lição de Vida,(1979),"
Drama, Romance            ",170 min,7.3,,"14,080",82        ,Roman Polanski,":
Nastassja Kinski, 
Peter Firth, 
Leigh Lawson, 
John Collin
"
Muito Além do Jardim,(1979),"
Comedy, Drama            ",130 min,8.0,$30.18M,"62,157",84        ,Hal Ashby,":
Peter Sellers, 
Shirley MacLaine, 
Melvyn Douglas, 
Jack Warden
"
O Panaca,(1979),"
Comedy            ",94 min,7.2,$73.69M,"50,492",61        ,Carl Reiner,":
Steve Martin, 
Bernadette Peters, 
Catlin Adams, 
Mabel King
"
Drácula,(1979),"
Horror, Romance            ",109 min,6.5,$20.16M,"8,572",67        ,John Badham,":
Frank Langella, 
Laurence Olivier, 
Donald Pleasence, 
Kate Nelligan
"
Hair,(1979),"
Comedy, Drama, Musical            ",121 min,7.6,$15.28M,"33,208",68        ,Milos Forman,":
John Savage, 
Treat Williams, 
Beverly D'Angelo, 
Annie Golden
"
Quadrophenia,(1979),"
Drama, Music            ",120 min,7.3,,"16,101",79        ,Franc Roddam,":
Phil Daniels, 
Leslie Ash, 
Phil Davis, 
Mark Wingett
"
Hardcore: No Submundo do Sexo,(1979),"
Crime, Drama            ",108 min,7.0,,"7,859",63        ,Paul Schrader,":
George C. Scott, 
Peter Boyle, 
Season Hubley, 
Dick Sargent
"
Justiça para Todos,(1979),"
Crime, Drama, Thriller            ",119 min,7.4,,"28,606",58        ,Norman Jewison,":
Al Pacino, 
Jack Warden, 
John Forsythe, 
Lee Strasberg
"
Terror em Amityville,(1979),"
Horror            ",117 min,6.2,$86.43M,"33,417",28        ,Stuart Rosenberg,":
James Brolin, 
Margot Kidder, 
Rod Steiger, 
Don Stroud
"
A Gangue da Pesada,(1979),"
Drama            ",112 min,7.4,$0.01M,"9,435",64        ,Philip Kaufman,":
Ken Wahl, 
Karen Allen, 
John Friedrich, 
Toni Kalem
"
Zumbi 2 - A Volta dos Mortos,(1979),"
Horror            ",91 min,6.9,,"24,018",54        ,Lucio Fulci,":
Tisa Farrow, 
Ian McCulloch, 
Richard Johnson, 
Al Cliver
"
Dramático Reencontro no Poseidon,(1979),"
Action, Adventure            ",114 min,4.6,,"4,446",,Irwin Allen,":
Michael Caine, 
Sally Field, 
Telly Savalas, 
Peter Boyle
"
O Corcel Negro,(1979),"
Adventure, Family, Sport            ",118 min,7.3,,"11,011",84        ,Carroll Ballard,":
Kelly Reno, 
Mickey Rooney, 
Teri Garr, 
Clarence Muse
"
O Vencedor,(1979),"
Comedy, Drama, Romance            ",101 min,7.7,$16.42M,"20,593",91        ,Peter Yates,":
Dennis Christopher, 
Dennis Quaid, 
Daniel Stern, 
Jackie Earle Haley
"
Scum,(1979),"
Crime, Drama            ",98 min,7.6,,"9,415",,Alan Clarke,":
Ray Winstone, 
Mick Ford, 
Julian Firth, 
John Blundell
"
Um Século em 43 Minutos,(1979),"
Adventure, Drama, Sci-Fi            ",112 min,7.1,,"14,471",69        ,Nicholas Meyer,":
Malcolm McDowell, 
Mary Steenburgen, 
David Warner, 
Charles Cioffi
"
Os Filhos do Medo,(1979),"
Horror, Sci-Fi            ",92 min,6.8,,"23,481",63        ,David Cronenberg,":
Oliver Reed, 
Samantha Eggar, 
Art Hindle, 
Henry Beckman
"
Beneath the Valley of the Ultra-Vixens,(1979),"
Comedy            ",93 min,5.6,,"2,744",,Russ Meyer,":
Kitten Natividad, 
Ann Marie, 
Ken Kerr, 
June Mack
"
A Semente do Diabo,(1979),"
Horror, Sci-Fi, Thriller            ",102 min,5.5,$18.39M,"4,072",41        ,John Frankenheimer,":
Talia Shire, 
Robert Foxworth, 
Armand Assante, 
Richard Dysart
"
O Tambor,(1979),"
Drama, War            ",142 min,7.5,,"21,066",63        ,Volker Schlöndorff,":
David Bennent, 
Mario Adorf, 
Angela Winkler, 
Katharina Thalbach
"
Mensageiro da Morte,(1979),"
Horror, Mystery, Thriller            ",97 min,6.5,$21.41M,"8,797",58        ,Fred Walton,":
Carol Kane, 
Charles Durning, 
Rutanya Alda, 
Carmen Argenziano
"
Fuga para Athena,(1979),"
Action, Adventure, Comedy            ",125 min,5.7,,"4,090",,George P. Cosmatos,":
Roger Moore, 
Telly Savalas, 
David Niven, 
Stefanie Powers
"
